codigo_ine,municipio,provincia,comunidad_autonoma,municipio_nombre_humano,linea_costa_provincia,linea_montana_provincia,poblacion,superficie,densidad_poblacion
08119,Masquefa,Barcelona,Cataluña,Masquefa,1,2,9623,17.44,551.78
43082,Masroig (El),Tarragona,Cataluña,El Masroig,1,2,499,15.64,31.91
46162,Massalavés,Valencia,Comunidad Valenciana,Massalavés,1,0,1632,7.48,218.08
25131,Massalcoreig,Lleida,Cataluña,Massalcoreig,2,1,599,14.19,42.21
46163,Massalfassar,Valencia,Comunidad Valenciana,Massalfassar,1,0,2574,2.53,1015.75
46164,Massamagrell,Valencia,Comunidad Valenciana,Massamagrell,1,0,16132,6.16,2617.77
46165,Massanassa,Valencia,Comunidad Valenciana,Massanassa,1,0,9845,5.59,1760.46
17101,Massanes,Girona,Cataluña,Massanes,1,1,803,25.93,30.97
25132,Massoteres,Lleida,Cataluña,Massoteres,2,1,223,26.14,8.53
37184,Masueco,Salamanca,Castilla y León,Masueco,0,2,274,19.76,13.87
45095,Mata (La),Toledo,Castilla-La Mancha,La Mata,0,2,823,19.18,42.91
10118,Mata de Alcántara,Cáceres,Extremadura,Mata de Alcántara,0,3,284,33.5,8.48
40124,Mata de Cuéllar,Segovia,Castilla y León,Mata de Cuéllar,3,1,259,20.08,12.9
37186,Mata de Ledesma (La),Salamanca,Castilla y León,La Mata de Ledesma,0,2,85,38.65,2.2
44146,Mata de los Olmos (La),Teruel,Aragón,La Mata de los Olmos,2,1,257,23.73,10.83
12075,Mata de Morella (La),Castellón,Comunidad Valenciana,La Mata de Morella,1,2,169,15.16,11.15
40123,Matabuena,Segovia,Castilla y León,Matabuena,3,1,183,21.42,8.54
24097,Matadeón de los Oteros,León,Castilla y León,Matadeón de los Oteros,2,1,229,46.44,4.93
08120,Matadepera,Barcelona,Cataluña,Matadepera,1,2,9672,25.37,381.24
42110,Matalebreras,Soria,Castilla y León,Matalebreras,3,1,64,41.63,1.54
24098,Matallana de Torío,León,Castilla y León,Matallana de Torío,2,1,1278,73.45,17.4
42111,Matamala de Almazán,Soria,Castilla y León,Matamala de Almazán,3,1,266,62.99,4.22
24099,Matanza,León,Castilla y León,Matanza,2,1,167,53.58,3.12
38025,Matanza de Acentejo (La),Santa Cruz de Tenerife,Islas Canarias,La Matanza de Acentejo,1,2,9114,14.05,648.68
47082,Matapozuelos,Valladolid,Castilla y León,Matapozuelos,3,0,1039,50.51,20.57
08121,Mataró,Barcelona,Cataluña,Mataró,1,2,129120,22.3,5789.69
19173,Matarrubia,Guadalajara,Castilla-La Mancha,Matarrubia,0,1,65,28.21,2.3
12076,Matet,Castellón,Comunidad Valenciana,Matet,1,2,73,14.89,4.9
40125,Matilla (La),Segovia,Castilla y León,La Matilla,3,1,80,7.47,10.71
49113,Matilla de Arzón,Zamora,Castilla y León,Matilla de Arzón,3,2,164,30.25,5.42
47083,Matilla de los Caños,Valladolid,Castilla y León,Matilla de los Caños,3,0,94,12.29,7.65
37187,Matilla de los Caños del Río,Salamanca,Castilla y León,Matilla de los Caños del Río,0,2,639,69.29,9.22
49114,Matilla la Seca,Zamora,Castilla y León,Matilla la Seca,3,2,39,12.13,3.21
19174,Matillas,Guadalajara,Castilla-La Mancha,Matillas,0,1,97,10.38,9.35
26095,Matute,La Rioja,La Rioja,Matute,2,2,97,25.65,3.78
37188,Maya (La),Salamanca,Castilla y León,La Maya,0,2,167,7.02,23.78
49115,Mayalde,Zamora,Castilla y León,Mayalde,3,2,176,43.71,4.03
47084,Mayorga,Valladolid,Castilla y León,Mayorga,3,0,1471,150.65,9.76
44147,Mazaleón,Teruel,Aragón,Mazaleón,2,1,503,86.25,5.83
45096,Mazarambroz,Toledo,Castilla-La Mancha,Mazarambroz,0,2,1258,216.03,5.82
19175,Mazarete,Guadalajara,Castilla-La Mancha,Mazarete,0,1,31,56.17,0.55
15045,Mazaricos,A Coruña,Galicia,Mazaricos,1,3,3806,187.3,20.32
34102,Mazariegos,Palencia,Castilla y León,Mazariegos,2,2,217,25.24,8.6
30026,Mazarrón,Murcia,Región de Murcia,Mazarrón,1,2,32988,318.17,103.68
39041,Mazcuerras,Cantabria,Cantabria,Mazcuerras,1,1,2080,56.01,37.14
19176,Mazuecos,Guadalajara,Castilla-La Mancha,Mazuecos,0,1,270,23.77,11.36
34103,Mazuecos de Valdeginate,Palencia,Castilla y León,Mazuecos de Valdeginate,2,2,93,18.56,5.01
09206,Mazuela,Burgos,Castilla y León,Mazuela,2,2,59,13.41,4.4
36027,Meaño,Pontevedra,Galicia,Meaño,1,3,5314,27.77,191.35
09208,Mecerreyes,Burgos,Castilla y León,Mecerreyes,2,2,196,59.63,3.29
28083,Meco,Madrid,Comunidad de Madrid,Meco,3,2,14903,35.11,424.44
06080,Medellín,Badajoz,Extremadura,Medellín,3,0,2247,64.95,34.6
50164,Mediana de Aragón,Zaragoza,Aragón,Mediana de Aragón,2,1,465,90.57,5.13
05123,Mediana de Voltoya,Ávila,Castilla y León,Mediana de Voltoya,0,1,119,18.38,6.48
06081,Medina de las Torres,Badajoz,Extremadura,Medina de las Torres,3,0,1163,87.37,13.31
09209,Medina de Pomar,Burgos,Castilla y León,Medina de Pomar,2,2,5834,214.2,27.24
47086,Medina de Rioseco,Valladolid,Castilla y León,Medina de Rioseco,3,0,4550,115.17,39.51
47085,Medina del Campo,Valladolid,Castilla y León,Medina del Campo,3,0,20271,153.14,132.37
11023,Medina Sidonia,Cádiz,Andalucía,Medina Sidonia,1,0,11813,487.63,24.23
42113,Medinaceli,Soria,Castilla y León,Medinaceli,3,1,664,205.37,3.23
05124,Medinilla,Ávila,Castilla y León,Medinilla,0,1,104,22.88,4.55
39042,Medio Cudeyo,Cantabria,Cantabria,Medio Cudeyo,1,1,7606,26.43,287.83
08122,Mediona,Barcelona,Cataluña,Mediona,1,2,2419,48.02,50.37
19177,Medranda,Guadalajara,Castilla-La Mancha,Medranda,0,1,63,11.44,5.51
26096,Medrano,La Rioja,La Rioja,Medrano,2,2,341,7.46,45.73
47087,Megeces,Valladolid,Castilla y León,Megeces,3,0,433,19.04,22.74
19178,Megina,Guadalajara,Castilla-La Mancha,Megina,0,1,35,27.89,1.25
27029,Meira,Lugo,Galicia,Meira,1,2,1731,46.55,37.18
36028,Meis,Pontevedra,Galicia,Meis,1,3,4796,52.39,91.54
45097,Mejorada,Toledo,Castilla-La Mancha,Mejorada,0,2,1293,46.17,28.01
28084,Mejorada del Campo,Madrid,Comunidad de Madrid,Mejorada del Campo,3,2,23737,17.21,1379.12
47088,Melgar de Abajo,Valladolid,Castilla y León,Melgar de Abajo,3,0,120,23.02,5.21
47089,Melgar de Arriba,Valladolid,Castilla y León,Melgar de Arriba,3,0,153,35.04,4.37
09211,Melgar de Fernamental,Burgos,Castilla y León,Melgar de Fernamental,2,2,1553,108.62,14.3
49116,Melgar de Tera,Zamora,Castilla y León,Melgar de Tera,3,2,360,40.91,8.8
34104,Melgar de Yuso,Palencia,Castilla y León,Melgar de Yuso,2,2,254,26.58,9.56
46166,Meliana,Valencia,Comunidad Valenciana,Meliana,1,0,10926,4.71,2319.75
31164,Mélida,Navarra,Comunidad Foral de Navarra,Mélida,2,2,733,26.11,28.08
15046,Melide,A Coruña,Galicia,Melide,1,3,7427,101.3,73.32
52001,Melilla,Melilla,Melilla,Melilla,1,0,86261,14.24,6057.65
32046,Melón,Ourense,Galicia,Melón,2,2,1135,53.25,21.31
40126,Melque de Cercos,Segovia,Castilla y León,Melque de Cercos,3,1,59,18.59,3.17
40127,Membibre de la Hoz,Segovia,Castilla y León,Membibre de la Hoz,3,1,35,15.68,2.23
37189,Membribe de la Sierra,Salamanca,Castilla y León,Membribe de la Sierra,0,2,111,46.53,2.39
13054,Membrilla,Ciudad Real,Castilla-La Mancha,Membrilla,3,2,5927,143.98,41.17
19179,Membrillera,Guadalajara,Castilla-La Mancha,Membrillera,0,1,102,38.33,2.66
10119,Membrío,Cáceres,Extremadura,Membrío,0,3,587,207.74,2.83
25134,Menàrguens,Lleida,Cataluña,Menàrguens,2,1,789,20.53,38.43
45098,Menasalbas,Toledo,Castilla-La Mancha,Menasalbas,0,2,2544,179.44,14.18
20901,Mendaro,Gipuzkoa,País Vasco,Mendaro,1,2,1983,25.39,78.1
48062,Mendata,Bizkaia,País Vasco,Mendata,1,2,379,22.43,16.9
31165,Mendavia,Navarra,Comunidad Foral de Navarra,Mendavia,2,2,3505,78.1,44.88
31166,Mendaza,Navarra,Comunidad Foral de Navarra,Mendaza,2,2,299,32.95,9.08
48063,Mendexa,Bizkaia,País Vasco,Mendexa,1,2,422,6.93,60.89
31167,Mendigorria,Navarra,Comunidad Foral de Navarra,Mendigorria,2,2,1112,39.43,28.2
34106,Meneses de Campos,Palencia,Castilla y León,Meneses de Campos,2,2,120,28.21,4.25
06082,Mengabril,Badajoz,Extremadura,Mengabril,3,0,489,43.81,11.16
05125,Mengamuñoz,Ávila,Castilla y León,Mengamuñoz,0,1,59,11.75,5.02
23061,Mengíbar,Jaén,Andalucía,Mengíbar,2,2,9973,62.34,159.97
45099,Méntrida,Toledo,Castilla-La Mancha,Méntrida,0,2,5662,83.01,68.21
48064,Meñaka,Bizkaia,País Vasco,Meñaka,1,2,753,12.49,60.29
50165,Mequinenza,Zaragoza,Aragón,Mequinenza,2,1,2292,307.63,7.45
17099,Meranges,Girona,Cataluña,Meranges,1,1,97,37.58,2.58
32047,Merca (A),Ourense,Galicia,A Merca,2,2,1939,50.99,38.03
07037,Mercadal (Es),Illes Balears,Islas Baleares,Es Mercadal,1,2,5444,138.34,39.35
06083,Mérida,Badajoz,Extremadura,Mérida,3,0,59424,865.19,68.68
09213,Merindad de Cuesta-Urria,Burgos,Castilla y León,Merindad de Cuesta-Urria,2,2,284,121.97,2.33
09214,Merindad de Montija,Burgos,Castilla y León,Merindad de Montija,2,2,730,100.07,7.29
09906,Merindad de Río Ubierna,Burgos,Castilla y León,Merindad de Río Ubierna,2,2,1436,275.23,5.22
09215,Merindad de Sotoscueva,Burgos,Castilla y León,Merindad de Sotoscueva,2,2,409,153.35,2.67
09216,Merindad de Valdeporres,Burgos,Castilla y León,Merindad de Valdeporres,2,2,431,120.17,3.59
09217,Merindad de Valdivielso,Burgos,Castilla y León,Merindad de Valdivielso,2,2,386,129.09,2.99
39043,Meruelo,Cantabria,Cantabria,Meruelo,1,1,2174,16.36,132.88
16124,Mesas (Las),Cuenca,Castilla-La Mancha,Las Mesas,2,2,2310,86.45,26.72
10120,Mesas de Ibor,Cáceres,Extremadura,Mesas de Ibor,0,3,162,48.64,3.33
05126,Mesegar de Corneja,Ávila,Castilla y León,Mesegar de Corneja,0,1,57,10.29,5.54
45100,Mesegar de Tajo,Toledo,Castilla-La Mancha,Mesegar de Tajo,0,2,206,17.66,11.67
15047,Mesía,A Coruña,Galicia,Mesía,1,3,2479,107.21,23.12
50166,Mesones de Isuela,Zaragoza,Aragón,Mesones de Isuela,2,1,265,48.55,5.46
13055,Mestanza,Ciudad Real,Castilla-La Mancha,Mestanza,3,2,662,370.0,1.79
31168,Metauten,Navarra,Comunidad Foral de Navarra,Metauten,2,2,289,22.58,12.8
50167,Mezalocha,Zaragoza,Aragón,Mezalocha,2,1,238,60.64,3.92
32048,Mezquita (A),Ourense,Galicia,A Mezquita,2,2,1006,104.27,9.65
44148,Mezquita de Jarque,Teruel,Aragón,Mezquita de Jarque,2,1,87,31.14,2.79
10121,Miajadas,Cáceres,Extremadura,Miajadas,0,3,9503,120.75,78.7
50168,Mianos,Zaragoza,Aragón,Mianos,2,1,28,14.82,1.89
49117,Micereces de Tera,Zamora,Castilla y León,Micereces de Tera,3,2,443,34.07,13.0
34107,Micieces de Ojeda,Palencia,Castilla y León,Micieces de Ojeda,2,2,71,20.73,3.42
50169,Miedes de Aragón,Zaragoza,Aragón,Miedes de Aragón,2,1,429,55.38,7.75
19181,Miedes de Atienza,Guadalajara,Castilla-La Mancha,Miedes de Atienza,0,1,54,42.99,1.26
39044,Miengo,Cantabria,Cantabria,Miengo,1,1,5059,24.45,206.91
39045,Miera,Cantabria,Cantabria,Miera,1,1,386,34.11,11.32
17105,Mieres,Asturias,Principado de Asturias,Mieres,1,1,37026,146.04,253.53
33037,Mieres,Girona,Cataluña,Mieres,1,1,349,26.1,13.37
19182,Mierla (La),Guadalajara,Castilla-La Mancha,La Mierla,0,1,40,19.82,2.02
37190,Mieza,Salamanca,Castilla y León,Mieza,0,2,189,34.82,5.43
07902,Migjorn Gran (Es),Illes Balears,Islas Baleares,Es Migjorn Gran,1,2,1500,31.44,47.71
45101,Miguel Esteban,Toledo,Castilla-La Mancha,Miguel Esteban,0,2,4809,92.96,51.73
40128,Migueláñez,Segovia,Castilla y León,Migueláñez,3,1,129,19.22,6.71
13056,Miguelturra,Ciudad Real,Castilla-La Mancha,Miguelturra,3,2,15658,118.12,132.56
05127,Mijares,Ávila,Castilla y León,Mijares,0,1,743,47.22,15.73
29070,Mijas,Málaga,Andalucía,Mijas,1,2,86744,148.73,583.23
43083,Milà (El),Tarragona,Cataluña,El Milà,1,2,191,4.17,45.8
31169,Milagro,Navarra,Comunidad Foral de Navarra,Milagro,2,2,3470,28.44,122.01
09218,Milagros,Burgos,Castilla y León,Milagros,2,2,438,22.03,19.89
37191,Milano (El),Salamanca,Castilla y León,El Milano,0,2,99,22.66,4.37
19184,Millana,Guadalajara,Castilla-La Mancha,Millana,0,1,108,27.81,3.88
10122,Millanes,Cáceres,Extremadura,Millanes,0,3,255,17.57,14.51
46167,Millares,Valencia,Comunidad Valenciana,Millares,1,0,341,105.51,3.23
03086,Millena,Alicante,Comunidad Valenciana,Millena,1,3,242,9.77,24.76
49118,Milles de la Polvorosa,Zamora,Castilla y León,Milles de la Polvorosa,3,2,208,18.12,11.48
19183,Milmarcos,Guadalajara,Castilla-La Mancha,Milmarcos,0,1,73,43.91,1.66
21049,Minas de Riotinto,Huelva,Andalucía,Minas de Riotinto,1,0,3778,23.31,162.05
02048,Minaya,Albacete,Castilla-La Mancha,Minaya,2,2,1483,69.78,21.25
16125,Minglanilla,Cuenca,Castilla-La Mancha,Minglanilla,2,2,2237,109.64,20.4
05128,Mingorría,Ávila,Castilla y León,Mingorría,0,1,377,30.69,12.28
15048,Miño,A Coruña,Galicia,Miño,1,3,6423,32.97,194.81
42115,Miño de Medinaceli,Soria,Castilla y León,Miño de Medinaceli,3,1,83,56.25,1.48
42116,Miño de San Esteban,Soria,Castilla y León,Miño de San Esteban,3,1,43,48.89,0.88
19185,Miñosa (La),Guadalajara,Castilla-La Mancha,La Miñosa,0,1,34,44.0,0.77
16126,Mira,Cuenca,Castilla-La Mancha,Mira,2,2,908,212.86,4.27
10123,Mirabel,Cáceres,Extremadura,Mirabel,0,3,669,49.3,13.57
19186,Mirabueno,Guadalajara,Castilla-La Mancha,Mirabueno,0,1,78,19.46,4.01
28085,Miraflores de la Sierra,Madrid,Comunidad de Madrid,Miraflores de la Sierra,3,2,6585,56.66,116.22
31170,Mirafuentes,Navarra,Comunidad Foral de Navarra,Mirafuentes,2,2,61,2.65,23.05
25135,Miralcamp,Lleida,Cataluña,Miralcamp,2,1,1366,14.9,91.68
19187,Miralrío,Guadalajara,Castilla-La Mancha,Miralrío,0,1,59,8.21,7.19
46168,Miramar,Valencia,Comunidad Valenciana,Miramar,1,0,2740,2.56,1071.95
44149,Mirambel,Teruel,Aragón,Mirambel,2,1,111,45.47,2.44
31171,Miranda de Arga,Navarra,Comunidad Foral de Navarra,Miranda de Arga,2,2,852,59.79,14.25
37192,Miranda de Azán,Salamanca,Castilla y León,Miranda de Azán,0,2,449,24.07,18.65
09219,Miranda de Ebro,Burgos,Castilla y León,Miranda de Ebro,2,2,35528,101.2,351.07
37193,Miranda del Castañar,Salamanca,Castilla y León,Miranda del Castañar,0,2,382,21.07,18.13
06084,Mirandilla,Badajoz,Extremadura,Mirandilla,3,0,1247,41.59,29.98
09220,Miraveche,Burgos,Castilla y León,Miraveche,2,2,85,22.7,3.74
43084,Miravet,Tarragona,Cataluña,Miravet,1,2,685,32.69,20.95
44150,Miravete de la Sierra,Teruel,Aragón,Miravete de la Sierra,2,1,38,36.51,1.04
05129,Mirón (El),Ávila,Castilla y León,El Mirón,0,1,114,31.08,3.67
05130,Mironcillo,Ávila,Castilla y León,Mironcillo,0,1,105,15.23,6.89
05131,Mirueña de los Infanzones,Ávila,Castilla y León,Mirueña de los Infanzones,0,1,84,31.21,2.69
46169,Mislata,Valencia,Comunidad Valenciana,Mislata,1,0,44320,2.03,21832.51
36029,Moaña,Pontevedra,Galicia,Moaña,1,3,19496,35.06,556.15
45102,Mocejón,Toledo,Castilla-La Mancha,Mocejón,0,2,5009,30.51,164.18
19188,Mochales,Guadalajara,Castilla-La Mancha,Mochales,0,1,42,32.32,1.3
18132,Moclín,Granada,Andalucía,Moclín,1,1,3613,113.11,31.94
29071,Moclinejo,Málaga,Andalucía,Moclinejo,1,2,1244,14.37,86.57
09221,Modúbar de la Emparedada,Burgos,Castilla y León,Modúbar de la Emparedada,2,2,768,11.75,65.38
15049,Moeche,A Coruña,Galicia,Moeche,1,3,1200,48.5,24.74
35012,Mogán,Las Palmas,Islas Canarias,Mogán,1,2,20572,171.42,120.01
37194,Mogarraz,Salamanca,Castilla y León,Mogarraz,0,2,260,9.05,28.73
46170,Mogente/Moixent,Valencia,Comunidad Valenciana,Mogente/Moixent,1,0,4326,150.23,28.8
21050,Moguer,Huelva,Andalucía,Moguer,1,0,22061,203.74,108.28
10124,Mohedas de Granadilla,Cáceres,Extremadura,Mohedas de Granadilla,0,3,849,58.72,14.46
45103,Mohedas de la Jara,Toledo,Castilla-La Mancha,Mohedas de la Jara,0,2,399,60.42,6.6
19189,Mohernando,Guadalajara,Castilla-La Mancha,Mohernando,0,1,174,26.34,6.61
08138,Moià,Barcelona,Cataluña,Moià,1,2,6474,75.92,85.27
04064,Mojácar,Almería,Andalucía,Mojácar,1,2,7257,71.54,101.44
47090,Mojados,Valladolid,Castilla y León,Mojados,3,0,3311,46.21,71.64
04903,Mojonera (La),Almería,Andalucía,La Mojonera,1,2,9086,23.87,380.7
49119,Molacillos,Zamora,Castilla y León,Molacillos,3,2,239,23.68,10.09
43085,Molar (El),Tarragona,Cataluña,El Molar,1,2,298,22.91,13.01
28086,Molar (El),Madrid,Comunidad de Madrid,El Molar,3,2,9291,50.29,184.75
41063,Molares (Los),Sevilla,Andalucía,Los Molares,2,0,3563,42.76,83.33
49120,Molezuelas de la Carballeda,Zamora,Castilla y León,Molezuelas de la Carballeda,3,2,46,34.56,1.33
19190,Molina de Aragón,Guadalajara,Castilla-La Mancha,Molina de Aragón,0,1,3217,168.32,19.11
30027,Molina de Segura,Murcia,Región de Murcia,Molina de Segura,1,2,73498,169.37,433.95
24100,Molinaseca,León,Castilla y León,Molinaseca,2,1,891,79.63,11.19
02049,Molinicos,Albacete,Castilla-La Mancha,Molinicos,2,2,829,143.59,5.77
37195,Molinillo,Salamanca,Castilla y León,Molinillo,0,2,42,6.79,6.19
44151,Molinos,Teruel,Aragón,Molinos,2,1,238,79.61,2.99
28087,Molinos (Los),Madrid,Comunidad de Madrid,Los Molinos,3,2,4563,19.56,233.29
42117,Molinos de Duero,Soria,Castilla y León,Molinos de Duero,3,1,158,27.39,5.77
08123,Molins de Rei,Barcelona,Cataluña,Molins de Rei,1,2,26104,15.72,1660.56
39046,Molledo,Cantabria,Cantabria,Molledo,1,1,1494,70.98,21.05
25137,Mollerussa,Lleida,Cataluña,Mollerussa,2,1,14545,6.96,2089.8
17106,Mollet de Peralada,Girona,Cataluña,Mollet de Peralada,1,1,197,6.1,32.29
08124,Mollet del Vallès,Barcelona,Cataluña,Mollet del Vallès,1,2,51151,10.82,4727.45
29072,Mollina,Málaga,Andalucía,Mollina,1,2,5341,74.56,71.63
17107,Molló,Girona,Cataluña,Molló,1,1,347,43.16,8.04
25136,Molsosa (La),Lleida,Cataluña,La Molsosa,2,1,102,26.74,3.81
18133,Molvízar,Granada,Andalucía,Molvízar,1,1,2748,21.47,127.99
05132,Mombeltrán,Ávila,Castilla y León,Mombeltrán,0,1,934,49.98,18.69
42118,Momblona,Soria,Castilla y León,Momblona,3,1,17,22.91,0.74
49121,Mombuey,Zamora,Castilla y León,Mombuey,3,2,407,39.11,10.41
18134,Monachil,Granada,Andalucía,Monachil,1,1,8137,88.92,91.51
19191,Monasterio,Guadalajara,Castilla-La Mancha,Monasterio,0,1,14,21.47,0.65
09223,Monasterio de la Sierra,Burgos,Castilla y León,Monasterio de la Sierra,2,2,40,5.9,6.79
09224,Monasterio de Rodilla,Burgos,Castilla y León,Monasterio de Rodilla,2,2,164,37.14,4.42
47091,Monasterio de Vega,Valladolid,Castilla y León,Monasterio de Vega,3,0,79,29.93,2.64
46171,Moncada,Valencia,Comunidad Valenciana,Moncada,1,0,21875,15.83,1382.02
09225,Moncalvillo,Burgos,Castilla y León,Moncalvillo,2,2,83,26.76,3.1
12077,Moncofa,Castellón,Comunidad Valenciana,Moncofa,1,2,6958,14.53,478.9
29073,Monda,Málaga,Andalucía,Monda,1,2,2762,57.65,47.91
36030,Mondariz,Pontevedra,Galicia,Mondariz,1,3,4394,82.33,53.37
36031,Mondariz-Balneario,Pontevedra,Galicia,Mondariz-Balneario,1,3,675,2.31,292.61
19192,Mondéjar,Guadalajara,Castilla-La Mancha,Mondéjar,0,1,2745,48.43,56.68
27030,Mondoñedo,Lugo,Galicia,Mondoñedo,1,2,3480,142.69,24.39
50170,Monegrillo,Zaragoza,Aragón,Monegrillo,2,1,389,183.16,2.12
22155,Monesma y Cajigar,Huesca,Aragón,Monesma y Cajigar,2,1,69,62.6,1.1
06085,Monesterio,Badajoz,Extremadura,Monesterio,3,0,4267,322.35,13.24
50171,Moneva,Zaragoza,Aragón,Moneva,2,1,121,61.4,1.97
49122,Monfarracinos,Zamora,Castilla y León,Monfarracinos,3,2,971,22.02,44.1
15050,Monfero,A Coruña,Galicia,Monfero,1,3,1908,171.67,11.11
22156,Monflorite-Lascasas,Huesca,Aragón,Monflorite-Lascasas,2,1,432,29.0,14.9
37196,Monforte de la Sierra,Salamanca,Castilla y León,Monforte de la Sierra,0,2,61,4.36,13.99
27031,Monforte de Lemos,Lugo,Galicia,Monforte de Lemos,1,2,18242,199.52,91.43
44152,Monforte de Moyuela,Teruel,Aragón,Monforte de Moyuela,2,1,71,47.74,1.49
03088,Monforte del Cid,Alicante,Comunidad Valenciana,Monforte del Cid,1,3,8500,79.52,106.89
08128,Monistrol de Calders,Barcelona,Cataluña,Monistrol de Calders,1,2,716,21.98,32.58
08127,Monistrol de Montserrat,Barcelona,Cataluña,Monistrol de Montserrat,1,2,3178,11.91,266.83
37197,Monleón,Salamanca,Castilla y León,Monleón,0,2,96,19.1,5.03
37198,Monleras,Salamanca,Castilla y León,Monleras,0,2,226,32.84,6.88
03089,Monóvar/Monòver,Alicante,Comunidad Valenciana,Monóvar/Monòver,1,3,12188,152.36,80.0
50172,Monreal de Ariza,Zaragoza,Aragón,Monreal de Ariza,2,1,193,62.06,3.11
44153,Monreal del Campo,Teruel,Aragón,Monreal del Campo,2,1,2522,89.05,28.32
16128,Monreal del Llano,Cuenca,Castilla-La Mancha,Monreal del Llano,2,2,52,39.02,1.33
31172,Monreal/Elo,Navarra,Comunidad Foral de Navarra,Monreal/Elo,2,2,480,22.61,21.23
10125,Monroy,Cáceres,Extremadura,Monroy,0,3,920,204.45,4.5
44154,Monroyo,Teruel,Aragón,Monroyo,2,1,318,79.24,4.01
37199,Monsagro,Salamanca,Castilla y León,Monsagro,0,2,135,48.11,2.81
05133,Monsalupe,Ávila,Castilla y León,Monsalupe,0,1,60,17.7,3.39
43091,Mont-ral,Tarragona,Cataluña,Mont-ral,1,2,169,34.58,4.89
17110,Mont-ras,Girona,Cataluña,Mont-ras,1,1,1672,12.3,135.88
43092,Mont-roig del Camp,Tarragona,Cataluña,Mont-roig del Camp,1,2,12689,63.34,200.33
17109,Montagut i Oix,Girona,Cataluña,Montagut i Oix,1,1,951,93.46,10.18
44155,Montalbán,Teruel,Aragón,Montalbán,2,1,1237,82.04,15.08
14040,Montalbán de Córdoba,Córdoba,Andalucía,Montalbán de Córdoba,2,2,4517,34.15,132.27
16129,Montalbanejo,Cuenca,Castilla-La Mancha,Montalbanejo,2,2,99,59.33,1.67
16130,Montalbo,Cuenca,Castilla-La Mancha,Montalbo,2,2,670,73.96,9.06
02050,Montalvos,Albacete,Castilla-La Mancha,Montalvos,2,2,86,24.78,3.47
49123,Montamarta,Zamora,Castilla y León,Montamarta,3,2,559,56.81,9.84
12078,Montán,Castellón,Comunidad Valenciana,Montán,1,2,365,34.1,10.7
10126,Montánchez,Cáceres,Extremadura,Montánchez,0,3,1654,112.9,14.65
12079,Montanejos,Castellón,Comunidad Valenciana,Montanejos,1,2,544,37.8,14.39
22157,Montanuy,Huesca,Aragón,Montanuy,2,1,215,174.37,1.23
19193,Montarrón,Guadalajara,Castilla-La Mancha,Montarrón,0,1,28,11.17,2.51
46173,Montaverner,Valencia,Comunidad Valenciana,Montaverner,1,0,1630,7.4,220.32
43086,Montblanc,Tarragona,Cataluña,Montblanc,1,2,7433,91.5,81.23
43088,Montbrió del Camp,Tarragona,Cataluña,Montbrió del Camp,1,2,2985,10.57,282.4
08125,Montcada i Reixac,Barcelona,Cataluña,Montcada i Reixac,1,2,36794,23.46,1568.37
08130,Montclar,Barcelona,Cataluña,Montclar,1,2,136,22.28,6.11
31173,Monteagudo,Navarra,Comunidad Foral de Navarra,Monteagudo,2,2,1105,10.84,101.97
16131,Monteagudo de las Salinas,Cuenca,Castilla-La Mancha,Monteagudo de las Salinas,2,2,119,131.86,0.9
42119,Monteagudo de las Vicarías,Soria,Castilla y León,Monteagudo de las Vicarías,3,1,179,97.04,1.84
44156,Monteagudo del Castillo,Teruel,Aragón,Monteagudo del Castillo,2,1,51,44.36,1.15
47092,Montealegre de Campos,Valladolid,Castilla y León,Montealegre de Campos,3,0,103,33.97,3.03
02051,Montealegre del Castillo,Albacete,Castilla-La Mancha,Montealegre del Castillo,2,2,2038,177.9,11.46
45104,Montearagón,Toledo,Castilla-La Mancha,Montearagón,0,2,522,11.97,43.61
29903,Montecorto,Málaga,Andalucía,Montecorto,1,2,572,54.49,10.5
32049,Montederramo,Ourense,Galicia,Montederramo,2,2,705,135.57,5.2
18135,Montefrío,Granada,Andalucía,Montefrío,1,1,5336,253.91,21.02
10127,Montehermoso,Cáceres,Extremadura,Montehermoso,0,3,5680,96.45,58.89
29074,Montejaque,Málaga,Andalucía,Montejaque,1,2,938,45.46,20.64
18136,Montejícar,Granada,Andalucía,Montejícar,1,1,2072,87.57,23.66
37200,Montejo,Salamanca,Castilla y León,Montejo,0,2,207,29.11,7.11
40129,Montejo de Arévalo,Segovia,Castilla y León,Montejo de Arévalo,3,1,174,35.95,4.84
28088,Montejo de la Sierra,Madrid,Comunidad de Madrid,Montejo de la Sierra,3,2,365,31.95,11.42
40130,Montejo de la Vega de la Serrezuela,Segovia,Castilla y León,Montejo de la Vega de la Serrezuela,3,1,141,27.85,5.06
42120,Montejo de Tiermes,Soria,Castilla y León,Montejo de Tiermes,3,1,148,167.27,0.88
25139,Montellà i Martinet,Lleida,Cataluña,Montellà i Martinet,2,1,596,55.17,10.8
41064,Montellano,Sevilla,Andalucía,Montellano,2,0,7014,116.71,60.1
14041,Montemayor,Córdoba,Andalucía,Montemayor,2,2,3851,58.46,65.87
47093,Montemayor de Pililla,Valladolid,Castilla y León,Montemayor de Pililla,3,0,852,59.56,14.31
37201,Montemayor del Río,Salamanca,Castilla y León,Montemayor del Río,0,2,267,15.3,17.46
06086,Montemolín,Badajoz,Extremadura,Montemolín,3,0,1365,202.72,6.73
