codigo_ine,municipio,provincia,comunidad_autonoma,municipio_nombre_humano,linea_costa_provincia,linea_montana_provincia,poblacion,superficie,densidad_poblacion
32018,Carballeda de Avia,Ourense,Galicia,Carballeda de Avia,2,2,1249,46.37,26.94
32017,Carballeda de Valdeorras,Ourense,Galicia,Carballeda de Valdeorras,2,2,1460,222.67,6.56
27009,Carballedo,Lugo,Galicia,Carballedo,1,2,2123,138.85,15.29
32019,Carballiño (O),Ourense,Galicia,O Carballiño,2,2,13911,54.33,256.02
15019,Carballo,A Coruña,Galicia,Carballo,1,3,31414,186.09,168.81
49037,Carbellino,Zamora,Castilla y León,Carbellino,3,2,175,32.79,5.34
04032,Carboneras,Almería,Andalucía,Carboneras,1,2,8183,95.46,85.72
16055,Carboneras de Guadazaón,Cuenca,Castilla-La Mancha,Carboneras de Guadazaón,2,2,778,100.65,7.73
40043,Carbonero el Mayor,Segovia,Castilla y León,Carbonero el Mayor,3,1,2502,66.35,37.71
23021,Carboneros,Jaén,Andalucía,Carboneros,2,2,608,58.61,10.37
10047,Carcaboso,Cáceres,Extremadura,Carcaboso,0,3,1080,20.3,53.21
14015,Carcabuey,Córdoba,Andalucía,Carcabuey,2,2,2374,79.82,29.74
46083,Carcaixent,Valencia,Comunidad Valenciana,Carcaixent,1,0,20494,59.25,345.86
31066,Cárcar,Navarra,Comunidad Foral de Navarra,Cárcar,2,2,1120,40.45,27.69
31067,Carcastillo,Navarra,Comunidad Foral de Navarra,Carcastillo,2,2,2487,97.0,25.64
09071,Carcedo de Bureba,Burgos,Castilla y León,Carcedo de Bureba,2,2,45,42.66,1.05
09072,Carcedo de Burgos,Burgos,Castilla y León,Carcedo de Burgos,2,2,448,25.68,17.45
02020,Carcelén,Albacete,Castilla-La Mancha,Carcelén,2,2,496,75.36,6.58
46084,Càrcer,Valencia,Comunidad Valenciana,Càrcer,1,0,1822,7.41,246.04
23901,Cárcheles,Jaén,Andalucía,Cárcheles,2,2,1320,40.5,32.59
08046,Cardedeu,Barcelona,Cataluña,Cardedeu,1,2,18609,12.21,1524.08
26041,Cárdenas,La Rioja,La Rioja,Cárdenas,2,2,134,3.98,33.65
16056,Cardenete,Cuenca,Castilla-La Mancha,Cardenete,2,2,488,97.51,5.0
14016,Cardeña,Córdoba,Andalucía,Cardeña,2,2,1473,513.42,2.87
09073,Cardeñadijo,Burgos,Castilla y León,Cardeñadijo,2,2,1414,9.21,153.56
09074,Cardeñajimeno,Burgos,Castilla y León,Cardeñajimeno,2,2,1175,12.19,96.35
05049,Cardeñosa,Ávila,Castilla y León,Cardeñosa,0,1,427,40.5,10.54
34046,Cardeñosa de Volpejera,Palencia,Castilla y León,Cardeñosa de Volpejera,2,2,56,13.7,4.09
09075,Cardeñuela Riopico,Burgos,Castilla y León,Cardeñuela Riopico,2,2,109,11.28,9.66
45035,Cardiel de los Montes,Toledo,Castilla-La Mancha,Cardiel de los Montes,0,2,380,24.31,15.63
08047,Cardona,Barcelona,Cataluña,Cardona,1,2,4593,66.43,69.14
19067,Cardoso de la Sierra (El),Guadalajara,Castilla-La Mancha,El Cardoso de la Sierra,0,1,56,186.7,0.3
50072,Carenas,Zaragoza,Aragón,Carenas,2,1,182,31.22,5.83
50073,Cariñena,Zaragoza,Aragón,Cariñena,2,1,3370,82.51,40.84
15901,Cariño,A Coruña,Galicia,Cariño,1,3,3763,47.19,79.74
46085,Carlet,Valencia,Comunidad Valenciana,Carlet,1,0,15851,45.62,347.44
14017,Carlota (La),Córdoba,Andalucía,La Carlota,2,2,14228,79.26,179.51
08048,Carme,Barcelona,Cataluña,Carme,1,2,768,11.33,67.78
45036,Carmena,Toledo,Castilla-La Mancha,Carmena,0,2,780,46.7,16.7
24037,Cármenes,León,Castilla y León,Cármenes,2,1,335,154.09,2.17
41024,Carmona,Sevilla,Andalucía,Carmona,2,0,29123,922.07,31.58
06031,Carmonita,Badajoz,Extremadura,Carmonita,3,0,532,39.22,13.56
15020,Carnota,A Coruña,Galicia,Carnota,1,3,3854,70.9,54.36
23024,Carolina (La),Jaén,Andalucía,La Carolina,2,2,15048,201.37,74.73
47035,Carpio,Valladolid,Castilla y León,Carpio,3,0,965,56.5,17.08
14018,Carpio (El),Córdoba,Andalucía,El Carpio,2,2,4382,46.68,93.87
37086,Carpio de Azaba,Salamanca,Castilla y León,Carpio de Azaba,0,2,116,70.45,1.65
45037,Carpio de Tajo (El),Toledo,Castilla-La Mancha,El Carpio de Tajo,0,2,1817,113.58,16.0
24038,Carracedelo,León,Castilla y León,Carracedelo,2,1,3403,32.43,104.92
15021,Carral,A Coruña,Galicia,Carral,1,3,6574,48.03,136.87
45038,Carranque,Toledo,Castilla-La Mancha,Carranque,0,2,5022,24.73,203.07
37087,Carrascal de Barregas,Salamanca,Castilla y León,Carrascal de Barregas,0,2,1295,76.63,16.9
37088,Carrascal del Obispo,Salamanca,Castilla y León,Carrascal del Obispo,0,2,194,40.97,4.74
40044,Carrascal del Río,Segovia,Castilla y León,Carrascal del Río,3,1,150,30.52,4.92
10048,Carrascalejo,Cáceres,Extremadura,Carrascalejo,0,3,225,48.48,4.64
06032,Carrascalejo (El),Badajoz,Extremadura,El Carrascalejo,3,0,90,12.77,7.05
16057,Carrascosa,Cuenca,Castilla-La Mancha,Carrascosa,2,2,67,71.47,0.94
42053,Carrascosa de Abajo,Soria,Castilla y León,Carrascosa de Abajo,3,1,18,23.55,0.76
16058,Carrascosa de Haro,Cuenca,Castilla-La Mancha,Carrascosa de Haro,2,2,101,29.05,3.48
42054,Carrascosa de la Sierra,Soria,Castilla y León,Carrascosa de la Sierra,3,1,17,12.76,1.33
29036,Carratraca,Málaga,Andalucía,Carratraca,1,2,719,22.56,31.87
33014,Carreño,Asturias,Principado de Asturias,Carreño,1,1,10288,66.59,154.5
05051,Carrera (La),Ávila,Castilla y León,La Carrera,0,1,164,14.16,11.58
09076,Carrias,Burgos,Castilla y León,Carrias,2,2,25,13.26,1.89
45039,Carriches,Toledo,Castilla-La Mancha,Carriches,0,2,278,18.67,14.89
46086,Carrícola,Valencia,Comunidad Valenciana,Carrícola,1,0,102,4.6,22.18
13031,Carrión de Calatrava,Ciudad Real,Castilla-La Mancha,Carrión de Calatrava,3,2,3086,95.49,32.32
41025,Carrión de los Céspedes,Sevilla,Andalucía,Carrión de los Céspedes,2,0,2587,6.03,429.02
34047,Carrión de los Condes,Palencia,Castilla y León,Carrión de los Condes,2,2,2011,63.3,31.77
24039,Carrizo,León,Castilla y León,Carrizo,2,1,2266,41.85,54.15
13032,Carrizosa,Ciudad Real,Castilla-La Mancha,Carrizosa,3,2,1175,26.04,45.12
24040,Carrocera,León,Castilla y León,Carrocera,2,1,452,65.98,6.85
30016,Cartagena,Murcia,Región de Murcia,Cartagena,1,2,216365,560.19,386.24
29037,Cartajima,Málaga,Andalucía,Cartajima,1,2,259,21.46,12.07
29038,Cártama,Málaga,Andalucía,Cártama,1,2,27436,105.1,261.05
21021,Cartaya,Huelva,Andalucía,Cartaya,1,0,20314,224.92,90.32
32020,Cartelle,Ourense,Galicia,Cartelle,2,2,2570,94.29,27.26
39018,Cartes,Cantabria,Cantabria,Cartes,1,1,5750,18.93,303.75
24041,Carucedo,León,Castilla y León,Carucedo,2,1,511,35.0,14.6
19070,Casa de Uceda,Guadalajara,Castilla-La Mancha,Casa de Uceda,0,1,98,21.38,4.58
29039,Casabermeja,Málaga,Andalucía,Casabermeja,1,2,3712,67.62,54.9
37089,Casafranca,Salamanca,Castilla y León,Casafranca,0,2,61,29.6,2.06
26042,Casalarreina,La Rioja,La Rioja,Casalarreina,2,2,1090,8.13,134.07
19071,Casar (El),Guadalajara,Castilla-La Mancha,El Casar,0,1,12710,51.84,245.2
10049,Casar de Cáceres,Cáceres,Extremadura,Casar de Cáceres,0,3,4516,130.3,34.66
45040,Casar de Escalona (El),Toledo,Castilla-La Mancha,El Casar de Escalona,0,2,1791,39.55,45.28
10050,Casar de Palomero,Cáceres,Extremadura,Casar de Palomero,0,3,1059,36.91,28.69
29040,Casarabonela,Málaga,Andalucía,Casarabonela,1,2,2532,113.74,22.26
42055,Casarejos,Soria,Castilla y León,Casarejos,3,1,156,28.08,5.56
29041,Casares,Málaga,Andalucía,Casares,1,2,7342,162.34,45.23
10051,Casares de las Hurdes,Cáceres,Extremadura,Casares de las Hurdes,0,3,383,20.75,18.46
41026,Casariche,Sevilla,Andalucía,Casariche,2,0,5384,52.9,101.79
45041,Casarrubios del Monte,Toledo,Castilla-La Mancha,Casarrubios del Monte,0,2,6177,92.42,66.84
28036,Casarrubuelos,Madrid,Comunidad de Madrid,Casarrubuelos,3,2,3939,5.32,740.22
46087,Casas Altas,Valencia,Comunidad Valenciana,Casas Altas,1,0,132,15.95,8.28
46088,Casas Bajas,Valencia,Comunidad Valenciana,Casas Bajas,1,0,164,22.65,7.24
16060,Casas de Benítez,Cuenca,Castilla-La Mancha,Casas de Benítez,2,2,816,46.76,17.45
10052,Casas de Don Antonio,Cáceres,Extremadura,Casas de Don Antonio,0,3,178,31.42,5.67
10053,Casas de Don Gómez,Cáceres,Extremadura,Casas de Don Gómez,0,3,277,31.16,8.89
06033,Casas de Don Pedro,Badajoz,Extremadura,Casas de Don Pedro,3,0,1456,144.5,10.08
16061,Casas de Fernando Alonso,Cuenca,Castilla-La Mancha,Casas de Fernando Alonso,2,2,1147,30.28,37.88
16062,Casas de Garcimolina,Cuenca,Castilla-La Mancha,Casas de Garcimolina,2,2,29,38.69,0.75
16063,Casas de Guijarro,Cuenca,Castilla-La Mancha,Casas de Guijarro,2,2,119,8.2,14.51
16064,Casas de Haro,Cuenca,Castilla-La Mancha,Casas de Haro,2,2,835,110.88,7.53
02021,Casas de Juan Núñez,Albacete,Castilla-La Mancha,Casas de Juan Núñez,2,2,1361,88.98,15.3
02022,Casas de Lázaro,Albacete,Castilla-La Mancha,Casas de Lázaro,2,2,328,112.32,2.92
16065,Casas de los Pinos,Cuenca,Castilla-La Mancha,Casas de los Pinos,2,2,417,68.22,6.11
10056,Casas de Millán,Cáceres,Extremadura,Casas de Millán,0,3,556,152.91,3.64
10057,Casas de Miravete,Cáceres,Extremadura,Casas de Miravete,0,3,129,50.58,2.55
06034,Casas de Reina,Badajoz,Extremadura,Casas de Reina,3,0,202,49.8,4.06
19073,Casas de San Galindo,Guadalajara,Castilla-La Mancha,Casas de San Galindo,0,1,19,11.61,1.64
02023,Casas de Ves,Albacete,Castilla-La Mancha,Casas de Ves,2,2,564,125.41,4.5
10054,Casas del Castañar,Cáceres,Extremadura,Casas del Castañar,0,3,531,24.63,21.56
37090,Casas del Conde (Las),Salamanca,Castilla y León,Las Casas del Conde,0,2,64,1.26,50.71
10055,Casas del Monte,Cáceres,Extremadura,Casas del Monte,0,3,787,27.61,28.51
05052,Casas del Puerto,Ávila,Castilla y León,Casas del Puerto,0,1,83,22.14,3.75
02024,Casas-Ibáñez,Albacete,Castilla-La Mancha,Casas-Ibáñez,2,2,4540,103.25,43.97
45042,Casasbuenas,Toledo,Castilla-La Mancha,Casasbuenas,0,2,182,30.46,5.97
49038,Casaseca de Campeán,Zamora,Castilla y León,Casaseca de Campeán,3,2,103,12.24,8.41
49039,Casaseca de las Chanas,Zamora,Castilla y León,Casaseca de las Chanas,3,2,373,12.56,29.7
16066,Casasimarro,Cuenca,Castilla-La Mancha,Casasimarro,2,2,3089,49.62,62.25
05053,Casasola,Ávila,Castilla y León,Casasola,0,1,68,18.36,3.7
47036,Casasola de Arión,Valladolid,Castilla y León,Casasola de Arión,3,0,235,27.73,8.48
10058,Casatejada,Cáceres,Extremadura,Casatejada,0,3,1343,111.82,12.01
05054,Casavieja,Ávila,Castilla y León,Casavieja,0,1,1422,39.24,36.24
22081,Casbas de Huesca,Huesca,Aragón,Casbas de Huesca,2,1,290,132.69,2.19
09077,Cascajares de Bureba,Burgos,Castilla y León,Cascajares de Bureba,2,2,29,7.92,3.66
09078,Cascajares de la Sierra,Burgos,Castilla y León,Cascajares de la Sierra,2,2,32,6.81,4.7
31068,Cascante,Navarra,Comunidad Foral de Navarra,Cascante,2,2,3962,62.93,62.96
44064,Cascante del Río,Teruel,Aragón,Cascante del Río,2,1,69,32.38,2.13
31069,Cáseda,Navarra,Comunidad Foral de Navarra,Cáseda,2,2,952,85.61,11.12
43041,Caseres,Tarragona,Cataluña,Caseres,1,2,226,42.78,5.28
05055,Casillas,Ávila,Castilla y León,Casillas,0,1,646,11.99,53.88
10059,Casillas de Coria,Cáceres,Extremadura,Casillas de Coria,0,3,344,61.97,5.55
37091,Casillas de Flores,Salamanca,Castilla y León,Casillas de Flores,0,2,191,42.6,4.48
46089,Casinos,Valencia,Comunidad Valenciana,Casinos,1,0,2881,41.48,69.45
40045,Casla,Segovia,Castilla y León,Casla,3,1,159,17.59,9.04
33015,Caso,Asturias,Principado de Asturias,Caso,1,1,1441,306.62,4.7
50074,Caspe,Zaragoza,Aragón,Caspe,2,1,10183,503.15,20.24
19074,Caspueñas,Guadalajara,Castilla-La Mancha,Caspueñas,0,1,116,14.79,7.84
17044,Cassà de la Selva,Girona,Cataluña,Cassà de la Selva,1,1,10505,45.43,231.23
08049,Casserres,Barcelona,Cataluña,Casserres,1,2,1636,29.38,55.69
03053,Castalla,Alicante,Comunidad Valenciana,Castalla,1,3,10752,114.6,93.82
10060,Castañar de Ibor,Cáceres,Extremadura,Castañar de Ibor,0,3,1021,146.97,6.95
26043,Castañares de Rioja,La Rioja,La Rioja,Castañares de Rioja,2,2,407,10.94,37.2
39019,Castañeda,Cantabria,Cantabria,Castañeda,1,1,3029,19.22,157.6
21022,Castaño del Robledo,Huelva,Andalucía,Castaño del Robledo,1,0,230,12.93,17.79
18044,Cástaras,Granada,Andalucía,Cástaras,1,1,240,28.36,8.46
16067,Castejón,Cuenca,Castilla-La Mancha,Castejón,2,2,122,43.62,2.8
31070,Castejón,Navarra,Comunidad Foral de Navarra,Castejón,2,2,4306,18.07,238.34
50075,Castejón de Alarba,Zaragoza,Aragón,Castejón de Alarba,2,1,78,17.56,4.44
19075,Castejón de Henares,Guadalajara,Castilla-La Mancha,Castejón de Henares,0,1,61,15.95,3.83
50076,Castejón de las Armas,Zaragoza,Aragón,Castejón de las Armas,2,1,82,16.19,5.07
22083,Castejón de Monegros,Huesca,Aragón,Castejón de Monegros,2,1,497,165.33,3.01
22084,Castejón de Sos,Huesca,Aragón,Castejón de Sos,2,1,791,31.55,25.07
44065,Castejón de Tornos,Teruel,Aragón,Castejón de Tornos,2,1,52,30.9,1.68
50077,Castejón de Valdejasa,Zaragoza,Aragón,Castejón de Valdejasa,2,1,216,110.12,1.96
22082,Castejón del Puente,Huesca,Aragón,Castejón del Puente,2,1,345,25.43,13.57
44066,Castel de Cabra,Teruel,Aragón,Castel de Cabra,2,1,95,29.44,3.23
22085,Castelflorite,Huesca,Aragón,Castelflorite,2,1,103,34.76,2.96
07064,Castell (Es),Illes Balears,Islas Baleares,Es Castell,1,2,7530,11.63,647.46
12037,Castell de Cabres,Castellón,Comunidad Valenciana,Castell de Cabres,1,2,22,30.71,0.72
03054,Castell de Castells,Alicante,Comunidad Valenciana,Castell de Castells,1,3,425,45.93,9.25
03075,Castell de Guadalest (El),Alicante,Comunidad Valenciana,El Castell de Guadalest,1,3,243,15.96,15.23
08057,Castell de l'Areny,Barcelona,Cataluña,Castell de l'Areny,1,2,72,24.92,2.89
25904,Castell de Mur,Lleida,Cataluña,Castell de Mur,2,1,169,62.41,2.71
17048,Castell-Platja d'Aro,Girona,Cataluña,Castell-Platja d'Aro,1,1,11455,21.68,528.48
09079,Castellanos de Castro,Burgos,Castilla y León,Castellanos de Castro,2,2,49,9.93,4.94
37092,Castellanos de Moriscos,Salamanca,Castilla y León,Castellanos de Moriscos,0,2,2809,13.84,202.99
37185,Castellanos de Villiquera,Salamanca,Castilla y León,Castellanos de Villiquera,0,2,653,28.75,22.71
05056,Castellanos de Zapardiel,Ávila,Castilla y León,Castellanos de Zapardiel,0,1,94,12.7,7.4
23025,Castellar,Jaén,Andalucía,Castellar,2,2,3267,157.36,20.76
44070,Castellar (El),Teruel,Aragón,El Castellar,2,1,56,50.33,1.11
11013,Castellar de la Frontera,Cádiz,Andalucía,Castellar de la Frontera,1,0,3070,180.51,17.01
19076,Castellar de la Muela,Guadalajara,Castilla-La Mancha,Castellar de la Muela,0,1,32,21.38,1.5
25064,Castellar de la Ribera,Lleida,Cataluña,Castellar de la Ribera,2,1,136,60.27,2.26
08052,Castellar de n'Hug,Barcelona,Cataluña,Castellar de n'Hug,1,2,167,46.83,3.57
13033,Castellar de Santiago,Ciudad Real,Castilla-La Mancha,Castellar de Santiago,3,2,1833,95.5,19.19
08050,Castellar del Riu,Barcelona,Cataluña,Castellar del Riu,1,2,171,32.77,5.22
08051,Castellar del Vallès,Barcelona,Cataluña,Castellar del Vallès,1,2,24659,45.18,545.79
08053,Castellbell i el Vilar,Barcelona,Cataluña,Castellbell i el Vilar,1,2,3853,28.52,135.12
08054,Castellbisbal,Barcelona,Cataluña,Castellbisbal,1,2,12610,30.98,407.04
08055,Castellcir,Barcelona,Cataluña,Castellcir,1,2,753,33.96,22.17
25067,Castelldans,Lleida,Cataluña,Castelldans,2,1,900,64.32,13.99
08056,Castelldefels,Barcelona,Cataluña,Castelldefels,1,2,67226,12.81,5246.99
08058,Castellet i la Gornal,Barcelona,Cataluña,Castellet i la Gornal,1,2,2452,47.14,52.02
17046,Castellfollit de la Roca,Girona,Cataluña,Castellfollit de la Roca,1,1,939,0.73,1286.3
08060,Castellfollit de Riubregós,Barcelona,Cataluña,Castellfollit de Riubregós,1,2,163,26.29,6.2
08059,Castellfollit del Boix,Barcelona,Cataluña,Castellfollit del Boix,1,2,448,59.39,7.54
12038,Castellfort,Castellón,Comunidad Valenciana,Castellfort,1,2,179,66.74,2.68
08061,Castellgalí,Barcelona,Cataluña,Castellgalí,1,2,2179,17.29,126.05
08062,Castellnou de Bages,Barcelona,Cataluña,Castellnou de Bages,1,2,1420,29.14,48.73
25068,Castellnou de Seana,Lleida,Cataluña,Castellnou de Seana,2,1,692,16.31,42.43
12039,Castellnovo,Castellón,Comunidad Valenciana,Castellnovo,1,2,914,19.2,47.6
46257,Castelló,Valencia,Comunidad Valenciana,Castelló,1,0,6996,20.3,344.63
17047,Castelló d'Empúries,Girona,Cataluña,Castelló d'Empúries,1,1,11154,42.25,264.02
25069,Castelló de Farfanya,Lleida,Cataluña,Castelló de Farfanya,2,1,529,52.62,10.05
46090,Castelló de Rugat,Valencia,Comunidad Valenciana,Castelló de Rugat,1,0,2316,19.02,121.75
08063,Castellolí,Barcelona,Cataluña,Castellolí,1,2,653,25.35,25.76
12040,Castellón de la Plana,Castellón,Comunidad Valenciana,Castellón de la Plana,1,2,172589,111.33,1550.25
46091,Castellonet de la Conquesta,Valencia,Comunidad Valenciana,Castellonet de la Conquesta,1,0,139,5.43,25.58
44071,Castellote,Teruel,Aragón,Castellote,2,1,687,235.18,2.92
25070,Castellserà,Lleida,Cataluña,Castellserà,2,1,976,15.86,61.55
08064,Castellterçol,Barcelona,Cataluña,Castellterçol,1,2,2632,31.76,82.87
43042,Castellvell del Camp,Tarragona,Cataluña,Castellvell del Camp,1,2,2873,5.17,555.71
08065,Castellví de la Marca,Barcelona,Cataluña,Castellví de la Marca,1,2,1597,28.66,55.72
08066,Castellví de Rosanes,Barcelona,Cataluña,Castellví de Rosanes,1,2,1996,16.4,121.71
44067,Castelnou,Teruel,Aragón,Castelnou,2,1,120,36.65,3.27
44068,Castelserás,Teruel,Aragón,Castelserás,2,1,789,31.52,25.03
46092,Castielfabib,Valencia,Comunidad Valenciana,Castielfabib,1,0,299,106.26,2.81
22086,Castiello de Jaca,Huesca,Aragón,Castiello de Jaca,2,1,240,17.31,13.86
22087,Castigaleu,Huesca,Aragón,Castigaleu,2,1,80,26.53,3.02
09083,Castil de Peones,Burgos,Castilla y León,Castil de Peones,2,2,25,13.98,1.79
34048,Castil de Vela,Palencia,Castilla y León,Castil de Vela,2,2,58,23.86,2.43
06035,Castilblanco,Badajoz,Extremadura,Castilblanco,3,0,903,132.24,6.83
41027,Castilblanco de los Arroyos,Sevilla,Andalucía,Castilblanco de los Arroyos,2,0,5059,323.55,15.64
09082,Castildelgado,Burgos,Castilla y León,Castildelgado,2,2,33,4.95,6.67
24042,Castilfalé,León,Castilla y León,Castilfalé,2,1,65,25.9,2.51
19078,Castilforte,Guadalajara,Castilla-La Mancha,Castilforte,0,1,60,33.97,1.77
42056,Castilfrío de la Sierra,Soria,Castilla y León,Castilfrío de la Sierra,3,1,35,12.16,2.88
50078,Castiliscar,Zaragoza,Aragón,Castiliscar,2,1,248,40.68,6.1
22088,Castillazuelo,Huesca,Aragón,Castillazuelo,2,1,164,15.32,10.7
41028,Castilleja de Guzmán,Sevilla,Andalucía,Castilleja de Guzmán,2,0,2860,2.04,1401.96
41029,Castilleja de la Cuesta,Sevilla,Andalucía,Castilleja de la Cuesta,2,0,17366,2.17,8002.76
41030,Castilleja del Campo,Sevilla,Andalucía,Castilleja del Campo,2,0,633,16.2,39.07
18045,Castilléjar,Granada,Andalucía,Castilléjar,1,1,1288,131.32,9.81
16068,Castillejo de Iniesta,Cuenca,Castilla-La Mancha,Castillejo de Iniesta,2,2,129,27.7,4.66
37096,Castillejo de Martín Viejo,Salamanca,Castilla y León,Castillejo de Martín Viejo,0,2,211,155.67,1.36
40046,Castillejo de Mesleón,Segovia,Castilla y León,Castillejo de Mesleón,3,1,120,27.24,4.41
42058,Castillejo de Robledo,Soria,Castilla y León,Castillejo de Robledo,3,1,104,52.98,1.96
16070,Castillejo-Sierra,Cuenca,Castilla-La Mancha,Castillejo-Sierra,2,2,29,30.37,0.95
45043,Castillo de Bayuela,Toledo,Castilla-La Mancha,Castillo de Bayuela,0,2,918,37.32,24.6
16072,Castillo de Garcimuñoz,Cuenca,Castilla-La Mancha,Castillo de Garcimuñoz,2,2,128,82.21,1.56
41031,Castillo de las Guardas (El),Sevilla,Andalucía,El Castillo de las Guardas,2,0,1512,258.74,5.84
23026,Castillo de Locubín,Jaén,Andalucía,Castillo de Locubín,2,2,4019,102.55,39.19
12041,Castillo de Villamalefa,Castellón,Comunidad Valenciana,Castillo de Villamalefa,1,2,103,37.74,2.73
16071,Castillo-Albaráñez,Cuenca,Castilla-La Mancha,Castillo-Albaráñez,2,2,20,12.43,1.61
22089,Castillonroy,Huesca,Aragón,Castillonroy,2,1,333,37.59,8.86
31071,Castillonuevo,Navarra,Comunidad Foral de Navarra,Castillonuevo,2,2,18,26.34,0.68
19079,Castilnuevo,Guadalajara,Castilla-La Mancha,Castilnuevo,0,1,6,19.54,0.31
42057,Castilruiz,Soria,Castilla y León,Castilruiz,3,1,153,38.81,3.94
37097,Castraz,Salamanca,Castilla y León,Castraz,0,2,38,30.37,1.25
34049,Castrejón de la Peña,Palencia,Castilla y León,Castrejón de la Peña,2,2,346,106.4,3.25
47037,Castrejón de Trabancos,Valladolid,Castilla y León,Castrejón de Trabancos,3,0,170,30.2,5.63
32022,Castrelo de Miño,Ourense,Galicia,Castrelo de Miño,2,2,1321,39.74,33.24
32021,Castrelo do Val,Ourense,Galicia,Castrelo do Val,2,2,979,122.05,8.02
18046,Castril,Granada,Andalucía,Castril,1,1,2018,243.26,8.3
24043,Castrillo de Cabrera,León,Castilla y León,Castrillo de Cabrera,2,1,108,115.87,0.93
34050,Castrillo de Don Juan,Palencia,Castilla y León,Castrillo de Don Juan,2,2,196,48.94,4.0
47038,Castrillo de Duero,Valladolid,Castilla y León,Castrillo de Duero,3,0,103,25.8,3.99
49040,Castrillo de la Guareña,Zamora,Castilla y León,Castrillo de la Guareña,3,2,116,21.91,5.29
09084,Castrillo de la Reina,Burgos,Castilla y León,Castrillo de la Reina,2,2,173,14.45,11.98
24044,Castrillo de la Valduerna,León,Castilla y León,Castrillo de la Valduerna,2,1,149,23.51,6.34
09085,Castrillo de la Vega,Burgos,Castilla y León,Castrillo de la Vega,2,2,648,26.42,24.53
34051,Castrillo de Onielo,Palencia,Castilla y León,Castrillo de Onielo,2,2,104,40.27,2.58
09088,Castrillo de Riopisuerga,Burgos,Castilla y León,Castrillo de Riopisuerga,2,2,57,17.44,3.27
34052,Castrillo de Villavega,Palencia,Castilla y León,Castrillo de Villavega,2,2,173,33.94,5.1
09086,Castrillo del Val,Burgos,Castilla y León,Castrillo del Val,2,2,814,22.54,36.11
09090,Castrillo Mota de Judíos,Burgos,Castilla y León,Castrillo Mota de Judíos,2,2,49,22.05,2.22
47039,Castrillo-Tejeriego,Valladolid,Castilla y León,Castrillo-Tejeriego,3,0,162,35.92,4.51
33016,Castrillón,Asturias,Principado de Asturias,Castrillón,1,1,22299,55.46,402.07
32023,Castro Caldelas,Ourense,Galicia,Castro Caldelas,2,2,1182,87.61,13.49
04033,Castro de Filabres,Almería,Andalucía,Castro de Filabres,1,2,115,29.24,3.93
40047,Castro de Fuentidueña,Segovia,Castilla y León,Castro de Fuentidueña,3,1,47,19.72,2.38
27010,Castro de Rei,Lugo,Galicia,Castro de Rei,1,2,5110,176.97,28.87
14019,Castro del Río,Córdoba,Andalucía,Castro del Río,2,2,7740,219.7,35.23
39020,Castro-Urdiales,Cantabria,Cantabria,Castro-Urdiales,1,1,32975,96.06,343.28
47040,Castrobol,Valladolid,Castilla y León,Castrobol,3,0,54,16.87,3.2
24046,Castrocalbón,León,Castilla y León,Castrocalbón,2,1,940,88.3,10.65
24047,Castrocontrigo,León,Castilla y León,Castrocontrigo,2,1,720,194.49,3.7
47041,Castrodeza,Valladolid,Castilla y León,Castrodeza,3,0,151,15.97,9.46
49041,Castrogonzalo,Zamora,Castilla y León,Castrogonzalo,3,2,456,25.03,18.22
