municipio,provincia,municipio_nombre_humano,lat,lon,sitios_comercio,sitios_turismo,sitios_alojamiento,sitios_ocio,sitios_natural,sitios_servicio,sitios_actividad,sitios_entretenimiento,sitios_catering,sitios_sport,sitios_edificio,sitios_acceso_limitado,sitios_artificial,sitios_acceso,sitios_sin_acceso,sitios_patrimonio,sitios_carretera,sitios_cuota,sitios_comodidad
Burujón,Toledo,Burujón,39.901977,-4.298782,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabañas de la Sagra,Toledo,Cabañas de la Sagra,40.008068,-3.950221,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabañas de Yepes,Toledo,Cabañas de Yepes,39.89051,-3.53502,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Cabezamesada,Toledo,Cabezamesada,39.8163,-3.10236,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0
Calera y Chozas,Toledo,Calera y Chozas,39.882233,-4.979702,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Caleruela,Toledo,Caleruela,39.87483,-5.25693,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Calzada de Oropesa,Toledo,Calzada de Oropesa,39.89875,-5.277487,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Camarena,Toledo,Camarena,40.092233,-4.119007,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Camarenilla,Toledo,Camarenilla,40.01672,-4.07624,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Campillo de la Jara (El),Toledo,El Campillo de la Jara,39.58918,-5.05532,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0
Camuñas,Toledo,Camuñas,39.428999,-3.457508,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Cardiel de los Montes,Toledo,Cardiel de los Montes,40.052869,-4.645472,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Carmena,Toledo,Carmena,39.956309,-4.401153,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Carpio de Tajo (El),Toledo,El Carpio de Tajo,39.887636,-4.455815,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Carranque,Toledo,Carranque,40.17073,-3.901982,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Carriches,Toledo,Carriches,39.963384,-4.458302,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
Casar de Escalona (El),Toledo,El Casar de Escalona,40.04725,-4.524798,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Casarrubios del Monte,Toledo,Casarrubios del Monte,40.186841,-4.036811,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0
Casasbuenas,Toledo,Casasbuenas,39.76117,-4.12558,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Castillo de Bayuela,Toledo,Castillo de Bayuela,40.10045,-4.684733,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0
Cazalegas,Toledo,Cazalegas,40.009929,-4.67644,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0
Cebolla,Toledo,Cebolla,39.94752,-4.568439,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Cedillo del Condado,Toledo,Cedillo del Condado,40.114781,-3.924564,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
Cerralbos (Los),Toledo,Los Cerralbos,39.983421,-4.569396,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Cervera de los Montes,Toledo,Cervera de los Montes,40.05182,-4.81072,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0
Chozas de Canales,Toledo,Chozas de Canales,40.09676,-4.048062,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
Chueca,Toledo,Chueca,39.73191,-3.94365,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ciruelos,Toledo,Ciruelos,39.93881,-3.61383,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Cobeja,Toledo,Cobeja,40.017729,-3.856789,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Cobisa,Toledo,Cobisa,39.806487,-4.026231,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Consuegra,Toledo,Consuegra,39.463087,-3.609842,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
Corral de Almaguer,Toledo,Corral de Almaguer,39.762438,-3.170158,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
Cuerva,Toledo,Cuerva,39.664321,-4.211817,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Domingo Pérez,Toledo,Domingo Pérez,39.975935,-4.506229,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dosbarrios,Toledo,Dosbarrios,39.883172,-3.48341,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0
Erustes,Toledo,Erustes,39.95667,-4.49656,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Escalona,Toledo,Escalona,40.17563,-4.412721,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Escalonilla,Toledo,Escalonilla,39.924718,-4.34856,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Espinoso del Rey,Toledo,Espinoso del Rey,39.65364,-4.783409,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Esquivias,Toledo,Esquivias,40.104006,-3.768051,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Estrella (La),Toledo,La Estrella,39.689388,-5.095331,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuensalida,Toledo,Fuensalida,40.053863,-4.207444,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
Gálvez,Toledo,Gálvez,39.701172,-4.272779,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Garciotum,Toledo,Garciotum,40.11735,-4.6361,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Gerindote,Toledo,Gerindote,39.966724,-4.302916,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Guadamur,Toledo,Guadamur,39.801358,-4.140113,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Guardia (La),Toledo,La Guardia,39.786279,-3.476036,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Herencias (Las),Toledo,Las Herencias,39.865594,-4.850846,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Herreruela de Oropesa,Toledo,Herreruela de Oropesa,39.88928,-5.24279,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hinojosa de San Vicente,Toledo,Hinojosa de San Vicente,40.10463,-4.72269,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0
Hontanar,Toledo,Hontanar,39.597682,-4.531284,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Hormigos,Toledo,Hormigos,40.09778,-4.44473,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Huecas,Toledo,Huecas,40.031197,-4.204358,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Huerta de Valdecarábanos,Toledo,Huerta de Valdecarábanos,39.863411,-3.611985,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Iglesuela del Tiétar (La),Toledo,La Iglesuela del Tiétar,40.23277,-4.75162,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Illán de Vacas,Toledo,Illán de Vacas,39.97079,-4.55743,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Illescas,Toledo,Illescas,40.126109,-3.849527,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Lagartera,Toledo,Lagartera,39.90831,-5.200523,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Layos,Toledo,Layos,39.77703,-4.06448,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lillo,Toledo,Lillo,39.721815,-3.305036,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lominchar,Toledo,Lominchar,40.090354,-3.967335,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucillos,Toledo,Lucillos,39.985333,-4.613094,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Madridejos,Toledo,Madridejos,39.467384,-3.532566,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Magán,Toledo,Magán,39.960957,-3.932728,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malpica de Tajo,Toledo,Malpica de Tajo,39.898746,-4.549967,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Manzaneque,Toledo,Manzaneque,39.63549,-3.79249,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maqueda,Toledo,Maqueda,40.06614,-4.37066,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Marjaliza,Toledo,Marjaliza,39.562752,-3.934142,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrupe,Toledo,Marrupe,40.08817,-4.80704,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Mascaraque,Toledo,Mascaraque,39.715926,-3.813383,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Mata (La),Toledo,La Mata,39.94124,-4.43822,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Mazarambroz,Toledo,Mazarambroz,39.694242,-4.018297,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Mejorada,Toledo,Mejorada,40.01022,-4.884902,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Menasalbas,Toledo,Menasalbas,39.640467,-4.283336,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Méntrida,Toledo,Méntrida,40.237813,-4.192238,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Mesegar de Tajo,Toledo,Mesegar de Tajo,39.922275,-4.501793,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Miguel Esteban,Toledo,Miguel Esteban,39.523603,-3.075882,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mocejón,Toledo,Mocejón,39.939207,-3.918563,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Mohedas de la Jara,Toledo,Mohedas de la Jara,39.604167,-5.141854,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Montearagón,Toledo,Montearagón,39.96425,-4.63214,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Montesclaros,Toledo,Montesclaros,40.10646,-4.93848,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mora,Toledo,Mora,39.682554,-3.772969,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Nambroca,Toledo,Nambroca,39.79771,-3.944342,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Nava de Ricomalillo (La),Toledo,La Nava de Ricomalillo,39.650422,-4.990227,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Navahermosa,Toledo,Navahermosa,39.632905,-4.475544,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Navalcán,Toledo,Navalcán,40.069343,-5.093048,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0
Navalmoralejo,Toledo,Navalmoralejo,39.73928,-5.14359,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Navalmorales (Los),Toledo,Los Navalmorales,39.725036,-4.641722,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Navalucillos (Los),Toledo,Los Navalucillos,39.662691,-4.640756,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Navamorcuende,Toledo,Navamorcuende,40.156484,-4.785622,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Noblejas,Toledo,Noblejas,39.978317,-3.440463,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Noez,Toledo,Noez,39.740198,-4.183725,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nombela,Toledo,Nombela,40.1553,-4.50223,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Novés,Toledo,Novés,40.046076,-4.274629,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Numancia de la Sagra,Toledo,Numancia de la Sagra,40.07818,-3.857334,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuño Gómez,Toledo,Nuño Gómez,40.11383,-4.61978,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Ocaña,Toledo,Ocaña,39.956434,-3.498704,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Olías del Rey,Toledo,Olías del Rey,39.946728,-3.987302,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0
Ontígola,Toledo,Ontígola,40.007472,-3.574296,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Orgaz,Toledo,Orgaz,39.647559,-3.882968,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
Oropesa,Toledo,Oropesa,39.918138,-5.172581,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Otero,Toledo,Otero,40.022396,-4.514435,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0
Palomeque,Toledo,Palomeque,40.11966,-3.96403,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Pantoja,Toledo,Pantoja,40.046488,-3.835495,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Paredes de Escalona,Toledo,Paredes de Escalona,40.20472,-4.4305,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Parrillas,Toledo,Parrillas,40.06225,-5.0639,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Pelahustán,Toledo,Pelahustán,40.176243,-4.598277,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Pepino,Toledo,Pepino,40.02043,-4.78578,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Polán,Toledo,Polán,39.786252,-4.171283,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Portillo de Toledo,Toledo,Portillo de Toledo,40.062483,-4.227628,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
Puebla de Almoradiel (La),Toledo,La Puebla de Almoradiel,39.597371,-3.118717,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Puebla de Montalbán (La),Toledo,La Puebla de Montalbán,39.86523,-4.359569,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0
Pueblanueva (La),Toledo,La Pueblanueva,39.912922,-4.677338,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Puente del Arzobispo (El),Toledo,El Puente del Arzobispo,39.802024,-5.172538,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Puerto de San Vicente,Toledo,Puerto de San Vicente,39.52283,-5.11407,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Pulgar,Toledo,Pulgar,39.693021,-4.153756,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Quero,Toledo,Quero,39.511061,-3.247203,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Quintanar de la Orden,Toledo,Quintanar de la Orden,39.593467,-3.040945,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Quismondo,Toledo,Quismondo,40.106353,-4.324818,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Real de San Vicente (El),Toledo,El Real de San Vicente,40.13566,-4.690146,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Recas,Toledo,Recas,40.053958,-3.989814,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Retamoso de la Jara,Toledo,Retamoso de la Jara,39.74356,-4.75541,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Rielves,Toledo,Rielves,39.96206,-4.193,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Robledo del Mazo,Toledo,Robledo del Mazo,39.60986,-4.90502,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0
Romeral (El),Toledo,El Romeral,39.713397,-3.432568,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Bartolomé de las Abiertas,Toledo,San Bartolomé de las Abiertas,39.827543,-4.719024,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
San Martín de Montalbán,Toledo,San Martín de Montalbán,39.70275,-4.387086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martín de Pusa,Toledo,San Martín de Pusa,39.783548,-4.632478,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0
San Pablo de los Montes,Toledo,San Pablo de los Montes,39.541032,-4.332292,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0
San Román de los Montes,Toledo,San Román de los Montes,40.052175,-4.715611,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Santa Ana de Pusa,Toledo,Santa Ana de Pusa,39.762553,-4.710278,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Santa Cruz de la Zarza,Toledo,Santa Cruz de la Zarza,39.980212,-3.187366,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
Santa Cruz del Retamar,Toledo,Santa Cruz del Retamar,40.118598,-4.241056,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Santa Olalla,Toledo,Santa Olalla,40.024222,-4.427336,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Santo Domingo-Caudilla,Toledo,Santo Domingo-Caudilla,40.012523,-4.326986,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0
Sartajada,Toledo,Sartajada,40.223912,-4.807703,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Segurilla,Toledo,Segurilla,40.022765,-4.864433,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0
Seseña,Toledo,Seseña,40.105742,-3.69212,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Sevilleja de la Jara,Toledo,Sevilleja de la Jara,39.57488,-4.96387,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonseca,Toledo,Sonseca,39.679547,-3.976572,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Sotillo de las Palomas,Toledo,Sotillo de las Palomas,40.10359,-4.82736,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Talavera de la Reina,Toledo,Talavera de la Reina,39.965696,-4.823851,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Tembleque,Toledo,Tembleque,39.694554,-3.50457,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
Toboso (El),Toledo,El Toboso,39.513676,-2.996615,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Toledo,Toledo,Toledo,39.866667,-4.033333,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Torralba de Oropesa,Toledo,Torralba de Oropesa,39.93384,-5.15404,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Torre de Esteban Hambrán (La),Toledo,La Torre de Esteban Hambrán,40.169034,-4.214673,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0
Torrecilla de la Jara,Toledo,Torrecilla de la Jara,39.70425,-4.77186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torrico,Toledo,Torrico,39.829275,-5.225872,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Torrijos,Toledo,Torrijos,39.981134,-4.28303,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Totanés,Toledo,Totanés,39.71057,-4.22655,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Turleque,Toledo,Turleque,39.602258,-3.613353,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Ugena,Toledo,Ugena,40.157369,-3.875825,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urda,Toledo,Urda,39.411878,-3.717206,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Valdeverdeja,Toledo,Valdeverdeja,39.796474,-5.246336,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Valmojado,Toledo,Valmojado,40.204881,-4.088795,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Velada,Toledo,Velada,39.977666,-4.977037,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Ventas con Peña Aguilera (Las),Toledo,Las Ventas con Peña Aguilera,39.5762,-4.228738,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ventas de Retamosa (Las),Toledo,Las Ventas de Retamosa,40.154609,-4.113561,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Ventas de San Julián (Las),Toledo,Las Ventas de San Julián,40.00894,-5.29512,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Villa de Don Fadrique (La),Toledo,La Villa de Don Fadrique,39.615974,-3.218476,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
Villacañas,Toledo,Villacañas,39.618952,-3.338023,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Villafranca de los Caballeros,Toledo,Villafranca de los Caballeros,39.426629,-3.35808,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Villaluenga de la Sagra,Toledo,Villaluenga de la Sagra,40.027211,-3.912633,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Villamiel de Toledo,Toledo,Villamiel de Toledo,39.979731,-4.130047,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Villaminaya,Toledo,Villaminaya,39.713004,-3.871014,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Villamuelas,Toledo,Villamuelas,39.818388,-3.734417,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Villanueva de Alcardete,Toledo,Villanueva de Alcardete,39.671634,-3.015381,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Villanueva de Bogas,Toledo,Villanueva de Bogas,39.72339,-3.656814,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Villarejo de Montalbán,Toledo,Villarejo de Montalbán,39.76913,-4.57314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villarrubia de Santiago,Toledo,Villarrubia de Santiago,39.984123,-3.3682,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Villaseca de la Sagra,Toledo,Villaseca de la Sagra,39.961845,-3.882904,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Villasequilla,Toledo,Villasequilla,39.874632,-3.731934,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Villatobas,Toledo,Villatobas,39.901284,-3.323982,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Viso de San Juan (El),Toledo,El Viso de San Juan,40.140332,-3.920312,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Yébenes (Los),Toledo,Los Yébenes,39.578991,-3.866844,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Yeles,Toledo,Yeles,40.108181,-3.800196,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Yepes,Toledo,Yepes,39.904076,-3.624802,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Yuncler,Toledo,Yuncler,40.042778,-3.901493,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Yunclillos,Toledo,Yunclillos,40.022093,-3.989607,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Yuncos,Toledo,Yuncos,40.087709,-3.873994,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Ademuz,Valencia,Ademuz,40.062515,-1.286151,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0
Ador,Valencia,Ador,38.919177,-0.225647,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Agullent,Valencia,Agullent,38.828068,-0.558055,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Aielo de Malferit,Valencia,Aielo de Malferit,38.878858,-0.589872,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0
Aielo de Rugat,Valencia,Aielo de Rugat,38.873542,-0.339631,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Alaquàs,Valencia,Alaquàs,39.454507,-0.465896,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Albaida,Valencia,Albaida,38.83968,-0.522125,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Albal,Valencia,Albal,39.39874,-0.417601,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Albalat de la Ribera,Valencia,Albalat de la Ribera,39.202539,-0.386767,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Albalat dels Sorells,Valencia,Albalat dels Sorells,39.53834,-0.351611,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Albalat dels Tarongers,Valencia,Albalat dels Tarongers,39.702678,-0.337,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Alberic,Valencia,Alberic,39.11748,-0.520642,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alborache,Valencia,Alborache,39.391503,-0.771221,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Alboraia/Alboraya,Valencia,Alboraia/Alboraya,39.49925,-0.35018,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Albuixech,Valencia,Albuixech,39.544868,-0.324651,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
