municipio,provincia,municipio_nombre_humano,lat,lon,sitios_comercio,sitios_turismo,sitios_alojamiento,sitios_ocio,sitios_natural,sitios_servicio,sitios_actividad,sitios_entretenimiento,sitios_catering,sitios_sport,sitios_edificio,sitios_acceso_limitado,sitios_artificial,sitios_acceso,sitios_sin_acceso,sitios_patrimonio,sitios_carretera,sitios_cuota,sitios_comodidad
Granyena de les Garrigues,Lleida,Granyena de les Garrigues,41.43333,0.65,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Granyena de Segarra,Lleida,Granyena de Segarra,41.61667,1.25,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Guimerà,Lleida,Guimerà,41.568189,1.185533,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Guingueta d'Àneu (La),Lleida,La Guingueta d'Àneu,42.6072,1.15194,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guissona,Lleida,Guissona,41.783974,1.287773,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Guixers,Lleida,Guixers,42.14378,1.63933,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isona i Conca Dellà,Lleida,Isona i Conca Dellà,42.118738,1.046001,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0
Ivars de Noguera,Lleida,Ivars de Noguera,41.85,0.6,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0
Ivars d'Urgell,Lleida,Ivars d'Urgell,41.680265,0.988193,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ivorra,Lleida,Ivorra,41.76667,1.4,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Josa i Tuixén,Lleida,Josa i Tuixén,42.24745,1.60824,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Juncosa,Lleida,Juncosa,41.37033,0.7765,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Juneda,Lleida,Juneda,41.549748,0.823783,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Les,Lleida,Les,42.8086,0.71674,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Linyola,Lleida,Linyola,41.709902,0.90301,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0
Lladorre,Lleida,Lladorre,42.62138,1.24893,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Lladurs,Lleida,Lladurs,42.07264,1.46811,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llardecans,Lleida,Llardecans,41.37429,0.54969,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Llavorsí,Lleida,Llavorsí,42.49515,1.21101,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Lleida,Lleida,Lleida,41.61674,0.62218,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
Lles de Cerdanya,Lleida,Lles de Cerdanya,42.39025,1.68692,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Llimiana,Lleida,Llimiana,42.07476,0.91621,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Llobera,Lleida,Llobera,41.921226,1.458305,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Maials,Lleida,Maials,41.364815,0.506768,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Maldà,Lleida,Maldà,41.55,1.03333,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Massalcoreig,Lleida,Massalcoreig,41.4527,0.3592,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0
Massoteres,Lleida,Massoteres,41.8,1.31667,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0
Menàrguens,Lleida,Menàrguens,41.730725,0.743186,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miralcamp,Lleida,Miralcamp,41.604716,0.880115,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Mollerussa,Lleida,Mollerussa,41.627355,0.893298,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Molsosa (La),Lleida,La Molsosa,41.78072,1.52493,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montellà i Martinet,Lleida,Montellà i Martinet,42.33453,1.70132,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montferrer i Castellbò,Lleida,Montferrer i Castellbò,42.341445,1.434287,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0
Montgai,Lleida,Montgai,41.8,0.96667,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Montoliu de Lleida,Lleida,Montoliu de Lleida,41.559288,0.588892,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Montoliu de Segarra,Lleida,Montoliu de Segarra,41.589709,1.266865,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montornès de Segarra,Lleida,Montornès de Segarra,41.6,1.23333,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Nalec,Lleida,Nalec,41.55,1.11667,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Naut Aran,Lleida,Naut Aran,42.68617,0.90603,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Navès,Lleida,Navès,41.99162,1.63877,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0
Odèn,Lleida,Odèn,42.11819,1.44068,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliana,Lleida,Oliana,42.067307,1.313503,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Oliola,Lleida,Oliola,41.87566,1.17631,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0
Olius,Lleida,Olius,41.976481,1.558531,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0
Oluges (Les),Lleida,Les Oluges,41.7,1.33333,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Omellons (Els),Lleida,Els Omellons,41.5,0.96667,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Omells de na Gaia (Els),Lleida,Els Omells de na Gaia,41.50041,1.07524,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0
Organyà,Lleida,Organyà,42.21667,1.33333,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Os de Balaguer,Lleida,Os de Balaguer,41.87314,0.72017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ossó de Sió,Lleida,Ossó de Sió,41.75484,1.159,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Palau d'Anglesola (El),Lleida,El Palau d'Anglesola,41.647765,0.885618,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Penelles,Lleida,Penelles,41.75,0.96667,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Peramola,Lleida,Peramola,42.05771,1.26767,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0
Pinell de Solsonès,Lleida,Pinell de Solsonès,41.95305,1.37391,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Pinós,Lleida,Pinós,41.836651,1.549743,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0
Plans de Sió (Els),Lleida,Els Plans de Sió,41.741019,1.210361,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0
Poal (El),Lleida,El Poal,41.677884,0.855778,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Pobla de Cérvoles (La),Lleida,La Pobla de Cérvoles,41.36683,0.91508,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Pobla de Segur (La),Lleida,La Pobla de Segur,42.243747,0.968375,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pont de Bar (El),Lleida,El Pont de Bar,42.3711,1.60538,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Pont de Suert (El),Lleida,El Pont de Suert,42.40815,0.74171,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ponts,Lleida,Ponts,41.915106,1.186026,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Portella (La),Lleida,La Portella,41.73333,0.65,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Prats i Sansor,Lleida,Prats i Sansor,42.369022,1.848201,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Preixana,Lleida,Preixana,41.608406,1.037541,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Preixens,Lleida,Preixens,41.7964,1.05057,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Prullans,Lleida,Prullans,42.37877,1.73773,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Puiggròs,Lleida,Puiggròs,41.55,0.9,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Puigverd d'Agramunt,Lleida,Puigverd d'Agramunt,41.76667,1.13333,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Puigverd de Lleida,Lleida,Puigverd de Lleida,41.542408,0.735089,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Rialp,Lleida,Rialp,42.442747,1.135102,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Ribera d'Ondara,Lleida,Ribera d'Ondara,41.627577,1.34149,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Ribera d'Urgellet,Lleida,Ribera d'Urgellet,42.28133,1.37711,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Riner,Lleida,Riner,41.92883,1.55908,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Riu de Cerdanya,Lleida,Riu de Cerdanya,42.34541,1.82631,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosselló,Lleida,Rosselló,41.694017,0.594279,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Salàs de Pallars,Lleida,Salàs de Pallars,42.23183,0.9106,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Sanaüja,Lleida,Sanaüja,41.88333,1.31667,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Sant Esteve de la Sarga,Lleida,Sant Esteve de la Sarga,42.08753,0.76617,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0
Sant Guim de Freixenet,Lleida,Sant Guim de Freixenet,41.655755,1.420775,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Sant Guim de la Plana,Lleida,Sant Guim de la Plana,41.76285,1.3237,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Sant Llorenç de Morunys,Lleida,Sant Llorenç de Morunys,42.136904,1.586042,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sant Martí de Riucorb,Lleida,Sant Martí de Riucorb,41.564947,1.070229,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Sant Ramon,Lleida,Sant Ramon,41.725139,1.361671,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarroca de Bellera,Lleida,Sarroca de Bellera,42.4121,0.89846,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarroca de Lleida,Lleida,Sarroca de Lleida,41.459245,0.561895,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Senterada,Lleida,Senterada,42.32549,0.93641,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Sentiu de Sió (La),Lleida,La Sentiu de Sió,41.801777,0.874938,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Seròs,Lleida,Seròs,41.463591,0.410557,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Seu d'Urgell (La),Lleida,La Seu d'Urgell,42.356205,1.458447,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sidamon,Lleida,Sidamon,41.627053,0.834391,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soleràs (El),Lleida,El Soleràs,41.41667,0.68333,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Solsona,Lleida,Solsona,41.992172,1.515028,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Soriguera,Lleida,Soriguera,42.38247,1.13003,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Sort,Lleida,Sort,42.41211,1.131395,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Soses,Lleida,Soses,41.533824,0.48729,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Sudanell,Lleida,Sudanell,41.55663,0.56708,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunyer,Lleida,Sunyer,41.51667,0.6,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Talarn,Lleida,Talarn,42.20472,0.872006,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0
Talavera,Lleida,Talavera,41.58157,1.3383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tàrrega,Lleida,Tàrrega,41.649719,1.13881,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
Tarrés,Lleida,Tarrés,41.42279,1.02166,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0
Tarroja de Segarra,Lleida,Tarroja de Segarra,41.73333,1.28333,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0
Térmens,Lleida,Térmens,41.71807,0.760962,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0
Tírvia,Lleida,Tírvia,42.51667,1.25,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Tiurana,Lleida,Tiurana,41.97527,1.25608,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Torà,Lleida,Torà,41.809911,1.404208,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Torms (Els),Lleida,Els Torms,41.38333,0.71667,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Tornabous,Lleida,Tornabous,41.699706,1.053167,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Torre de Cabdella (La),Lleida,La Torre de Cabdella,42.42216,0.98238,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Torrebesses,Lleida,Torrebesses,41.43333,0.6,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Torrefarrera,Lleida,Torrefarrera,41.671701,0.609784,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0
Torrefeta i Florejacs,Lleida,Torrefeta i Florejacs,41.80757,1.26601,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Torregrossa,Lleida,Torregrossa,41.580219,0.827213,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Torrelameu,Lleida,Torrelameu,41.7,0.7,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torres de Segre,Lleida,Torres de Segre,41.534845,0.513746,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Torre-serona,Lleida,Torre-serona,41.66667,0.63333,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Tremp,Lleida,Tremp,42.166267,0.895248,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Vall de Boí (La),Lleida,La Vall de Boí,42.50368,0.80415,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vall de Cardós,Lleida,Vall de Cardós,42.59409,1.21745,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Vallbona de les Monges,Lleida,Vallbona de les Monges,41.52631,1.08872,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0
Vallfogona de Balaguer,Lleida,Vallfogona de Balaguer,41.751525,0.818189,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0
Valls d'Aguilar (Les),Lleida,Les Valls d'Aguilar,42.307193,1.20993,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0
Valls de Valira (Les),Lleida,Les Valls de Valira,42.37579,1.45208,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Vansa i Fórnols (La),Lleida,La Vansa i Fórnols,42.24173,1.49487,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Verdú,Lleida,Verdú,41.609331,1.14214,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0
Vielha e Mijaran,Lleida,Vielha e Mijaran,42.703374,0.795577,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Vilagrassa,Lleida,Vilagrassa,41.65,1.15,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
Vilaller,Lleida,Vilaller,42.47624,0.71686,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Vilamòs,Lleida,Vilamòs,42.74818,0.71911,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0
Vilanova de Bellpuig,Lleida,Vilanova de Bellpuig,41.613466,0.962853,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Vilanova de la Barca,Lleida,Vilanova de la Barca,41.691321,0.727033,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Vilanova de l'Aguda,Lleida,Vilanova de l'Aguda,41.91667,1.25,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Vilanova de Meià,Lleida,Vilanova de Meià,41.9965,1.02482,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Vilanova de Segrià,Lleida,Vilanova de Segrià,41.715025,0.597205,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Vila-sana,Lleida,Vila-sana,41.66259,0.92731,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Vilosell (El),Lleida,El Vilosell,41.38333,0.95,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinaixa,Lleida,Vinaixa,41.43333,0.98333,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Ábalos,La Rioja,Ábalos,42.57154,-2.70956,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Agoncillo,La Rioja,Agoncillo,42.445522,-2.29202,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Aguilar del Río Alhama,La Rioja,Aguilar del Río Alhama,41.96212,-1.9934,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Ajamil de Cameros,La Rioja,Ajamil de Cameros,42.16706,-2.48752,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albelda de Iregua,La Rioja,Albelda de Iregua,42.356907,-2.47193,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0
Alberite,La Rioja,Alberite,42.405388,-2.439928,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
Alcanadre,La Rioja,Alcanadre,42.40492,-2.12073,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Aldeanueva de Ebro,La Rioja,Aldeanueva de Ebro,42.227648,-1.892058,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Alesanco,La Rioja,Alesanco,42.41409,-2.81666,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Alesón,La Rioja,Alesón,42.40554,-2.68938,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Alfaro,La Rioja,Alfaro,42.176996,-1.748532,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Almarza de Cameros,La Rioja,Almarza de Cameros,42.2165,-2.59873,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Anguciana,La Rioja,Anguciana,42.577495,-2.902757,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Anguiano,La Rioja,Anguiano,42.26381,-2.76463,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Arenzana de Abajo,La Rioja,Arenzana de Abajo,42.38599,-2.7194,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Arenzana de Arriba,La Rioja,Arenzana de Arriba,42.38745,-2.69494,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Arnedillo,La Rioja,Arnedillo,42.21221,-2.23602,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Arnedo,La Rioja,Arnedo,42.21667,-2.1,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Arrúbal,La Rioja,Arrúbal,42.43486,-2.25143,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Ausejo,La Rioja,Ausejo,42.3421,-2.1671,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Autol,La Rioja,Autol,42.21423,-1.999428,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Azofra,La Rioja,Azofra,42.424,-2.80086,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Badarán,La Rioja,Badarán,42.367627,-2.808639,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Bañares,La Rioja,Bañares,42.467117,-2.910908,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Baños de Río Tobía,La Rioja,Baños de Río Tobía,42.332389,-2.761299,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Baños de Rioja,La Rioja,Baños de Rioja,42.5123,-2.94635,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
Berceo,La Rioja,Berceo,42.33906,-2.85239,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Bergasa,La Rioja,Bergasa,42.25285,-2.13221,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bergasillas Bajera,La Rioja,Bergasillas Bajera,42.24462,-2.1583,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Bezares,La Rioja,Bezares,42.37036,-2.67076,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobadilla,La Rioja,Bobadilla,42.31873,-2.75992,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Brieva de Cameros,La Rioja,Brieva de Cameros,42.16462,-2.7945,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0
Briñas,La Rioja,Briñas,42.60106,-2.83192,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Briones,La Rioja,Briones,42.543823,-2.7835,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
Cabezón de Cameros,La Rioja,Cabezón de Cameros,42.19716,-2.51989,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Calahorra,La Rioja,Calahorra,42.302939,-2.517555,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camprovín,La Rioja,Camprovín,42.34753,-2.712425,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Canales de la Sierra,La Rioja,Canales de la Sierra,42.14233,-3.02458,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Canillas de Río Tuerto,La Rioja,Canillas de Río Tuerto,42.3995,-2.84091,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cañas,La Rioja,Cañas,42.3924,-2.84649,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cárdenas,La Rioja,Cárdenas,42.37464,-2.76726,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Casalarreina,La Rioja,Casalarreina,42.547624,-2.910776,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Castañares de Rioja,La Rioja,Castañares de Rioja,42.511744,-2.931079,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0
Castroviejo,La Rioja,Castroviejo,42.32938,-2.66122,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cellorigo,La Rioja,Cellorigo,42.62703,-3.00016,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cenicero,La Rioja,Cenicero,42.482969,-2.634933,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cervera del Río Alhama,La Rioja,Cervera del Río Alhama,42.006698,-1.954462,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cidamón,La Rioja,Cidamón,42.49518,-2.87834,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Cihuri,La Rioja,Cihuri,42.56498,-2.92287,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
Cirueña,La Rioja,Cirueña,42.41214,-2.89593,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Clavijo,La Rioja,Clavijo,42.34897,-2.42666,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Cordovín,La Rioja,Cordovín,42.38557,-2.815,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Corera,La Rioja,Corera,42.34344,-2.22023,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0
Cornago,La Rioja,Cornago,42.06444,-2.09486,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Corporales,La Rioja,Corporales,42.43208,-2.99535,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuzcurrita de Río Tirón,La Rioja,Cuzcurrita de Río Tirón,42.548556,-2.978119,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Daroca de Rioja,La Rioja,Daroca de Rioja,42.37115,-2.58187,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0
Enciso,La Rioja,Enciso,42.14946,-2.26953,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Entrena,La Rioja,Entrena,42.386533,-2.528704,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Estollo,La Rioja,Estollo,42.32953,-2.85092,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Ezcaray,La Rioja,Ezcaray,42.326575,-3.013921,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
