municipio,provincia,municipio_nombre_humano,codigo_ine,comunidad_autonoma
Cierva (La),Cuenca,La Cierva,16074,Castilla-La Mancha
Cieza,Cantabria,Cieza,30019,Cantabria
Cieza,Murcia,Cieza,39021,Región de Murcia
Cifuentes,Guadalajara,Cifuentes,19086,Castilla-La Mancha
Cigales,Valladolid,Cigales,47050,Castilla y León
Cigudosa,Soria,Cigudosa,42062,Castilla y León
Ciguñuela,Valladolid,Ciguñuela,47051,Castilla y León
Cihuela,Soria,Cihuela,42063,Castilla y León
Cihuri,La Rioja,Cihuri,26049,La Rioja
Cijuela,Granada,Cijuela,18048,Andalucía
Cillán,Ávila,Cillán,5059,Castilla y León
Cillaperlata,Burgos,Cillaperlata,9102,Castilla y León
Cilleros,Cáceres,Cilleros,10064,Extremadura
Cilleros de la Bastida,Salamanca,Cilleros de la Bastida,37104,Castilla y León
Cilleruelo de Abajo,Burgos,Cilleruelo de Abajo,9103,Castilla y León
Cilleruelo de Arriba,Burgos,Cilleruelo de Arriba,9104,Castilla y León
Cilleruelo de San Mamés,Segovia,Cilleruelo de San Mamés,40055,Castilla y León
Cillorigo de Liébana,Cantabria,Cillorigo de Liébana,39022,Cantabria
Cimanes de la Vega,León,Cimanes de la Vega,24054,Castilla y León
Cimanes del Tejar,León,Cimanes del Tejar,24055,Castilla y León
Cimballa,Zaragoza,Cimballa,50082,Aragón
Cinco Olivas,Zaragoza,Cinco Olivas,50083,Aragón
Cincovillas,Guadalajara,Cincovillas,19087,Castilla-La Mancha
Cinctorres,Castellón,Cinctorres,12045,Comunidad Valenciana
Cintruénigo,Navarra,Cintruénigo,31072,Comunidad Foral de Navarra
Cipérez,Salamanca,Cipérez,37106,Castilla y León
Cirat,Castellón,Cirat,12046,Comunidad Valenciana
Cirauqui/Zirauki,Navarra,Cirauqui/Zirauki,31074,Comunidad Foral de Navarra
Ciria,Soria,Ciria,42064,Castilla y León
Ciriza/Ziritza,Navarra,Ciriza/Ziritza,31075,Comunidad Foral de Navarra
Ciruelas,Guadalajara,Ciruelas,19088,Castilla-La Mancha
Ciruelos,Toledo,Ciruelos,45050,Castilla-La Mancha
Ciruelos de Cervera,Burgos,Ciruelos de Cervera,9105,Castilla y León
Ciruelos del Pinar,Guadalajara,Ciruelos del Pinar,19089,Castilla-La Mancha
Cirueña,La Rioja,Cirueña,26050,La Rioja
Cirujales del Río,Soria,Cirujales del Río,42065,Castilla y León
Cisla,Ávila,Cisla,5060,Castilla y León
Cisneros,Palencia,Cisneros,34059,Castilla y León
Cistella,Girona,Cistella,17051,Cataluña
Cistérniga,Valladolid,Cistérniga,47052,Castilla y León
Cistierna,León,Cistierna,24056,Castilla y León
Ciudad Real,Ciudad Real,Ciudad Real,13034,Castilla-La Mancha
Ciudad Rodrigo,Salamanca,Ciudad Rodrigo,37107,Castilla y León
Ciutadella de Menorca,Illes Balears,Ciutadella de Menorca,7015,Islas Baleares
Ciutadilla,Lleida,Ciutadilla,25074,Cataluña
Cizur,Navarra,Cizur,31076,Comunidad Foral de Navarra
Clarés de Ribota,Zaragoza,Clarés de Ribota,50084,Aragón
Clariana de Cardener,Lleida,Clariana de Cardener,25075,Cataluña
Clavijo,La Rioja,Clavijo,26051,La Rioja
Coaña,Asturias,Coaña,33018,Principado de Asturias
Cóbdar,Almería,Cóbdar,4034,Andalucía
Cobeja,Toledo,Cobeja,45051,Castilla-La Mancha
Cobeña,Madrid,Cobeña,28041,Comunidad de Madrid
Cobeta,Guadalajara,Cobeta,19090,Castilla-La Mancha
Cobisa,Toledo,Cobisa,45052,Castilla-La Mancha
Cobos de Cerrato,Palencia,Cobos de Cerrato,34060,Castilla y León
Cobos de Fuentidueña,Segovia,Cobos de Fuentidueña,40056,Castilla y León
Cobreros,Zamora,Cobreros,49050,Castilla y León
Coca,Segovia,Coca,40057,Castilla y León
Coca de Alba,Salamanca,Coca de Alba,37108,Castilla y León
Cocentaina,Alicante,Cocentaina,3056,Comunidad Valenciana
Codo,Zaragoza,Codo,50085,Aragón
Codoñera (La),Teruel,La Codoñera,44080,Aragón
Codorniz,Segovia,Codorniz,40058,Castilla y León
Codos,Zaragoza,Codos,50086,Aragón
Codosera (La),Badajoz,La Codosera,6037,Extremadura
Cofrentes,Valencia,Cofrentes,46097,Comunidad Valenciana
Cogeces de Íscar,Valladolid,Cogeces de Íscar,47053,Castilla y León
Cogeces del Monte,Valladolid,Cogeces del Monte,47054,Castilla y León
Cogollor,Guadalajara,Cogollor,19091,Castilla-La Mancha
Cogollos,Burgos,Cogollos,9108,Castilla y León
Cogollos de Guadix,Granada,Cogollos de Guadix,18049,Andalucía
Cogollos de la Vega,Granada,Cogollos de la Vega,18050,Andalucía
Cogolludo,Guadalajara,Cogolludo,19092,Castilla-La Mancha
Cogul (El),Lleida,El Cogul,25076,Cataluña
Coín,Málaga,Coín,29042,Andalucía
Coirós,A Coruña,Coirós,15027,Galicia
Colera,Girona,Colera,17054,Cataluña
Coles,Ourense,Coles,32026,Galicia
Colilla (La),Ávila,La Colilla,5061,Castilla y León
Colindres,Cantabria,Colindres,39023,Cantabria
Coll de Nargó,Lleida,Coll de Nargó,25077,Cataluña
Collado de Contreras,Ávila,Collado de Contreras,5062,Castilla y León
Collado de la Vera,Cáceres,Collado de la Vera,10065,Extremadura
Collado del Mirón,Ávila,Collado del Mirón,5063,Castilla y León
Collado Hermoso,Segovia,Collado Hermoso,40059,Castilla y León
Collado Mediano,Madrid,Collado Mediano,28046,Comunidad de Madrid
Collado Villalba,Madrid,Collado Villalba,28047,Comunidad de Madrid
Collazos de Boedo,Palencia,Collazos de Boedo,34061,Castilla y León
Collbató,Barcelona,Collbató,8069,Cataluña
Colldejou,Tarragona,Colldejou,43045,Cataluña
Collsuspina,Barcelona,Collsuspina,8070,Cataluña
Colmenar,Málaga,Colmenar,29043,Andalucía
Colmenar de Montemayor,Salamanca,Colmenar de Montemayor,37109,Castilla y León
Colmenar de Oreja,Madrid,Colmenar de Oreja,28043,Comunidad de Madrid
Colmenar del Arroyo,Madrid,Colmenar del Arroyo,28042,Comunidad de Madrid
Colmenar Viejo,Madrid,Colmenar Viejo,28045,Comunidad de Madrid
Colmenarejo,Madrid,Colmenarejo,28044,Comunidad de Madrid
Colomera,Granada,Colomera,18051,Andalucía
Colomers,Girona,Colomers,17055,Cataluña
Colunga,Asturias,Colunga,33019,Principado de Asturias
Colungo,Huesca,Colungo,22090,Aragón
Coma i la Pedra (La),Lleida,La Coma i la Pedra,25163,Cataluña
Comares,Málaga,Comares,29044,Andalucía
Comillas,Cantabria,Comillas,39024,Cantabria
Cómpeta,Málaga,Cómpeta,29045,Andalucía
Conca de Dalt,Lleida,Conca de Dalt,25161,Cataluña
Condado de Castilnovo,Segovia,Condado de Castilnovo,40060,Castilla y León
Condado de Treviño,Burgos,Condado de Treviño,9109,Castilla y León
Condemios de Abajo,Guadalajara,Condemios de Abajo,19095,Castilla-La Mancha
Condemios de Arriba,Guadalajara,Condemios de Arriba,19096,Castilla-La Mancha
Conesa,Tarragona,Conesa,43046,Cataluña
Confrides,Alicante,Confrides,3057,Comunidad Valenciana
Congosto,León,Congosto,24057,Castilla y León
Congosto de Valdavia,Palencia,Congosto de Valdavia,34062,Castilla y León
Congostrina,Guadalajara,Congostrina,19097,Castilla-La Mancha
Conil de la Frontera,Cádiz,Conil de la Frontera,11014,Andalucía
Conquista,Córdoba,Conquista,14020,Andalucía
Conquista de la Sierra,Cáceres,Conquista de la Sierra,10066,Extremadura
Consell,Illes Balears,Consell,7016,Islas Baleares
Constantí,Tarragona,Constantí,43047,Cataluña
Constantina,Sevilla,Constantina,41033,Andalucía
Constanzana,Ávila,Constanzana,5064,Castilla y León
Consuegra,Toledo,Consuegra,45053,Castilla-La Mancha
Contamina,Zaragoza,Contamina,50087,Aragón
Contreras,Burgos,Contreras,9110,Castilla y León
Coomonte,Zamora,Coomonte,49052,Castilla y León
Copernal,Guadalajara,Copernal,19098,Castilla-La Mancha
Copons,Barcelona,Copons,8071,Cataluña
Corbalán,Teruel,Corbalán,44082,Aragón
Corbera,Valencia,Corbera,46098,Comunidad Valenciana
Corbera d'Ebre,Tarragona,Corbera d'Ebre,43048,Cataluña
Corbera de Llobregat,Barcelona,Corbera de Llobregat,8072,Cataluña
Corbillos de los Oteros,León,Corbillos de los Oteros,24058,Castilla y León
Corbins,Lleida,Corbins,25078,Cataluña
Corçà,Girona,Corçà,17057,Cataluña
Corcos,Valladolid,Corcos,47055,Castilla y León
Corcubión,A Coruña,Corcubión,15028,Galicia
Córdoba,Córdoba,Córdoba,14021,Andalucía
Cordobilla de Lácara,Badajoz,Cordobilla de Lácara,6038,Extremadura
Cordovilla,Salamanca,Cordovilla,37110,Castilla y León
Cordovilla la Real,Palencia,Cordovilla la Real,34063,Castilla y León
Cordovín,La Rioja,Cordovín,26052,La Rioja
Corduente,Guadalajara,Corduente,19099,Castilla-La Mancha
Corella,Navarra,Corella,31077,Comunidad Foral de Navarra
Corera,La Rioja,Corera,26053,La Rioja
Coreses,Zamora,Coreses,49053,Castilla y León
Corgo (O),Lugo,O Corgo,27014,Galicia
Coria,Cáceres,Coria,10067,Extremadura
Coria del Río,Sevilla,Coria del Río,41034,Andalucía
Coripe,Sevilla,Coripe,41035,Andalucía
Coristanco,A Coruña,Coristanco,15029,Galicia
Cornago,La Rioja,Cornago,26054,La Rioja
Cornellà de Llobregat,Barcelona,Cornellà de Llobregat,8073,Cataluña
Cornellà del Terri,Girona,Cornellà del Terri,17056,Cataluña
Cornudella de Montsant,Tarragona,Cornudella de Montsant,43049,Cataluña
Coronada (La),Badajoz,La Coronada,6039,Extremadura
Coronil (El),Sevilla,El Coronil,41036,Andalucía
Corpa,Madrid,Corpa,28048,Comunidad de Madrid
Corporales,La Rioja,Corporales,26055,La Rioja
Corral de Almaguer,Toledo,Corral de Almaguer,45054,Castilla-La Mancha
Corral de Ayllón,Segovia,Corral de Ayllón,40061,Castilla y León
Corral de Calatrava,Ciudad Real,Corral de Calatrava,13035,Castilla-La Mancha
Corral-Rubio,Albacete,Corral-Rubio,2027,Castilla-La Mancha
Corrales (Los),Sevilla,Los Corrales,41037,Andalucía
Corrales de Buelna (Los),Cantabria,Los Corrales de Buelna,39025,Cantabria
Corrales de Duero,Valladolid,Corrales de Duero,47056,Castilla y León
Corrales del Vino,Zamora,Corrales del Vino,49054,Castilla y León
Corte de Peleas,Badajoz,Corte de Peleas,6040,Extremadura
Corteconcepción,Huelva,Corteconcepción,21024,Andalucía
Cortegada,Ourense,Cortegada,32027,Galicia
Cortegana,Huelva,Cortegana,21025,Andalucía
Cortelazor,Huelva,Cortelazor,21026,Andalucía
Cortes,Navarra,Cortes,31078,Comunidad Foral de Navarra
Cortes de Aragón,Teruel,Cortes de Aragón,44084,Aragón
Cortes de Arenoso,Castellón,Cortes de Arenoso,12048,Comunidad Valenciana
Cortes de Baza,Granada,Cortes de Baza,18053,Andalucía
Cortes de la Frontera,Málaga,Cortes de la Frontera,29046,Andalucía
Cortes de Pallás,Valencia,Cortes de Pallás,46099,Comunidad Valenciana
Cortes y Graena,Granada,Cortes y Graena,18054,Andalucía
Cortijos (Los),Ciudad Real,Los Cortijos,13036,Castilla-La Mancha
Corullón,León,Corullón,24059,Castilla y León
Coruña (A),A Coruña,A Coruña,15030,Galicia
Coruña del Conde,Burgos,Coruña del Conde,9112,Castilla y León
Corvera de Asturias,Asturias,Corvera de Asturias,33020,Principado de Asturias
Corvera de Toranzo,Cantabria,Corvera de Toranzo,39026,Cantabria
Cosa,Teruel,Cosa,44085,Aragón
Coscurita,Soria,Coscurita,42068,Castilla y León
Coslada,Madrid,Coslada,28049,Comunidad de Madrid
Cospeito,Lugo,Cospeito,27015,Galicia
Costitx,Illes Balears,Costitx,7017,Islas Baleares
Costur,Castellón,Costur,12049,Comunidad Valenciana
Cosuenda,Zaragoza,Cosuenda,50088,Aragón
Cotanes del Monte,Zamora,Cotanes del Monte,49055,Castilla y León
Cotes,Valencia,Cotes,46100,Comunidad Valenciana
Cotillas,Albacete,Cotillas,2028,Castilla-La Mancha
Covaleda,Soria,Covaleda,42069,Castilla y León
Covarrubias,Burgos,Covarrubias,9113,Castilla y León
Covelo,Pontevedra,Covelo,36013,Galicia
Coves de Vinromà (Les),Castellón,Les Coves de Vinromà,12050,Comunidad Valenciana
Cox,Alicante,Cox,3058,Comunidad Valenciana
Cózar,Ciudad Real,Cózar,13037,Castilla-La Mancha
Cozuelos de Fuentidueña,Segovia,Cozuelos de Fuentidueña,40902,Castilla y León
Crecente,Pontevedra,Crecente,36014,Galicia
Creixell,Tarragona,Creixell,43050,Cataluña
Crémenes,León,Crémenes,24060,Castilla y León
Crespià,Girona,Crespià,17058,Cataluña
Crespos,Ávila,Crespos,5065,Castilla y León
Cretas,Teruel,Cretas,44086,Aragón
Crevillent,Alicante,Crevillent,3059,Comunidad Valenciana
Cristina,Badajoz,Cristina,6041,Extremadura
Cristóbal,Salamanca,Cristóbal,37112,Castilla y León
Crivillén,Teruel,Crivillén,44087,Aragón
Cruïlles Monells i Sant Sadurní de l'Heura,Girona,Cruïlles Monells i Sant Sadurní de l'Heura,17901,Cataluña
Cuacos de Yuste,Cáceres,Cuacos de Yuste,10068,Extremadura
Cuadros,León,Cuadros,24061,Castilla y León
Cualedro,Ourense,Cualedro,32028,Galicia
Cuarte de Huerva,Zaragoza,Cuarte de Huerva,50089,Aragón
Cuba (La),Teruel,La Cuba,44088,Aragón
Cubas de la Sagra,Madrid,Cubas de la Sagra,28050,Comunidad de Madrid
Cubel,Zaragoza,Cubel,50090,Aragón
Cubelles,Barcelona,Cubelles,8074,Cataluña
Cubells,Lleida,Cubells,25079,Cataluña
Cubilla,Soria,Cubilla,42070,Castilla y León
Cubillas de Cerrato,Palencia,Cubillas de Cerrato,34066,Castilla y León
Cubillas de los Oteros,León,Cubillas de los Oteros,24062,Castilla y León
Cubillas de Rueda,León,Cubillas de Rueda,24063,Castilla y León
Cubillas de Santa Marta,Valladolid,Cubillas de Santa Marta,47057,Castilla y León
Cubillo,Segovia,Cubillo,40062,Castilla y León
Cubillo de Uceda (El),Guadalajara,El Cubillo de Uceda,19102,Castilla-La Mancha
Cubillo del Campo,Burgos,Cubillo del Campo,9114,Castilla y León
Cubillos,Zamora,Cubillos,49056,Castilla y León
Cubillos del Sil,León,Cubillos del Sil,24064,Castilla y León
Cubla,Teruel,Cubla,44089,Aragón
Cubo de Benavente,Zamora,Cubo de Benavente,49057,Castilla y León
Cubo de Bureba,Burgos,Cubo de Bureba,9115,Castilla y León
Cubo de Don Sancho (El),Salamanca,El Cubo de Don Sancho,37113,Castilla y León
Cubo de la Solana,Soria,Cubo de la Solana,42071,Castilla y León
Cubo de Tierra del Vino (El),Zamora,El Cubo de Tierra del Vino,49058,Castilla y León
Cucalón,Teruel,Cucalón,44090,Aragón
Cudillero,Asturias,Cudillero,33021,Principado de Asturias
Cuelgamures,Zamora,Cuelgamures,49059,Castilla y León
Cuéllar,Segovia,Cuéllar,40063,Castilla y León
Cuenca,Cuenca,Cuenca,16078,Castilla-La Mancha
Cuenca de Campos,Valladolid,Cuenca de Campos,47058,Castilla y León
Cuerlas (Las),Zaragoza,Las Cuerlas,50091,Aragón
Cuerva,Toledo,Cuerva,45055,Castilla-La Mancha
Cuervo (El),Teruel,El Cuervo,41903,Aragón
Cuervo de Sevilla (El),Sevilla,El Cuervo de Sevilla,44092,Andalucía
Cueva de Ágreda,Soria,Cueva de Ágreda,42073,Castilla y León
Cueva de Roa (La),Burgos,La Cueva de Roa,9117,Castilla y León
Cueva del Hierro,Cuenca,Cueva del Hierro,16079,Castilla-La Mancha
Cuevas Bajas,Málaga,Cuevas Bajas,29047,Andalucía
Cuevas de Almudén,Teruel,Cuevas de Almudén,44093,Aragón
Cuevas de Provanco,Segovia,Cuevas de Provanco,40905,Castilla y León
Cuevas de San Clemente,Burgos,Cuevas de San Clemente,9119,Castilla y León
Cuevas de San Marcos,Málaga,Cuevas de San Marcos,29049,Andalucía
Cuevas del Almanzora,Almería,Cuevas del Almanzora,4035,Andalucía
Cuevas del Becerro,Málaga,Cuevas del Becerro,29048,Andalucía
Cuevas del Campo,Granada,Cuevas del Campo,18912,Andalucía
Cuevas del Valle,Ávila,Cuevas del Valle,5066,Castilla y León
Cuevas Labradas,Teruel,Cuevas Labradas,44094,Aragón
Culla,Castellón,Culla,12051,Comunidad Valenciana
Cúllar,Granada,Cúllar,18056,Andalucía
Cúllar Vega,Granada,Cúllar Vega,18057,Andalucía
Cullera,Valencia,Cullera,46105,Comunidad Valenciana
Culleredo,A Coruña,Culleredo,15031,Galicia
Cumbre (La),Cáceres,La Cumbre,10069,Extremadura
Cumbres de Enmedio,Huelva,Cumbres de Enmedio,21027,Andalucía
Cumbres de San Bartolomé,Huelva,Cumbres de San Bartolomé,21028,Andalucía
Cumbres Mayores,Huelva,Cumbres Mayores,21029,Andalucía
Cunit,Tarragona,Cunit,43051,Cataluña
Cuntis,Pontevedra,Cuntis,36015,Galicia
Curiel de Duero,Valladolid,Curiel de Duero,47059,Castilla y León
Curtis,A Coruña,Curtis,15032,Galicia
Cútar,Málaga,Cútar,29050,Andalucía
Cuzcurrita de Río Tirón,La Rioja,Cuzcurrita de Río Tirón,26056,La Rioja
Daganzo de Arriba,Madrid,Daganzo de Arriba,28053,Comunidad de Madrid
Daimiel,Ciudad Real,Daimiel,13039,Castilla-La Mancha
Daimús,Valencia,Daimús,46113,Comunidad Valenciana
Dalías,Almería,Dalías,4038,Andalucía
Darnius,Girona,Darnius,17060,Cataluña
Daroca,Zaragoza,Daroca,50094,Aragón
Daroca de Rioja,La Rioja,Daroca de Rioja,26057,La Rioja
Darro,Granada,Darro,18063,Andalucía
Das,Girona,Das,17061,Cataluña
Daya Nueva,Alicante,Daya Nueva,3061,Comunidad Valenciana
Daya Vieja,Alicante,Daya Vieja,3062,Comunidad Valenciana
Deba,Gipuzkoa,Deba,20029,País Vasco
Degaña,Asturias,Degaña,33022,Principado de Asturias
Dehesa de Montejo,Palencia,Dehesa de Montejo,34067,Castilla y León
Dehesa de Romanos,Palencia,Dehesa de Romanos,34068,Castilla y León
Dehesas de Guadix,Granada,Dehesas de Guadix,18064,Andalucía
Dehesas Viejas,Granada,Dehesas Viejas,18065,Andalucía
Deià,Illes Balears,Deià,7018,Islas Baleares
Deifontes,Granada,Deifontes,18066,Andalucía
Deleitosa,Cáceres,Deleitosa,10070,Extremadura
Deltebre,Tarragona,Deltebre,43901,Cataluña
Dénia,Alicante,Dénia,3063,Comunidad Valenciana
Derio,Bizkaia,Derio,48901,País Vasco
Descargamaría,Cáceres,Descargamaría,10071,Extremadura
Desojo,Navarra,Desojo,31079,Comunidad Foral de Navarra
Destriana,León,Destriana,24066,Castilla y León
Dévanos,Soria,Dévanos,42075,Castilla y León
Deza,Soria,Deza,42076,Castilla y León
Dicastillo,Navarra,Dicastillo,31080,Comunidad Foral de Navarra
Diego del Carpio,Ávila,Diego del Carpio,5903,Castilla y León
Diezma,Granada,Diezma,18067,Andalucía
Dílar,Granada,Dílar,18068,Andalucía
Dima,Bizkaia,Dima,48026,País Vasco
Dios le Guarde,Salamanca,Dios le Guarde,37115,Castilla y León
Dodro,A Coruña,Dodro,15033,Galicia
Dólar,Granada,Dólar,18069,Andalucía
Dolores,Alicante,Dolores,3064,Comunidad Valenciana
Domeño,Valencia,Domeño,46114,Comunidad Valenciana
Domingo García,Segovia,Domingo García,40068,Castilla y León
Domingo Pérez,Toledo,Domingo Pérez,45058,Castilla-La Mancha
Domingo Pérez de Granada,Granada,Domingo Pérez de Granada,18915,Andalucía
Don Álvaro,Badajoz,Don Álvaro,6043,Extremadura
Don Benito,Badajoz,Don Benito,6044,Extremadura
Donamaria,Navarra,Donamaria,31081,Comunidad Foral de Navarra
Doneztebe/Santesteban,Navarra,Doneztebe/Santesteban,31221,Comunidad Foral de Navarra
Donhierro,Segovia,Donhierro,40069,Castilla y León
Donjimeno,Ávila,Donjimeno,5069,Castilla y León
Donostia/San Sebastián,Gipuzkoa,Donostia/San Sebastián,20069,País Vasco
Donvidas,Ávila,Donvidas,5070,Castilla y León
Doña Mencía,Córdoba,Doña Mencía,14022,Andalucía
Doñinos de Ledesma,Salamanca,Doñinos de Ledesma,37116,Castilla y León
Doñinos de Salamanca,Salamanca,Doñinos de Salamanca,37117,Castilla y León
Dos Aguas,Valencia,Dos Aguas,46115,Comunidad Valenciana
Dos Hermanas,Sevilla,Dos Hermanas,41038,Andalucía
Dos Torres,Córdoba,Dos Torres,14023,Andalucía
Dosbarrios,Toledo,Dosbarrios,45059,Castilla-La Mancha
Dosrius,Barcelona,Dosrius,8075,Cataluña
Dozón,Pontevedra,Dozón,36016,Galicia
Driebes,Guadalajara,Driebes,19107,Castilla-La Mancha
Dúdar,Granada,Dúdar,18070,Andalucía
Dueñas,Palencia,Dueñas,34069,Castilla y León
Duesaigües,Tarragona,Duesaigües,43053,Cataluña
Dumbría,A Coruña,Dumbría,15034,Galicia
Durango,Bizkaia,Durango,48027,País Vasco
Dúrcal,Granada,Dúrcal,18071,Andalucía
Durón,Guadalajara,Durón,19108,Castilla-La Mancha
Duruelo,Segovia,Duruelo,40070,Castilla y León
Duruelo de la Sierra,Soria,Duruelo de la Sierra,42078,Castilla y León
Ea,Bizkaia,Ea,48028,País Vasco
Echarri/Etxarri,Navarra,Echarri/Etxarri,31083,Comunidad Foral de Navarra
Écija,Sevilla,Écija,41039,Andalucía
Eibar,Gipuzkoa,Eibar,20030,País Vasco
Eivissa,Illes Balears,Eivissa,7026,Islas Baleares
Ejea de los Caballeros,Zaragoza,Ejea de los Caballeros,50095,Aragón
Éjeme,Salamanca,Éjeme,37118,Castilla y León
Ejido (El),Almería,El Ejido,4902,Andalucía
Ejulve,Teruel,Ejulve,44096,Aragón
Elantxobe,Bizkaia,Elantxobe,48031,País Vasco
Elburgo/Burgelu,Álava,Elburgo/Burgelu,1021,País Vasco
Elche de la Sierra,Albacete,Elche de la Sierra,2030,Castilla-La Mancha
Elche/Elx,Alicante,Elche/Elx,3065,Comunidad Valenciana
Elciego,Álava,Elciego,1022,País Vasco
Elda,Alicante,Elda,3066,Comunidad Valenciana
Elduain,Gipuzkoa,Elduain,20031,País Vasco
Elgeta,Gipuzkoa,Elgeta,20033,País Vasco
Elgoibar,Gipuzkoa,Elgoibar,20032,País Vasco
Elgorriaga,Navarra,Elgorriaga,31087,Comunidad Foral de Navarra
Eliana (L'),Valencia,L' Eliana,46116,Comunidad Valenciana
