municipio,provincia,municipio_nombre_humano,lat,lon,elevation
Fígols,Barcelona,Fígols,42.18102,1.83605,1145
Fogars de la Selva,Barcelona,Fogars de la Selva,41.739019,2.679752,46
Fogars de Montclús,Barcelona,Fogars de Montclús,41.73333,2.45,534
Folgueroles,Barcelona,Folgueroles,41.938264,2.314687,539
Fonollosa,Barcelona,Fonollosa,41.759157,1.742004,395
Font-rubí,Barcelona,Font-rubí,41.4343,1.59096,582
Franqueses del Vallès (Les),Barcelona,Les Franqueses del Vallès,41.645286,2.299086,218
Gaià,Barcelona,Gaià,41.91667,1.93333,478
Gallifa,Barcelona,Gallifa,41.693163,2.115456,490
Garriga (La),Barcelona,La Garriga,41.681392,2.285161,241
Gavà,Barcelona,Gavà,41.308083,2.008065,23
Gelida,Barcelona,Gelida,41.445502,1.869174,146
Gironella,Barcelona,Gironella,42.032792,1.880694,452
Gisclareny,Barcelona,Gisclareny,42.26092,1.79821,1100
Granada (La),Barcelona,La Granada,41.376935,1.72,259
Granera,Barcelona,Granera,41.72741,2.05924,778
Granollers,Barcelona,Granollers,41.608586,2.297085,196
Gualba,Barcelona,Gualba,41.73333,2.5,184
Guardiola de Berguedà,Barcelona,Guardiola de Berguedà,42.235131,1.876536,753
Gurb,Barcelona,Gurb,41.956196,2.232554,518
Hospitalet de Llobregat (L'),Barcelona,L' Hospitalet de Llobregat,41.361337,2.116416,13
Hostalets de Pierola (Els),Barcelona,Els Hostalets de Pierola,41.541536,1.796359,292
Igualada,Barcelona,Igualada,41.585445,1.623363,343
Jorba,Barcelona,Jorba,41.60193,1.5475,397
Llacuna (La),Barcelona,La Llacuna,41.471035,1.532805,618
Llagosta (La),Barcelona,La Llagosta,41.516109,2.198783,52
Lliçà d'Amunt,Barcelona,Lliçà d'Amunt,41.604612,2.241653,131
Lliçà de Vall,Barcelona,Lliçà de Vall,41.582033,2.237176,119
Llinars del Vallès,Barcelona,Llinars del Vallès,41.642212,2.399957,191
Lluçà,Barcelona,Lluçà,42.05,2.03333,742
Malgrat de Mar,Barcelona,Malgrat de Mar,41.645758,2.739721,9
Malla,Barcelona,Malla,41.89461,2.2437,510
Manlleu,Barcelona,Manlleu,42.002677,2.286046,455
Manresa,Barcelona,Manresa,41.730648,1.831997,250
Marganell,Barcelona,Marganell,41.63388,1.80427,394
Martorell,Barcelona,Martorell,41.481731,1.916816,72
Martorelles,Barcelona,Martorelles,41.529028,2.231623,91
Masies de Roda (Le)s,Barcelona,Le Masies de Rodas,42.01944,2.23546,533
Masies de Voltregà (Le)s,Barcelona,Le Masies de Voltregàs,42.024167,2.236111,514
Masnou (El),Barcelona,El Masnou,41.482393,2.312081,56
Masquefa,Barcelona,Masquefa,41.500363,1.812874,258
Matadepera,Barcelona,Matadepera,41.616911,2.012558,557
Mataró,Barcelona,Mataró,41.540517,2.435491,49
Mediona,Barcelona,Mediona,41.483122,1.627702,438
Moià,Barcelona,Moià,41.812045,2.098455,715
Molins de Rei,Barcelona,Molins de Rei,41.41011,2.021963,35
Mollet del Vallès,Barcelona,Mollet del Vallès,41.54126,2.215969,71
Monistrol de Calders,Barcelona,Monistrol de Calders,41.755199,2.015227,522
Monistrol de Montserrat,Barcelona,Monistrol de Montserrat,41.614616,1.848522,141
Montcada i Reixac,Barcelona,Montcada i Reixac,41.482157,2.188071,36
Montclar,Barcelona,Montclar,42.01754,1.76365,706
Montesquiu,Barcelona,Montesquiu,42.11667,2.21667,679
Montgat,Barcelona,Montgat,41.469472,2.282422,30
Montmajor,Barcelona,Montmajor,42.01748,1.73502,751
Montmaneu,Barcelona,Montmaneu,41.71253,2.247515,504
Montmeló,Barcelona,Montmeló,41.560166,2.26475,90
Montornès del Vallès,Barcelona,Montornès del Vallès,41.54147,2.266694,115
Montseny,Barcelona,Montseny,41.75726,2.39944,534
Muntanyola,Barcelona,Muntanyola,41.88333,2.18333,777
Mura,Barcelona,Mura,41.69943,1.97612,460
Navarcles,Barcelona,Navarcles,41.754559,1.908955,276
Navàs,Barcelona,Navàs,41.898534,1.875536,368
Nou de Berguedà (La),Barcelona,La Nou de Berguedà,42.16667,1.88333,923
Òdena,Barcelona,Òdena,41.606033,1.640768,389
Olèrdola,Barcelona,Olèrdola,41.31667,1.71667,175
Olesa de Bonesvalls,Barcelona,Olesa de Bonesvalls,41.35435,1.84907,277
Olesa de Montserrat,Barcelona,Olesa de Montserrat,41.546024,1.887374,111
Olivella,Barcelona,Olivella,41.309904,1.807034,200
Olost,Barcelona,Olost,41.985226,2.094532,569
Olvan,Barcelona,Olvan,42.06667,1.9,613
Orís,Barcelona,Orís,42.05967,2.22066,695
Oristà,Barcelona,Oristà,41.93333,2.06667,555
Orpí,Barcelona,Orpí,41.5187,1.57536,496
Òrrius,Barcelona,Òrrius,41.555313,2.352949,266
Pacs del Penedès,Barcelona,Pacs del Penedès,41.36023,1.65906,234
Palafolls,Barcelona,Palafolls,41.668069,2.751671,18
Palau-solità i Plegamans,Barcelona,Palau-solità i Plegamans,41.582768,2.171902,121
Pallejà,Barcelona,Pallejà,41.419962,1.996692,43
Palma de Cervelló (La),Barcelona,La Palma de Cervelló,41.410722,1.969937,92
Papiol (El),Barcelona,El Papiol,41.438706,2.007361,96
Parets del Vallès,Barcelona,Parets del Vallès,41.572636,2.234415,91
Perafita,Barcelona,Perafita,42.042655,2.106529,759
Piera,Barcelona,Piera,41.524672,1.749059,310
Pineda de Mar,Barcelona,Pineda de Mar,41.630397,2.690832,16
Pla del Penedès (El),Barcelona,El Pla del Penedès,41.41667,1.71667,221
Pobla de Claramunt (La),Barcelona,La Pobla de Claramunt,41.553908,1.677239,268
Pobla de Lillet (La),Barcelona,La Pobla de Lillet,42.243751,1.97636,849
Polinyà,Barcelona,Polinyà,41.542608,2.162721,98
Pont de Vilomara i Rocafort (El),Barcelona,El Pont de Vilomara i Rocafort,41.70726,1.90889,423
Pontons,Barcelona,Pontons,41.41313,1.51458,620
Prat de Llobregat (El),Barcelona,El Prat de Llobregat,41.330291,2.093821,12
Prats de Lluçanès,Barcelona,Prats de Lluçanès,42.008826,2.030915,716
Prats de Rei (Els),Barcelona,Els Prats de Rei,41.70592,1.54319,612
Premià de Dalt,Barcelona,Premià de Dalt,41.5,2.35,73
Premià de Mar,Barcelona,Premià de Mar,41.494808,2.357761,31
Puigdàlber,Barcelona,Puigdàlber,41.4,1.7,238
Puig-reig,Barcelona,Puig-reig,41.968962,1.882443,436
Pujalt,Barcelona,Pujalt,41.7171,1.42088,749
Quar (La),Barcelona,La Quar,42.1,1.98333,901
Rajadell,Barcelona,Rajadell,41.72802,1.70621,349
Rellinars,Barcelona,Rellinars,41.634372,1.908365,377
Ripollet,Barcelona,Ripollet,41.488396,2.167641,50
Roca del Vallès (La),Barcelona,La Roca del Vallès,41.584137,2.32705,132
Roda de Ter,Barcelona,Roda de Ter,41.982193,2.308657,453
Rubí,Barcelona,Rubí,41.489885,2.03218,141
Rubió,Barcelona,Rubió,41.656054,1.571038,640
Rupit i Pruit,Barcelona,Rupit i Pruit,42.01649,2.46005,835
Sabadell,Barcelona,Sabadell,41.544526,2.104533,191
Sagàs,Barcelona,Sagàs,42.05,1.96667,731
Saldes,Barcelona,Saldes,42.23333,1.73333,1391
Sallent,Barcelona,Sallent,41.824291,1.894494,276
Sant Adrià de Besòs,Barcelona,Sant Adrià de Besòs,41.4333,2.23333,11
Sant Agustí de Lluçanès,Barcelona,Sant Agustí de Lluçanès,42.08333,2.13333,837
Sant Andreu de la Barca,Barcelona,Sant Andreu de la Barca,41.456871,1.969413,43
Sant Andreu de Llavaneres,Barcelona,Sant Andreu de Llavaneres,41.56667,2.48333,116
Sant Antoni de Vilamajor,Barcelona,Sant Antoni de Vilamajor,41.684875,2.396083,269
Sant Bartomeu del Grau,Barcelona,Sant Bartomeu del Grau,41.983353,2.175229,876
Sant Boi de Llobregat,Barcelona,Sant Boi de Llobregat,41.343215,2.042572,43
Sant Boi de Lluçanès,Barcelona,Sant Boi de Lluçanès,42.05,2.15,770
Sant Cebrià de Vallalta,Barcelona,Sant Cebrià de Vallalta,41.619861,2.600738,67
Sant Celoni,Barcelona,Sant Celoni,41.686636,2.489442,156
Sant Climent de Llobregat,Barcelona,Sant Climent de Llobregat,41.336103,1.997091,85
Sant Cugat del Vallès,Barcelona,Sant Cugat del Vallès,41.471349,2.081398,130
Sant Cugat Sesgarrigues,Barcelona,Sant Cugat Sesgarrigues,41.361038,1.764484,263
Sant Esteve de Palautordera,Barcelona,Sant Esteve de Palautordera,41.703263,2.436219,235
Sant Esteve Sesrovires,Barcelona,Sant Esteve Sesrovires,41.493495,1.872702,165
Sant Feliu de Codines,Barcelona,Sant Feliu de Codines,41.689415,2.16297,479
Sant Feliu de Llobregat,Barcelona,Sant Feliu de Llobregat,41.382246,2.048811,34
Sant Feliu Sasserra,Barcelona,Sant Feliu Sasserra,41.95,2.03333,541
Sant Fost de Campsentelles,Barcelona,Sant Fost de Campsentelles,41.522217,2.220305,56
Sant Fruitós de Bages,Barcelona,Sant Fruitós de Bages,41.751519,1.872893,255
Sant Hipòlit de Voltregà,Barcelona,Sant Hipòlit de Voltregà,42.012228,2.242763,489
Sant Iscle de Vallalta,Barcelona,Sant Iscle de Vallalta,41.654107,2.569281,530
Sant Jaume de Frontanyà,Barcelona,Sant Jaume de Frontanyà,42.18742,2.02389,1068
Sant Joan de Vilatorrada,Barcelona,Sant Joan de Vilatorrada,41.73926,1.802822,239
Sant Joan Despí,Barcelona,Sant Joan Despí,41.368263,2.060764,28
Sant Julià de Cerdanyola,Barcelona,Sant Julià de Cerdanyola,42.243751,1.97636,849
Sant Julià de Vilatorta,Barcelona,Sant Julià de Vilatorta,41.923958,2.320305,576
Sant Just Desvern,Barcelona,Sant Just Desvern,41.382692,2.075829,116
Sant Llorenç d'Hortons,Barcelona,Sant Llorenç d'Hortons,41.465757,1.823102,221
Sant Llorenç Savall,Barcelona,Sant Llorenç Savall,41.684391,2.050667,519
Sant Martí d'Albars,Barcelona,Sant Martí d'Albars,42.03333,2.08333,631
Sant Martí de Centelles,Barcelona,Sant Martí de Centelles,41.76617,2.20566,714
Sant Martí de Tous,Barcelona,Sant Martí de Tous,41.55,1.51667,463
Sant Martí Sarroca,Barcelona,Sant Martí Sarroca,41.385513,1.611223,298
Sant Martí Sesgueioles,Barcelona,Sant Martí Sesgueioles,41.68333,1.5,560
Sant Mateu de Bages,Barcelona,Sant Mateu de Bages,41.838709,1.739512,369
Sant Pere de Ribes,Barcelona,Sant Pere de Ribes,41.259338,1.774521,45
Sant Pere de Riudebitlles,Barcelona,Sant Pere de Riudebitlles,41.45113,1.705987,245
Sant Pere de Torelló,Barcelona,Sant Pere de Torelló,42.071789,1.933194,716
Sant Pere de Vilamajor,Barcelona,Sant Pere de Vilamajor,41.68333,2.38333,313
Sant Pere Sallavinera,Barcelona,Sant Pere Sallavinera,41.73333,1.58333,611
Sant Pol de Mar,Barcelona,Sant Pol de Mar,41.602525,2.620289,48
Sant Quintí de Mediona,Barcelona,Sant Quintí de Mediona,41.46235,1.66391,321
Sant Quirze de Besora,Barcelona,Sant Quirze de Besora,42.101701,2.216336,582
Sant Quirze del Vallès,Barcelona,Sant Quirze del Vallès,41.532697,2.084986,171
Sant Quirze Safaja,Barcelona,Sant Quirze Safaja,41.729046,2.149768,619
Sant Sadurní d'Anoia,Barcelona,Sant Sadurní d'Anoia,41.41667,1.78333,146
Sant Sadurní d'Osormort,Barcelona,Sant Sadurní d'Osormort,41.9,2.38333,528
Sant Salvador de Guardiola,Barcelona,Sant Salvador de Guardiola,41.68333,1.76667,313
Sant Vicenç de Castellet,Barcelona,Sant Vicenç de Castellet,41.664403,1.857659,186
Sant Vicenç de Montalt,Barcelona,Sant Vicenç de Montalt,41.576274,2.505557,127
Sant Vicenç de Torelló,Barcelona,Sant Vicenç de Torelló,42.062676,2.272585,565
Sant Vicenç dels Horts,Barcelona,Sant Vicenç dels Horts,41.385978,2.000922,49
Santa Cecília de Voltregà,Barcelona,Santa Cecília de Voltregà,42.0,2.23333,555
Santa Coloma de Cervelló,Barcelona,Santa Coloma de Cervelló,41.361555,2.003404,150
Santa Coloma de Gramenet,Barcelona,Santa Coloma de Gramenet,41.453431,2.209092,47
Santa Eugènia de Berga,Barcelona,Santa Eugènia de Berga,41.902398,2.280224,511
Santa Eulàlia de Riuprimer,Barcelona,Santa Eulàlia de Riuprimer,41.91058,2.18903,579
Santa Eulàlia de Ronçana,Barcelona,Santa Eulàlia de Ronçana,41.65,2.23333,173
Santa Fe del Penedès,Barcelona,Santa Fe del Penedès,41.38333,1.71667,248
Santa Margarida de Montbui,Barcelona,Santa Margarida de Montbui,41.556596,1.60491,388
Santa Margarida i els Monjos,Barcelona,Santa Margarida i els Monjos,41.310336,1.66369,180
Santa Maria de Besora,Barcelona,Santa Maria de Besora,42.12705,2.25848,850
Santa Maria de Martorelles,Barcelona,Santa Maria de Martorelles,41.51667,2.25,163
Santa Maria de Merlès,Barcelona,Santa Maria de Merlès,42.0,1.98333,520
Santa Maria de Miralles,Barcelona,Santa Maria de Miralles,41.50448,1.5102,551
Santa Maria de Palautordera,Barcelona,Santa Maria de Palautordera,41.694513,2.443936,214
Santa Maria d'Oló,Barcelona,Santa Maria d'Oló,41.87509,2.035379,518
Santa Perpètua de Mogoda,Barcelona,Santa Perpètua de Mogoda,41.53333,2.18333,71
Santa Susanna,Barcelona,Santa Susanna,41.73333,2.4,674
Santpedor,Barcelona,Santpedor,41.784082,1.840928,329
Sentmenat,Barcelona,Sentmenat,41.612478,2.138657,212
Seva,Barcelona,Seva,41.83603,2.283494,690
Sitges,Barcelona,Sitges,41.230643,1.785764,10
Sobremunt,Barcelona,Sobremunt,42.03597,2.16502,878
Sora,Barcelona,Sora,42.11236,2.16083,701
Subirats,Barcelona,Subirats,41.4,1.83333,446
Súria,Barcelona,Súria,41.833359,1.75573,336
Tagamanent,Barcelona,Tagamanent,41.73747,2.2672,340
Talamanca,Barcelona,Talamanca,41.738004,1.975215,541
Taradell,Barcelona,Taradell,41.875818,2.285575,625
Tavèrnoles,Barcelona,Tavèrnoles,41.95592,2.32533,514
Tavertet,Barcelona,Tavertet,41.99572,2.4186,873
Teià,Barcelona,Teià,41.497251,2.31983,119
Terrassa,Barcelona,Terrassa,41.567133,2.017361,304
Tiana,Barcelona,Tiana,41.47663,2.269792,94
Tona,Barcelona,Tona,41.849465,2.228366,600
Tordera,Barcelona,Tordera,41.698049,2.717785,41
Torelló,Barcelona,Torelló,42.049856,2.26059,503
Torre de Claramunt (La),Barcelona,La Torre de Claramunt,41.53044,1.66117,332
Torrelavit,Barcelona,Torrelavit,41.45,1.73333,233
Torrelles de Foix,Barcelona,Torrelles de Foix,41.38333,1.56667,420
Torrelles de Llobregat,Barcelona,Torrelles de Llobregat,41.350622,1.978463,123
Ullastrell,Barcelona,Ullastrell,41.525302,1.956932,301
Vacarisses,Barcelona,Vacarisses,41.6,1.91667,412
Vallbona d'Anoia,Barcelona,Vallbona d'Anoia,41.518461,1.707702,284
Vallcebre,Barcelona,Vallcebre,42.20347,1.81816,1129
Vallgorguina,Barcelona,Vallgorguina,41.64822,2.50996,222
Vallirana,Barcelona,Vallirana,41.38676,1.93205,183
Vallromanes,Barcelona,Vallromanes,41.536932,2.298002,204
Veciana,Barcelona,Veciana,41.672325,1.482873,672
Vic,Barcelona,Vic,41.923104,2.256585,488
Vilada,Barcelona,Vilada,42.13695,1.93162,718
Viladecans,Barcelona,Viladecans,41.321979,2.010207,61
Viladecavalls,Barcelona,Viladecavalls,41.559685,1.953131,262
Vilafranca del Penedès,Barcelona,Vilafranca del Penedès,41.34337,1.698646,226
Vilalba Sasserra,Barcelona,Vilalba Sasserra,41.65,2.45,233
Vilanova de Sau,Barcelona,Vilanova de Sau,41.947,2.3844,566
Vilanova del Camí,Barcelona,Vilanova del Camí,41.574955,1.644977,320
Vilanova del Vallès,Barcelona,Vilanova del Vallès,41.555357,2.296782,117
Vilanova i la Geltrú,Barcelona,Vilanova i la Geltrú,41.22392,1.72511,24
Vilassar de Dalt,Barcelona,Vilassar de Dalt,41.513249,2.358651,116
Vilassar de Mar,Barcelona,Vilassar de Mar,41.505941,2.391612,22
Vilobí del Penedès,Barcelona,Vilobí del Penedès,41.388613,1.661603,288
Viver i Serrateix,Barcelona,Viver i Serrateix,41.9502,1.79864,669
Abajas,Burgos,Abajas,42.6231,-3.58086,846
Adrada de Haza,Burgos,Adrada de Haza,41.59454,-3.82326,830
Aguas Cándidas,Burgos,Aguas Cándidas,42.71652,-3.50258,716
Aguilar de Bureba,Burgos,Aguilar de Bureba,42.591397,-3.325796,693
Albillos,Burgos,Albillos,42.2768,-3.78908,830
Alcocero de Mola,Burgos,Alcocero de Mola,42.47222,-3.3579,801
Alfoz de Bricia,Burgos,Alfoz de Bricia,42.90051,-3.8761,757
Alfoz de Quintanadueñas,Burgos,Alfoz de Quintanadueñas,42.384486,-3.73538,847
Alfoz de Santa Gadea,Burgos,Alfoz de Santa Gadea,42.945412,-3.953661,940
Altable,Burgos,Altable,42.60276,-3.07719,715
Altos (Los),Burgos,Los Altos,42.745232,-3.607229,1004
Ameyugo,Burgos,Ameyugo,42.65617,-3.0617,548
Anguix,Burgos,Anguix,41.75331,-3.93125,816
Aranda de Duero,Burgos,Aranda de Duero,41.667132,-3.698658,800
Arandilla,Burgos,Arandilla,41.73778,-3.42914,887
Arauzo de Miel,Burgos,Arauzo de Miel,41.85878,-3.38773,999
Arauzo de Salce,Burgos,Arauzo de Salce,41.81919,-3.41191,943
Arauzo de Torre,Burgos,Arauzo de Torre,41.79818,-3.42314,920
Arcos,Burgos,Arcos,42.26435,-3.75406,851
Arenillas de Riopisuerga,Burgos,Arenillas de Riopisuerga,42.3568,-4.233993,789
Arija,Burgos,Arija,42.9935,-3.94497,848
Arlanzón,Burgos,Arlanzón,42.32267,-3.45784,985
Arraya de Oca,Burgos,Arraya de Oca,42.41488,-3.39781,925
Atapuerca,Burgos,Atapuerca,42.37757,-3.5079,961
Ausines (Los),Burgos,Los Ausines,42.215932,-3.587735,987
Avellanosa de Muñó,Burgos,Avellanosa de Muñó,41.98349,-3.82553,870
Bahabón de Esgueva,Burgos,Bahabón de Esgueva,41.86162,-3.7298,917
Balbases (Los),Burgos,Los Balbases,42.21507,-4.06481,797
Baños de Valdearados,Burgos,Baños de Valdearados,41.7701,-3.55589,867
Bañuelos de Bureba,Burgos,Bañuelos de Bureba,42.50258,-3.27958,783
Barbadillo de Herreros,Burgos,Barbadillo de Herreros,42.14974,-3.17702,1112
Barbadillo del Mercado,Burgos,Barbadillo del Mercado,42.03858,-3.35669,952
Barbadillo del Pez,Burgos,Barbadillo del Pez,42.11879,-3.22802,1051
Barrio de Muñó,Burgos,Barrio de Muñó,42.17584,-4.00715,775
Barrios de Bureba (Los),Burgos,Los Barrios de Bureba,42.64607,-3.39139,636
Barrios de Colina,Burgos,Barrios de Colina,42.39595,-3.46001,971
Basconcillos del Tozo,Burgos,Basconcillos del Tozo,42.70236,-3.98938,911
Bascuñana,Burgos,Bascuñana,42.42548,-3.08231,800
Belbimbre,Burgos,Belbimbre,42.16873,-4.0128,790
Belorado,Burgos,Belorado,42.418376,-3.195192,770
Berberana,Burgos,Berberana,42.91784,-3.06063,607
Berlangas de Roa,Burgos,Berlangas de Roa,41.68913,-3.87284,781
Berzosa de Bureba,Burgos,Berzosa de Bureba,42.62678,-3.26652,681
Bozoó,Burgos,Bozoó,42.74933,-3.08547,735
Brazacorta,Burgos,Brazacorta,41.71737,-3.36711,913
Briviesca,Burgos,Briviesca,42.550301,-3.324216,724
Bugedo,Burgos,Bugedo,42.64912,-3.01786,538
Buniel,Burgos,Buniel,42.31197,-3.8223,826
Burgos,Burgos,Burgos,42.343288,-3.693108,864
Busto de Bureba,Burgos,Busto de Bureba,42.6591,-3.26512,713
Cabañes de Esgueva,Burgos,Cabañes de Esgueva,41.83023,-3.78824,874
Cabezón de la Sierra,Burgos,Cabezón de la Sierra,41.93434,-3.24154,1008
Caleruega,Burgos,Caleruega,41.82548,-3.48593,968
Campillo de Aranda,Burgos,Campillo de Aranda,41.609055,-3.731442,911
Campolara,Burgos,Campolara,42.11953,-3.4274,974
Canicosa de la Sierra,Burgos,Canicosa de la Sierra,41.93673,-3.04089,1142
Cantabrana,Burgos,Cantabrana,42.342869,-3.694385,862
Carazo,Burgos,Carazo,41.969444,-3.353889,1128
Carcedo de Bureba,Burgos,Carcedo de Bureba,42.57818,-3.4983,753
Carcedo de Burgos,Burgos,Carcedo de Burgos,42.285798,-3.639468,935
Cardeñadijo,Burgos,Cardeñadijo,42.30217,-3.66779,911
Cardeñajimeno,Burgos,Cardeñajimeno,42.33038,-3.62103,928
Cardeñuela Riopico,Burgos,Cardeñuela Riopico,42.36019,-3.5582,922
Carrias,Burgos,Carrias,42.48141,-3.28319,812
Cascajares de Bureba,Burgos,Cascajares de Bureba,42.67884,-3.23768,799
Cascajares de la Sierra,Burgos,Cascajares de la Sierra,42.06177,-3.39936,928
Castellanos de Castro,Burgos,Castellanos de Castro,42.32806,-4.03417,872
Castil de Peones,Burgos,Castil de Peones,42.48348,-3.38461,785
Castildelgado,Burgos,Castildelgado,42.43756,-3.08389,764
Castrillo de la Reina,Burgos,Castrillo de la Reina,41.98714,-3.2356,992
Castrillo de la Vega,Burgos,Castrillo de la Vega,41.651698,-3.780214,816
Castrillo de Riopisuerga,Burgos,Castrillo de Riopisuerga,42.51476,-4.25337,821
Castrillo del Val,Burgos,Castrillo del Val,42.337531,-3.57135,927
Castrillo Mota de Judíos,Burgos,Castrillo Mota de Judíos,42.30782,-4.17283,787
Castrojeriz,Burgos,Castrojeriz,42.288053,-4.142424,796
Cavia,Burgos,Cavia,42.279424,-3.845342,863
Cayuela,Burgos,Cayuela,42.27223,-3.81895,824
Cebrecos,Burgos,Cebrecos,41.98408,-3.59661,956
Celada del Camino,Burgos,Celada del Camino,42.26359,-3.93362,797
Cerezo de Río Tirón,Burgos,Cerezo de Río Tirón,42.4914,-3.136,639
Cerratón de Juarros,Burgos,Cerratón de Juarros,42.42227,-3.37347,962
Ciadoncha,Burgos,Ciadoncha,42.15814,-3.93235,796
Cillaperlata,Burgos,Cillaperlata,42.7807,-3.37599,537
Cilleruelo de Abajo,Burgos,Cilleruelo de Abajo,41.88405,-3.79722,914
Cilleruelo de Arriba,Burgos,Cilleruelo de Arriba,41.90487,-3.66102,962
Ciruelos de Cervera,Burgos,Ciruelos de Cervera,41.90562,-3.53015,1019
Cogollos,Burgos,Cogollos,42.19982,-3.70005,887
Condado de Treviño,Burgos,Condado de Treviño,42.726558,-2.692982,558
Contreras,Burgos,Contreras,42.02004,-3.41084,1028
Coruña del Conde,Burgos,Coruña del Conde,41.76566,-3.39059,897
Covarrubias,Burgos,Covarrubias,42.05926,-3.51956,895
Cubillo del Campo,Burgos,Cubillo del Campo,42.16854,-3.61025,993
Cubo de Bureba,Burgos,Cubo de Bureba,42.64011,-3.20626,685
Cueva de Roa (La),Burgos,La Cueva de Roa,41.66683,-3.94118,767
Cuevas de San Clemente,Burgos,Cuevas de San Clemente,42.13009,-3.5684,1033
Encío,Burgos,Encío,42.67115,-3.0868,612
Espinosa de Cervera,Burgos,Espinosa de Cervera,41.89683,-3.46858,1030
Espinosa de los Monteros,Burgos,Espinosa de los Monteros,43.07732,-3.551038,756
Espinosa del Camino,Burgos,Espinosa del Camino,42.4059,-3.2802,900
Estépar,Burgos,Estépar,42.27731,-3.89946,815
Fontioso,Burgos,Fontioso,41.94273,-3.73872,962
Frandovínez,Burgos,Frandovínez,42.31032,-3.83783,825
Fresneda de la Sierra Tirón,Burgos,Fresneda de la Sierra Tirón,42.31535,-3.13596,979
Fresneña,Burgos,Fresneña,42.41366,-3.13452,851
Fresnillo de las Dueñas,Burgos,Fresnillo de las Dueñas,41.647,-3.64558,806
Fresno de Río Tirón,Burgos,Fresno de Río Tirón,42.467034,-3.18587,816
Fresno de Rodilla,Burgos,Fresno de Rodilla,42.42054,-3.48507,978
Frías,Burgos,Frías,42.76225,-3.29394,555
Fuentebureba,Burgos,Fuentebureba,42.634,-3.2351,678
Fuentecén,Burgos,Fuentecén,41.62852,-3.86867,820
Fuentelcésped,Burgos,Fuentelcésped,41.59162,-3.64064,894
Fuentelisendo,Burgos,Fuentelisendo,41.62274,-3.90129,827
Fuentemolinos,Burgos,Fuentemolinos,41.60477,-3.85005,884
Fuentenebro,Burgos,Fuentenebro,41.52873,-3.75449,912
Fuentespina,Burgos,Fuentespina,41.634044,-3.686798,821
Galbarros,Burgos,Galbarros,42.52729,-3.43827,934
Gallega (La),Burgos,La Gallega,41.89861,-3.26406,1113
Grijalba,Burgos,Grijalba,42.43002,-4.11896,813
Grisaleña,Burgos,Grisaleña,42.59122,-3.26416,745
Gumiel de Izán,Burgos,Gumiel de Izán,41.77303,-3.68755,853
Gumiel de Mercado,Burgos,Gumiel de Mercado,41.75589,-3.8027,836
Hacinas,Burgos,Hacinas,41.98514,-3.28709,997
Haza,Burgos,Haza,41.61667,-3.81667,900
Hontanas,Burgos,Hontanas,42.31312,-4.04529,878
Hontangas,Burgos,Hontangas,41.58216,-3.7955,831
Hontoria de la Cantera,Burgos,Hontoria de la Cantera,42.18879,-3.64251,945
Hontoria de Valdearados,Burgos,Hontoria de Valdearados,41.74488,-3.51983,864
Hontoria del Pinar,Burgos,Hontoria del Pinar,41.84838,-3.16245,1063
Hormazas (Las),Burgos,Las Hormazas,42.5275,-3.926667,905
Hornillos del Camino,Burgos,Hornillos del Camino,42.33863,-3.9256,825
Horra (La),Burgos,La Horra,41.74139,-3.8756,804
Hortigüela,Burgos,Hortigüela,42.06842,-3.42578,940
Hoyales de Roa,Burgos,Hoyales de Roa,41.65893,-3.86202,811
Huérmeces,Burgos,Huérmeces,42.5225,-3.77072,893
Huerta de Arriba,Burgos,Huerta de Arriba,42.11672,-3.08212,1206
Huerta de Rey,Burgos,Huerta de Rey,41.8391,-3.34755,986
Humada,Burgos,Humada,42.66667,-4.08333,955
Hurones,Burgos,Hurones,42.417764,-3.587166,944
Ibeas de Juarros,Burgos,Ibeas de Juarros,42.335439,-3.498621,980
Ibrillos,Burgos,Ibrillos,42.45431,-3.08238,755
Iglesiarrubia,Burgos,Iglesiarrubia,41.97383,-3.84701,890
Iglesias,Burgos,Iglesias,42.312016,-3.984506,923
Isar,Burgos,Isar,42.3614,-3.9304,833
Itero del Castillo,Burgos,Itero del Castillo,42.28988,-4.24441,777
Jaramillo de la Fuente,Burgos,Jaramillo de la Fuente,42.11472,-3.31239,1062
Jaramillo Quemado,Burgos,Jaramillo Quemado,42.08568,-3.35868,993
Junta de Traslaloma,Burgos,Junta de Traslaloma,43.051425,-3.392922,737
Junta de Villalba de Losa,Burgos,Junta de Villalba de Losa,42.9501,-3.06996,680
Jurisdicción de Lara,Burgos,Jurisdicción de Lara,42.142185,-3.460174,1004
Jurisdicción de San Zadornil,Burgos,Jurisdicción de San Zadornil,42.83902,-3.15819,707
Lerma,Burgos,Lerma,42.023659,-3.755581,848
Llano de Bureba,Burgos,Llano de Bureba,42.62435,-3.4589,644
Madrigal del Monte,Burgos,Madrigal del Monte,42.14464,-3.67571,940
Madrigalejo del Monte,Burgos,Madrigalejo del Monte,42.12442,-3.72509,894
Mahamud,Burgos,Mahamud,42.11981,-3.9406,830
Mambrilla de Castrejón,Burgos,Mambrilla de Castrejón,41.66634,-3.98448,838
Mambrillas de Lara,Burgos,Mambrillas de Lara,42.09446,-3.46194,991
Mamolar,Burgos,Mamolar,41.92762,-3.36228,1078
Manciles,Burgos,Manciles,42.45728,-3.94461,894
Mazuela,Burgos,Mazuela,42.20767,-3.9192,826
