municipio,provincia,municipio_nombre_humano,tasa_actividad_provincia,tasa_paro_provincia,tasa_empleo_provincia,num_empleos_provincia
Fuentes de Carbajal,León,Fuentes de Carbajal,53.21,10.62,47.56,660
Garrafe de Torío,León,Garrafe de Torío,53.21,10.62,47.56,660
Gordaliza del Pino,León,Gordaliza del Pino,53.21,10.62,47.56,660
Gordoncillo,León,Gordoncillo,53.21,10.62,47.56,660
Gradefes,León,Gradefes,53.21,10.62,47.56,660
Grajal de Campos,León,Grajal de Campos,53.21,10.62,47.56,660
Gusendos de los Oteros,León,Gusendos de los Oteros,53.21,10.62,47.56,660
Hospital de Órbigo,León,Hospital de Órbigo,53.21,10.62,47.56,660
Igüeña,León,Igüeña,53.21,10.62,47.56,660
Izagre,León,Izagre,53.21,10.62,47.56,660
Joarilla de las Matas,León,Joarilla de las Matas,53.21,10.62,47.56,660
Laguna Dalga,León,Laguna Dalga,53.21,10.62,47.56,660
Laguna de Negrillos,León,Laguna de Negrillos,53.21,10.62,47.56,660
León,León,León,53.21,10.62,47.56,660
Llamas de la Ribera,León,Llamas de la Ribera,53.21,10.62,47.56,660
Lucillo,León,Lucillo,53.21,10.62,47.56,660
Luyego,León,Luyego,53.21,10.62,47.56,660
Magaz de Cepeda,León,Magaz de Cepeda,53.21,10.62,47.56,660
Mansilla de las Mulas,León,Mansilla de las Mulas,53.21,10.62,47.56,660
Mansilla Mayor,León,Mansilla Mayor,53.21,10.62,47.56,660
Maraña,León,Maraña,53.21,10.62,47.56,660
Matadeón de los Oteros,León,Matadeón de los Oteros,53.21,10.62,47.56,660
Matallana de Torío,León,Matallana de Torío,53.21,10.62,47.56,660
Matanza,León,Matanza,53.21,10.62,47.56,660
Molinaseca,León,Molinaseca,53.21,10.62,47.56,660
Murias de Paredes,León,Murias de Paredes,53.21,10.62,47.56,660
Noceda del Bierzo,León,Noceda del Bierzo,53.21,10.62,47.56,660
Oencia,León,Oencia,53.21,10.62,47.56,660
Omañas (Las),León,Las Omañas,53.21,10.62,47.56,660
Onzonilla,León,Onzonilla,53.21,10.62,47.56,660
Oseja de Sajambre,León,Oseja de Sajambre,53.21,10.62,47.56,660
Pajares de los Oteros,León,Pajares de los Oteros,53.21,10.62,47.56,660
Palacios de la Valduerna,León,Palacios de la Valduerna,53.21,10.62,47.56,660
Palacios del Sil,León,Palacios del Sil,53.21,10.62,47.56,660
Páramo del Sil,León,Páramo del Sil,53.21,10.62,47.56,660
Peranzanes,León,Peranzanes,53.21,10.62,47.56,660
Pobladura de Pelayo García,León,Pobladura de Pelayo García,53.21,10.62,47.56,660
Pola de Gordón (La),León,La Pola de Gordón,53.21,10.62,47.56,660
Ponferrada,León,Ponferrada,53.21,10.62,47.56,660
Posada de Valdeón,León,Posada de Valdeón,53.21,10.62,47.56,660
Pozuelo del Páramo,León,Pozuelo del Páramo,53.21,10.62,47.56,660
Prado de la Guzpeña,León,Prado de la Guzpeña,53.21,10.62,47.56,660
Priaranza del Bierzo,León,Priaranza del Bierzo,53.21,10.62,47.56,660
Prioro,León,Prioro,53.21,10.62,47.56,660
Puebla de Lillo,León,Puebla de Lillo,53.21,10.62,47.56,660
Puente de Domingo Flórez,León,Puente de Domingo Flórez,53.21,10.62,47.56,660
Quintana del Castillo,León,Quintana del Castillo,53.21,10.62,47.56,660
Quintana del Marco,León,Quintana del Marco,53.21,10.62,47.56,660
Quintana y Congosto,León,Quintana y Congosto,53.21,10.62,47.56,660
Regueras de Arriba,León,Regueras de Arriba,53.21,10.62,47.56,660
Reyero,León,Reyero,53.21,10.62,47.56,660
Riaño,León,Riaño,53.21,10.62,47.56,660
Riego de la Vega,León,Riego de la Vega,53.21,10.62,47.56,660
Riello,León,Riello,53.21,10.62,47.56,660
Rioseco de Tapia,León,Rioseco de Tapia,53.21,10.62,47.56,660
Robla (La),León,La Robla,53.21,10.62,47.56,660
Roperuelos del Páramo,León,Roperuelos del Páramo,53.21,10.62,47.56,660
Sabero,León,Sabero,53.21,10.62,47.56,660
Sahagún,León,Sahagún,53.21,10.62,47.56,660
San Adrián del Valle,León,San Adrián del Valle,53.21,10.62,47.56,660
San Andrés del Rabanedo,León,San Andrés del Rabanedo,53.21,10.62,47.56,660
San Cristóbal de la Polantera,León,San Cristóbal de la Polantera,53.21,10.62,47.56,660
San Emiliano,León,San Emiliano,53.21,10.62,47.56,660
San Esteban de Nogales,León,San Esteban de Nogales,53.21,10.62,47.56,660
San Justo de la Vega,León,San Justo de la Vega,53.21,10.62,47.56,660
San Millán de los Caballeros,León,San Millán de los Caballeros,53.21,10.62,47.56,660
San Pedro Bercianos,León,San Pedro Bercianos,53.21,10.62,47.56,660
Sancedo,León,Sancedo,53.21,10.62,47.56,660
Santa Colomba de Curueño,León,Santa Colomba de Curueño,53.21,10.62,47.56,660
Santa Colomba de Somoza,León,Santa Colomba de Somoza,53.21,10.62,47.56,660
Santa Cristina de Valmadrigal,León,Santa Cristina de Valmadrigal,53.21,10.62,47.56,660
Santa Elena de Jamuz,León,Santa Elena de Jamuz,53.21,10.62,47.56,660
Santa María de la Isla,León,Santa María de la Isla,53.21,10.62,47.56,660
Santa María de Ordás,León,Santa María de Ordás,53.21,10.62,47.56,660
Santa María del Monte de Cea,León,Santa María del Monte de Cea,53.21,10.62,47.56,660
Santa María del Páramo,León,Santa María del Páramo,53.21,10.62,47.56,660
Santa Marina del Rey,León,Santa Marina del Rey,53.21,10.62,47.56,660
Santas Martas,León,Santas Martas,53.21,10.62,47.56,660
Santiago Millas,León,Santiago Millas,53.21,10.62,47.56,660
Santovenia de la Valdoncina,León,Santovenia de la Valdoncina,53.21,10.62,47.56,660
Sariegos,León,Sariegos,53.21,10.62,47.56,660
Sena de Luna,León,Sena de Luna,53.21,10.62,47.56,660
Sobrado,León,Sobrado,53.21,10.62,47.56,660
Soto de la Vega,León,Soto de la Vega,53.21,10.62,47.56,660
Soto y Amío,León,Soto y Amío,53.21,10.62,47.56,660
Toral de los Guzmanes,León,Toral de los Guzmanes,53.21,10.62,47.56,660
Toral de los Vados,León,Toral de los Vados,53.21,10.62,47.56,660
Toreno,León,Toreno,53.21,10.62,47.56,660
Torre del Bierzo,León,Torre del Bierzo,53.21,10.62,47.56,660
Trabadelo,León,Trabadelo,53.21,10.62,47.56,660
Truchas,León,Truchas,53.21,10.62,47.56,660
Turcia,León,Turcia,53.21,10.62,47.56,660
Urdiales del Páramo,León,Urdiales del Páramo,53.21,10.62,47.56,660
Val de San Lorenzo,León,Val de San Lorenzo,53.21,10.62,47.56,660
Valdefresno,León,Valdefresno,53.21,10.62,47.56,660
Valdefuentes del Páramo,León,Valdefuentes del Páramo,53.21,10.62,47.56,660
Valdelugueros,León,Valdelugueros,53.21,10.62,47.56,660
Valdemora,León,Valdemora,53.21,10.62,47.56,660
Valdepiélago,León,Valdepiélago,53.21,10.62,47.56,660
Valdepolo,León,Valdepolo,53.21,10.62,47.56,660
Valderas,León,Valderas,53.21,10.62,47.56,660
Valderrey,León,Valderrey,53.21,10.62,47.56,660
Valderrueda,León,Valderrueda,53.21,10.62,47.56,660
Valdesamario,León,Valdesamario,53.21,10.62,47.56,660
Valdevimbre,León,Valdevimbre,53.21,10.62,47.56,660
Valencia de Don Juan,León,Valencia de Don Juan,53.21,10.62,47.56,660
Vallecillo,León,Vallecillo,53.21,10.62,47.56,660
Valverde de la Virgen,León,Valverde de la Virgen,53.21,10.62,47.56,660
Valverde-Enrique,León,Valverde-Enrique,53.21,10.62,47.56,660
Vecilla (La),León,La Vecilla,53.21,10.62,47.56,660
Vega de Espinareda,León,Vega de Espinareda,53.21,10.62,47.56,660
Vega de Infanzones,León,Vega de Infanzones,53.21,10.62,47.56,660
Vega de Valcarce,León,Vega de Valcarce,53.21,10.62,47.56,660
Vegacervera,León,Vegacervera,53.21,10.62,47.56,660
Vegaquemada,León,Vegaquemada,53.21,10.62,47.56,660
Vegas del Condado,León,Vegas del Condado,53.21,10.62,47.56,660
Villablino,León,Villablino,53.21,10.62,47.56,660
Villabraz,León,Villabraz,53.21,10.62,47.56,660
Villadangos del Páramo,León,Villadangos del Páramo,53.21,10.62,47.56,660
Villademor de la Vega,León,Villademor de la Vega,53.21,10.62,47.56,660
Villafranca del Bierzo,León,Villafranca del Bierzo,53.21,10.62,47.56,660
Villagatón,León,Villagatón,53.21,10.62,47.56,660
Villamandos,León,Villamandos,53.21,10.62,47.56,660
Villamanín,León,Villamanín,53.21,10.62,47.56,660
Villamañán,León,Villamañán,53.21,10.62,47.56,660
Villamartín de Don Sancho,León,Villamartín de Don Sancho,53.21,10.62,47.56,660
Villamejil,León,Villamejil,53.21,10.62,47.56,660
Villamol,León,Villamol,53.21,10.62,47.56,660
Villamontán de la Valduerna,León,Villamontán de la Valduerna,53.21,10.62,47.56,660
Villamoratiel de las Matas,León,Villamoratiel de las Matas,53.21,10.62,47.56,660
Villanueva de las Manzanas,León,Villanueva de las Manzanas,53.21,10.62,47.56,660
Villaobispo de Otero,León,Villaobispo de Otero,53.21,10.62,47.56,660
Villaornate y Castro,León,Villaornate y Castro,53.21,10.62,47.56,660
Villaquejida,León,Villaquejida,53.21,10.62,47.56,660
Villaquilambre,León,Villaquilambre,53.21,10.62,47.56,660
Villarejo de Órbigo,León,Villarejo de Órbigo,53.21,10.62,47.56,660
Villares de Órbigo,León,Villares de Órbigo,53.21,10.62,47.56,660
Villasabariego,León,Villasabariego,53.21,10.62,47.56,660
Villaselán,León,Villaselán,53.21,10.62,47.56,660
Villaturiel,León,Villaturiel,53.21,10.62,47.56,660
Villazala,León,Villazala,53.21,10.62,47.56,660
Villazanzo de Valderaduey,León,Villazanzo de Valderaduey,53.21,10.62,47.56,660
Zotes del Páramo,León,Zotes del Páramo,53.21,10.62,47.56,660
Abella de la Conca,Lleida,Abella de la Conca,60.66,10.3,54.42,796
Àger,Lleida,Àger,60.66,10.3,54.42,796
Agramunt,Lleida,Agramunt,60.66,10.3,54.42,796
Aitona,Lleida,Aitona,60.66,10.3,54.42,796
Alamús (Els),Lleida,Els Alamús,60.66,10.3,54.42,796
Alàs i Cerc,Lleida,Alàs i Cerc,60.66,10.3,54.42,796
Albagés (L'),Lleida,L' Albagés,60.66,10.3,54.42,796
Albatàrrec,Lleida,Albatàrrec,60.66,10.3,54.42,796
Albesa,Lleida,Albesa,60.66,10.3,54.42,796
Albi (L'),Lleida,L' Albi,60.66,10.3,54.42,796
Alcanó,Lleida,Alcanó,60.66,10.3,54.42,796
Alcarràs,Lleida,Alcarràs,60.66,10.3,54.42,796
Alcoletge,Lleida,Alcoletge,60.66,10.3,54.42,796
Alfarràs,Lleida,Alfarràs,60.66,10.3,54.42,796
Alfés,Lleida,Alfés,60.66,10.3,54.42,796
Algerri,Lleida,Algerri,60.66,10.3,54.42,796
Alguaire,Lleida,Alguaire,60.66,10.3,54.42,796
Alins,Lleida,Alins,60.66,10.3,54.42,796
Almacelles,Lleida,Almacelles,60.66,10.3,54.42,796
Almatret,Lleida,Almatret,60.66,10.3,54.42,796
Almenar,Lleida,Almenar,60.66,10.3,54.42,796
Alòs de Balaguer,Lleida,Alòs de Balaguer,60.66,10.3,54.42,796
Alpicat,Lleida,Alpicat,60.66,10.3,54.42,796
Alt Àneu,Lleida,Alt Àneu,60.66,10.3,54.42,796
Anglesola,Lleida,Anglesola,60.66,10.3,54.42,796
Arbeca,Lleida,Arbeca,60.66,10.3,54.42,796
Arres,Lleida,Arres,60.66,10.3,54.42,796
Arsèguel,Lleida,Arsèguel,60.66,10.3,54.42,796
Artesa de Lleida,Lleida,Artesa de Lleida,60.66,10.3,54.42,796
Artesa de Segre,Lleida,Artesa de Segre,60.66,10.3,54.42,796
Aspa,Lleida,Aspa,60.66,10.3,54.42,796
Avellanes i Santa Linya (Les),Lleida,Les Avellanes i Santa Linya,60.66,10.3,54.42,796
Baix Pallars,Lleida,Baix Pallars,60.66,10.3,54.42,796
Balaguer,Lleida,Balaguer,60.66,10.3,54.42,796
Barbens,Lleida,Barbens,60.66,10.3,54.42,796
Baronia de Rialb (La),Lleida,La Baronia de Rialb,60.66,10.3,54.42,796
Bassella,Lleida,Bassella,60.66,10.3,54.42,796
Bausen,Lleida,Bausen,60.66,10.3,54.42,796
Belianes,Lleida,Belianes,60.66,10.3,54.42,796
Bellaguarda,Lleida,Bellaguarda,60.66,10.3,54.42,796
Bellcaire d'Urgell,Lleida,Bellcaire d'Urgell,60.66,10.3,54.42,796
Bell-lloc d'Urgell,Lleida,Bell-lloc d'Urgell,60.66,10.3,54.42,796
Bellmunt d'Urgell,Lleida,Bellmunt d'Urgell,60.66,10.3,54.42,796
Bellpuig,Lleida,Bellpuig,60.66,10.3,54.42,796
Bellver de Cerdanya,Lleida,Bellver de Cerdanya,60.66,10.3,54.42,796
Bellvís,Lleida,Bellvís,60.66,10.3,54.42,796
Benavent de Segrià,Lleida,Benavent de Segrià,60.66,10.3,54.42,796
Biosca,Lleida,Biosca,60.66,10.3,54.42,796
Bòrdes (Es),Lleida,Es Bòrdes,60.66,10.3,54.42,796
Borges Blanques (Les),Lleida,Les Borges Blanques,60.66,10.3,54.42,796
Bossòst,Lleida,Bossòst,60.66,10.3,54.42,796
Bovera,Lleida,Bovera,60.66,10.3,54.42,796
Cabanabona,Lleida,Cabanabona,60.66,10.3,54.42,796
Cabó,Lleida,Cabó,60.66,10.3,54.42,796
Camarasa,Lleida,Camarasa,60.66,10.3,54.42,796
Canejan,Lleida,Canejan,60.66,10.3,54.42,796
Castell de Mur,Lleida,Castell de Mur,60.66,10.3,54.42,796
Castellar de la Ribera,Lleida,Castellar de la Ribera,60.66,10.3,54.42,796
Castelldans,Lleida,Castelldans,60.66,10.3,54.42,796
Castellnou de Seana,Lleida,Castellnou de Seana,60.66,10.3,54.42,796
Castelló de Farfanya,Lleida,Castelló de Farfanya,60.66,10.3,54.42,796
Castellserà,Lleida,Castellserà,60.66,10.3,54.42,796
Cava,Lleida,Cava,60.66,10.3,54.42,796
Cervera,Lleida,Cervera,60.66,10.3,54.42,796
Cervià de les Garrigues,Lleida,Cervià de les Garrigues,60.66,10.3,54.42,796
Ciutadilla,Lleida,Ciutadilla,60.66,10.3,54.42,796
Clariana de Cardener,Lleida,Clariana de Cardener,60.66,10.3,54.42,796
Cogul (El),Lleida,El Cogul,60.66,10.3,54.42,796
Coll de Nargó,Lleida,Coll de Nargó,60.66,10.3,54.42,796
Coma i la Pedra (La),Lleida,La Coma i la Pedra,60.66,10.3,54.42,796
Conca de Dalt,Lleida,Conca de Dalt,60.66,10.3,54.42,796
Corbins,Lleida,Corbins,60.66,10.3,54.42,796
Cubells,Lleida,Cubells,60.66,10.3,54.42,796
Espluga Calba (L'),Lleida,L' Espluga Calba,60.66,10.3,54.42,796
Espot,Lleida,Espot,60.66,10.3,54.42,796
Estamariu,Lleida,Estamariu,60.66,10.3,54.42,796
Estaràs,Lleida,Estaràs,60.66,10.3,54.42,796
Esterri d'Àneu,Lleida,Esterri d'Àneu,60.66,10.3,54.42,796
Esterri de Cardós,Lleida,Esterri de Cardós,60.66,10.3,54.42,796
Farrera,Lleida,Farrera,60.66,10.3,54.42,796
Fígols i Alinyà,Lleida,Fígols i Alinyà,60.66,10.3,54.42,796
Floresta (La),Lleida,La Floresta,60.66,10.3,54.42,796
Fondarella,Lleida,Fondarella,60.66,10.3,54.42,796
Foradada,Lleida,Foradada,60.66,10.3,54.42,796
Fuliola (La),Lleida,La Fuliola,60.66,10.3,54.42,796
Fulleda,Lleida,Fulleda,60.66,10.3,54.42,796
Gavet de la Conca,Lleida,Gavet de la Conca,60.66,10.3,54.42,796
Gimenells i el Pla de la Font,Lleida,Gimenells i el Pla de la Font,60.66,10.3,54.42,796
Golmés,Lleida,Golmés,60.66,10.3,54.42,796
Gósol,Lleida,Gósol,60.66,10.3,54.42,796
Granadella (La),Lleida,La Granadella,60.66,10.3,54.42,796
Granja d'Escarp (La),Lleida,La Granja d'Escarp,60.66,10.3,54.42,796
Granyanella,Lleida,Granyanella,60.66,10.3,54.42,796
Granyena de les Garrigues,Lleida,Granyena de les Garrigues,60.66,10.3,54.42,796
Granyena de Segarra,Lleida,Granyena de Segarra,60.66,10.3,54.42,796
Guimerà,Lleida,Guimerà,60.66,10.3,54.42,796
Guingueta d'Àneu (La),Lleida,La Guingueta d'Àneu,60.66,10.3,54.42,796
Guissona,Lleida,Guissona,60.66,10.3,54.42,796
Guixers,Lleida,Guixers,60.66,10.3,54.42,796
Isona i Conca Dellà,Lleida,Isona i Conca Dellà,60.66,10.3,54.42,796
Ivars de Noguera,Lleida,Ivars de Noguera,60.66,10.3,54.42,796
Ivars d'Urgell,Lleida,Ivars d'Urgell,60.66,10.3,54.42,796
Ivorra,Lleida,Ivorra,60.66,10.3,54.42,796
Josa i Tuixén,Lleida,Josa i Tuixén,60.66,10.3,54.42,796
Juncosa,Lleida,Juncosa,60.66,10.3,54.42,796
Juneda,Lleida,Juneda,60.66,10.3,54.42,796
Les,Lleida,Les,60.66,10.3,54.42,796
Linyola,Lleida,Linyola,60.66,10.3,54.42,796
Lladorre,Lleida,Lladorre,60.66,10.3,54.42,796
Lladurs,Lleida,Lladurs,60.66,10.3,54.42,796
Llardecans,Lleida,Llardecans,60.66,10.3,54.42,796
Llavorsí,Lleida,Llavorsí,60.66,10.3,54.42,796
Lleida,Lleida,Lleida,60.66,10.3,54.42,796
Lles de Cerdanya,Lleida,Lles de Cerdanya,60.66,10.3,54.42,796
Llimiana,Lleida,Llimiana,60.66,10.3,54.42,796
Llobera,Lleida,Llobera,60.66,10.3,54.42,796
Maials,Lleida,Maials,60.66,10.3,54.42,796
Maldà,Lleida,Maldà,60.66,10.3,54.42,796
Massalcoreig,Lleida,Massalcoreig,60.66,10.3,54.42,796
Massoteres,Lleida,Massoteres,60.66,10.3,54.42,796
Menàrguens,Lleida,Menàrguens,60.66,10.3,54.42,796
Miralcamp,Lleida,Miralcamp,60.66,10.3,54.42,796
Mollerussa,Lleida,Mollerussa,60.66,10.3,54.42,796
Molsosa (La),Lleida,La Molsosa,60.66,10.3,54.42,796
Montellà i Martinet,Lleida,Montellà i Martinet,60.66,10.3,54.42,796
Montferrer i Castellbò,Lleida,Montferrer i Castellbò,60.66,10.3,54.42,796
Montgai,Lleida,Montgai,60.66,10.3,54.42,796
Montoliu de Lleida,Lleida,Montoliu de Lleida,60.66,10.3,54.42,796
Montoliu de Segarra,Lleida,Montoliu de Segarra,60.66,10.3,54.42,796
Montornès de Segarra,Lleida,Montornès de Segarra,60.66,10.3,54.42,796
Nalec,Lleida,Nalec,60.66,10.3,54.42,796
Naut Aran,Lleida,Naut Aran,60.66,10.3,54.42,796
Navès,Lleida,Navès,60.66,10.3,54.42,796
Odèn,Lleida,Odèn,60.66,10.3,54.42,796
Oliana,Lleida,Oliana,60.66,10.3,54.42,796
Oliola,Lleida,Oliola,60.66,10.3,54.42,796
Olius,Lleida,Olius,60.66,10.3,54.42,796
Oluges (Les),Lleida,Les Oluges,60.66,10.3,54.42,796
Omellons (Els),Lleida,Els Omellons,60.66,10.3,54.42,796
Omells de na Gaia (Els),Lleida,Els Omells de na Gaia,60.66,10.3,54.42,796
Organyà,Lleida,Organyà,60.66,10.3,54.42,796
Os de Balaguer,Lleida,Os de Balaguer,60.66,10.3,54.42,796
Ossó de Sió,Lleida,Ossó de Sió,60.66,10.3,54.42,796
Palau d'Anglesola (El),Lleida,El Palau d'Anglesola,60.66,10.3,54.42,796
Penelles,Lleida,Penelles,60.66,10.3,54.42,796
Peramola,Lleida,Peramola,60.66,10.3,54.42,796
Pinell de Solsonès,Lleida,Pinell de Solsonès,60.66,10.3,54.42,796
Pinós,Lleida,Pinós,60.66,10.3,54.42,796
Plans de Sió (Els),Lleida,Els Plans de Sió,60.66,10.3,54.42,796
Poal (El),Lleida,El Poal,60.66,10.3,54.42,796
Pobla de Cérvoles (La),Lleida,La Pobla de Cérvoles,60.66,10.3,54.42,796
Pobla de Segur (La),Lleida,La Pobla de Segur,60.66,10.3,54.42,796
Pont de Bar (El),Lleida,El Pont de Bar,60.66,10.3,54.42,796
Pont de Suert (El),Lleida,El Pont de Suert,60.66,10.3,54.42,796
Ponts,Lleida,Ponts,60.66,10.3,54.42,796
Portella (La),Lleida,La Portella,60.66,10.3,54.42,796
Prats i Sansor,Lleida,Prats i Sansor,60.66,10.3,54.42,796
Preixana,Lleida,Preixana,60.66,10.3,54.42,796
Preixens,Lleida,Preixens,60.66,10.3,54.42,796
Prullans,Lleida,Prullans,60.66,10.3,54.42,796
Puiggròs,Lleida,Puiggròs,60.66,10.3,54.42,796
Puigverd d'Agramunt,Lleida,Puigverd d'Agramunt,60.66,10.3,54.42,796
Puigverd de Lleida,Lleida,Puigverd de Lleida,60.66,10.3,54.42,796
Rialp,Lleida,Rialp,60.66,10.3,54.42,796
Ribera d'Ondara,Lleida,Ribera d'Ondara,60.66,10.3,54.42,796
Ribera d'Urgellet,Lleida,Ribera d'Urgellet,60.66,10.3,54.42,796
Riner,Lleida,Riner,60.66,10.3,54.42,796
Riu de Cerdanya,Lleida,Riu de Cerdanya,60.66,10.3,54.42,796
Rosselló,Lleida,Rosselló,60.66,10.3,54.42,796
Salàs de Pallars,Lleida,Salàs de Pallars,60.66,10.3,54.42,796
Sanaüja,Lleida,Sanaüja,60.66,10.3,54.42,796
Sant Esteve de la Sarga,Lleida,Sant Esteve de la Sarga,60.66,10.3,54.42,796
Sant Guim de Freixenet,Lleida,Sant Guim de Freixenet,60.66,10.3,54.42,796
Sant Guim de la Plana,Lleida,Sant Guim de la Plana,60.66,10.3,54.42,796
Sant Llorenç de Morunys,Lleida,Sant Llorenç de Morunys,60.66,10.3,54.42,796
Sant Martí de Riucorb,Lleida,Sant Martí de Riucorb,60.66,10.3,54.42,796
Sant Ramon,Lleida,Sant Ramon,60.66,10.3,54.42,796
Sarroca de Bellera,Lleida,Sarroca de Bellera,60.66,10.3,54.42,796
Sarroca de Lleida,Lleida,Sarroca de Lleida,60.66,10.3,54.42,796
Senterada,Lleida,Senterada,60.66,10.3,54.42,796
Sentiu de Sió (La),Lleida,La Sentiu de Sió,60.66,10.3,54.42,796
Seròs,Lleida,Seròs,60.66,10.3,54.42,796
Seu d'Urgell (La),Lleida,La Seu d'Urgell,60.66,10.3,54.42,796
Sidamon,Lleida,Sidamon,60.66,10.3,54.42,796
Soleràs (El),Lleida,El Soleràs,60.66,10.3,54.42,796
Solsona,Lleida,Solsona,60.66,10.3,54.42,796
Soriguera,Lleida,Soriguera,60.66,10.3,54.42,796
Sort,Lleida,Sort,60.66,10.3,54.42,796
Soses,Lleida,Soses,60.66,10.3,54.42,796
Sudanell,Lleida,Sudanell,60.66,10.3,54.42,796
Sunyer,Lleida,Sunyer,60.66,10.3,54.42,796
Talarn,Lleida,Talarn,60.66,10.3,54.42,796
Talavera,Lleida,Talavera,60.66,10.3,54.42,796
Tàrrega,Lleida,Tàrrega,60.66,10.3,54.42,796
Tarrés,Lleida,Tarrés,60.66,10.3,54.42,796
Tarroja de Segarra,Lleida,Tarroja de Segarra,60.66,10.3,54.42,796
Térmens,Lleida,Térmens,60.66,10.3,54.42,796
Tírvia,Lleida,Tírvia,60.66,10.3,54.42,796
Tiurana,Lleida,Tiurana,60.66,10.3,54.42,796
Torà,Lleida,Torà,60.66,10.3,54.42,796
Torms (Els),Lleida,Els Torms,60.66,10.3,54.42,796
Tornabous,Lleida,Tornabous,60.66,10.3,54.42,796
Torre de Cabdella (La),Lleida,La Torre de Cabdella,60.66,10.3,54.42,796
Torrebesses,Lleida,Torrebesses,60.66,10.3,54.42,796
Torrefarrera,Lleida,Torrefarrera,60.66,10.3,54.42,796
Torrefeta i Florejacs,Lleida,Torrefeta i Florejacs,60.66,10.3,54.42,796
Torregrossa,Lleida,Torregrossa,60.66,10.3,54.42,796
Torrelameu,Lleida,Torrelameu,60.66,10.3,54.42,796
Torres de Segre,Lleida,Torres de Segre,60.66,10.3,54.42,796
Torre-serona,Lleida,Torre-serona,60.66,10.3,54.42,796
Tremp,Lleida,Tremp,60.66,10.3,54.42,796
Vall de Boí (La),Lleida,La Vall de Boí,60.66,10.3,54.42,796
Vall de Cardós,Lleida,Vall de Cardós,60.66,10.3,54.42,796
Vallbona de les Monges,Lleida,Vallbona de les Monges,60.66,10.3,54.42,796
Vallfogona de Balaguer,Lleida,Vallfogona de Balaguer,60.66,10.3,54.42,796
Valls d'Aguilar (Les),Lleida,Les Valls d'Aguilar,60.66,10.3,54.42,796
Valls de Valira (Les),Lleida,Les Valls de Valira,60.66,10.3,54.42,796
Vansa i Fórnols (La),Lleida,La Vansa i Fórnols,60.66,10.3,54.42,796
Verdú,Lleida,Verdú,60.66,10.3,54.42,796
Vielha e Mijaran,Lleida,Vielha e Mijaran,60.66,10.3,54.42,796
Vilagrassa,Lleida,Vilagrassa,60.66,10.3,54.42,796
Vilaller,Lleida,Vilaller,60.66,10.3,54.42,796
Vilamòs,Lleida,Vilamòs,60.66,10.3,54.42,796
Vilanova de Bellpuig,Lleida,Vilanova de Bellpuig,60.66,10.3,54.42,796
Vilanova de la Barca,Lleida,Vilanova de la Barca,60.66,10.3,54.42,796
Vilanova de l'Aguda,Lleida,Vilanova de l'Aguda,60.66,10.3,54.42,796
Vilanova de Meià,Lleida,Vilanova de Meià,60.66,10.3,54.42,796
Vilanova de Segrià,Lleida,Vilanova de Segrià,60.66,10.3,54.42,796
Vila-sana,Lleida,Vila-sana,60.66,10.3,54.42,796
Vilosell (El),Lleida,El Vilosell,60.66,10.3,54.42,796
Vinaixa,Lleida,Vinaixa,60.66,10.3,54.42,796
Ábalos,La Rioja,Ábalos,60.27,10.19,54.13,677
Agoncillo,La Rioja,Agoncillo,60.27,10.19,54.13,677
Aguilar del Río Alhama,La Rioja,Aguilar del Río Alhama,60.27,10.19,54.13,677
Ajamil de Cameros,La Rioja,Ajamil de Cameros,60.27,10.19,54.13,677
Albelda de Iregua,La Rioja,Albelda de Iregua,60.27,10.19,54.13,677
Alberite,La Rioja,Alberite,60.27,10.19,54.13,677
Alcanadre,La Rioja,Alcanadre,60.27,10.19,54.13,677
Aldeanueva de Ebro,La Rioja,Aldeanueva de Ebro,60.27,10.19,54.13,677
Alesanco,La Rioja,Alesanco,60.27,10.19,54.13,677
Alesón,La Rioja,Alesón,60.27,10.19,54.13,677
Alfaro,La Rioja,Alfaro,60.27,10.19,54.13,677
Almarza de Cameros,La Rioja,Almarza de Cameros,60.27,10.19,54.13,677
Anguciana,La Rioja,Anguciana,60.27,10.19,54.13,677
Anguiano,La Rioja,Anguiano,60.27,10.19,54.13,677
Arenzana de Abajo,La Rioja,Arenzana de Abajo,60.27,10.19,54.13,677
Arenzana de Arriba,La Rioja,Arenzana de Arriba,60.27,10.19,54.13,677
Arnedillo,La Rioja,Arnedillo,60.27,10.19,54.13,677
Arnedo,La Rioja,Arnedo,60.27,10.19,54.13,677
Arrúbal,La Rioja,Arrúbal,60.27,10.19,54.13,677
Ausejo,La Rioja,Ausejo,60.27,10.19,54.13,677
Autol,La Rioja,Autol,60.27,10.19,54.13,677
Azofra,La Rioja,Azofra,60.27,10.19,54.13,677
Badarán,La Rioja,Badarán,60.27,10.19,54.13,677
Bañares,La Rioja,Bañares,60.27,10.19,54.13,677
Baños de Río Tobía,La Rioja,Baños de Río Tobía,60.27,10.19,54.13,677
Baños de Rioja,La Rioja,Baños de Rioja,60.27,10.19,54.13,677
Berceo,La Rioja,Berceo,60.27,10.19,54.13,677
Bergasa,La Rioja,Bergasa,60.27,10.19,54.13,677
Bergasillas Bajera,La Rioja,Bergasillas Bajera,60.27,10.19,54.13,677
Bezares,La Rioja,Bezares,60.27,10.19,54.13,677
