municipio,provincia,codigo_ine,municipio_nombre_humano,renta_bruta_media
Llombai,Valencia,46156,Llombai,21575
Llorac,Tarragona,43073,Llorac,23434
Llorenç del Penedès,Tarragona,43074,Llorenç del Penedès,27611
Lloret de Mar,Girona,17095,Lloret de Mar,24584
Lloret de Vistalegre,Illes Balears,7028,Lloret de Vistalegre,27960
Llosa (la),Castellón,12074,la Llosa,19448
Llosa de Ranes (la),Valencia,46157,la Llosa de Ranes,19973
Lloseta,Illes Balears,7029,Lloseta,25147
Llosses (Les),Girona,17096,Les Llosses,31051
Llubí,Illes Balears,7030,Llubí,27680
Lluçà,Barcelona,8109,Lluçà,30746
Llucena/Lucena del Cid,Castellón,12072,Llucena/Lucena del Cid,23494
Llucmajor,Illes Balears,7031,Llucmajor,30077
Llutxent,Valencia,46150,Llutxent,17196
Loarre,Huesca,22149,Loarre,22933
Lobeira,Ourense,32041,Lobeira,16806
Lobera de Onsella,Zaragoza,50142,Lobera de Onsella,19366
Lobios,Ourense,32042,Lobios,18342
Lobón,Badajoz,6072,Lobón,16392
Lobras,Granada,18121,Lobras,16108
Lodosa,Navarra,31157,Lodosa,17764
Loeches,Madrid,28075,Loeches,27459
Logroño,La Rioja,26089,Logroño,29275
Logrosán,Cáceres,10109,Logrosán,17197
Loiu,Bizkaia,48903,Loiu,60417
Loja,Granada,18122,Loja,18200
Loma de Ucieza,Palencia,34903,Loma de Ucieza,19171
Lomas,Palencia,34096,Lomas,19171
Lominchar,Toledo,45085,Lominchar,20316
Lomoviejo,Valladolid,47078,Lomoviejo,19844
Longares,Zaragoza,50143,Longares,19366
Longás,Zaragoza,50144,Longás,19366
Lónguida/Longida,Navarra,31158,Lónguida/Longida,22094
Lopera,Jaén,23056,Lopera,15425
Loporzano,Huesca,22150,Loporzano,22933
Lora de Estepa,Sevilla,41054,Lora de Estepa,17654
Lora del Río,Sevilla,41055,Lora del Río,18472
Loranca de Tajuña,Guadalajara,19160,Loranca de Tajuña,23025
Lorca,Murcia,30024,Lorca,21266
Lorcha/Orxa (L'),Alicante,3084,L' Lorcha/Orxa,19603
Loriguilla,Valencia,46148,Loriguilla,24151
Lorquí,Murcia,30025,Lorquí,21332
Losa (La),Segovia,40113,La Losa,21066
Losa del Obispo,Valencia,46149,Losa del Obispo,20105
Losacino,Zamora,49098,Losacino,16878
Losacio,Zamora,49099,Losacio,16878
Losar de la Vera,Cáceres,10110,Losar de la Vera,16564
Losar del Barco (El),Ávila,5112,El Losar del Barco,17345
Loscorrales,Huesca,22151,Loscorrales,22933
Loscos,Teruel,44138,Loscos,18797
Losilla (La),Soria,42106,La Losilla,19216
Lourenzá,Lugo,27027,Lourenzá,17899
Lousame,A Coruña,15042,Lousame,18301
Lozoya,Madrid,28076,Lozoya,25179
Lozoyuela-Navas-Sieteiglesias,Madrid,28901,Lozoyuela-Navas-Sieteiglesias,24005
Lubián,Zamora,49100,Lubián,16878
Lubrín,Almería,4059,Lubrín,15727
Lucainena de las Torres,Almería,4060,Lucainena de las Torres,15879
Lúcar,Almería,4061,Lúcar,15879
Lucena,Córdoba,14038,Lucena,19621
Lucena de Jalón,Zaragoza,50146,Lucena de Jalón,19366
Lucena del Puerto,Huelva,21046,Lucena del Puerto,18420
Luceni,Zaragoza,50147,Luceni,19366
Luciana,Ciudad Real,13051,Luciana,16766
Lucillo,León,24090,Lucillo,18440
Lucillos,Toledo,45086,Lucillos,18671
Ludiente,Castellón,12073,Ludiente,19448
Luelmo,Zamora,49101,Luelmo,16878
Luena,Cantabria,39039,Luena,19676
Luesia,Zaragoza,50148,Luesia,19366
Luesma,Zaragoza,50149,Luesma,19366
Lugo,Lugo,27028,Lugo,26038
Lugros,Granada,18123,Lugros,16108
Luisiana (La),Sevilla,41056,La Luisiana,17989
Lújar,Granada,18124,Lújar,16108
Lumbier,Navarra,31159,Lumbier,19793
Lumbrales,Salamanca,37173,Lumbrales,17358
Lumbreras de Cameros,La Rioja,26091,Lumbreras de Cameros,21118
Lumpiaque,Zaragoza,50150,Lumpiaque,19366
Luna,Zaragoza,50151,Luna,19366
Lupiana,Guadalajara,19161,Lupiana,20180
Lupiñén-Ortilla,Huesca,22905,Lupiñén-Ortilla,22933
Lupión,Jaén,23057,Lupión,14440
Luque,Córdoba,14039,Luque,16002
Luquin,Navarra,31160,Luquin,21508
Luyego,León,24091,Luyego,18440
Luzaga,Guadalajara,19162,Luzaga,20180
Luzaide/Valcarlos,Navarra,31248,Luzaide/Valcarlos,24177
Luzón,Guadalajara,19163,Luzón,20180
Macael,Almería,4062,Macael,30508
Maçanet de Cabrenys,Girona,17102,Maçanet de Cabrenys,31051
Maçanet de la Selva,Girona,17103,Maçanet de la Selva,26579
Macastre,Valencia,46158,Macastre,21499
Maceda,Ourense,32043,Maceda,19635
Machacón,Salamanca,37175,Machacón,17879
Macharaviaya,Málaga,29066,Macharaviaya,15618
Macotera,Salamanca,37174,Macotera,16513
Madarcos,Madrid,28078,Madarcos,25179
Maderal (El),Zamora,49102,El Maderal,16878
Maderuelo,Segovia,40115,Maderuelo,21066
Madremanya,Girona,17097,Madremanya,31051
Madrid,Madrid,28079,Madrid,41176
Madridanos,Zamora,49103,Madridanos,16878
Madridejos,Toledo,45087,Madridejos,19780
Madrigal de la Vera,Cáceres,10111,Madrigal de la Vera,16428
Madrigal de las Altas Torres,Ávila,5114,Madrigal de las Altas Torres,15813
Madrigal del Monte,Burgos,9196,Madrigal del Monte,22478
Madrigalejo,Cáceres,10112,Madrigalejo,15697
Madrigalejo del Monte,Burgos,9197,Madrigalejo del Monte,22478
Madrigueras,Albacete,2045,Madrigueras,20232
Madroñal,Salamanca,37176,Madroñal,17879
Madroñera,Cáceres,10113,Madroñera,16280
Madroño (El),Sevilla,41057,El Madroño,17654
Maella,Zaragoza,50152,Maella,17768
Maello,Ávila,5115,Maello,17345
Magacela,Badajoz,6075,Magacela,15113
Magallón,Zaragoza,50153,Magallón,20592
Magán,Toledo,45088,Magán,21806
Magaña,Soria,42107,Magaña,19216
Magaz de Cepeda,León,24093,Magaz de Cepeda,18440
Magaz de Pisuerga,Palencia,34098,Magaz de Pisuerga,22546
Maguilla,Badajoz,6076,Maguilla,15113
Mahamud,Burgos,9198,Mahamud,22478
Mahide,Zamora,49104,Mahide,16878
Mahora,Albacete,2046,Mahora,17148
Maià de Montcal,Girona,17098,Maià de Montcal,31051
Maials,Lleida,25133,Maials,23784
Maicas,Teruel,44142,Maicas,18797
Maíllo (El),Salamanca,37177,El Maíllo,17879
Mainar,Zaragoza,50154,Mainar,19366
Maire de Castroponce,Zamora,49105,Maire de Castroponce,16878
Mairena del Alcor,Sevilla,41058,Mairena del Alcor,22186
Mairena del Aljarafe,Sevilla,41059,Mairena del Aljarafe,31311
Majadahonda,Madrid,28080,Majadahonda,55651
Majadas,Cáceres,10114,Majadas,17151
Majadas (Las),Cuenca,16121,Las Majadas,17337
Majaelrayo,Guadalajara,19165,Majaelrayo,20180
Maján,Soria,42108,Maján,19216
Málaga,Málaga,29067,Málaga,27224
Málaga del Fresno,Guadalajara,19166,Málaga del Fresno,20180
Malagón,Ciudad Real,13052,Malagón,18421
Malaguilla,Guadalajara,19167,Malaguilla,20180
Malahá (La),Granada,18126,La Malahá,16691
Malanquilla,Zaragoza,50155,Malanquilla,19366
Malcocinado,Badajoz,6077,Malcocinado,15113
Maldà,Lleida,25130,Maldà,23784
Maleján,Zaragoza,50156,Maleján,19366
Malgrat de Mar,Barcelona,8110,Malgrat de Mar,26430
Malla,Barcelona,8111,Malla,30746
Mallabia,Bizkaia,48058,Mallabia,51678
Mallén,Zaragoza,50160,Mallén,22316
Malón,Zaragoza,50157,Malón,19366
Malpartida,Salamanca,37178,Malpartida,17879
Malpartida de Cáceres,Cáceres,10115,Malpartida de Cáceres,22132
Malpartida de Corneja,Ávila,5116,Malpartida de Corneja,17345
Malpartida de la Serena,Badajoz,6078,Malpartida de la Serena,15113
Malpartida de Plasencia,Cáceres,10116,Malpartida de Plasencia,19628
Malpica de Bergantiños,A Coruña,15043,Malpica de Bergantiños,18139
Malpica de Tajo,Toledo,45089,Malpica de Tajo,18882
Maluenda,Zaragoza,50159,Maluenda,19366
Malva,Zamora,49107,Malva,16878
Mamblas,Ávila,5117,Mamblas,17345
Mambrilla de Castrejón,Burgos,9199,Mambrilla de Castrejón,22478
Mambrillas de Lara,Burgos,9200,Mambrillas de Lara,22478
Mamolar,Burgos,9201,Mamolar,22478
Manacor,Illes Balears,7033,Manacor,26156
Mancera de Abajo,Salamanca,37179,Mancera de Abajo,17879
Mancera de Arriba,Ávila,5118,Mancera de Arriba,17345
Mancha Real,Jaén,23058,Mancha Real,19161
Manchita,Badajoz,6079,Manchita,15113
Manchones,Zaragoza,50161,Manchones,19366
Manciles,Burgos,9202,Manciles,22478
Mancor de la Vall,Illes Balears,7034,Mancor de la Vall,29468
Mandayona,Guadalajara,19168,Mandayona,20180
Manganeses de la Lampreana,Zamora,49108,Manganeses de la Lampreana,16878
Manganeses de la Polvorosa,Zamora,49109,Manganeses de la Polvorosa,16878
Manilva,Málaga,29068,Manilva,22845
Manises,Valencia,46159,Manises,22761
Manjabálago y Ortigosa de Rioalmar,Ávila,5119,Manjabálago y Ortigosa de Rioalmar,17345
Manjarrés,La Rioja,26092,Manjarrés,21118
Manlleu,Barcelona,8112,Manlleu,26510
Manquillos,Palencia,34099,Manquillos,19171
Manresa,Barcelona,8113,Manresa,29797
Mansilla de la Sierra,La Rioja,26093,Mansilla de la Sierra,21118
Mansilla de las Mulas,León,24094,Mansilla de las Mulas,18730
Mansilla Mayor,León,24095,Mansilla Mayor,18440
Mantiel,Guadalajara,19169,Mantiel,20180
Mantinos,Palencia,34100,Mantinos,19171
Manuel,Valencia,46160,Manuel,21296
Manzanal de Arriba,Zamora,49110,Manzanal de Arriba,16878
Manzanal de los Infantes,Zamora,49112,Manzanal de los Infantes,16878
Manzanal del Barco,Zamora,49111,Manzanal del Barco,16878
Manzanares,Ciudad Real,13053,Manzanares,24720
Manzanares de Rioja,La Rioja,26094,Manzanares de Rioja,21118
Manzanares el Real,Madrid,28082,Manzanares el Real,33035
Manzaneda,Ourense,32044,Manzaneda,16806
Manzaneque,Toledo,45090,Manzaneque,18671
Manzanera,Teruel,44143,Manzanera,18797
Manzanilla,Huelva,21047,Manzanilla,15182
Manzanillo,Valladolid,47080,Manzanillo,19844
Manzano (El),Salamanca,37180,El Manzano,17879
Mañaria,Bizkaia,48059,Mañaria,60405
Mañeru,Navarra,31161,Mañeru,21856
Mañón,A Coruña,15044,Mañón,18498
Maó-Mahón,Illes Balears,7032,Maó-Mahón,28202
Maqueda,Toledo,45091,Maqueda,18671
Mara,Zaragoza,50162,Mara,19366
Maracena,Granada,18127,Maracena,22116
Maranchón,Guadalajara,19170,Maranchón,20180
Maraña,León,24096,Maraña,18440
Marañón,Navarra,31162,Marañón,14921
Marazoleja,Segovia,40903,Marazoleja,21066
Marazuela,Segovia,40118,Marazuela,21066
Marbella,Málaga,29069,Marbella,27502
Marçà,Tarragona,43076,Marçà,23434
Marchagaz,Cáceres,10117,Marchagaz,15773
Marchal,Granada,18128,Marchal,16108
Marchamalo,Guadalajara,19171,Marchamalo,24865
Marchena,Sevilla,41060,Marchena,20371
Marcilla,Navarra,31163,Marcilla,18003
Marcilla de Campos,Palencia,34101,Marcilla de Campos,19171
Margalef,Tarragona,43075,Margalef,23434
Marganell,Barcelona,8242,Marganell,30746
María,Almería,4063,María,15551
María de Huerva,Zaragoza,50163,María de Huerva,27717
Maria de la Salut,Illes Balears,7035,Maria de la Salut,26475
Mariana,Cuenca,16122,Mariana,17337
Marín,Pontevedra,36026,Marín,24275
Marina de Cudeyo,Cantabria,39040,Marina de Cudeyo,25730
Marinaleda,Sevilla,41061,Marinaleda,14050
Marines,Valencia,46161,Marines,22342
Marines (Los),Huelva,21048,Los Marines,16881
Marjaliza,Toledo,45092,Marjaliza,18671
Markina-Xemein,Bizkaia,48060,Markina-Xemein,45229
Marlín,Ávila,5120,Marlín,17345
Marmolejo,Jaén,23059,Marmolejo,16476
Marracos,Zaragoza,50902,Marracos,19366
Marratxí,Illes Balears,7036,Marratxí,32820
Marrupe,Toledo,45093,Marrupe,18671
Martiago,Salamanca,37181,Martiago,17879
Martiherrero,Ávila,5121,Martiherrero,17345
Martín de la Jara,Sevilla,41062,Martín de la Jara,14833
Martín de Yeltes,Salamanca,37183,Martín de Yeltes,17879
Martín del Río,Teruel,44144,Martín del Río,18797
Martín Miguel,Segovia,40119,Martín Miguel,21066
Martín Muñoz de la Dehesa,Segovia,40120,Martín Muñoz de la Dehesa,21066
Martín Muñoz de las Posadas,Segovia,40121,Martín Muñoz de las Posadas,21066
Martinamor,Salamanca,37182,Martinamor,17879
Martínez,Ávila,5122,Martínez,17345
Martorell,Barcelona,8114,Martorell,29065
Martorelles,Barcelona,8115,Martorelles,30514
Martos,Jaén,23060,Martos,21978
Marugán,Segovia,40122,Marugán,21066
Maruri-Jatabe,Bizkaia,48061,Maruri-Jatabe,61541
Marzales,Valladolid,47081,Marzales,19844
Mas de Barberans,Tarragona,43077,Mas de Barberans,23434
Mas de las Matas,Teruel,44145,Mas de las Matas,19832
Masarac,Girona,17100,Masarac,31051
Mascaraque,Toledo,45094,Mascaraque,18671
Masdenverge,Tarragona,43078,Masdenverge,22455
Masegosa,Cuenca,16123,Masegosa,17337
Masegoso,Albacete,2047,Masegoso,16604
Masegoso de Tajuña,Guadalajara,19172,Masegoso de Tajuña,20180
Maside,Ourense,32045,Maside,17808
Masies de Roda (Les),Barcelona,8116,Le Masies de Rodas,30746
Masies de Voltregà (Les),Barcelona,8117,Le Masies de Voltregàs,29150
Masllorenç,Tarragona,43079,Masllorenç,23434
Masnou (El),Barcelona,8118,El Masnou,37315
Masó (La),Tarragona,43080,La Masó,23434
Maspujols,Tarragona,43081,Maspujols,23434
Masquefa,Barcelona,8119,Masquefa,28677
Masroig (El),Tarragona,43082,El Masroig,23434
Massalavés,Valencia,46162,Massalavés,17494
Massalcoreig,Lleida,25131,Massalcoreig,23784
Massalfassar,Valencia,46163,Massalfassar,27792
Massamagrell,Valencia,46164,Massamagrell,22803
Massanassa,Valencia,46165,Massanassa,24861
Massanes,Girona,17101,Massanes,31051
Massoteres,Lleida,25132,Massoteres,23784
Masueco,Salamanca,37184,Masueco,17879
Mata (La),Toledo,45095,La Mata,18671
Mata de Alcántara,Cáceres,10118,Mata de Alcántara,15773
Mata de Cuéllar,Segovia,40124,Mata de Cuéllar,21066
Mata de Ledesma (La),Salamanca,37186,La Mata de Ledesma,17879
Mata de los Olmos (La),Teruel,44146,La Mata de los Olmos,18797
Mata de Morella (la),Castellón,12075,la Mata de Morella,19448
Matabuena,Segovia,40123,Matabuena,21066
Matadeón de los Oteros,León,24097,Matadeón de los Oteros,18440
Matadepera,Barcelona,8120,Matadepera,65671
Matalebreras,Soria,42110,Matalebreras,19216
Matallana de Torío,León,24098,Matallana de Torío,21340
Matamala de Almazán,Soria,42111,Matamala de Almazán,19216
Matanza,León,24099,Matanza,18440
Matanza de Acentejo (La),Santa Cruz de Tenerife,38025,La Matanza de Acentejo,22684
Matapozuelos,Valladolid,47082,Matapozuelos,20914
Mataró,Barcelona,8121,Mataró,27538
Matarrubia,Guadalajara,19173,Matarrubia,20180
Matet,Castellón,12076,Matet,19448
Matilla (La),Segovia,40125,La Matilla,21066
Matilla de Arzón,Zamora,49113,Matilla de Arzón,16878
Matilla de los Caños,Valladolid,47083,Matilla de los Caños,19844
Matilla de los Caños del Río,Salamanca,37187,Matilla de los Caños del Río,17879
Matilla la Seca,Zamora,49114,Matilla la Seca,16878
Matillas,Guadalajara,19174,Matillas,20180
Matute,La Rioja,26095,Matute,21118
Maya (La),Salamanca,37188,La Maya,17879
Mayalde,Zamora,49115,Mayalde,16878
Mayorga,Valladolid,47084,Mayorga,18079
Mazaleón,Teruel,44147,Mazaleón,18797
Mazarambroz,Toledo,45096,Mazarambroz,18475
Mazarete,Guadalajara,19175,Mazarete,20180
Mazaricos,A Coruña,15045,Mazaricos,17699
Mazariegos,Palencia,34102,Mazariegos,19171
Mazarrón,Murcia,30026,Mazarrón,18033
Mazcuerras,Cantabria,39041,Mazcuerras,25033
Mazuecos,Guadalajara,19176,Mazuecos,20180
Mazuecos de Valdeginate,Palencia,34103,Mazuecos de Valdeginate,19171
Mazuela,Burgos,9206,Mazuela,22478
Meaño,Pontevedra,36027,Meaño,17715
Mecerreyes,Burgos,9208,Mecerreyes,22478
Meco,Madrid,28083,Meco,28842
Medellín,Badajoz,6080,Medellín,16549
Mediana de Aragón,Zaragoza,50164,Mediana de Aragón,19366
Mediana de Voltoya,Ávila,5123,Mediana de Voltoya,17345
Medina de las Torres,Badajoz,6081,Medina de las Torres,18121
Medina de Pomar,Burgos,9209,Medina de Pomar,24319
Medina de Rioseco,Valladolid,47086,Medina de Rioseco,22158
Medina del Campo,Valladolid,47085,Medina del Campo,22286
Medina Sidonia,Cádiz,11023,Medina Sidonia,18983
Medinaceli,Soria,42113,Medinaceli,19216
Medinilla,Ávila,5124,Medinilla,17345
Medio Cudeyo,Cantabria,39042,Medio Cudeyo,25080
Mediona,Barcelona,8122,Mediona,26664
Medranda,Guadalajara,19177,Medranda,20180
Medrano,La Rioja,26096,Medrano,21118
Megeces,Valladolid,47087,Megeces,19844
Megina,Guadalajara,19178,Megina,20180
Meira,Lugo,27029,Meira,19063
Meis,Pontevedra,36028,Meis,19364
Mejorada,Toledo,45097,Mejorada,19808
Mejorada del Campo,Madrid,28084,Mejorada del Campo,24530
Melgar de Abajo,Valladolid,47088,Melgar de Abajo,19844
Melgar de Arriba,Valladolid,47089,Melgar de Arriba,19844
Melgar de Fernamental,Burgos,9211,Melgar de Fernamental,18608
Melgar de Tera,Zamora,49116,Melgar de Tera,16878
Melgar de Yuso,Palencia,34104,Melgar de Yuso,19171
Meliana,Valencia,46166,Meliana,25101
Mélida,Navarra,31164,Mélida,17279
Melide,A Coruña,15046,Melide,21398
Melilla,Melilla,52001,Melilla,30175
Melón,Ourense,32046,Melón,16775
Melque de Cercos,Segovia,40126,Melque de Cercos,21066
Membibre de la Hoz,Segovia,40127,Membibre de la Hoz,21066
Membribe de la Sierra,Salamanca,37189,Membribe de la Sierra,17879
Membrilla,Ciudad Real,13054,Membrilla,21766
Membrillera,Guadalajara,19179,Membrillera,20180
Membrío,Cáceres,10119,Membrío,15773
Menàrguens,Lleida,25134,Menàrguens,23784
Menasalbas,Toledo,45098,Menasalbas,19442
Mendaro,Gipuzkoa,20901,Mendaro,46865
Mendata,Bizkaia,48062,Mendata,4902
Mendavia,Navarra,31165,Mendavia,16589
Mendaza,Navarra,31166,Mendaza,18358
Mendexa,Bizkaia,48063,Mendexa,50412
Mendigorria,Navarra,31167,Mendigorria,20420
Meneses de Campos,Palencia,34106,Meneses de Campos,19171
Mengabril,Badajoz,6082,Mengabril,15113
Mengamuñoz,Ávila,5125,Mengamuñoz,17345
Mengíbar,Jaén,23061,Mengíbar,20175
Méntrida,Toledo,45099,Méntrida,22228
Meñaka,Bizkaia,48064,Meñaka,58328
Mequinenza,Zaragoza,50165,Mequinenza,25486
Meranges,Girona,17099,Meranges,31051
Merca (A),Ourense,32047,A Merca,18587
Mercadal (Es),Illes Balears,7037,Es Mercadal,25450
Mérida,Badajoz,6083,Mérida,24760
Merindad de Cuesta-Urria,Burgos,9213,Merindad de Cuesta-Urria,22478
Merindad de Montija,Burgos,9214,Merindad de Montija,22478
Merindad de Río Ubierna,Burgos,9906,Merindad de Río Ubierna,26347
Merindad de Sotoscueva,Burgos,9215,Merindad de Sotoscueva,22478
Merindad de Valdeporres,Burgos,9216,Merindad de Valdeporres,22478
Merindad de Valdivielso,Burgos,9217,Merindad de Valdivielso,22478
Meruelo,Cantabria,39043,Meruelo,21919
Mesas (Las),Cuenca,16124,Las Mesas,15685
Mesas de Ibor,Cáceres,10120,Mesas de Ibor,15773
Mesegar de Corneja,Ávila,5126,Mesegar de Corneja,17345
Mesegar de Tajo,Toledo,45100,Mesegar de Tajo,18671
Mesía,A Coruña,15047,Mesía,18267
Mesones de Isuela,Zaragoza,50166,Mesones de Isuela,19366
Mestanza,Ciudad Real,13055,Mestanza,16766
Metauten,Navarra,31168,Metauten,18282
Mezalocha,Zaragoza,50167,Mezalocha,19366
Mezquita (A),Ourense,32048,A Mezquita,16292
Mezquita de Jarque,Teruel,44148,Mezquita de Jarque,18797
Miajadas,Cáceres,10121,Miajadas,19279
Mianos,Zaragoza,50168,Mianos,19366
Micereces de Tera,Zamora,49117,Micereces de Tera,16878
Micieces de Ojeda,Palencia,34107,Micieces de Ojeda,19171
Miedes de Aragón,Zaragoza,50169,Miedes de Aragón,19366
Miedes de Atienza,Guadalajara,19181,Miedes de Atienza,20180
Miengo,Cantabria,39044,Miengo,25540
Miera,Cantabria,39045,Miera,19676
Mieres,Asturias,17105,Mieres,19263
Mieres,Girona,33037,Mieres,26419
Mierla (La),Guadalajara,19182,La Mierla,20180
Mieza,Salamanca,37190,Mieza,17879
Migjorn Gran (Es),Illes Balears,7902,Es Migjorn Gran,24793
Miguel Esteban,Toledo,45101,Miguel Esteban,17381
Migueláñez,Segovia,40128,Migueláñez,21066
Miguelturra,Ciudad Real,13056,Miguelturra,23820
Mijares,Ávila,5127,Mijares,17345
Mijas,Málaga,29070,Mijas,22982
Milà (El),Tarragona,43083,El Milà,23434
Milagro,Navarra,31169,Milagro,16836
Milagros,Burgos,9218,Milagros,22478
Milano (El),Salamanca,37191,El Milano,17879
Millana,Guadalajara,19184,Millana,20180
Millanes,Cáceres,10122,Millanes,15773
Millares,Valencia,46167,Millares,20105
Millena,Alicante,3086,Millena,19603
Milles de la Polvorosa,Zamora,49118,Milles de la Polvorosa,16878
Milmarcos,Guadalajara,19183,Milmarcos,20180
Minas de Riotinto,Huelva,21049,Minas de Riotinto,23048
Minaya,Albacete,2048,Minaya,16018
Minglanilla,Cuenca,16125,Minglanilla,16676
Mingorría,Ávila,5128,Mingorría,17345
Miño,A Coruña,15048,Miño,26696
Miño de Medinaceli,Soria,42115,Miño de Medinaceli,19216
Miño de San Esteban,Soria,42116,Miño de San Esteban,19216
Miñosa (La),Guadalajara,19185,La Miñosa,20180
Mira,Cuenca,16126,Mira,17337
Mirabel,Cáceres,10123,Mirabel,15773
Mirabueno,Guadalajara,19186,Mirabueno,20180
Miraflores de la Sierra,Madrid,28085,Miraflores de la Sierra,31697
Mirafuentes,Navarra,31170,Mirafuentes,23213
Miralcamp,Lleida,25135,Miralcamp,24516
Miralrío,Guadalajara,19187,Miralrío,20180
Miramar,Valencia,46168,Miramar,22247
Mirambel,Teruel,44149,Mirambel,18797
Miranda de Arga,Navarra,31171,Miranda de Arga,18135
Miranda de Azán,Salamanca,37192,Miranda de Azán,17879
Miranda de Ebro,Burgos,9219,Miranda de Ebro,27419
Miranda del Castañar,Salamanca,37193,Miranda del Castañar,17879
Mirandilla,Badajoz,6084,Mirandilla,17432
Miraveche,Burgos,9220,Miraveche,22478
Miravet,Tarragona,43084,Miravet,23434
Miravete de la Sierra,Teruel,44150,Miravete de la Sierra,18797
Mirón (El),Ávila,5129,El Mirón,17345
Mironcillo,Ávila,5130,Mironcillo,17345
Mirueña de los Infanzones,Ávila,5131,Mirueña de los Infanzones,17345
Mislata,Valencia,46169,Mislata,24319
Moaña,Pontevedra,36029,Moaña,22876
Mocejón,Toledo,45102,Mocejón,20936
Mochales,Guadalajara,19188,Mochales,20180
Moclín,Granada,18132,Moclín,14749
Moclinejo,Málaga,29071,Moclinejo,16271
Modúbar de la Emparedada,Burgos,9221,Modúbar de la Emparedada,22478
Moeche,A Coruña,15049,Moeche,18554
Mogán,Las Palmas,35012,Mogán,22097
Mogarraz,Salamanca,37194,Mogarraz,17879
Mogente/Moixent,Valencia,46170,Mogente/Moixent,20308
Moguer,Huelva,21050,Moguer,19322
Mohedas de Granadilla,Cáceres,10124,Mohedas de Granadilla,15773
Mohedas de la Jara,Toledo,45103,Mohedas de la Jara,18671
Mohernando,Guadalajara,19189,Mohernando,20180
Moià,Barcelona,8138,Moià,29243
Mojácar,Almería,4064,Mojácar,22400
Mojados,Valladolid,47090,Mojados,23300
Mojonera (La),Almería,4903,La Mojonera,15071
Molacillos,Zamora,49119,Molacillos,16878
Molar (El),Tarragona,43085,El Molar,23434
Molar (El),Madrid,28086,El Molar,25885
Molares (Los),Sevilla,41063,Los Molares,18410
Molezuelas de la Carballeda,Zamora,49120,Molezuelas de la Carballeda,16878
Molina de Aragón,Guadalajara,19190,Molina de Aragón,21216
Molina de Segura,Murcia,30027,Molina de Segura,28703
Molinaseca,León,24100,Molinaseca,18440
Molinicos,Albacete,2049,Molinicos,16604
Molinillo,Salamanca,37195,Molinillo,17879
Molinos,Teruel,44151,Molinos,18797
Molinos (Los),Madrid,28087,Los Molinos,34603
Molinos de Duero,Soria,42117,Molinos de Duero,19216
Molins de Rei,Barcelona,8123,Molins de Rei,34161
Molledo,Cantabria,39046,Molledo,20291
Mollerussa,Lleida,25137,Mollerussa,27225
Mollet de Peralada,Girona,17106,Mollet de Peralada,31051
Mollet del Vallès,Barcelona,8124,Mollet del Vallès,28113
Mollina,Málaga,29072,Mollina,17354
Molló,Girona,17107,Molló,31051
Molsosa (La),Lleida,25136,La Molsosa,23784
Molvízar,Granada,18133,Molvízar,15376
Mombeltrán,Ávila,5132,Mombeltrán,17345
Momblona,Soria,42118,Momblona,19216
Mombuey,Zamora,49121,Mombuey,16878
Monachil,Granada,18134,Monachil,25561
Monasterio,Guadalajara,19191,Monasterio,20180
Monasterio de la Sierra,Burgos,9223,Monasterio de la Sierra,22478
Monasterio de Rodilla,Burgos,9224,Monasterio de Rodilla,22478
Monasterio de Vega,Valladolid,47091,Monasterio de Vega,19844
Moncada,Valencia,46171,Moncada,25293
Moncalvillo,Burgos,9225,Moncalvillo,22478
Moncofa,Castellón,12077,Moncofa,22717
Monda,Málaga,29073,Monda,19153
Mondariz,Pontevedra,36030,Mondariz,19354
Mondariz-Balneario,Pontevedra,36031,Mondariz-Balneario,24610
Mondéjar,Guadalajara,19192,Mondéjar,20881
Mondoñedo,Lugo,27030,Mondoñedo,18520
Monegrillo,Zaragoza,50170,Monegrillo,19366
Monesma y Cajigar,Huesca,22155,Monesma y Cajigar,22933
Monesterio,Badajoz,6085,Monesterio,18293
Moneva,Zaragoza,50171,Moneva,19366
Monfarracinos,Zamora,49122,Monfarracinos,16878
Monfero,A Coruña,15050,Monfero,17279
Monflorite-Lascasas,Huesca,22156,Monflorite-Lascasas,22933
Monforte de la Sierra,Salamanca,37196,Monforte de la Sierra,17879
Monforte de Lemos,Lugo,27031,Monforte de Lemos,22286
Monforte de Moyuela,Teruel,44152,Monforte de Moyuela,18797
Monforte del Cid,Alicante,3088,Monforte del Cid,21101
Monistrol de Calders,Barcelona,8128,Monistrol de Calders,30746
Monistrol de Montserrat,Barcelona,8127,Monistrol de Montserrat,25929
Monleón,Salamanca,37197,Monleón,17879
Monleras,Salamanca,37198,Monleras,17879
Monóvar/Monòver,Alicante,3089,Monóvar/Monòver,19597
Monreal de Ariza,Zaragoza,50172,Monreal de Ariza,19366
Monreal del Campo,Teruel,44153,Monreal del Campo,22378
Monreal del Llano,Cuenca,16128,Monreal del Llano,17337
Monreal/Elo,Navarra,31172,Monreal/Elo,24580
Monroy,Cáceres,10125,Monroy,15773
Monroyo,Teruel,44154,Monroyo,18797
Monsagro,Salamanca,37199,Monsagro,17879
Monsalupe,Ávila,5133,Monsalupe,17345
Mont-ral,Tarragona,43091,Mont-ral,23434
Mont-ras,Girona,17110,Mont-ras,29132
Mont-roig del Camp,Tarragona,43092,Mont-roig del Camp,26958
