codigo_ine,municipio,provincia,comunidad_autonoma,municipio_nombre_humano,num_centros_salud,num_centros_urgencias,num_hospitales,num_colegios,num_universidades,linea_costa_provincia,linea_montana_provincia,poblacion,superficie,densidad_poblacion,lat,lon,feb_avg_min_temp,feb_avg_max_temp,feb_avg_temp,feb_avg_humidity,feb_avg_wind,feb_avg_min_rain,feb_avg_max_rain,feb_avg_rain,feb_avg_clouds,feb_avg_sunshine_hours,jul_avg_min_temp,jul_avg_max_temp,jul_avg_temp,jul_avg_humidity,jul_avg_wind,jul_avg_min_rain,jul_avg_max_rain,jul_avg_rain,jul_avg_clouds,jul_avg_sunshine_hours,kms_capital_provincia,altitud,renta_bruta_media,precio_m2_venta,num_casas_venta,precio_m2_alquiler,num_casas_alquiler,precio_m2_venta_provincia,precio_medio_venta_provincia,precio_m2_alquiler_provincia,precio_medio_alquiler_provincia,tasa_actividad_provincia,tasa_paro_provincia,tasa_empleo_provincia,num_empleos_provincia,cobertura_30,cobertura_100,cobertura_3g,cobertura_4g,sitios_comercio,sitios_turismo,sitios_alojamiento,sitios_ocio,sitios_natural,sitios_servicio,sitios_actividad,sitios_entretenimiento,sitios_catering,sitios_sport,sitios_edificio,sitios_acceso_limitado,sitios_artificial,sitios_acceso,sitios_sin_acceso,sitios_patrimonio,sitios_carretera,sitios_cuota,sitios_comodidad
41007,Algaba (La),Sevilla,Andalucía,La Algaba,1,1,0,15,0,2,0,16484,18.11,910.22,37.45978,-6.013333,2.69,26.03,12.56,74.66,10.15,0,3.0,0.04,23.31,157.7,17.2,40.68,28.02,49.38,10.48,0,3.0,0.0,5.26,378.3,11.07,11,21801,1011.66,111,7.01,2,1611,162042,10,821,57.59,17.89,47.29,1717,88.5,79.0,100.0,100.0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
24002,Algadefe,León,Castilla y León,Algadefe,1,0,0,0,0,2,1,283,15.33,18.46,42.21931,-5.58419,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,48.92,747,18440,233.33,1,-,0,1237,130467,6,586,53.21,10.62,47.56,660,98.0,0.0,100.0,100.0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
07004,Algaida,Illes Balears,Islas Baleares,Algaida,3,0,0,3,0,1,2,5963,89.78,66.42,39.55894,2.892537,1.26,20.43,11.28,77.93,11.63,0,3.0,0.02,29.32,63.8,18.37,36.17,26.68,62.8,10.87,0,12.0,0.01,10.73,273.7,21.81,194,29129,2232.62,112,-,0,3139,358810,14,1392,65.42,9.29,59.34,1924,96.33,83.33,100.0,100.0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
41008,Algámitas,Sevilla,Andalucía,Algámitas,1,0,0,3,0,2,0,1253,20.42,61.35,37.015927,-5.148175,3.59,20.34,12.35,75.09,14.44,0,3.0,0.03,37.03,91.8,15.66,34.53,24.03,64.14,12.06,0,3.0,0.02,18.8,234.8,115.74,419,15109,-,-,4.29,1,1611,162042,10,821,57.59,17.89,47.29,1717,100.0,57.0,100.0,100.0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11003,Algar,Cádiz,Andalucía,Algar,1,1,0,3,0,1,0,1442,26.6,54.2,36.656425,-5.65638,2.27,21.71,12.52,79.5,11.95,0,12.0,0.04,29.2,129.9,15.74,38.75,25.6,59.24,10.91,0,0.9,0.0,7.67,345.5,85.14,218,17799,841.95,17,4.56,2,1593,158397,9,712,55.05,21.7,43.1,804,99.0,0.0,100.0,100.0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
19016,Algar de Mesa,Guadalajara,Castilla-La Mancha,Algar de Mesa,1,0,0,0,0,0,1,53,23.83,2.22,41.13494,-1.95964,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1,131.51,919,20180,0,0,-,0,1372,146012,8,691,62.89,11.65,55.57,663,90.0,0.0,100.0,100.0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46028,Algar de Palancia,Valencia,Comunidad Valenciana,Algar de Palancia,1,0,0,1,0,1,0,499,13.15,37.94,39.777747,-0.382839,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0,45.84,272,20105,-,-,-,0,1445,163450,11,1042,59.18,12.36,51.87,3312,100.0,100.0,100.0,100.0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
18012,Algarinejo,Granada,Andalucía,Algarinejo,3,1,0,3,0,1,1,2440,92.11,26.49,37.325738,-4.157789,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0,74.22,617,12970,628.82,24,2.64,2,1691,181669,8,760,58.31,22.18,45.37,697,87.14,44.43,98.29,100.0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
16013,Algarra,Cuenca,Castilla-La Mancha,Algarra,1,0,0,0,0,2,2,24,41.91,0.57,40.0,-1.43333,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0,92.93,1189,17337,0,0,-,0,1139,119313,8,608,56.94,10.77,50.81,329,0.0,0.0,100.0,93.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29005,Algarrobo,Málaga,Andalucía,Algarrobo,2,1,0,7,0,1,2,6551,9.74,672.59,36.773025,-4.038869,5.91,20.15,12.66,74.04,16.09,0,3.0,0.08,31.6,111.7,16.38,35.88,24.41,68.19,11.77,0,3.0,0.02,13.02,286.8,47.08,90,19033,1459.39,127,8.47,6,2630,301594,11,1055,56.97,17.76,46.85,1851,94.5,72.0,100.0,100.0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
29006,Algatocín,Málaga,Andalucía,Algatocín,1,1,0,3,0,1,2,825,19.72,41.85,36.57356,-5.27554,3.59,20.34,12.35,75.09,14.44,0,3.0,0.03,37.03,91.8,15.66,34.53,24.03,64.14,12.06,0,3.0,0.02,18.8,234.8,130.85,739,15618,1196.49,7,-,0,2630,301594,11,1055,56.97,17.76,46.85,1851,94.0,0.0,100.0,100.0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
11004,Algeciras,Cádiz,Andalucía,Algeciras,10,2,1,78,1,1,0,122982,87.96,1398.16,36.127604,-5.44932,6.74,19.86,13.92,76.79,20.52,0,3.0,0.05,42.67,59.0,17.0,32.47,23.44,70.79,16.38,0,0.9,0.0,21.77,165.2,123.7,16,28887,1211.89,1160,8.07,225,1593,158397,9,712,55.05,21.7,43.1,804,91.5,73.5,100.0,100.0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46029,Algemesí,Valencia,Comunidad Valenciana,Algemesí,2,1,0,27,0,1,0,27305,41.3,661.14,39.193372,-0.437693,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0,36.5,29,22755,636.86,423,5.46,2,1445,163450,11,1042,59.18,12.36,51.87,3312,94.67,84.0,100.0,100.0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
25015,Algerri,Lleida,Cataluña,Algerri,1,0,0,1,0,2,1,423,54.41,7.77,41.815044,0.636325,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8,36.01,353,23784,203.89,10,-,0,1159,114344,7,654,60.66,10.3,54.42,796,1.0,0.0,99.0,90.0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0
28009,Algete,Madrid,Comunidad de Madrid,Algete,2,1,0,16,0,3,2,20749,37.88,547.75,40.598177,-3.501335,-3.63,17.89,7.29,71.71,10.87,0,3.0,0.04,28.94,122.1,13.56,38.27,26.79,35.39,9.68,0,3.0,0.02,5.98,347.5,35.83,720,41132,1725.1,125,12.96,22,3314,343514,16,1414,63.79,10.18,57.29,13139,44.73,23.82,99.36,99.36,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
46030,Algímia d'Alfara,Valencia,Comunidad Valenciana,Algímia d'Alfara,1,0,0,0,0,1,0,1079,14.45,74.66,39.752412,-0.362184,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0,40.98,175,23268,-,-,-,0,1445,163450,11,1042,59.18,12.36,51.87,3312,98.0,78.0,100.0,100.0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12008,Algimia de Almonacid,Castellón,Comunidad Valenciana,Algimia de Almonacid,1,0,0,0,0,1,2,240,20.33,11.8,39.91667,-0.43333,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0,50.22,570,19448,468.34,12,-,0,1133,115966,8,653,57.36,10.55,51.31,929,100.0,100.0,100.0,99.0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46031,Alginet,Valencia,Comunidad Valenciana,Alginet,1,1,0,11,0,1,0,13942,24.07,579.18,39.263846,-0.469057,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0,26.75,33,21863,699.72,241,4.31,4,1445,163450,11,1042,59.18,12.36,51.87,3312,80.0,80.0,100.0,100.0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
11005,Algodonales,Cádiz,Andalucía,Algodonales,2,1,0,14,0,1,0,5526,134.05,41.22,36.881571,-5.404209,3.59,20.34,12.35,75.09,14.44,0,3.0,0.03,37.03,91.8,15.66,34.53,24.03,64.14,12.06,0,3.0,0.02,18.8,234.8,108.31,381,18041,895.1,37,4.91,4,1593,158397,9,712,55.05,21.7,43.1,804,33.71,0.0,95.86,98.0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
49006,Algodre,Zamora,Castilla y León,Algodre,1,0,0,0,0,3,2,135,18.18,7.43,41.56631,-5.60406,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,14.28,666,16878,-,-,-,0,1151,118790,5,497,50.28,12.1,44.2,388,97.0,0.0,100.0,100.0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19017,Algora,Guadalajara,Castilla-La Mancha,Algora,1,0,0,0,0,0,1,82,46.95,1.75,40.96324,-2.66688,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0,58.5,1114,20180,329.45,3,-,0,1372,146012,8,691,62.89,11.65,55.57,663,100.0,0.0,100.0,100.0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0
03012,Algorfa,Alicante,Comunidad Valenciana,Algorfa,1,0,0,3,0,1,3,3396,18.47,183.87,38.084582,-0.796363,4.95,23.17,13.24,68.94,14.51,0,3.0,0.01,26.27,125.8,19.31,36.43,26.42,69.12,10.76,0,3.0,0.0,12.45,305.9,57.1,27,17986,2734.38,330,4.97,6,1663,176931,9,845,57.08,14.13,49.01,1773,96.0,33.0,100.0,100.0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
25016,Alguaire,Lleida,Cataluña,Alguaire,1,0,0,3,0,2,1,3065,50.26,60.99,41.73593,0.587556,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8,20.89,286,24380,539.27,63,4.89,1,1159,114344,7,654,60.66,10.3,54.42,796,99.0,33.5,100.0,100.0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
30007,Alguazas,Murcia,Región de Murcia,Alguazas,3,1,0,5,0,1,2,9842,23.84,412.84,38.052537,-1.246584,2.41,23.26,12.49,63.65,11.27,0,3.0,0.02,26.17,135.7,17.76,37.93,26.77,62.42,9.58,0,3.0,0.0,11.66,314.9,17.45,89,20471,543.54,166,2.99,2,1148,119550,9,792,59.93,12.18,52.63,1164,97.0,12.5,100.0,100.0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
03013,Algueña,Alicante,Comunidad Valenciana,Algueña,1,0,0,2,0,1,3,1334,18.47,72.23,38.339218,-1.002629,2.73,23.18,12.63,64.56,13.07,0,3.0,0.01,20.68,127.8,18.01,35.82,26.21,66.91,10.48,0,3.0,0.01,10.59,287.5,54.27,535,20186,144.03,65,2.22,1,1663,176931,9,845,57.08,14.13,49.01,1773,99.5,95.5,100.0,100.0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
04010,Alhabia,Almería,Andalucía,Alhabia,1,0,0,1,0,1,2,675,16.39,41.17,36.99003,-2.58655,6.57,20.76,13.76,70.53,16.45,0,0.9,0.01,21.46,120.4,18.99,37.01,26.23,68.78,13.03,0,0.3,0.0,9.21,291.1,28.12,302,15879,562.66,11,-,0,1168,109377,8,668,61.31,15.39,51.87,655,99.0,95.0,100.0,100.0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
04011,Alhama de Almería,Almería,Andalucía,Alhama de Almería,1,1,0,5,0,1,2,3733,26.24,142.24,36.957334,-2.568298,6.57,20.76,13.76,70.53,16.45,0,0.9,0.01,21.46,120.4,18.99,37.01,26.23,68.78,13.03,0,0.3,0.0,9.21,291.1,23.5,513,18408,859.09,79,5.33,2,1168,109377,8,668,61.31,15.39,51.87,655,100.0,84.5,100.0,100.0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
50020,Alhama de Aragón,Zaragoza,Aragón,Alhama de Aragón,1,1,0,2,0,2,1,1002,31.14,32.18,41.294084,-1.895928,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1,92.88,668,18847,-,-,-,0,1674,154117,9,720,59.3,8.5,54.26,1632,100.0,100.0,100.0,100.0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18013,Alhama de Granada,Granada,Andalucía,Alhama de Granada,3,1,0,5,0,1,1,5667,419.6,13.51,37.004993,-3.988907,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0,56.06,864,16990,880.78,142,4.14,4,1691,181669,8,760,58.31,22.18,45.37,697,63.33,55.33,100.0,100.0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
30008,Alhama de Murcia,Murcia,Región de Murcia,Alhama de Murcia,4,2,0,15,0,1,2,22240,313.03,71.05,37.849898,-1.423536,2.41,23.26,12.49,63.65,11.27,0,3.0,0.02,26.17,135.7,17.76,37.93,26.77,62.42,9.58,0,3.0,0.0,11.66,314.9,38.39,196,22669,1399.79,354,9.39,10,1148,119550,9,792,59.93,12.18,52.63,1164,92.25,11.08,99.58,99.29,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
13010,Alhambra,Ciudad Real,Castilla-La Mancha,Alhambra,2,0,0,1,0,3,2,989,579.83,1.71,38.844838,-3.128399,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4,87.24,769,14722,373.77,15,-,0,936,96893,5,461,55.64,17.1,46.12,496,87.0,50.0,100.0,99.5,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
29007,Alhaurín de la Torre,Málaga,Andalucía,Alhaurín de la Torre,1,1,0,32,0,1,2,41868,82.7,506.26,36.661253,-4.563544,5.91,20.15,12.66,74.04,16.09,0,3.0,0.08,31.6,111.7,16.38,35.88,24.41,68.19,11.77,0,3.0,0.02,13.02,286.8,13.82,117,27028,1903.64,857,-,34,2630,301594,11,1055,56.97,17.76,46.85,1851,96.57,67.43,99.86,100.0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0
29008,Alhaurín el Grande,Málaga,Andalucía,Alhaurín el Grande,1,1,0,18,0,1,2,26095,73.1,356.98,36.640267,-4.691149,3.59,20.34,12.35,75.09,14.44,0,3.0,0.03,37.03,91.8,15.66,34.53,24.03,64.14,12.06,0,3.0,0.02,18.8,234.8,26.46,275,19972,1207.69,541,8.44,25,2630,301594,11,1055,56.97,17.76,46.85,1851,100.0,100.0,100.0,100.0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
18014,Alhendín,Granada,Andalucía,Alhendín,1,0,0,7,0,1,1,9674,50.56,191.34,37.107173,-3.643278,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0,11.44,740,23279,1167.93,238,5.18,10,1691,181669,8,760,58.31,22.18,45.37,697,74.0,74.0,100.0,100.0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0
19018,Alhóndiga,Guadalajara,Castilla-La Mancha,Alhóndiga,1,0,0,0,0,0,1,157,19.26,8.15,40.52669,-2.82438,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0,40.97,822,20180,0,0,-,0,1372,146012,8,691,62.89,11.65,55.57,663,100.0,0.0,100.0,99.0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10017,Alía,Cáceres,Extremadura,Alía,3,0,0,3,0,0,3,783,599.51,1.31,39.448501,-5.217851,-2.11,18.04,7.71,70.46,11.52,0,3.0,0.04,29.26,119.4,14.3,38.49,27.05,36.06,10.33,0,3.0,0.01,5.5,357.0,143.21,579,15773,517.26,20,-,0,1132,119586,6,497,54.28,17.78,44.63,452,19.4,0.0,99.8,68.4,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
44017,Aliaga,Teruel,Aragón,Aliaga,3,1,0,1,0,2,1,333,193.08,1.72,40.67411,-0.70333,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0,71.12,1113,18797,-,-,3.75,1,1068,103002,6,501,57.96,9.07,52.7,425,79.17,0.0,97.33,95.67,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
16014,Aliaguilla,Cuenca,Castilla-La Mancha,Aliaguilla,1,0,0,0,0,2,2,644,105.91,6.08,39.739462,-1.324735,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0,147.2,1012,17337,348.37,13,3.31,1,1139,119313,8,608,56.94,10.77,50.81,329,100.0,0.0,100.0,100.0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03014,Alicante/Alacant,Alicante,Comunidad Valenciana,Alicante/Alacant,22,2,5,177,1,1,3,337304,202.32,1667.18,38.360892,-0.486281,2.82,22.95,12.68,64.49,13.61,0,3.0,0.01,20.51,128.7,18.05,35.48,26.22,66.97,10.8,0,3.0,0.01,10.71,286.3,0.0,56,28044,2539.44,72396,-,0,1663,176931,9,845,57.08,14.13,49.01,1773,87.5,62.33,100.0,100.0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
04012,Alicún,Almería,Andalucía,Alicún,1,0,0,1,0,1,2,204,5.87,34.73,36.9658,-2.60212,6.57,20.76,13.76,70.53,16.45,0,0.9,0.01,21.46,120.4,18.99,37.01,26.23,68.78,13.03,0,0.3,0.0,9.21,291.1,28.91,435,15879,345.91,3,-,0,1168,109377,8,668,61.31,15.39,51.87,655,100.0,100.0,100.0,100.0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0
18015,Alicún de Ortega,Granada,Andalucía,Alicún de Ortega,1,0,0,1,0,1,1,468,22.83,20.5,37.60898,-3.13648,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3,99.6,689,16108,0,0,-,0,1691,181669,8,760,58.31,22.18,45.37,697,100.0,0.0,100.0,100.0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24003,Alija del Infantado,León,Castilla y León,Alija del Infantado,3,0,0,1,0,2,1,594,52.31,11.36,42.138731,-5.833465,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,86.96,738,18440,421.45,17,-,0,1237,130467,6,586,53.21,10.62,47.56,660,100.0,0.0,100.0,100.0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0
25017,Alins,Lleida,Cataluña,Alins,4,0,0,0,0,2,1,279,185.03,1.51,42.58453,1.35697,-2.71,18.21,7.61,79.14,15.16,0,12.0,0.06,48.62,81.0,13.27,36.36,23.27,62.1,12.46,0,12.0,0.09,29.74,213.3,123.49,2129,23784,1627.53,16,-,0,1159,114344,7,654,60.66,10.3,54.42,796,71.43,0.0,97.29,77.57,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43010,Alió,Tarragona,Cataluña,Alió,1,0,0,1,0,1,2,478,7.28,65.66,41.29422,1.30585,-1.49,20.08,9.75,70.06,10.76,0,3.0,0.03,27.37,94.3,15.17,32.62,25.18,65.16,8.96,0,12.0,0.07,19.45,168.6,29.95,257,23434,929.49,6,-,0,1552,140182,9,736,56.53,10.63,50.52,1234,93.0,9.0,100.0,100.0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19019,Alique,Guadalajara,Castilla-La Mancha,Alique,1,0,0,0,0,0,1,15,10.92,1.37,40.58671,-2.64442,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0,69.29,921,20180,365.02,3,-,0,1372,146012,8,691,62.89,11.65,55.57,663,100.0,0.0,100.0,83.0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
10018,Aliseda,Cáceres,Extremadura,Aliseda,1,0,0,1,0,0,3,1751,80.51,21.75,39.422152,-6.69244,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,29.98,334,15267,723.93,27,-,0,1132,119586,6,497,54.28,17.78,44.63,452,100.0,0.0,99.0,99.0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42016,Aliud,Soria,Castilla y León,Aliud,0,0,0,0,0,3,1,22,17.65,1.25,41.65412,-2.25314,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6,26.43,1008,19216,-,-,-,0,1288,129163,7,604,60.4,7.32,55.98,393,0.0,0.0,91.0,100.0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0
21002,Aljaraque,Huelva,Andalucía,Aljaraque,3,1,0,12,0,1,0,21706,33.82,641.74,37.267772,-7.024223,5.49,25.43,14.89,70.71,12.67,0,3.0,0.02,26.97,160.4,17.53,40.6,28.73,55.8,12.74,0,0.3,0.0,5.93,377.2,9.73,24,30121,1296.6,157,5.74,2,1299,122249,10,761,56.77,12.24,49.83,472,97.25,74.5,100.0,100.0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
06009,Aljucén,Badajoz,Extremadura,Aljucén,1,0,0,1,0,3,0,250,19.07,13.11,39.04426,-6.33109,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,75.51,263,15113,769.91,2,-,0,1149,126096,7,530,56.6,16.14,47.46,534,0.0,0.0,100.0,100.0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
20006,Alkiza,Gipuzkoa,País Vasco,Alkiza,0,0,0,2,0,1,2,362,11.93,30.34,43.172356,-2.110147,-0.49,19.36,9.12,77.52,10.04,0,12.0,0.21,45.86,92.1,12.94,34.91,21.15,79.39,7.24,0,12.0,0.07,47.51,108.1,29.16,333,47954,2173.91,3,-,0,3234,289436,16,1275,53.53,7.53,49.5,1194,91.0,91.0,100.0,100.0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
33001,Allande,Asturias,Principado de Asturias,Allande,2,2,0,8,0,1,1,1620,339.37,4.77,43.27307,-6.62152,-1.52,17.05,7.63,80.0,8.53,0,3.0,0.1,53.71,49.7,10.25,29.18,19.09,82.25,6.62,0,12.0,0.06,43.7,137.1,95.6,552,17474,464.44,22,-,0,1568,139373,9,672,48.86,11.36,43.31,929,23.4,1.08,94.59,77.79,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
32001,Allariz,Ourense,Galicia,Allariz,1,1,0,2,0,2,2,6314,85.96,73.45,42.19044,-7.80175,-0.12,19.15,8.46,84.1,9.04,0,12.0,0.58,55.81,70.8,10.36,35.76,21.25,70.26,7.7,0,12.0,0.03,27.65,221.6,23.52,470,22594,700.6,128,5.68,3,1434,156580,6,564,48.99,10.84,43.68,471,85.85,5.73,99.97,99.93,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44021,Allepuz,Teruel,Aragón,Allepuz,1,0,0,0,0,2,1,128,67.26,1.9,40.49295,-0.72478,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0,46.63,1457,18797,-,-,9.03,1,1068,103002,6,501,57.96,9.07,52.7,425,95.0,0.0,86.0,89.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33002,Aller,Asturias,Principado de Asturias,Aller,9,2,0,9,0,1,1,10346,376.32,27.49,43.161325,-5.622146,-1.52,17.05,7.63,80.0,8.53,0,3.0,0.1,53.71,49.7,10.25,29.18,19.09,82.25,6.62,0,12.0,0.06,43.7,137.1,41.32,429,26506,621.75,389,4.42,9,1568,139373,9,672,48.86,11.36,43.31,929,51.31,8.25,97.08,95.64,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0
31011,Allín/Allin,Navarra,Comunidad Foral de Navarra,Allín/Allin,2,0,0,0,0,2,2,884,41.85,21.12,42.70929,-2.07559,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0,50.44,452,20764,577.81,11,-,0,1691,164441,10,981,58.7,8.76,53.56,1155,93.4,0.0,100.0,100.0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
