municipio,provincia,municipio_nombre_humano,poblacion,superficie,densidad_poblacion
Molledo,Cantabria,Molledo,1494,70.98,21.0481825866441
Mollerussa,Lleida,Mollerussa,14545,6.96,2089.79885057471
Mollet de Peralada,Girona,Mollet de Peralada,197,6.1002,32.2940231467821
Mollet del Vallès,Barcelona,Mollet del Vallès,51151,10.82,4727.44916820702
Mollina,Málaga,Mollina,5341,74.5602,71.6333915413317
Molló,Girona,Molló,347,43.16,8.03985171455051
Molsosa (La),Lleida,La Molsosa,102,26.7412,3.81433892271102
Molvízar,Granada,Molvízar,2748,21.4701,127.991951597803
Mombeltrán,Ávila,Mombeltrán,934,49.98,18.687474989996
Momblona,Soria,Momblona,17,22.9144,0.741891561638097
Mombuey,Zamora,Mombuey,407,39.1122,10.4059602886056
Monachil,Granada,Monachil,8137,88.9176,91.5116917235733
Monasterio,Guadalajara,Monasterio,14,21.4741,0.651948160807671
Monasterio de la Sierra,Burgos,Monasterio de la Sierra,40,5.8950,6.78541136556404
Monasterio de Rodilla,Burgos,Monasterio de Rodilla,164,37.1387,4.41587885413329
Monasterio de Vega,Valladolid,Monasterio de Vega,79,29.9322,2.63929814714588
Moncada,Valencia,Moncada,21875,15.8283,1382.01828370703
Moncalvillo,Burgos,Moncalvillo,83,26.7567,3.10202678207701
Moncofa,Castellón,Moncofa,6958,14.5290,478.904260444628
Monda,Málaga,Monda,2762,57.65,47.9098005203816
Mondariz,Pontevedra,Mondariz,4394,82.33,53.3705818049314
Mondariz-Balneario,Pontevedra,Mondariz-Balneario,675,2.3068,292.613143748916
Mondéjar,Guadalajara,Mondéjar,2745,48.4266,56.6837234082095
Mondoñedo,Lugo,Mondoñedo,3480,142.6923,24.3881414764497
Monegrillo,Zaragoza,Monegrillo,389,183.1608,2.12381688658272
Monesma y Cajigar,Huesca,Monesma y Cajigar,69,62.5977,1.10227692071753
Monesterio,Badajoz,Monesterio,4267,322.3517,13.2370947632663
Moneva,Zaragoza,Moneva,121,61.3981,1.97074502305446
Monfarracinos,Zamora,Monfarracinos,971,22.0177,44.1008824718295
Monfero,A Coruña,Monfero,1908,171.6736,11.1141142260662
Monflorite-Lascasas,Huesca,Monflorite-Lascasas,432,29.0,14.8965517241379
Monforte de la Sierra,Salamanca,Monforte de la Sierra,61,4.3610,13.9876175189177
Monforte de Lemos,Lugo,Monforte de Lemos,18242,199.5193,91.4297514075079
Monforte de Moyuela,Teruel,Monforte de Moyuela,71,47.7376,1.48729722482907
Monforte del Cid,Alicante,Monforte del Cid,8500,79.5223,106.888256501635
Monistrol de Calders,Barcelona,Monistrol de Calders,716,21.98,32.5750682438581
Monistrol de Montserrat,Barcelona,Monistrol de Montserrat,3178,11.91,266.834592779177
Monleón,Salamanca,Monleón,96,19.0995,5.02630958925626
Monleras,Salamanca,Monleras,226,32.837,6.88248012912264
Monóvar/Monòver,Alicante,Monóvar/Monòver,12188,152.3568,79.9964294340653
Monreal de Ariza,Zaragoza,Monreal de Ariza,193,62.0601,3.10988864020522
Monreal del Campo,Teruel,Monreal del Campo,2522,89.0478,28.3218675812317
Monreal del Llano,Cuenca,Monreal del Llano,52,39.0223,1.33257137585432
Monreal/Elo,Navarra,Monreal/Elo,480,22.6061,21.2332069662613
Monroy,Cáceres,Monroy,920,204.4548,4.4997720767622
Monroyo,Teruel,Monroyo,318,79.24,4.01312468450278
Monsagro,Salamanca,Monsagro,135,48.1117,2.80597027334307
Monsalupe,Ávila,Monsalupe,60,17.6992,3.38998372807811
Mont-ral,Tarragona,Mont-ral,169,34.58,4.88721804511278
Mont-ras,Girona,Mont-ras,1672,12.3046,135.884140890399
Mont-roig del Camp,Tarragona,Mont-roig del Camp,12689,63.34,200.331544047995
Montagut i Oix,Girona,Montagut i Oix,951,93.46,10.1754761395249
Montalbán,Teruel,Montalbán,1237,82.0388,15.0782312759329
Montalbán de Córdoba,Córdoba,Montalbán de Córdoba,4517,34.15,132.269399707174
Montalbanejo,Cuenca,Montalbanejo,99,59.3287,1.66866963206677
Montalbo,Cuenca,Montalbo,670,73.9648,9.05836289694557
Montalvos,Albacete,Montalvos,86,24.7793,3.4706387993204
Montamarta,Zamora,Montamarta,559,56.8138,9.83915879592634
Montán,Castellón,Montán,365,34.0971,10.7047226890263
Montánchez,Cáceres,Montánchez,1654,112.9,14.6501328609389
Montanejos,Castellón,Montanejos,544,37.7999,14.3915724644774
Montanuy,Huesca,Montanuy,215,174.37,1.23301026552733
Montarrón,Guadalajara,Montarrón,28,11.1660,2.50761239476984
Montaverner,Valencia,Montaverner,1630,7.3982,220.323862561164
Montblanc,Tarragona,Montblanc,7433,91.5,81.2349726775956
Montbrió del Camp,Tarragona,Montbrió del Camp,2985,10.57,282.40302743614
Montcada i Reixac,Barcelona,Montcada i Reixac,36794,23.46,1568.37169650469
Montclar,Barcelona,Montclar,136,22.2750,6.10549943883277
Monteagudo,Navarra,Monteagudo,1105,10.8369,101.966429513975
Monteagudo de las Salinas,Cuenca,Monteagudo de las Salinas,119,131.86,0.902472319126346
Monteagudo de las Vicarías,Soria,Monteagudo de las Vicarías,179,97.0377,1.84464388582994
Monteagudo del Castillo,Teruel,Monteagudo del Castillo,51,44.3589,1.14971290992338
Montealegre de Campos,Valladolid,Montealegre de Campos,103,33.9666,3.03239064257241
Montealegre del Castillo,Albacete,Montealegre del Castillo,2038,177.9,11.4558740865655
Montearagón,Toledo,Montearagón,522,11.97,43.609022556391
Montecorto,Málaga,Montecorto,572,54.49,10.4973389612773
Montederramo,Ourense,Montederramo,705,135.5651,5.20045350905211
Montefrío,Granada,Montefrío,5336,253.91,21.0153203891143
Montehermoso,Cáceres,Montehermoso,5680,96.45,58.8906168999482
Montejaque,Málaga,Montejaque,938,45.455,20.6357936420636
Montejícar,Granada,Montejícar,2072,87.57,23.6610711430855
Montejo,Salamanca,Montejo,207,29.1082,7.11139816271704
Montejo de Arévalo,Segovia,Montejo de Arévalo,174,35.9525,4.8397190737779
Montejo de la Sierra,Madrid,Montejo de la Sierra,365,31.9547,11.4224198631187
Montejo de la Vega de la Serrezuela,Segovia,Montejo de la Vega de la Serrezuela,141,27.8541,5.06209139767575
Montejo de Tiermes,Soria,Montejo de Tiermes,148,167.2694,0.884800208525887
Montellà i Martinet,Lleida,Montellà i Martinet,596,55.17,10.8029726300526
Montellano,Sevilla,Montellano,7014,116.711,60.0971630780303
Montemayor,Córdoba,Montemayor,3851,58.46,65.8741019500513
Montemayor de Pililla,Valladolid,Montemayor de Pililla,852,59.5569,14.305647204606
Montemayor del Río,Salamanca,Montemayor del Río,267,15.2964,17.4550874715619
Montemolín,Badajoz,Montemolín,1365,202.717,6.73352506203229
Montenegro de Cameros,Soria,Montenegro de Cameros,51,55.3216,0.921882230448866
Monterde,Zaragoza,Monterde,135,55.9380,2.41338624906146
Monterde de Albarracín,Teruel,Monterde de Albarracín,57,45.2061,1.26089178230372
Monterrei,Ourense,Monterrei,2501,119.14,20.9921101225449
Monterroso,Lugo,Monterroso,3562,114.5896,31.0848453960918
Monterrubio,Segovia,Monterrubio,60,25.5424,2.34903532949136
Monterrubio de Armuña,Salamanca,Monterrubio de Armuña,1319,10.9672,120.267707345539
Monterrubio de la Demanda,Burgos,Monterrubio de la Demanda,58,15.1123,3.83793333906818
Monterrubio de la Serena,Badajoz,Monterrubio de la Serena,2312,315.0,7.33968253968254
Monterrubio de la Sierra,Salamanca,Monterrubio de la Sierra,154,35.3112,4.36122250164254
Montesa,Valencia,Montesa,1149,48.1125,23.8815276695246
Montesclaros,Toledo,Montesclaros,389,20.62,18.8651794374394
Montesinos (Los),Alicante,Los Montesinos,5123,14.99,341.761174116077
Montesquiu,Barcelona,Montesquiu,1048,4.85,216.082474226804
Montferrer i Castellbò,Lleida,Montferrer i Castellbò,1081,176.9208,6.11007863405546
Montferri,Tarragona,Montferri,397,19.34,20.5274043433299
Montgai,Lleida,Montgai,655,29.13,22.4854102300034
Montgat,Barcelona,Montgat,12260,2.86,4286.71328671329
Montiel,Ciudad Real,Montiel,1256,271.22,4.6309269227933
Montijo,Badajoz,Montijo,15483,119.6833,129.366419542242
Montilla,Córdoba,Montilla,22633,169.03,133.899307815181
Montillana,Granada,Montillana,1127,75.1678,14.9931220549225
Montitxelvo/Montichelvo,Valencia,Montitxelvo/Montichelvo,588,8.1648,72.0164609053498
Montizón,Jaén,Montizón,1635,211.9883,7.71268980410711
Montmajor,Barcelona,Montmajor,472,76.44,6.17477760334903
Montmaneu,Barcelona,Montmaneu,158,13.5990,11.6185013603941
Montmell (El),Tarragona,El Montmell,1730,72.55,23.8456237077877
Montmeló,Barcelona,Montmeló,8798,3.88,2267.52577319588
Montoliu de Lleida,Lleida,Montoliu de Lleida,493,7.44,66.2634408602151
Montoliu de Segarra,Lleida,Montoliu de Segarra,191,29.46,6.48336727766463
Montón,Zaragoza,Montón,89,17.5908,5.05946290106192
Montorio,Burgos,Montorio,152,23.5318,6.45934437654578
Montornès de Segarra,Lleida,Montornès de Segarra,91,12.14,7.49588138385502
Montornès del Vallès,Barcelona,Montornès del Vallès,16804,10.24,1641.015625
Montoro,Córdoba,Montoro,9231,585.42,15.7681664446039
Montroi/Montroy,Valencia,Montroi/Montroy,3069,31.3905,97.7684331246715
Montseny,Barcelona,Montseny,362,26.77,13.5225999252895
Montserrat,Valencia,Montserrat,8655,45.5753,189.90549705652
Montuïri,Illes Balears,Montuïri,3087,41.1270,75.0601794441608
Monturque,Córdoba,Monturque,1948,32.54,59.8647818070068
Monzón,Huesca,Monzón,17362,155.0225,111.996645648212
Monzón de Campos,Palencia,Monzón de Campos,596,45.9097,12.9820059813068
Mora,Toledo,Mora,9781,168.5715,58.0228567699759
Móra d'Ebre,Tarragona,Móra d'Ebre,5585,45.29,123.316405387503
Mora de Rubielos,Teruel,Mora de Rubielos,1539,166.2279,9.25837359432442
Móra la Nova,Tarragona,Móra la Nova,3120,15.80,197.46835443038
Moradillo de Roa,Burgos,Moradillo de Roa,163,13.8063,11.806204413927
Moral de Calatrava,Ciudad Real,Moral de Calatrava,5211,188.52,27.6416295353278
Moral de Hornuez,Segovia,Moral de Hornuez,47,32.5020,1.44606485754723
Moral de la Reina,Valladolid,Moral de la Reina,150,42.490,3.53024240997882
Moral de Sayago,Zamora,Moral de Sayago,259,67.0427,3.86320956644049
Moraleda de Zafayona,Granada,Moraleda de Zafayona,3106,48.16,64.4933554817276
Moraleja,Cáceres,Moraleja,6685,125.42,53.3009089459416
Moraleja de Enmedio,Madrid,Moraleja de Enmedio,5294,31.2944,169.1676466077
Moraleja de las Panaderas,Valladolid,Moraleja de las Panaderas,47,15.2959,3.07271883315137
Moraleja de Matacabras,Ávila,Moraleja de Matacabras,52,14.9276,3.4834802647445
Moraleja de Sayago,Zamora,Moraleja de Sayago,283,33.6997,8.39770086974068
Moraleja del Vino,Zamora,Moraleja del Vino,1740,19.488,89.2857142857143
Morales de Campos,Valladolid,Morales de Campos,141,15.8828,8.87752789180749
Morales de Rey,Zamora,Morales de Rey,570,20.1360,28.3075089392133
Morales de Toro,Zamora,Morales de Toro,940,53.449,17.5868585006268
Morales de Valverde,Zamora,Morales de Valverde,155,18.0073,8.60762024290149
Morales del Vino,Zamora,Morales del Vino,3030,23.6804,127.953919697302
Moralina,Zamora,Moralina,232,20.8976,11.101753311385
Moralzarzal,Madrid,Moralzarzal,13573,42.5561,318.943700198091
Moraña,Pontevedra,Moraña,4121,41.24,99.9272550921435
Morasverdes,Salamanca,Morasverdes,245,51.876,4.72280052432724
Morata de Jalón,Zaragoza,Morata de Jalón,1077,45.85,23.4896401308615
Morata de Jiloca,Zaragoza,Morata de Jiloca,260,23.0862,11.2621392866734
Morata de Tajuña,Madrid,Morata de Tajuña,7924,45.1978,175.318267703295
Moratalla,Murcia,Moratalla,7797,952.61,8.18488153599059
Moratilla de los Meleros,Guadalajara,Moratilla de los Meleros,102,29.1500,3.4991423670669
Moratinos,Palencia,Moratinos,63,29.2653,2.15272011563182
Morcillo,Cáceres,Morcillo,371,16.2317,22.856509176488
Morcín,Asturias,Morcín,2543,50.0542,50.8049274586348
Moreda de Álava/Moreda Araba,Álava,Moreda de Álava/Moreda Araba,209,8.6711,24.103054975724
Morelábor,Granada,Morelábor,589,38.55,15.2788586251621
Morell (El),Tarragona,El Morell,3732,5.92,630.405405405405
Morella,Castellón,Morella,2406,413.5391,5.81807137462939
Morenilla,Guadalajara,Morenilla,50,28.3660,1.7626736233519
Morentin,Navarra,Morentin,116,8.9411,12.9737951706166
Morera (La),Badajoz,La Morera,714,43.3919,16.4546839387075
Morera de Montsant (La),Tarragona,La Morera de Montsant,163,53.24,3.06160781367393
Moreruela de los Infanzones,Zamora,Moreruela de los Infanzones,334,31.259,10.6849227422502
Moreruela de Tábara,Zamora,Moreruela de Tábara,310,68.1502,4.5487760857635
Morés,Zaragoza,Morés,338,21.4559,15.7532426978127
Morga,Bizkaia,Morga,408,14.47,28.1962681409813
Moriles,Córdoba,Moriles,3721,19.59,189.943848902501
Morille,Salamanca,Morille,227,22.9371,9.89663034995706
Moríñigo,Salamanca,Moríñigo,96,8.3578,11.4862762928043
Moriscos,Salamanca,Moriscos,487,12.0829,40.3048936927393
Morón de Almazán,Soria,Morón de Almazán,191,62.0616,3.07758742926383
Morón de la Frontera,Sevilla,Morón de la Frontera,27582,431.93,63.8575695135786
Moronta,Salamanca,Moronta,75,27.698,2.70777673478229
Moros,Zaragoza,Moros,304,53.4958,5.68268910830383
Mos,Pontevedra,Mos,15190,53.29,285.044098329893
Moscardón,Teruel,Moscardón,53,26.9279,1.96821883622562
Mosqueruela,Teruel,Mosqueruela,531,265.28,2.00165862484922
Móstoles,Madrid,Móstoles,209639,45.3601,4621.66088699099
Mota de Altarejos,Cuenca,Mota de Altarejos,32,16.9511,1.88778309372253
Mota del Cuervo,Cuenca,Mota del Cuervo,6035,176.17,34.2566838848839
Mota del Marqués,Valladolid,Mota del Marqués,349,31.3351,11.1376698973356
Motilla del Palancar,Cuenca,Motilla del Palancar,5964,73.8936,80.710643411608
Motilleja,Albacete,Motilleja,605,23.82,25.3988245172124
Motril,Granada,Motril,58545,103.31,566.692478946859
Moya,Las Palmas,Moya,7833,32.20,243.260869565217
Moya,Cuenca,Moya,129,91.7323,1.40626584093062
Moyuela,Zaragoza,Moyuela,262,42.7596,6.12727902038373
Mozárbez,Salamanca,Mozárbez,507,44.850,11.304347826087
Mozoncillo,Segovia,Mozoncillo,851,42.7355,19.9131869288999
Mozota,Zaragoza,Mozota,124,8.6818,14.2827524246124
Mucientes,Valladolid,Mucientes,642,63.8189,10.0597158522005
Mudá,Palencia,Mudá,81,6.8060,11.9012635909492
Mudarra (La),Valladolid,La Mudarra,156,19.0659,8.18214718423993
Muduex,Guadalajara,Muduex,101,22.2263,4.5441661455123
Muel,Zaragoza,Muel,1436,79.1673,18.138802258003
Muela (La),Zaragoza,La Muela,6125,143.4865,42.6869426740495
Muelas de los Caballeros,Zamora,Muelas de los Caballeros,171,71.5813,2.38889207097384
Muelas del Pan,Zamora,Muelas del Pan,607,72.6083,8.35992579360762
Mues,Navarra,Mues,85,14.4699,5.87426312552264
Muga de Sayago,Zamora,Muga de Sayago,350,36.423,9.60931279685913
Mugardos,A Coruña,Mugardos,5226,12.7710,409.208362696735
Muíños,Ourense,Muíños,1447,109.5580,13.2076160572482
Mula,Murcia,Mula,17074,633.84,26.9373974504607
Mundaka,Bizkaia,Mundaka,1862,4.08,456.372549019608
Munébrega,Zaragoza,Munébrega,360,40.9924,8.78211570925342
Munera,Albacete,Munera,3433,229.69,14.9462318777483
Mungia,Bizkaia,Mungia,17701,44.46,398.133153396311
Muniesa,Teruel,Muniesa,571,129.7966,4.39919073380967
Munilla,La Rioja,Munilla,108,54.1857,1.99314579307825
Munitibar-Arbatzegi Gerrikaitz,Bizkaia,Munitibar-Arbatzegi Gerrikaitz,484,24.31,19.9095022624434
Muntanyola,Barcelona,Muntanyola,655,40.50,16.1728395061728
Muñana,Ávila,Muñana,342,33.6139,10.1743623917487
Muñico,Ávila,Muñico,80,13.2758,6.0260021994908
Muñogalindo,Ávila,Muñogalindo,325,18.7712,17.3137572451415
Muñogrande,Ávila,Muñogrande,71,16.1608,4.39334686401663
Muñomer del Peco,Ávila,Muñomer del Peco,108,10.0886,10.7051523501774
Muñopedro,Segovia,Muñopedro,315,87.2145,3.61178473762964
Muñopepe,Ávila,Muñopepe,99,6.0190,16.4479149360359
Muñosancho,Ávila,Muñosancho,91,19.72,4.61460446247465
Muñotello,Ávila,Muñotello,66,19.9441,3.30924935193867
Muñoveros,Segovia,Muñoveros,141,19.3681,7.28001197845943
Mura,Barcelona,Mura,231,47.91,4.82154038822793
Muras,Lugo,Muras,611,163.81,3.72993101764239
Murchante,Navarra,Murchante,4135,13.2171,312.852289836651
Murcia,Murcia,Murcia,460349,885.11,520.103715922315
Murero,Zaragoza,Murero,97,18.246,5.31623369505645
Murias de Paredes,León,Murias de Paredes,367,202.1809,1.81520608524346
Muriel,Valladolid,Muriel,117,22.5169,5.19609715369345
Muriel de la Fuente,Soria,Muriel de la Fuente,54,3.6565,14.7682209763435
Muriel Viejo,Soria,Muriel Viejo,82,11.3593,7.21875467678466
Murieta,Navarra,Murieta,359,4.4720,80.2772808586762
Murillo de Gállego,Zaragoza,Murillo de Gállego,187,54.7132,3.41782239020931
Murillo de Río Leza,La Rioja,Murillo de Río Leza,1617,46.0641,35.1032582857366
Murillo el Cuende,Navarra,Murillo el Cuende,673,58.7207,11.4610350353453
Murillo el Fruto,Navarra,Murillo el Fruto,665,33.7940,19.6780493578742
Murla,Alicante,Murla,549,5.813,94.4434887321521
Muro,Illes Balears,Muro,7515,58.6077,128.225472079607
Muro de Aguas,La Rioja,Muro de Aguas,67,30.9002,2.16827075552909
Muro de Alcoy,Alicante,Muro de Alcoy,9326,30.2439,308.359702287073
Muro en Cameros,La Rioja,Muro en Cameros,35,15.9852,2.18952531091259
Muros,A Coruña,Muros,8399,72.9092,115.198081997882
Muros de Nalón,Asturias,Muros de Nalón,1921,8.0942,237.330434138025
Murtas,Granada,Murtas,460,71.6999,6.41562958944155
Murueta,Bizkaia,Murueta,323,5.63,57.3712255772647
Muruzábal,Navarra,Muruzábal,254,5.9409,42.7544648117289
Museros,Valencia,Museros,6618,12.454,531.395535570901
Muskiz,Bizkaia,Muskiz,7438,21.01,354.02189433603
Mutiloa,Gipuzkoa,Mutiloa,256,8.615,29.7156123041207
Mutriku,Gipuzkoa,Mutriku,5284,27.6920,190.813231258125
Mutxamel,Alicante,Mutxamel,25679,47.6532,538.872520628205
Muxía,A Coruña,Muxía,4564,121.1866,37.6609295087081
Muxika,Bizkaia,Muxika,1475,49.87,29.5768999398436
Nabarniz,Bizkaia,Nabarniz,267,11.76,22.7040816326531
Nacimiento,Almería,Nacimiento,485,80.7581,6.00558953219553
Nafría de Ucero,Soria,Nafría de Ucero,33,36.5562,0.902719648103468
Nájera,La Rioja,Nájera,8060,37.4382,215.288128168555
Nalda,La Rioja,Nalda,1127,24.60,45.8130081300813
Nalec,Lleida,Nalec,88,9.67,9.10031023784902
Nambroca,Toledo,Nambroca,4954,82.08,60.3557504873294
Nàquera/Náquera,Valencia,Nàquera/Náquera,7301,38.7058,188.628060910768
Narboneta,Cuenca,Narboneta,42,34.949,1.20175112306504
Narón,A Coruña,Narón,38913,66.911,581.563569517718
Narrillos del Álamo,Ávila,Narrillos del Álamo,71,29.3466,2.41936033475769
Narrillos del Rebollar,Ávila,Narrillos del Rebollar,38,17.4068,2.18305489808581
Narros,Soria,Narros,48,13.2173,3.63160403410681
Narros de Matalayegua,Salamanca,Narros de Matalayegua,210,74.0714,2.83510234719473
Narros de Saldueña,Ávila,Narros de Saldueña,106,9.4383,11.2308360615789
Narros del Castillo,Ávila,Narros del Castillo,159,33.6058,4.73132614013057
Narros del Puerto,Ávila,Narros del Puerto,29,10.3732,2.79566575405854
Naut Aran,Lleida,Naut Aran,1941,255.2469,7.60440185561509
Nava,Asturias,Nava,5264,95.81,54.9420728525206
Nava (La),Huelva,La Nava,255,61.030,4.17827298050139
Nava de Arévalo,Ávila,Nava de Arévalo,714,58.2642,12.2545233608288
Nava de Béjar,Salamanca,Nava de Béjar,86,11.7301,7.33156580080306
Nava de Francia,Salamanca,Nava de Francia,118,16.5121,7.14627455017835
Nava de la Asunción,Segovia,Nava de la Asunción,2748,83.151,33.0483097016272
Nava de Ricomalillo (La),Toledo,La Nava de Ricomalillo,521,39.5270,13.1808637134111
Nava de Roa,Burgos,Nava de Roa,206,22.3464,9.21848709411807
Nava de Santiago (La),Badajoz,La Nava de Santiago,933,45.0331,20.7180940241733
Nava de Sotrobal,Salamanca,Nava de Sotrobal,163,44.6417,3.65129464155711
Nava del Barco,Ávila,Nava del Barco,79,29.3724,2.68959976031921
Nava del Rey,Valladolid,Nava del Rey,1968,126.1032,15.6062653445749
Navacarros,Salamanca,Navacarros,121,8.5478,14.1556891831816
Navacepedilla de Corneja,Ávila,Navacepedilla de Corneja,91,29.5016,3.08457846354096
Navacerrada,Madrid,Navacerrada,3220,27.2854,118.01183050276
Navaconcejo,Cáceres,Navaconcejo,2035,51.3954,39.594983208614
Navadijos,Ávila,Navadijos,32,19.8534,1.61181460102552
Navaescurial,Ávila,Navaescurial,46,35.3120,1.30267331218849
Navafría,Segovia,Navafría,299,30.47,9.81293075155891
Navahermosa,Toledo,Navahermosa,3600,129.7941,27.7362376255932
Navahondilla,Ávila,Navahondilla,358,22.0665,16.2236874900868
Navajas,Castellón,Navajas,750,7.9,94.9367088607595
Navajún,La Rioja,Navajún,10,16.3766,0.610627358548172
Naval,Huesca,Naval,261,47.3175,5.51592962434617
Navalacruz,Ávila,Navalacruz,221,50.03,4.41734959024585
Navalafuente,Madrid,Navalafuente,1573,11.7547,133.818812900372
Navalagamella,Madrid,Navalagamella,2720,76.0496,35.7661315772864
Navalcán,Toledo,Navalcán,1925,60.12,32.0192947438456
Navalcarnero,Madrid,Navalcarnero,30695,100.2186,306.280470890633
Navaleno,Soria,Navaleno,755,25.0282,30.1659727827011
Navales,Salamanca,Navales,317,17.1714,18.4609292195162
Navalilla,Segovia,Navalilla,94,20.84,4.510556621881
Navalmanzano,Segovia,Navalmanzano,1048,32.7895,31.9614510742768
Navalmoral,Ávila,Navalmoral,340,43.3533,7.84254024491792
Navalmoral de Béjar,Salamanca,Navalmoral de Béjar,58,11.0771,5.23602748011664
Navalmoral de la Mata,Cáceres,Navalmoral de la Mata,17010,155.9588,109.067266483199
Navalmoralejo,Toledo,Navalmoralejo,56,22.7451,2.46206875326994
Navalmorales (Los),Toledo,Los Navalmorales,2202,104.9538,20.9806600618558
Navalonguilla,Ávila,Navalonguilla,209,90.7510,2.30300492556556
Navalosa,Ávila,Navalosa,322,29.9988,10.7337626838407
Navalperal de Pinares,Ávila,Navalperal de Pinares,765,49.8280,15.352813679056
Navalperal de Tormes,Ávila,Navalperal de Tormes,87,60.96,1.42716535433071
Navalpino,Ciudad Real,Navalpino,208,196.33,1.05944073753374
Navalucillos (Los),Toledo,Los Navalucillos,2011,356.0,5.64887640449438
Navaluenga,Ávila,Navaluenga,2135,73.5300,29.0357677138583
Navalvillar de Ibor,Cáceres,Navalvillar de Ibor,393,55.5258,7.07779086478718
Navalvillar de Pela,Badajoz,Navalvillar de Pela,4392,251.17,17.4861647489748
Navamorales,Salamanca,Navamorales,47,17.5290,2.68127103656797
Navamorcuende,Toledo,Navamorcuende,611,110.81,5.51394278494721
Navaquesera,Ávila,Navaquesera,22,9.2,2.39130434782609
Navarcles,Barcelona,Navarcles,6068,5.52,1099.27536231884
Navardún,Zaragoza,Navardún,34,24.5046,1.38749459285195
Navares de Ayuso,Segovia,Navares de Ayuso,52,14.8433,3.50326409895374
Navares de Enmedio,Segovia,Navares de Enmedio,92,24.6059,3.73894066057328
Navares de las Cuevas,Segovia,Navares de las Cuevas,22,18.8783,1.16535916899297
Navaridas,Álava,Navaridas,197,8.9164,22.0941187026154
Navarredonda de Gredos,Ávila,Navarredonda de Gredos,424,78.8118,5.37990503960067
Navarredonda de la Rinconada,Salamanca,Navarredonda de la Rinconada,165,13.1165,12.5795753440323
Navarredonda y San Mamés,Madrid,Navarredonda y San Mamés,141,27.4355,5.13932678464034
Navarredondilla,Ávila,Navarredondilla,175,20.2698,8.63353363131358
Navarrés,Valencia,Navarrés,3004,47.039,63.8619018261443
Navarrete,La Rioja,Navarrete,2996,28.5317,105.006010858098
Navarrevisca,Ávila,Navarrevisca,272,39.994,6.80102015302295
Navàs,Barcelona,Navàs,5973,80.72,73.9965312190287
Navas de Bureba,Burgos,Navas de Bureba,31,8.7950,3.52472996020466
Navas de Estena,Ciudad Real,Navas de Estena,287,146.5406,1.95850160296873
Navas de Jadraque (Las),Guadalajara,Las Navas de Jadraque,31,9.0311,3.43258296331565
Navas de Jorquera,Albacete,Navas de Jorquera,536,42.2597,12.6834785859814
Navas de la Concepción (Las),Sevilla,Las Navas de la Concepción,1538,63.3548,24.2759822460177
Navas de Oro,Segovia,Navas de Oro,1304,62.2675,20.9419038824427
Navas de Riofrío,Segovia,Navas de Riofrío,367,14.8568,24.7024931344569
Navas de San Antonio,Segovia,Navas de San Antonio,366,68.9453,5.30855620325098
Navas de San Juan,Jaén,Navas de San Juan,4473,175.91,25.4277755670513
Navas del Madroño,Cáceres,Navas del Madroño,1261,112.2895,11.2299012819542
Navas del Marqués (Las),Ávila,Las Navas del Marqués,5231,97.9339,53.4135779336879
Navas del Rey,Madrid,Navas del Rey,3062,50.7809,60.2982617480194
Navascués/Nabaskoze,Navarra,Navascués/Nabaskoze,124,95.9245,1.29268330822678
Navasfrías,Salamanca,Navasfrías,408,59.9604,6.80449096403626
Navata,Girona,Navata,1434,18.5221,77.421026773422
Navatalgordo,Ávila,Navatalgordo,243,20.0856,12.0982196200263
Navatejares,Ávila,Navatejares,55,11.0798,4.96398851964837
Navès,Lleida,Navès,293,145.25,2.01721170395869
Navezuelas,Cáceres,Navezuelas,631,59.9858,10.5191562003007
Navia,Asturias,Navia,8302,63.1150,131.537669333756
Navia de Suarna,Lugo,Navia de Suarna,1041,243.69,4.27182075587837
Navianos de Valverde,Zamora,Navianos de Valverde,176,14.1177,12.466619916842
Nazar,Navarra,Nazar,36,9.4179,3.82250820246552
Nebreda,Burgos,Nebreda,51,28.4287,1.79396173585145
Neda,A Coruña,Neda,5032,24.4613,205.712697199249
Negredo,Guadalajara,Negredo,17,18.3366,0.927107533566746
Negreira,A Coruña,Negreira,6775,115.1044,58.8596091895705
Negrilla de Palencia,Salamanca,Negrilla de Palencia,81,11.7848,6.87326047111534
Negueira de Muñiz,Lugo,Negueira de Muñiz,223,72.35,3.0822391154112
Neila,Burgos,Neila,144,68.5895,2.09944670831541
Neila de San Miguel,Ávila,Neila de San Miguel,65,7.8914,8.23681476037205
Nepas,Soria,Nepas,51,25.1256,2.02980227337855
Nerja,Málaga,Nerja,21018,85.1241,246.910099490039
Nerpio,Albacete,Nerpio,1197,436.7,2.74101213647813
Nerva,Huelva,Nerva,5127,55.3975,92.5493027663703
Nestares,La Rioja,Nestares,86,21.6063,3.98032055465304
Nevada,Granada,Nevada,1116,77.3148,14.4344937838551
Neves (As),Pontevedra,As Neves,3770,65.84,57.2600243013366
Niebla,Huelva,Niebla,4158,223.6,18.5957066189624
Nieva,Segovia,Nieva,260,33.8115,7.68969137719415
Nieva de Cameros,La Rioja,Nieva de Cameros,89,42.05,2.11652794292509
Nigrán,Pontevedra,Nigrán,18005,34.7720,517.801679512251
Nigüelas,Granada,Nigüelas,1198,30.9252,38.7386338649386
Nigüella,Zaragoza,Nigüella,62,30.4165,2.03836733351964
Niharra,Ávila,Niharra,188,11.2818,16.6640075165311
