municipio,provincia,municipio_nombre_humano,codigo_INE,lat,lon,feb_avg_min_temp,feb_avg_max_temp,feb_avg_temp,feb_avg_humidity,feb_avg_wind,feb_avg_min_rain,feb_avg_max_rain,feb_avg_rain,feb_avg_clouds,feb_avg_sunshine_hours,jul_avg_min_temp,jul_avg_max_temp,jul_avg_temp,jul_avg_humidity,jul_avg_wind,jul_avg_min_rain,jul_avg_max_rain,jul_avg_rain,jul_avg_clouds,jul_avg_sunshine_hours
Irixo (O),Ourense,O Irixo,32035,42.513151,-8.117601,-0.12,19.15,8.46,84.1,9.04,0,12.0,0.58,55.81,70.8,10.36,35.76,21.25,70.26,7.7,0,12.0,0.03,27.65,221.6
Irixoa,A Coruña,Irixoa,15039,43.2847,-8.05916,1.15,18.2,9.8,81.19,12.71,0,12.0,0.16,46.29,57.5,11.34,32.72,19.48,78.74,9.94,0,12.0,0.02,37.93,131.8
Iruela (La),Jaén,La Iruela,23047,37.91986,-2.99659,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3
Iruelos,Salamanca,Iruelos,37165,41.14135,-6.32808,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Irueste,Guadalajara,Irueste,19155,40.61206,-2.89072,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Irun,Gipuzkoa,Irun,20045,43.339081,-1.793698,-0.49,19.36,9.12,77.52,10.04,0,12.0,0.21,45.86,92.1,12.94,34.91,21.15,79.39,7.24,0,12.0,0.07,47.51,108.1
Iruña Oka/Iruña de Oca,Álava,Iruña Oka/Iruña de Oca,1901,42.82931,-2.81194,-3.31,17.78,6.96,82.07,10.44,0,3.0,0.08,50.46,44.4,9.02,35.75,20.22,74.43,10.37,0,3.0,0.04,40.26,95.3
Irura,Gipuzkoa,Irura,20046,43.189686,-2.054669,-0.49,19.36,9.12,77.52,10.04,0,12.0,0.21,45.86,92.1,12.94,34.91,21.15,79.39,7.24,0,12.0,0.07,47.51,108.1
Iruraiz-Gauna,Álava,Iruraiz-Gauna,1027,42.82001,-2.49002,-3.31,17.78,6.96,82.07,10.44,0,3.0,0.08,50.46,44.4,9.02,35.75,20.22,74.43,10.37,0,3.0,0.04,40.26,95.3
Irurtzun,Navarra,Irurtzun,31904,42.919321,-1.830829,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Isaba/Izaba,Navarra,Isaba/Izaba,31128,42.86017,-0.92491,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Isábena,Huesca,Isábena,22129,42.30925,0.54485,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Isar,Burgos,Isar,9181,42.3614,-3.9304,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8
Íscar,Valladolid,Íscar,47075,41.359094,-4.535097,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3
Isla Cristina,Huelva,Isla Cristina,21042,37.199343,-7.323271,5.49,25.43,14.89,70.71,12.67,0,3.0,0.02,26.97,160.4,17.53,40.6,28.73,55.8,12.74,0,0.3,0.0,5.93,377.2
Isla Mayor,Sevilla,Isla Mayor,41902,37.130763,-6.166748,2.47,25.58,12.42,74.99,10.15,0,3.0,0.04,23.74,155.5,17.24,40.51,27.69,50.13,10.4,0,0.9,0.0,5.47,375.4
Isona i Conca Dellà,Lleida,Isona i Conca Dellà,25115,42.118738,1.046001,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Isòvol,Girona,Isòvol,17084,42.37763,1.81807,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Ispaster,Bizkaia,Ispaster,48049,43.36667,-2.53333,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1
Istán,Málaga,Istán,29061,36.581772,-4.949442,3.59,20.34,12.35,75.09,14.44,0,3.0,0.03,37.03,91.8,15.66,34.53,24.03,64.14,12.06,0,3.0,0.02,18.8,234.8
Isuerre,Zaragoza,Isuerre,50128,42.48729,-1.054,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Itero de la Vega,Palencia,Itero de la Vega,34089,42.28804,-4.25677,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8
Itero del Castillo,Burgos,Itero del Castillo,9182,42.28988,-4.24441,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8
Ítrabo,Granada,Ítrabo,18103,36.799637,-3.638984,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Itsasondo,Gipuzkoa,Itsasondo,20047,43.06909,-2.16464,-0.49,19.36,9.12,77.52,10.04,0,12.0,0.21,45.86,92.1,12.94,34.91,21.15,79.39,7.24,0,12.0,0.07,47.51,108.1
Ituero de Azaba,Salamanca,Ituero de Azaba,37166,40.48487,-6.69272,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Ituero y Lama,Segovia,Ituero y Lama,40104,40.775479,-4.368385,-2.11,18.04,7.71,70.46,11.52,0,3.0,0.04,29.26,119.4,14.3,38.49,27.05,36.06,10.33,0,3.0,0.01,5.5,357.0
Ituren,Navarra,Ituren,31129,43.13238,-1.72063,-0.49,19.36,9.12,77.52,10.04,0,12.0,0.21,45.86,92.1,12.94,34.91,21.15,79.39,7.24,0,12.0,0.07,47.51,108.1
Iturmendi,Navarra,Iturmendi,31130,42.88993,-2.11916,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Iurreta,Bizkaia,Iurreta,48910,43.176453,-2.644651,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1
Ivars d'Urgell,Lleida,Ivars d'Urgell,25113,41.680265,0.988193,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Ivars de Noguera,Lleida,Ivars de Noguera,25112,41.85,0.6,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Ivorra,Lleida,Ivorra,25114,41.76667,1.4,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Iza/Itza,Navarra,Iza/Itza,31131,42.83664,-1.7294,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Izagaondoa,Navarra,Izagaondoa,31132,42.730066,-1.419946,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Izagre,León,Izagre,24084,42.2241,-5.25727,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8
Izalzu/Itzaltzu,Navarra,Izalzu/Itzaltzu,31133,42.92739,-1.03001,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Iznájar,Córdoba,Iznájar,14037,37.257829,-4.307739,5.91,20.15,12.66,74.04,16.09,0,3.0,0.08,31.6,111.7,16.38,35.88,24.41,68.19,11.77,0,3.0,0.02,13.02,286.8
Iznalloz,Granada,Iznalloz,18105,37.390186,-3.532178,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Iznate,Málaga,Iznate,29062,36.78333,-4.18333,5.91,20.15,12.66,74.04,16.09,0,3.0,0.08,31.6,111.7,16.38,35.88,24.41,68.19,11.77,0,3.0,0.02,13.02,286.8
Iznatoraf,Jaén,Iznatoraf,23048,38.157631,-3.032087,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3
Izurtza,Bizkaia,Izurtza,48050,43.15,-2.63333,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1
Jabaloyas,Teruel,Jabaloyas,44127,40.2401,-1.40886,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Jabalquinto,Jaén,Jabalquinto,23049,38.01924,-3.723865,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3
Jabugo,Huelva,Jabugo,21043,37.917974,-6.728069,5.49,25.43,14.89,70.71,12.67,0,3.0,0.02,26.97,160.4,17.53,40.6,28.73,55.8,12.74,0,0.3,0.0,5.93,377.2
Jaca,Huesca,Jaca,22130,42.572157,-0.549165,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Jacarilla,Alicante,Jacarilla,3080,38.060975,-0.867996,4.95,23.17,13.24,68.94,14.51,0,3.0,0.01,26.27,125.8,19.31,36.43,26.42,69.12,10.76,0,3.0,0.0,12.45,305.9
Jadraque,Guadalajara,Jadraque,19156,40.926036,-2.925911,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Jaén,Jaén,Jaén,23050,37.772959,-3.788949,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3
Jafre,Girona,Jafre,17085,42.07254,3.01062,-0.59,20.14,9.69,68.47,16.52,0,3.0,0.04,38.23,115.1,16.6,35.21,25.51,56.07,15.55,0,3.0,0.02,21.88,273.7
Jalance,Valencia,Jalance,46142,39.190647,-1.07701,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Jalón de Cameros,La Rioja,Jalón de Cameros,26081,42.21804,-2.49004,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6
Jambrina,Zamora,Jambrina,49096,41.39196,-5.66411,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Jamilena,Jaén,Jamilena,23051,37.747425,-3.913419,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3
Jana (la),Castellón,la Jana,12070,40.500091,0.23571,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Jaraba,Zaragoza,Jaraba,50129,41.19083,-1.8844,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Jarafuel,Valencia,Jarafuel,46144,39.14013,-1.07306,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Jaraicejo,Cáceres,Jaraicejo,10103,39.664956,-5.814435,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3
Jaraíz de la Vera,Cáceres,Jaraíz de la Vera,10104,40.03407,-5.75231,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Jaramillo de la Fuente,Burgos,Jaramillo de la Fuente,9183,42.11472,-3.31239,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8
Jaramillo Quemado,Burgos,Jaramillo Quemado,9184,42.08568,-3.35868,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8
Jarandilla de la Vera,Cáceres,Jarandilla de la Vera,10105,40.129322,-5.658795,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Jarilla,Cáceres,Jarilla,10106,39.12942,-6.15018,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3
Jarque de la Val,Teruel,Jarque de la Val,44128,40.70283,-0.80083,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Jarque de Moncayo,Zaragoza,Jarque de Moncayo,50130,41.55613,-1.67563,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Jasa,Huesca,Jasa,22131,42.6948,-0.66605,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Játar,Granada,Játar,18106,36.93499,-3.91149,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Jatiel,Teruel,Jatiel,44129,41.22008,-0.38183,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5
Jaulín,Zaragoza,Jaulín,50131,41.45198,-0.99256,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Jaurrieta,Navarra,Jaurrieta,31134,42.88333,-1.13333,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Jávea/Xàbia,Alicante,Jávea/Xàbia,3082,38.785694,0.150464,2.82,22.95,12.68,64.49,13.61,0,3.0,0.01,20.51,128.7,18.05,35.48,26.22,66.97,10.8,0,3.0,0.01,10.71,286.3
Javier,Navarra,Javier,31135,42.59119,-1.20884,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Jayena,Granada,Jayena,18107,36.948917,-3.823093,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Jerez de la Frontera,Cádiz,Jerez de la Frontera,11020,36.687916,-6.126648,2.27,21.71,12.52,79.5,11.95,0,12.0,0.04,29.2,129.9,15.74,38.75,25.6,59.24,10.91,0,0.9,0.0,7.67,345.5
Jerez de los Caballeros,Badajoz,Jerez de los Caballeros,6070,38.323191,-6.768334,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3
Jérez del Marquesado,Granada,Jérez del Marquesado,18108,37.184002,-3.158977,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Jérica,Castellón,Jérica,12071,39.913351,-0.571448,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Jerte,Cáceres,Jerte,10107,40.222299,-5.750755,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Jete,Granada,Jete,18109,36.79691,-3.6672,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Jijona/Xixona,Alicante,Jijona/Xixona,3083,38.532651,-0.506731,2.82,22.95,12.68,64.49,13.61,0,3.0,0.01,20.51,128.7,18.05,35.48,26.22,66.97,10.8,0,3.0,0.01,10.71,286.3
Jimena,Jaén,Jimena,23052,37.840664,-3.476355,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3
Jimena de la Frontera,Cádiz,Jimena de la Frontera,11021,36.431657,-5.448813,6.74,19.86,13.92,76.79,20.52,0,3.0,0.05,42.67,59.0,17.0,32.47,23.44,70.79,16.38,0,0.9,0.0,21.77,165.2
Jimera de Líbar,Málaga,Jimera de Líbar,29063,36.65119,-5.27412,3.59,20.34,12.35,75.09,14.44,0,3.0,0.03,37.03,91.8,15.66,34.53,24.03,64.14,12.06,0,3.0,0.02,18.8,234.8
Jirueque,Guadalajara,Jirueque,19157,40.96431,-2.90289,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Joarilla de las Matas,León,Joarilla de las Matas,24086,42.28755,-5.17855,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8
Jódar,Jaén,Jódar,23053,37.838551,-3.353599,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3
Jonquera (La),Girona,La Jonquera,17086,42.420472,2.874728,-0.59,20.14,9.69,68.47,16.52,0,3.0,0.04,38.23,115.1,16.6,35.21,25.51,56.07,15.55,0,3.0,0.02,21.88,273.7
Jorba,Barcelona,Jorba,8103,41.60193,1.5475,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Jorcas,Teruel,Jorcas,44130,40.54276,-0.75308,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Jorquera,Albacete,Jorquera,2041,39.16667,-1.51667,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Josa,Teruel,Josa,44131,40.9555,-0.76683,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Josa i Tuixén,Lleida,Josa i Tuixén,25910,42.24745,1.60824,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Joyosa (La),Zaragoza,La Joyosa,50132,41.737133,-1.070573,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Juarros de Riomoros,Segovia,Juarros de Riomoros,40105,40.94644,-4.30811,-3.63,17.89,7.29,71.71,10.87,0,3.0,0.04,28.94,122.1,13.56,38.27,26.79,35.39,9.68,0,3.0,0.02,5.98,347.5
Juarros de Voltoya,Segovia,Juarros de Voltoya,40106,41.03097,-4.51922,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3
Jubrique,Málaga,Jubrique,29064,36.56475,-5.2156,3.59,20.34,12.35,75.09,14.44,0,3.0,0.03,37.03,91.8,15.66,34.53,24.03,64.14,12.06,0,3.0,0.02,18.8,234.8
Juià,Girona,Juià,17087,42.01667,2.91667,0.78,18.94,10.33,72.33,11.23,0,12.0,0.07,34.52,107.1,17.51,32.89,25.31,66.34,9.4,0,12.0,0.09,17.22,247.9
Jumilla,Murcia,Jumilla,30022,38.478115,-1.321237,2.41,23.26,12.49,63.65,11.27,0,3.0,0.02,26.17,135.7,17.76,37.93,26.77,62.42,9.58,0,3.0,0.0,11.66,314.9
Jun,Granada,Jun,18111,37.219861,-3.593457,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Junciana,Ávila,Junciana,5108,40.41076,-5.55698,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Juncosa,Lleida,Juncosa,25118,41.37033,0.7765,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Juneda,Lleida,Juneda,25119,41.549748,0.823783,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Junta de Traslaloma,Burgos,Junta de Traslaloma,9189,43.051425,-3.392922,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1
Junta de Villalba de Losa,Burgos,Junta de Villalba de Losa,9190,42.9501,-3.06996,-3.31,17.78,6.96,82.07,10.44,0,3.0,0.08,50.46,44.4,9.02,35.75,20.22,74.43,10.37,0,3.0,0.04,40.26,95.3
Jurisdicción de Lara,Burgos,Jurisdicción de Lara,9191,42.142185,-3.460174,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8
Jurisdicción de San Zadornil,Burgos,Jurisdicción de San Zadornil,9192,42.83902,-3.15819,-3.31,17.78,6.96,82.07,10.44,0,3.0,0.08,50.46,44.4,9.02,35.75,20.22,74.43,10.37,0,3.0,0.04,40.26,95.3
Juslapeña,Navarra,Juslapeña,31136,42.911421,-1.725171,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0
Justel,Zamora,Justel,49097,42.14861,-6.29594,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8
Juviles,Granada,Juviles,18112,36.94879,-3.22586,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Juzbado,Salamanca,Juzbado,37167,41.07791,-5.8614,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Júzcar,Málaga,Júzcar,29065,36.62442,-5.16971,3.59,20.34,12.35,75.09,14.44,0,3.0,0.03,37.03,91.8,15.66,34.53,24.03,64.14,12.06,0,3.0,0.02,18.8,234.8
Karrantza Harana/Valle de Carranza,Bizkaia,Karrantza Harana/Valle de Carranza,48022,43.21667,-3.35,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1
Kortezubi,Bizkaia,Kortezubi,48907,43.33333,-2.65,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1
Kripan,Álava,Kripan,1019,42.59113,-2.51656,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6
Kuartango,Álava,Kuartango,1020,42.895743,-2.933869,-3.31,17.78,6.96,82.07,10.44,0,3.0,0.08,50.46,44.4,9.02,35.75,20.22,74.43,10.37,0,3.0,0.04,40.26,95.3
Labajos,Segovia,Labajos,40107,40.84335,-4.52005,-2.11,18.04,7.71,70.46,11.52,0,3.0,0.04,29.26,119.4,14.3,38.49,27.05,36.06,10.33,0,3.0,0.01,5.5,357.0
Labastida/Bastida,Álava,Labastida/Bastida,1028,42.588749,-2.796281,-3.31,17.78,6.96,82.07,10.44,0,3.0,0.08,50.46,44.4,9.02,35.75,20.22,74.43,10.37,0,3.0,0.04,40.26,95.3
Labores (Las),Ciudad Real,Las Labores,13050,39.275035,-3.518751,-2.19,18.07,7.72,70.85,11.74,0,3.0,0.04,28.85,122.3,14.51,38.63,27.12,35.48,10.51,0,3.0,0.01,5.46,362.1
Labuerda,Huesca,Labuerda,22133,42.45234,0.13561,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Láchar,Granada,Láchar,18115,37.194487,-3.831607,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Ladrillar,Cáceres,Ladrillar,10108,40.46576,-6.22427,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Lagartera,Toledo,Lagartera,45082,39.90831,-5.200523,-2.11,18.04,7.71,70.46,11.52,0,3.0,0.04,29.26,119.4,14.3,38.49,27.05,36.06,10.33,0,3.0,0.01,5.5,357.0
Lagartos,Palencia,Lagartos,34091,42.40578,-4.90454,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8
Lagata,Zaragoza,Lagata,50133,41.2397,-0.80487,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
