codigo_ine,municipio,provincia,comunidad_autonoma,municipio_nombre_humano,linea_costa_provincia,linea_montana_provincia
25014,Alfés,Lleida,Cataluña,Alfés,2,1
12007,Alfondeguilla,Castellón,Comunidad Valenciana,Alfondeguilla,1,2
43009,Alforja,Tarragona,Cataluña,Alforja,1,2
50019,Alforque,Zaragoza,Aragón,Alforque,2,1
27002,Alfoz,Lugo,Galicia,Alfoz,1,2
9011,Alfoz de Bricia,Burgos,Castilla y León,Alfoz de Bricia,2,2
39001,Alfoz de Lloredo,Cantabria,Cantabria,Alfoz de Lloredo,1,1
9907,Alfoz de Quintanadueñas,Burgos,Castilla y León,Alfoz de Quintanadueñas,2,2
9012,Alfoz de Santa Gadea,Burgos,Castilla y León,Alfoz de Santa Gadea,2,2
41007,Algaba (La),Sevilla,Andalucía,La Algaba,2,0
24002,Algadefe,León,Castilla y León,Algadefe,2,1
7004,Algaida,Illes Balears,Islas Baleares,Algaida,1,2
41008,Algámitas,Sevilla,Andalucía,Algámitas,2,0
11003,Algar,Cádiz,Andalucía,Algar,1,0
19016,Algar de Mesa,Guadalajara,Castilla-La Mancha,Algar de Mesa,0,1
46028,Algar de Palancia,Valencia,Comunidad Valenciana,Algar de Palancia,1,0
18012,Algarinejo,Granada,Andalucía,Algarinejo,1,1
16013,Algarra,Cuenca,Castilla-La Mancha,Algarra,2,2
29005,Algarrobo,Málaga,Andalucía,Algarrobo,1,2
29006,Algatocín,Málaga,Andalucía,Algatocín,1,2
11004,Algeciras,Cádiz,Andalucía,Algeciras,1,0
46029,Algemesí,Valencia,Comunidad Valenciana,Algemesí,1,0
25015,Algerri,Lleida,Cataluña,Algerri,2,1
28009,Algete,Madrid,Comunidad de Madrid,Algete,3,2
46030,Algímia d'Alfara,Valencia,Comunidad Valenciana,Algímia d'Alfara,1,0
12008,Algimia de Almonacid,Castellón,Comunidad Valenciana,Algimia de Almonacid,1,2
46031,Alginet,Valencia,Comunidad Valenciana,Alginet,1,0
11005,Algodonales,Cádiz,Andalucía,Algodonales,1,0
49006,Algodre,Zamora,Castilla y León,Algodre,3,2
19017,Algora,Guadalajara,Castilla-La Mancha,Algora,0,1
3012,Algorfa,Alicante,Comunidad Valenciana,Algorfa,1,3
25016,Alguaire,Lleida,Cataluña,Alguaire,2,1
30007,Alguazas,Murcia,Región de Murcia,Alguazas,1,2
3013,Algueña,Alicante,Comunidad Valenciana,Algueña,1,3
4010,Alhabia,Almería,Andalucía,Alhabia,1,2
4011,Alhama de Almería,Almería,Andalucía,Alhama de Almería,1,2
50020,Alhama de Aragón,Zaragoza,Aragón,Alhama de Aragón,2,1
18013,Alhama de Granada,Granada,Andalucía,Alhama de Granada,1,1
30008,Alhama de Murcia,Murcia,Región de Murcia,Alhama de Murcia,1,2
13010,Alhambra,Ciudad Real,Castilla-La Mancha,Alhambra,3,2
29007,Alhaurín de la Torre,Málaga,Andalucía,Alhaurín de la Torre,1,2
29008,Alhaurín el Grande,Málaga,Andalucía,Alhaurín el Grande,1,2
18014,Alhendín,Granada,Andalucía,Alhendín,1,1
19018,Alhóndiga,Guadalajara,Castilla-La Mancha,Alhóndiga,0,1
10017,Alía,Cáceres,Extremadura,Alía,0,3
44017,Aliaga,Teruel,Aragón,Aliaga,2,1
16014,Aliaguilla,Cuenca,Castilla-La Mancha,Aliaguilla,2,2
3014,Alicante/Alacant,Alicante,Comunidad Valenciana,Alicante/Alacant,1,3
4012,Alicún,Almería,Andalucía,Alicún,1,2
18015,Alicún de Ortega,Granada,Andalucía,Alicún de Ortega,1,1
24003,Alija del Infantado,León,Castilla y León,Alija del Infantado,2,1
25017,Alins,Lleida,Cataluña,Alins,2,1
43010,Alió,Tarragona,Cataluña,Alió,1,2
19019,Alique,Guadalajara,Castilla-La Mancha,Alique,0,1
10018,Aliseda,Cáceres,Extremadura,Aliseda,0,3
42016,Aliud,Soria,Castilla y León,Aliud,3,1
21002,Aljaraque,Huelva,Andalucía,Aljaraque,1,0
6009,Aljucén,Badajoz,Extremadura,Aljucén,3,0
20006,Alkiza,Gipuzkoa,País Vasco,Alkiza,1,2
33001,Allande,Asturias,Principado de Asturias,Allande,1,1
32001,Allariz,Ourense,Galicia,Allariz,2,2
44021,Allepuz,Teruel,Aragón,Allepuz,2,1
33002,Aller,Asturias,Principado de Asturias,Aller,1,1
31011,Allín/Allin,Navarra,Comunidad Foral de Navarra,Allín/Allin,2,2
31012,Allo,Navarra,Comunidad Foral de Navarra,Allo,2,2
44022,Alloza,Teruel,Aragón,Alloza,2,1
44023,Allueva,Teruel,Aragón,Allueva,2,1
25019,Almacelles,Lleida,Cataluña,Almacelles,2,1
29009,Almáchar,Málaga,Andalucía,Almáchar,1,2
13011,Almadén,Ciudad Real,Castilla-La Mancha,Almadén,3,2
41009,Almadén de la Plata,Sevilla,Andalucía,Almadén de la Plata,2,0
13012,Almadenejos,Ciudad Real,Castilla-La Mancha,Almadenejos,3,2
19020,Almadrones,Guadalajara,Castilla-La Mancha,Almadrones,0,1
13013,Almagro,Ciudad Real,Castilla-La Mancha,Almagro,3,2
42017,Almajano,Soria,Castilla y León,Almajano,3,1
42018,Almaluez,Soria,Castilla y León,Almaluez,3,1
2009,Almansa,Albacete,Castilla-La Mancha,Almansa,2,2
24004,Almanza,León,Castilla y León,Almanza,2,1
10019,Almaraz,Cáceres,Extremadura,Almaraz,0,3
49007,Almaraz de Duero,Zamora,Castilla y León,Almaraz de Duero,3,2
16015,Almarcha (La),Cuenca,Castilla-La Mancha,La Almarcha,2,2
29010,Almargen,Málaga,Andalucía,Almargen,1,2
42019,Almarza,Soria,Castilla y León,Almarza,3,1
26012,Almarza de Cameros,La Rioja,La Rioja,Almarza de Cameros,2,2
46032,Almàssera,Valencia,Comunidad Valenciana,Almàssera,1,0
12009,Almassora,Castellón,Comunidad Valenciana,Almassora,1,2
25020,Almatret,Lleida,Cataluña,Almatret,2,1
42020,Almazán,Soria,Castilla y León,Almazán,3,1
42021,Almazul,Soria,Castilla y León,Almazul,3,1
12010,Almedíjar,Castellón,Comunidad Valenciana,Almedíjar,1,2
13014,Almedina,Ciudad Real,Castilla-La Mancha,Almedina,3,2
14004,Almedinilla,Córdoba,Andalucía,Almedinilla,2,2
18016,Almegíjar,Granada,Andalucía,Almegíjar,1,1
49008,Almeida de Sayago,Zamora,Castilla y León,Almeida de Sayago,3,2
25021,Almenar,Lleida,Cataluña,Almenar,2,1
42022,Almenar de Soria,Soria,Castilla y León,Almenar de Soria,3,1
12011,Almenara,Castellón,Comunidad Valenciana,Almenara,1,2
47008,Almenara de Adaja,Valladolid,Castilla y León,Almenara de Adaja,3,0
37027,Almenara de Tormes,Salamanca,Castilla y León,Almenara de Tormes,0,2
37028,Almendra,Salamanca,Castilla y León,Almendra,0,2
6010,Almendral,Badajoz,Extremadura,Almendral,3,0
45011,Almendral de la Cañada,Toledo,Castilla-La Mancha,Almendral de la Cañada,0,2
6011,Almendralejo,Badajoz,Extremadura,Almendralejo,3,0
21003,Almendro (El),Huelva,Andalucía,El Almendro,1,0
16016,Almendros,Cuenca,Castilla-La Mancha,Almendros,2,2
41010,Almensilla,Sevilla,Andalucía,Almensilla,2,0
4013,Almería,Almería,Andalucía,Almería,1,2
46033,Almiserà,Valencia,Comunidad Valenciana,Almiserà,1,0
50021,Almochuel,Zaragoza,Aragón,Almochuel,2,1
4014,Almócita,Almería,Andalucía,Almócita,1,2
13015,Almodóvar del Campo,Ciudad Real,Castilla-La Mancha,Almodóvar del Campo,3,2
16017,Almodóvar del Pinar,Cuenca,Castilla-La Mancha,Almodóvar del Pinar,2,2
14005,Almodóvar del Río,Córdoba,Andalucía,Almodóvar del Río,2,2
29011,Almogía,Málaga,Andalucía,Almogía,1,2
19021,Almoguera,Guadalajara,Castilla-La Mancha,Almoguera,0,1
44018,Almohaja,Teruel,Aragón,Almohaja,2,1
10020,Almoharín,Cáceres,Extremadura,Almoharín,0,3
46034,Almoines,Valencia,Comunidad Valenciana,Almoines,1,0
50022,Almolda (La),Zaragoza,Aragón,La Almolda,2,1
50023,Almonacid de la Cuba,Zaragoza,Aragón,Almonacid de la Cuba,2,1
50024,Almonacid de la Sierra,Zaragoza,Aragón,Almonacid de la Sierra,2,1
45012,Almonacid de Toledo,Toledo,Castilla-La Mancha,Almonacid de Toledo,0,2
19022,Almonacid de Zorita,Guadalajara,Castilla-La Mancha,Almonacid de Zorita,0,1
16018,Almonacid del Marquesado,Cuenca,Castilla-La Mancha,Almonacid del Marquesado,2,2
21004,Almonaster la Real,Huelva,Andalucía,Almonaster la Real,1,0
21005,Almonte,Huelva,Andalucía,Almonte,1,0
3015,Almoradí,Alicante,Comunidad Valenciana,Almoradí,1,3
45013,Almorox,Toledo,Castilla-La Mancha,Almorox,0,2
43011,Almoster,Tarragona,Cataluña,Almoster,1,2
3016,Almudaina,Alicante,Comunidad Valenciana,Almudaina,1,3
22021,Almudévar,Huesca,Aragón,Almudévar,2,1
50025,Almunia de Doña Godina (La),Zaragoza,Aragón,La Almunia de Doña Godina,2,1
22022,Almunia de San Juan,Huesca,Aragón,Almunia de San Juan,2,1
22023,Almuniente,Huesca,Aragón,Almuniente,2,1
18017,Almuñécar,Granada,Andalucía,Almuñécar,1,1
13016,Almuradiel,Ciudad Real,Castilla-La Mancha,Almuradiel,3,2
46035,Almussafes,Valencia,Comunidad Valenciana,Almussafes,1,0
44019,Alobras,Teruel,Aragón,Alobras,2,1
19023,Alocén,Guadalajara,Castilla-La Mancha,Alocén,0,1
48912,Alonsotegi,Bizkaia,País Vasco,Alonsotegi,1,2
29012,Álora,Málaga,Andalucía,Álora,1,2
25022,Alòs de Balaguer,Lleida,Cataluña,Alòs de Balaguer,2,1
21006,Alosno,Huelva,Andalucía,Alosno,1,0
19024,Alovera,Guadalajara,Castilla-La Mancha,Alovera,0,1
29013,Alozaina,Málaga,Andalucía,Alozaina,1,2
17006,Alp,Girona,Cataluña,Alp,1,1
29014,Alpandeire,Málaga,Andalucía,Alpandeire,1,2
42023,Alpanseque,Soria,Castilla y León,Alpanseque,3,1
50026,Alpartir,Zaragoza,Aragón,Alpartir,2,1
28010,Alpedrete,Madrid,Comunidad de Madrid,Alpedrete,3,2
8004,Alpens,Barcelona,Cataluña,Alpens,1,2
44020,Alpeñés,Teruel,Aragón,Alpeñés,2,1
2010,Alpera,Albacete,Castilla-La Mancha,Alpera,2,2
25023,Alpicat,Lleida,Cataluña,Alpicat,2,1
46036,Alpuente,Valencia,Comunidad Valenciana,Alpuente,1,0
18904,Alpujarra de la Sierra,Granada,Andalucía,Alpujarra de la Sierra,1,1
3017,Alqueria d'Asnar (L'),Alicante,Comunidad Valenciana,L' Alqueria d'Asnar,1,3
46037,Alqueria de la Comtessa (L'),Valencia,Comunidad Valenciana,L' Alqueria de la Comtessa,1,0
12901,Alqueries (les)/Alquerías del Niño Perdido,Castellón,Comunidad Valenciana,les Alqueries/Alquerías del Niño Perdido,1,2
22024,Alquézar,Huesca,Aragón,Alquézar,2,1
18018,Alquife,Granada,Andalucía,Alquife,1,1
4015,Alsodux,Almería,Andalucía,Alsodux,1,2
25024,Alt Àneu,Lleida,Cataluña,Alt Àneu,2,1
9013,Altable,Burgos,Castilla y León,Altable,2,2
43012,Altafulla,Tarragona,Cataluña,Altafulla,1,2
16019,Altarejos,Cuenca,Castilla-La Mancha,Altarejos,2,2
3018,Altea,Alicante,Comunidad Valenciana,Altea,1,3
22025,Altorricón,Huesca,Aragón,Altorricón,2,1
9014,Altos (Los),Burgos,Castilla y León,Los Altos,2,2
31010,Altsasu/Alsasua,Navarra,Comunidad Foral de Navarra,Altsasu/Alsasua,2,2
12012,Altura,Castellón,Comunidad Valenciana,Altura,1,2
20906,Altzaga,Gipuzkoa,País Vasco,Altzaga,1,2
20007,Altzo,Gipuzkoa,País Vasco,Altzo,1,2
19027,Alustante,Guadalajara,Castilla-La Mancha,Alustante,0,1
46017,Alzira,Valencia,Comunidad Valenciana,Alzira,1,0
5012,Amavida,Ávila,Castilla y León,Amavida,0,1
34009,Amayuelas de Arriba,Palencia,Castilla y León,Amayuelas de Arriba,2,2
50027,Ambel,Zaragoza,Aragón,Ambel,2,1
28011,Ambite,Madrid,Comunidad de Madrid,Ambite,3,2
17007,Amer,Girona,Cataluña,Amer,1,1
15002,Ames,A Coruña,Galicia,Ames,1,3
31013,Améscoa Baja,Navarra,Comunidad Foral de Navarra,Améscoa Baja,2,2
43013,Ametlla de Mar (L'),Tarragona,Cataluña,L' Ametlla de Mar,1,2
8005,Ametlla del Vallès (L'),Barcelona,Cataluña,L' Ametlla del Vallès,1,2
9016,Ameyugo,Burgos,Castilla y León,Ameyugo,2,2
20008,Amezketa,Gipuzkoa,País Vasco,Amezketa,1,2
33003,Amieva,Asturias,Principado de Asturias,Amieva,1,1
32002,Amoeiro,Ourense,Galicia,Amoeiro,2,2
48003,Amorebieta-Etxano,Bizkaia,País Vasco,Amorebieta-Etxano,1,2
48004,Amoroto,Bizkaia,País Vasco,Amoroto,1,2
43906,Ampolla (L'),Tarragona,Cataluña,L' Ampolla,1,2
43014,Amposta,Tarragona,Cataluña,Amposta,1,2
34010,Ampudia,Palencia,Castilla y León,Ampudia,2,2
39002,Ampuero,Cantabria,Cantabria,Ampuero,1,1
1002,Amurrio,Álava,País Vasco,Amurrio,2,2
34011,Amusco,Palencia,Castilla y León,Amusco,2,2
47009,Amusquillo,Valladolid,Castilla y León,Amusquillo,3,0
44024,Anadón,Teruel,Aragón,Anadón,2,1
40017,Anaya,Segovia,Castilla y León,Anaya,3,1
37029,Anaya de Alba,Salamanca,Castilla y León,Anaya de Alba,0,2
28012,Anchuelo,Madrid,Comunidad de Madrid,Anchuelo,3,2
13017,Anchuras,Ciudad Real,Castilla-La Mancha,Anchuras,3,2
31014,Ancín/Antzin,Navarra,Comunidad Foral de Navarra,Ancín/Antzin,2,2
49009,Andavías,Zamora,Castilla y León,Andavías,3,2
46038,Andilla,Valencia,Comunidad Valenciana,Andilla,1,0
20009,Andoain,Gipuzkoa,País Vasco,Andoain,1,2
44025,Andorra,Teruel,Aragón,Andorra,2,1
31015,Andosilla,Navarra,Comunidad Foral de Navarra,Andosilla,2,2
7005,Andratx,Illes Balears,Islas Baleares,Andratx,1,2
23005,Andújar,Jaén,Andalucía,Andújar,2,2
50028,Anento,Zaragoza,Aragón,Anento,2,1
17008,Anglès,Girona,Cataluña,Anglès,1,1
25027,Anglesola,Lleida,Cataluña,Anglesola,2,1
19031,Angón,Guadalajara,Castilla-La Mancha,Angón,0,1
26013,Anguciana,La Rioja,La Rioja,Anguciana,2,2
22027,Angüés,Huesca,Aragón,Angüés,2,1
26014,Anguiano,La Rioja,La Rioja,Anguiano,2,2
19032,Anguita,Guadalajara,Castilla-La Mancha,Anguita,0,1
9017,Anguix,Burgos,Castilla y León,Anguix,2,2
39003,Anievas,Cantabria,Cantabria,Anievas,1,1
50029,Aniñón,Zaragoza,Aragón,Aniñón,2,1
46039,Anna,Valencia,Comunidad Valenciana,Anna,1,0
20010,Anoeta,Gipuzkoa,País Vasco,Anoeta,1,2
19033,Anquela del Ducado,Guadalajara,Castilla-La Mancha,Anquela del Ducado,0,1
19034,Anquela del Pedregal,Guadalajara,Castilla-La Mancha,Anquela del Pedregal,0,1
22028,Ansó,Huesca,Aragón,Ansó,2,1
31016,Ansoáin/Antsoain,Navarra,Comunidad Foral de Navarra,Ansoáin/Antsoain,2,2
4016,Antas,Almería,Andalucía,Antas,1,2
27003,Antas de Ulla,Lugo,Galicia,Antas de Ulla,1,2
46040,Antella,Valencia,Comunidad Valenciana,Antella,1,0
29015,Antequera,Málaga,Andalucía,Antequera,1,2
35003,Antigua,Las Palmas,Islas Canarias,Antigua,1,2
24005,Antigua (La),León,Castilla y León,La Antigua,2,1
34012,Antigüedad,Palencia,Castilla y León,Antigüedad,2,2
22029,Antillón,Huesca,Aragón,Antillón,2,1
20011,Antzuola,Gipuzkoa,País Vasco,Antzuola,1,2
31017,Anue,Navarra,Comunidad Foral de Navarra,Anue,2,2
1049,Añana,Álava,País Vasco,Añana,2,2
40018,Añe,Segovia,Castilla y León,Añe,3,1
50030,Añón de Moncayo,Zaragoza,Aragón,Añón de Moncayo,2,1
14006,Añora,Córdoba,Andalucía,Añora,2,2
31018,Añorbe,Navarra,Comunidad Foral de Navarra,Añorbe,2,2
45014,Añover de Tajo,Toledo,Castilla-La Mancha,Añover de Tajo,0,2
37030,Añover de Tormes,Salamanca,Castilla y León,Añover de Tormes,0,2
31019,Aoiz/Agoitz,Navarra,Comunidad Foral de Navarra,Aoiz/Agoitz,2,2
37031,Arabayona de Mógica,Salamanca,Castilla y León,Arabayona de Mógica,0,2
21007,Aracena,Huelva,Andalucía,Aracena,1,0
38004,Arafo,Santa Cruz de Tenerife,Islas Canarias,Arafo,1,2
22032,Aragüés del Puerto,Huesca,Aragón,Aragüés del Puerto,2,1
41011,Arahal,Sevilla,Andalucía,Arahal,2,0
40019,Arahuetes,Segovia,Castilla y León,Arahuetes,3,1
31020,Araitz,Navarra,Comunidad Foral de Navarra,Araitz,2,2
48005,Arakaldo,Bizkaia,País Vasco,Arakaldo,1,2
31025,Arakil,Navarra,Comunidad Foral de Navarra,Arakil,2,2
20012,Arama,Gipuzkoa,País Vasco,Arama,1,2
1003,Aramaio,Álava,País Vasco,Aramaio,2,2
31021,Aranarache/Aranaratxe,Navarra,Comunidad Foral de Navarra,Aranarache/Aranaratxe,2,2
42024,Arancón,Soria,Castilla y León,Arancón,3,1
9018,Aranda de Duero,Burgos,Castilla y León,Aranda de Duero,2,2
50031,Aranda de Moncayo,Zaragoza,Aragón,Aranda de Moncayo,2,1
50032,Arándiga,Zaragoza,Aragón,Arándiga,2,1
9019,Arandilla,Burgos,Castilla y León,Arandilla,2,2
16020,Arandilla del Arroyo,Cuenca,Castilla-La Mancha,Arandilla del Arroyo,2,2
15003,Aranga,A Coruña,Galicia,Aranga,1,3
31023,Aranguren,Navarra,Comunidad Foral de Navarra,Aranguren,2,2
28013,Aranjuez,Madrid,Comunidad de Madrid,Aranjuez,3,2
31024,Arano,Navarra,Comunidad Foral de Navarra,Arano,2,2
31022,Arantza,Navarra,Comunidad Foral de Navarra,Arantza,2,2
48006,Arantzazu,Bizkaia,País Vasco,Arantzazu,1,2
19036,Aranzueque,Guadalajara,Castilla-La Mancha,Aranzueque,0,1
12013,Arañuel,Castellón,Comunidad Valenciana,Arañuel,1,2
37032,Arapiles,Salamanca,Castilla y León,Arapiles,0,2
31026,Aras,Navarra,Comunidad Foral de Navarra,Aras,2,2
46041,Aras de los Olmos,Valencia,Comunidad Valenciana,Aras de los Olmos,1,0
9020,Arauzo de Miel,Burgos,Castilla y León,Arauzo de Miel,2,2
9021,Arauzo de Salce,Burgos,Castilla y León,Arauzo de Salce,2,2
9022,Arauzo de Torre,Burgos,Castilla y León,Arauzo de Torre,2,2
19037,Arbancón,Guadalajara,Castilla-La Mancha,Arbancón,0,1
25029,Arbeca,Lleida,Cataluña,Arbeca,2,1
19038,Arbeteta,Guadalajara,Castilla-La Mancha,Arbeteta,0,1
31027,Arbizu,Navarra,Comunidad Foral de Navarra,Arbizu,2,2
36001,Arbo,Pontevedra,Galicia,Arbo,1,3
43016,Arboç (L'),Tarragona,Cataluña,L' Arboç,1,2
4017,Arboleas,Almería,Andalucía,Arboleas,1,2
43015,Arbolí,Tarragona,Cataluña,Arbolí,1,2
17009,Arbúcies,Girona,Cataluña,Arbúcies,1,1
16905,Arcas,Cuenca,Castilla-La Mancha,Arcas,2,2
31028,Arce/Artzi,Navarra,Comunidad Foral de Navarra,Arce/Artzi,2,2
37033,Arcediano,Salamanca,Castilla y León,Arcediano,0,2
49010,Arcenillas,Zamora,Castilla y León,Arcenillas,3,2
30009,Archena,Murcia,Región de Murcia,Archena,1,2
29016,Árchez,Málaga,Andalucía,Árchez,1,2
29017,Archidona,Málaga,Andalucía,Archidona,1,2
45015,Arcicóllar,Toledo,Castilla-La Mancha,Arcicóllar,0,2
37034,Arco (El),Salamanca,Castilla y León,El Arco,0,2
34015,Arconada,Palencia,Castilla y León,Arconada,2,2
40020,Arcones,Segovia,Castilla y León,Arcones,3,1
9023,Arcos,Burgos,Castilla y León,Arcos,2,2
31029,Arcos (Los),Navarra,Comunidad Foral de Navarra,Los Arcos,2,2
42025,Arcos de Jalón,Soria,Castilla y León,Arcos de Jalón,3,1
11006,Arcos de la Frontera,Cádiz,Andalucía,Arcos de la Frontera,1,0
49011,Arcos de la Polvorosa,Zamora,Castilla y León,Arcos de la Polvorosa,3,2
16022,Arcos de la Sierra,Cuenca,Castilla-La Mancha,Arcos de la Sierra,2,2
44026,Arcos de las Salinas,Teruel,Aragón,Arcos de las Salinas,2,1
29018,Ardales,Málaga,Andalucía,Ardales,1,2
50033,Ardisa,Zaragoza,Aragón,Ardisa,2,1
24006,Ardón,León,Castilla y León,Ardón,2,1
48093,Areatza,Bizkaia,País Vasco,Areatza,1,2
31030,Arellano,Navarra,Comunidad Foral de Navarra,Arellano,2,2
22035,Arén,Huesca,Aragón,Arén,2,1
5013,Arenal (El),Ávila,Castilla y León,El Arenal,0,1
13903,Arenales de San Gregorio,Ciudad Real,Castilla-La Mancha,Arenales de San Gregorio,3,2
29019,Arenas,Málaga,Andalucía,Arenas,1,2
39004,Arenas de Iguña,Cantabria,Cantabria,Arenas de Iguña,1,1
13018,Arenas de San Juan,Ciudad Real,Castilla-La Mancha,Arenas de San Juan,3,2
5014,Arenas de San Pedro,Ávila,Castilla y León,Arenas de San Pedro,0,1
18020,Arenas del Rey,Granada,Andalucía,Arenas del Rey,1,1
42026,Arenillas,Soria,Castilla y León,Arenillas,3,1
9024,Arenillas de Riopisuerga,Burgos,Castilla y León,Arenillas de Riopisuerga,2,2
44027,Arens de Lledó,Teruel,Aragón,Arens de Lledó,2,1
8006,Arenys de Mar,Barcelona,Cataluña,Arenys de Mar,1,2
8007,Arenys de Munt,Barcelona,Cataluña,Arenys de Munt,1,2
26015,Arenzana de Abajo,La Rioja,La Rioja,Arenzana de Abajo,2,2
26016,Arenzana de Arriba,La Rioja,La Rioja,Arenzana de Arriba,2,2
15004,Ares,A Coruña,Galicia,Ares,1,3
12014,Ares del Maestrat,Castellón,Comunidad Valenciana,Ares del Maestrat,1,2
31031,Areso,Navarra,Comunidad Foral de Navarra,Areso,2,2
20013,Aretxabaleta,Gipuzkoa,País Vasco,Aretxabaleta,1,2
5015,Arevalillo,Ávila,Castilla y León,Arevalillo,0,1
40021,Arevalillo de Cega,Segovia,Castilla y León,Arevalillo de Cega,3,1
5016,Arévalo,Ávila,Castilla y León,Arévalo,0,1
42027,Arévalo de la Sierra,Soria,Castilla y León,Arévalo de la Sierra,3,1
13019,Argamasilla de Alba,Ciudad Real,Castilla-La Mancha,Argamasilla de Alba,3,2
13020,Argamasilla de Calatrava,Ciudad Real,Castilla-La Mancha,Argamasilla de Calatrava,3,2
28014,Arganda del Rey,Madrid,Comunidad de Madrid,Arganda del Rey,3,2
24007,Arganza,León,Castilla y León,Arganza,2,1
49012,Argañín,Zamora,Castilla y León,Argañín,3,2
22036,Argavieso,Huesca,Aragón,Argavieso,2,1
19039,Argecilla,Guadalajara,Castilla-La Mancha,Argecilla,0,1
17010,Argelaguer,Girona,Cataluña,Argelaguer,1,1
12015,Argelita,Castellón,Comunidad Valenciana,Argelita,1,2
8008,Argençola,Barcelona,Cataluña,Argençola,1,2
44028,Argente,Teruel,Aragón,Argente,2,1
43017,Argentera (L'),Tarragona,Cataluña,L' Argentera,1,2
8009,Argentona,Barcelona,Cataluña,Argentona,1,2
45016,Argés,Toledo,Castilla-La Mancha,Argés,0,2
39005,Argoños,Cantabria,Cantabria,Argoños,1,1
31032,Arguedas,Navarra,Comunidad Foral de Navarra,Arguedas,2,2
22037,Arguis,Huesca,Aragón,Arguis,2,1
16024,Arguisuelas,Cuenca,Castilla-La Mancha,Arguisuelas,2,2
49013,Argujillo,Zamora,Castilla y León,Argujillo,3,2
31033,Aria,Navarra,Comunidad Foral de Navarra,Aria,2,2
7901,Ariany,Illes Balears,Islas Baleares,Ariany,1,2
31034,Aribe,Navarra,Comunidad Foral de Navarra,Aribe,2,2
38005,Arico,Santa Cruz de Tenerife,Islas Canarias,Arico,1,2
9025,Arija,Burgos,Castilla y León,Arija,2,2
44029,Ariño,Teruel,Aragón,Ariño,2,1
50034,Ariza,Zaragoza,Aragón,Ariza,2,1
23006,Arjona,Jaén,Andalucía,Arjona,2,2
23007,Arjonilla,Jaén,Andalucía,Arjonilla,2,2
9026,Arlanzón,Burgos,Castilla y León,Arlanzón,2,2
19040,Armallones,Guadalajara,Castilla-La Mancha,Armallones,0,1
31035,Armañanzas,Navarra,Comunidad Foral de Navarra,Armañanzas,2,2
17011,Armentera (L'),Girona,Cataluña,L' Armentera,1,1
37035,Armenteros,Salamanca,Castilla y León,Armenteros,0,2
18021,Armilla,Granada,Andalucía,Armilla,1,1
1006,Armiñón,Álava,País Vasco,Armiñón,2,2
40022,Armuña,Segovia,Castilla y León,Armuña,3,1
4018,Armuña de Almanzora,Almería,Andalucía,Armuña de Almanzora,1,2
19041,Armuña de Tajuña,Guadalajara,Castilla-La Mancha,Armuña de Tajuña,0,1
26017,Arnedillo,La Rioja,La Rioja,Arnedillo,2,2
26018,Arnedo,La Rioja,La Rioja,Arnedo,2,2
43018,Arnes,Tarragona,Cataluña,Arnes,1,2
32003,Arnoia (A),Ourense,Galicia,A Arnoia,2,2
39006,Arnuero,Cantabria,Cantabria,Arnuero,1,1
21008,Aroche,Huelva,Andalucía,Aroche,1,0
38006,Arona,Santa Cruz de Tenerife,Islas Canarias,Arona,1,2
49014,Arquillinos,Zamora,Castilla y León,Arquillinos,3,2
23008,Arquillos,Jaén,Andalucía,Arquillos,2,2
49015,Arrabalde,Zamora,Castilla y León,Arrabalde,3,2
1037,Arraia-Maeztu,Álava,País Vasco,Arraia-Maeztu,2,2
16025,Arrancacepas,Cuenca,Castilla-La Mancha,Arrancacepas,2,2
48009,Arrankudiaga,Bizkaia,País Vasco,Arrankudiaga,1,2
20055,Arrasate/Mondragón,Gipuzkoa,País Vasco,Arrasate/Mondragón,1,2
48914,Arratzu,Bizkaia,País Vasco,Arratzu,1,2
1008,Arratzua-Ubarrundia,Álava,País Vasco,Arratzua-Ubarrundia,2,2
9027,Arraya de Oca,Burgos,Castilla y León,Arraya de Oca,2,2
35004,Arrecife,Las Palmas,Islas Canarias,Arrecife,1,2
39007,Arredondo,Cantabria,Cantabria,Arredondo,1,1
25031,Arres,Lleida,Cataluña,Arres,2,1
29020,Arriate,Málaga,Andalucía,Arriate,1,2
48010,Arrieta,Bizkaia,País Vasco,Arrieta,1,2
48011,Arrigorriaga,Bizkaia,País Vasco,Arrigorriaga,1,2
13021,Arroba de los Montes,Ciudad Real,Castilla-La Mancha,Arroba de los Montes,3,2
31036,Arróniz,Navarra,Comunidad Foral de Navarra,Arróniz,2,2
47010,Arroyo de la Encomienda,Valladolid,Castilla y León,Arroyo de la Encomienda,3,0
10021,Arroyo de la Luz,Cáceres,Extremadura,Arroyo de la Luz,0,3
19042,Arroyo de las Fraguas,Guadalajara,Castilla-La Mancha,Arroyo de las Fraguas,0,1
