municipio,provincia,municipio_nombre_humano,precio_m2_venta,num_casas_venta,precio_m2_alquiler,num_casas_alquiler,precio_m2_venta_provincia,precio_medio_venta_provincia,precio_m2_alquiler_provincia,precio_medio_alquiler_provincia
Òdena,Barcelona,Òdena,602.04,64,-,0,2946.0,272259,16.0,1367
Odieta,Navarra,Odieta,2498.61,1,-,0,1691.0,164441,10.0,981
Odón,Teruel,Odón,-,-,1.62,1,1068.0,103002,6.0,501
Oencia,León,Oencia,113.33,2,-,0,1237.0,130467,6.0,586
Ogassa,Girona,Ogassa,5142.86,7,-,0,2169.0,193575,11.0,941
Ogíjares,Granada,Ogíjares,1097.38,353,5.92,20,1691.0,181669,8.0,760
Ohanes,Almería,Ohanes,600.19,67,4.19,3,1168.0,109377,8.0,668
Oia,Pontevedra,Oia,1066.93,60,2.71,1,1893.0,193302,9.0,818
Oiartzun,Gipuzkoa,Oiartzun,2310.53,32,-,0,3234.0,289436,16.0,1275
Oímbra,Ourense,Oímbra,291.68,3,-,0,1434.0,156580,6.0,564
Oiz,Navarra,Oiz,-,-,-,0,1691.0,164441,10.0,981
Ojacastro,La Rioja,Ojacastro,882.42,22,7.14,1,1457.0,148105,8.0,703
Ojén,Málaga,Ojén,3556.26,241,19.26,9,2630.0,301594,11.0,1055
Ojós,Murcia,Ojós,703.49,6,10.91,1,1148.0,119550,9.0,792
Ojos Negros,Teruel,Ojos Negros,-,-,-,0,1068.0,103002,6.0,501
Ojos-Albos,Ávila,Ojos-Albos,0,0,-,0,1022.0,99417,6.0,520
Okondo,Álava,Okondo,1375.87,11,-,0,2564.0,242404,12.0,986
Olaberria,Gipuzkoa,Olaberria,-,-,-,0,3234.0,289436,16.0,1275
Olaibar,Navarra,Olaibar,1302.23,3,-,0,1691.0,164441,10.0,981
Olazti/Olazagutía,Navarra,Olazti/Olazagutía,-,-,-,0,1691.0,164441,10.0,981
Olba,Teruel,Olba,-,-,6.67,1,1068.0,103002,6.0,501
Olea de Boedo,Palencia,Olea de Boedo,407.27,2,-,0,1352.0,128845,7.0,499
Oleiros,A Coruña,Oleiros,1639.18,544,10.47,73,1583.0,156959,8.0,666
Olejua,Navarra,Olejua,173.08,1,-,0,1691.0,164441,10.0,981
Olèrdola,Barcelona,Olèrdola,1771.32,47,9.09,3,2946.0,272259,16.0,1367
Olesa de Bonesvalls,Barcelona,Olesa de Bonesvalls,1721.03,34,-,0,2946.0,272259,16.0,1367
Olesa de Montserrat,Barcelona,Olesa de Montserrat,1982.78,183,8.97,9,2946.0,272259,16.0,1367
Oliana,Lleida,Oliana,803.21,19,4.47,1,1159.0,114344,7.0,654
Olías del Rey,Toledo,Olías del Rey,869.44,70,7.24,20,1023.0,103420,7.0,582
Oliete,Teruel,Oliete,-,-,-,0,1068.0,103002,6.0,501
Oliola,Lleida,Oliola,0,0,-,0,1159.0,114344,7.0,654
Olite/Erriberri,Navarra,Olite/Erriberri,-,-,-,0,1691.0,164441,10.0,981
Olius,Lleida,Olius,8058.41,2,-,0,1159.0,114344,7.0,654
Oliva,Valencia,Oliva,3061.69,946,12.74,68,1445.0,163450,11.0,1042
Oliva (La),Las Palmas,La Oliva,2671.42,482,14.74,16,1743.0,159907,11.0,830
Oliva de la Frontera,Badajoz,Oliva de la Frontera,529.47,16,4.58,1,1149.0,126096,7.0,530
Oliva de Mérida,Badajoz,Oliva de Mérida,451.96,7,-,0,1149.0,126096,7.0,530
Oliva de Plasencia,Cáceres,Oliva de Plasencia,471.7,5,3.06,1,1132.0,119586,6.0,497
Olivar (El),Guadalajara,El Olivar,1748.25,1,-,0,1372.0,146012,8.0,691
Olivares,Sevilla,Olivares,878.12,140,5.6,1,1611.0,162042,10.0,821
Olivares de Duero,Valladolid,Olivares de Duero,-,-,-,0,1497.0,151208,8.0,668
Olivares de Júcar,Cuenca,Olivares de Júcar,391.88,7,-,0,1139.0,119313,8.0,608
Olivella,Barcelona,Olivella,1733.99,266,10.02,5,2946.0,272259,16.0,1367
Olivenza,Badajoz,Olivenza,1203.33,83,5.03,3,1149.0,126096,7.0,530
Ollauri,La Rioja,Ollauri,784.73,19,-,0,1457.0,148105,8.0,703
Olleria (L'),Valencia,L' Olleria,-,-,-,0,1445.0,163450,11.0,1042
Olmeda de Cobeta,Guadalajara,Olmeda de Cobeta,8666.67,1,-,0,1372.0,146012,8.0,691
Olmeda de Jadraque (La),Guadalajara,La Olmeda de Jadraque,500.98,3,-,0,1372.0,146012,8.0,691
Olmeda de la Cuesta,Cuenca,Olmeda de la Cuesta,0,0,-,0,1139.0,119313,8.0,608
Olmeda de las Fuentes,Madrid,Olmeda de las Fuentes,1013.28,12,4.26,1,3314.0,343514,16.0,1414
Olmeda del Rey,Cuenca,Olmeda del Rey,383.65,4,-,0,1139.0,119313,8.0,608
Olmedilla de Alarcón,Cuenca,Olmedilla de Alarcón,754.84,1,-,0,1139.0,119313,8.0,608
Olmedilla de Eliz,Cuenca,Olmedilla de Eliz,785.0,2,-,0,1139.0,119313,8.0,608
Olmedillo de Roa,Burgos,Olmedillo de Roa,148.15,1,-,0,1445.0,138383,8.0,633
Olmedo,Valladolid,Olmedo,114.79,86,7.5,1,1497.0,151208,8.0,668
Olmedo de Camaces,Salamanca,Olmedo de Camaces,-,-,-,0,1673.0,156058,9.0,801
Olmillos de Castro,Zamora,Olmillos de Castro,-,-,-,0,1151.0,118790,5.0,497
Olmillos de Muñó,Burgos,Olmillos de Muñó,60.0,1,-,0,1445.0,138383,8.0,633
Olmos (Los),Teruel,Los Olmos,-,-,5.0,1,1068.0,103002,6.0,501
Olmos de Esgueva,Valladolid,Olmos de Esgueva,-,-,-,0,1497.0,151208,8.0,668
Olmos de Ojeda,Palencia,Olmos de Ojeda,260.98,7,-,0,1352.0,128845,7.0,499
Olmos de Peñafiel,Valladolid,Olmos de Peñafiel,-,-,-,0,1497.0,151208,8.0,668
Olocau,Valencia,Olocau,1433.53,66,9.03,3,1445.0,163450,11.0,1042
Olocau del Rey,Castellón,Olocau del Rey,108.91,1,-,0,1133.0,115966,8.0,653
Olombrada,Segovia,Olombrada,119.42,6,-,0,1329.0,133270,9.0,790
Olóriz/Oloritz,Navarra,Olóriz/Oloritz,-,-,-,0,1691.0,164441,10.0,981
Olost,Barcelona,Olost,1240.23,15,-,0,2946.0,272259,16.0,1367
Olot,Girona,Olot,2651.23,194,7.66,3,2169.0,193575,11.0,941
Oluges (Les),Lleida,Les Oluges,228.87,6,-,0,1159.0,114344,7.0,654
Olula de Castro,Almería,Olula de Castro,578.15,2,-,0,1168.0,109377,8.0,668
Olula del Río,Almería,Olula del Río,760.69,147,4.21,2,1168.0,109377,8.0,668
Olvan,Barcelona,Olvan,806.64,8,-,0,2946.0,272259,16.0,1367
Ólvega,Soria,Ólvega,-,-,7.19,1,1288.0,129163,7.0,604
Olvena,Huesca,Olvena,179.69,1,-,0,1513.0,123979,8.0,636
Olvera,Cádiz,Olvera,873.51,89,4.16,6,1593.0,158397,9.0,712
Olvés,Zaragoza,Olvés,-,-,-,0,1674.0,154117,9.0,720
Omañas (Las),León,Las Omañas,245.23,5,6.09,2,1237.0,130467,6.0,586
Omellons (Els),Lleida,Els Omellons,828.31,8,-,0,1159.0,114344,7.0,654
Omells de na Gaia (Els),Lleida,Els Omells de na Gaia,-,-,-,0,1159.0,114344,7.0,654
Oncala,Soria,Oncala,-,-,-,0,1288.0,129163,7.0,604
Onda,Castellón,Onda,679.8,428,7.58,4,1133.0,115966,8.0,653
Ondara,Alicante,Ondara,1654.52,145,4.33,1,1663.0,176931,9.0,845
Ondarroa,Bizkaia,Ondarroa,-,-,-,0,2853.0,269369,13.0,1124
Onil,Alicante,Onil,821.36,120,3.8,4,1663.0,176931,9.0,845
Onís,Asturias,Onís,624.42,22,-,0,1568.0,139373,9.0,672
Ontígola,Toledo,Ontígola,1054.81,93,4.48,1,1023.0,103420,7.0,582
Ontinyent,Valencia,Ontinyent,863.07,792,4.77,24,1445.0,163450,11.0,1042
Ontiñena,Huesca,Ontiñena,274.02,6,-,0,1513.0,123979,8.0,636
Ontur,Albacete,Ontur,543.58,13,-,0,1300.0,152281,7.0,659
Onzonilla,León,Onzonilla,843.79,29,10.67,1,1237.0,130467,6.0,586
Oña,Burgos,Oña,525.59,18,3.4,2,1445.0,138383,8.0,633
Oñati,Gipuzkoa,Oñati,2341.77,20,-,0,3234.0,289436,16.0,1275
Oquillas,Burgos,Oquillas,391.41,2,-,0,1445.0,138383,8.0,633
Orba,Alicante,Orba,1688.04,85,-,0,1663.0,176931,9.0,845
Orbada (La),Salamanca,La Orbada,496.63,4,-,0,1673.0,156058,9.0,801
Orbaizeta,Navarra,Orbaizeta,-,-,-,0,1691.0,164441,10.0,981
Orbaneja Riopico,Burgos,Orbaneja Riopico,831.51,3,-,0,1445.0,138383,8.0,633
Orbara,Navarra,Orbara,0,0,-,0,1691.0,164441,10.0,981
Orbita,Ávila,Orbita,561.25,1,-,0,1022.0,99417,6.0,520
Orcajo,Zaragoza,Orcajo,-,-,-,0,1674.0,154117,9.0,720
Orce,Granada,Orce,562.33,12,3.33,1,1691.0,181669,8.0,760
Orcera,Jaén,Orcera,532.42,34,3.11,5,989.0,105216,6.0,496
Ordes,A Coruña,Ordes,718.74,60,5.98,1,1583.0,156959,8.0,666
Ordial (El),Guadalajara,El Ordial,566.67,1,-,0,1372.0,146012,8.0,691
Ordis,Girona,Ordis,920.19,14,-,0,2169.0,193575,11.0,941
Ordizia,Gipuzkoa,Ordizia,2590.94,57,-,0,3234.0,289436,16.0,1275
Orea,Guadalajara,Orea,323.18,6,-,0,1372.0,146012,8.0,691
Orejana,Segovia,Orejana,-,-,-,0,1329.0,133270,9.0,790
Orellana de la Sierra,Badajoz,Orellana de la Sierra,1885.8,8,8.27,3,1149.0,126096,7.0,530
Orellana la Vieja,Badajoz,Orellana la Vieja,435,35,7.56,4,1149.0,126096,7.0,530
Orendain,Gipuzkoa,Orendain,-,-,-,0,3234.0,289436,16.0,1275
Orera,Zaragoza,Orera,-,-,-,0,1674.0,154117,9.0,720
Orés,Zaragoza,Orés,-,-,-,0,1674.0,154117,9.0,720
Orexa,Gipuzkoa,Orexa,-,-,-,0,3234.0,289436,16.0,1275
Organyà,Lleida,Organyà,-,-,5.9,1,1159.0,114344,7.0,654
Orgaz,Toledo,Orgaz,-,-,-,0,1023.0,103420,7.0,582
Órgiva,Granada,Órgiva,1307.74,50,4.34,5,1691.0,181669,8.0,760
Oria,Almería,Oria,737.04,50,-,0,1168.0,109377,8.0,668
Orihuela,Alicante,Orihuela,2236.11,4817,-,183,1663.0,176931,9.0,845
Orihuela del Tremedal,Teruel,Orihuela del Tremedal,-,-,2.28,1,1068.0,103002,6.0,501
Orio,Gipuzkoa,Orio,3152.6,22,-,0,3234.0,289436,16.0,1275
Orís,Barcelona,Orís,1592.14,4,-,0,2946.0,272259,16.0,1367
Orísoain,Navarra,Orísoain,0,0,-,0,1691.0,164441,10.0,981
Oristà,Barcelona,Oristà,-,-,7.08,1,2946.0,272259,16.0,1367
Orkoien,Navarra,Orkoien,-,-,-,0,1691.0,164441,10.0,981
Ormaiztegi,Gipuzkoa,Ormaiztegi,-,-,-,0,3234.0,289436,16.0,1275
Oronz/Orontze,Navarra,Oronz/Orontze,-,-,-,0,1691.0,164441,10.0,981
Oropesa,Toledo,Oropesa,422.54,19,5.75,5,1023.0,103420,7.0,582
Oropesa del Mar/Orpesa,Castellón,Oropesa del Mar/Orpesa,-,-,-,0,1133.0,115966,8.0,653
Oroso,A Coruña,Oroso,925.48,34,4.64,7,1583.0,156959,8.0,666
Orotava (La),Santa Cruz de Tenerife,La Orotava,2027.54,360,6.8,11,1906.0,174893,10.0,793
Oroz-Betelu/Orotz-Betelu,Navarra,Oroz-Betelu/Orotz-Betelu,-,-,-,0,1691.0,164441,10.0,981
Orozko,Bizkaia,Orozko,1980.1,14,-,0,2853.0,269369,13.0,1124
Orpí,Barcelona,Orpí,0,0,7.35,1,2946.0,272259,16.0,1367
Orreaga/Roncesvalles,Navarra,Orreaga/Roncesvalles,-,-,-,0,1691.0,164441,10.0,981
Orrios,Teruel,Orrios,-,-,-,0,1068.0,103002,6.0,501
Òrrius,Barcelona,Òrrius,-,-,-,0,2946.0,272259,16.0,1367
Ortigosa de Cameros,La Rioja,Ortigosa de Cameros,-,-,-,0,1457.0,148105,8.0,703
Ortigosa de Pestaño,Segovia,Ortigosa de Pestaño,-,-,-,0,1329.0,133270,9.0,790
Ortigosa del Monte,Segovia,Ortigosa del Monte,588.24,15,3.95,1,1329.0,133270,9.0,790
Ortigueira,A Coruña,Ortigueira,851.12,159,5.85,10,1583.0,156959,8.0,666
Ortuella,Bizkaia,Ortuella,2453.01,42,-,0,2853.0,269369,13.0,1124
Orusco de Tajuña,Madrid,Orusco de Tajuña,970.24,34,-,0,3314.0,343514,16.0,1414
Orxeta,Alicante,Orxeta,1517.28,43,-,0,1663.0,176931,9.0,845
Os de Balaguer,Lleida,Os de Balaguer,638.28,10,-,0,1159.0,114344,7.0,654
Osa de la Vega,Cuenca,Osa de la Vega,313.26,6,-,0,1139.0,119313,8.0,608
Oseja,Zaragoza,Oseja,-,-,-,0,1674.0,154117,9.0,720
Oseja de Sajambre,León,Oseja de Sajambre,543.05,7,-,0,1237.0,130467,6.0,586
Osera de Ebro,Zaragoza,Osera de Ebro,1912.77,10,-,0,1674.0,154117,9.0,720
Oso (El),Ávila,El Oso,177.3,2,-,0,1022.0,99417,6.0,520
Osor,Girona,Osor,3501.69,7,-,0,2169.0,193575,11.0,941
Osornillo,Palencia,Osornillo,126.67,1,-,0,1352.0,128845,7.0,499
Osorno la Mayor,Palencia,Osorno la Mayor,297.1,20,-,0,1352.0,128845,7.0,499
Ossa de Montiel,Albacete,Ossa de Montiel,1103.93,27,-,0,1300.0,152281,7.0,659
Osso de Cinca,Huesca,Osso de Cinca,580.65,1,-,0,1513.0,123979,8.0,636
Ossó de Sió,Lleida,Ossó de Sió,987.43,6,-,0,1159.0,114344,7.0,654
Osuna,Sevilla,Osuna,-,-,4.74,17,1611.0,162042,10.0,821
Oteiza,Navarra,Oteiza,576.66,9,-,0,1691.0,164441,10.0,981
Otero,Toledo,Otero,434.78,26,-,0,1023.0,103420,7.0,582
Otero de Bodas,Zamora,Otero de Bodas,-,-,-,0,1151.0,118790,5.0,497
Otero de Herreros,Segovia,Otero de Herreros,-,-,-,0,1329.0,133270,9.0,790
Otívar,Granada,Otívar,818.23,13,-,0,1691.0,181669,8.0,760
Otos,Valencia,Otos,304.49,8,3.0,1,1445.0,163450,11.0,1042
Otxandio,Bizkaia,Otxandio,-,-,-,0,2853.0,269369,13.0,1124
Ourense,Ourense,Ourense,1854.23,2890,6.21,362,1434.0,156580,6.0,564
Ourol,Lugo,Ourol,319.32,32,5.82,3,1159.0,119979,7.0,588
Outeiro de Rei,Lugo,Outeiro de Rei,937.39,69,2.92,1,1159.0,119979,7.0,588
Outes,A Coruña,Outes,635.78,62,4.35,6,1583.0,156959,8.0,666
Oviedo,Asturias,Oviedo,1902.55,4685,8.78,1267,1568.0,139373,9.0,672
Oyón-Oion,Álava,Oyón-Oion,-,-,-,0,2564.0,242404,12.0,986
Oza-Cesuras,A Coruña,Oza-Cesuras,749.94,125,10.73,2,1583.0,156959,8.0,666
Pacs del Penedès,Barcelona,Pacs del Penedès,-,-,-,0,2946.0,272259,16.0,1367
Paderne,A Coruña,Paderne,824.61,44,-,0,1583.0,156959,8.0,666
Paderne de Allariz,Ourense,Paderne de Allariz,426.87,44,3.0,1,1434.0,156580,6.0,564
Padiernos,Ávila,Padiernos,570.53,3,-,0,1022.0,99417,6.0,520
Padilla de Abajo,Burgos,Padilla de Abajo,403.77,5,-,0,1445.0,138383,8.0,633
Padilla de Arriba,Burgos,Padilla de Arriba,0,0,-,0,1445.0,138383,8.0,633
Padrenda,Ourense,Padrenda,436.08,12,-,0,1434.0,156580,6.0,564
Padrón,A Coruña,Padrón,892.59,62,-,0,1583.0,156959,8.0,666
Padrones de Bureba,Burgos,Padrones de Bureba,260.42,1,-,0,1445.0,138383,8.0,633
Padul,Granada,Padul,859.26,198,9.91,4,1691.0,181669,8.0,760
Padules,Almería,Padules,693.88,8,-,0,1168.0,109377,8.0,668
Paiporta,Valencia,Paiporta,1317.06,197,6.31,5,1445.0,163450,11.0,1042
Pájara,Las Palmas,Pájara,2079.97,173,15.76,20,1743.0,159907,11.0,830
Pajarejos,Segovia,Pajarejos,-,-,-,0,1329.0,133270,9.0,790
Pajares de Adaja,Ávila,Pajares de Adaja,708.1,5,-,0,1022.0,99417,6.0,520
Pajares de la Laguna,Salamanca,Pajares de la Laguna,-,-,-,0,1673.0,156058,9.0,801
Pajares de la Lampreana,Zamora,Pajares de la Lampreana,300.0,1,-,0,1151.0,118790,5.0,497
Pajares de los Oteros,León,Pajares de los Oteros,359.87,8,-,0,1237.0,130467,6.0,586
Pajarón,Cuenca,Pajarón,0,0,-,0,1139.0,119313,8.0,608
Pajaroncillo,Cuenca,Pajaroncillo,250.0,1,-,0,1139.0,119313,8.0,608
Palacios de Goda,Ávila,Palacios de Goda,888.17,4,-,0,1022.0,99417,6.0,520
Palacios de la Sierra,Burgos,Palacios de la Sierra,749.6,7,-,0,1445.0,138383,8.0,633
Palacios de la Valduerna,León,Palacios de la Valduerna,231.12,7,1.05,1,1237.0,130467,6.0,586
Palacios de Riopisuerga,Burgos,Palacios de Riopisuerga,0,0,-,0,1445.0,138383,8.0,633
Palacios de Sanabria,Zamora,Palacios de Sanabria,238.04,7,4.99,1,1151.0,118790,5.0,497
Palacios del Arzobispo,Salamanca,Palacios del Arzobispo,-,-,-,0,1673.0,156058,9.0,801
Palacios del Pan,Zamora,Palacios del Pan,-,-,-,0,1151.0,118790,5.0,497
Palacios del Sil,León,Palacios del Sil,263.5,13,-,0,1237.0,130467,6.0,586
Palacios y Villafranca (Los),Sevilla,Los Palacios y Villafranca,961.96,148,6.13,6,1611.0,162042,10.0,821
Palaciosrubios,Salamanca,Palaciosrubios,-,-,-,0,1673.0,156058,9.0,801
Palafolls,Barcelona,Palafolls,1683.27,190,8.2,3,2946.0,272259,16.0,1367
Palafrugell,Girona,Palafrugell,2826.29,618,25.81,14,2169.0,193575,11.0,941
Palamós,Girona,Palamós,2833.86,498,24.72,24,2169.0,193575,11.0,941
Palanques,Castellón,Palanques,149.97,3,-,0,1133.0,115966,8.0,653
Palas de Rei,Lugo,Palas de Rei,568.53,52,3.64,1,1159.0,119979,7.0,588
Palau d'Anglesola (El),Lleida,El Palau d'Anglesola,-,-,-,0,1159.0,114344,7.0,654
Palau de Santa Eulàlia,Girona,Palau de Santa Eulàlia,-,-,-,0,2169.0,193575,11.0,941
Palau-sator,Girona,Palau-sator,1992.54,3,9.36,2,2169.0,193575,11.0,941
Palau-saverdera,Girona,Palau-saverdera,8209.9,98,-,0,2169.0,193575,11.0,941
Palau-solità i Plegamans,Barcelona,Palau-solità i Plegamans,2401.46,183,9.39,3,2946.0,272259,16.0,1367
Palazuelo de Vedija,Valladolid,Palazuelo de Vedija,-,-,-,0,1497.0,151208,8.0,668
Palazuelos de Eresma,Segovia,Palazuelos de Eresma,1811.67,78,7.12,7,1329.0,133270,9.0,790
Palazuelos de la Sierra,Burgos,Palazuelos de la Sierra,0,0,-,0,1445.0,138383,8.0,633
Palazuelos de Muñó,Burgos,Palazuelos de Muñó,0,0,-,0,1445.0,138383,8.0,633
Palencia,Palencia,Palencia,1337.63,1703,6.37,169,1352.0,128845,7.0,499
Palencia de Negrilla,Salamanca,Palencia de Negrilla,-,-,-,0,1673.0,156058,9.0,801
Palenciana,Córdoba,Palenciana,802.06,6,-,0,1405.0,141657,7.0,645
Palenzuela,Palencia,Palenzuela,100.15,2,-,0,1352.0,128845,7.0,499
Pallaresos (Els),Tarragona,Els Pallaresos,1376.45,37,-,0,1552.0,140182,9.0,736
Pallejà,Barcelona,Pallejà,1888.89,123,9.43,1,2946.0,272259,16.0,1367
Palma,Illes Balears,Palma,-,-,-,0,3139.0,358810,14.0,1392
Palma d'Ebre (La),Tarragona,La Palma d'Ebre,-,-,-,0,1552.0,140182,9.0,736
Palma de Cervelló (La),Barcelona,La Palma de Cervelló,2078.8,32,7.92,1,2946.0,272259,16.0,1367
Palma de Gandía,Valencia,Palma de Gandía,705.59,101,4.46,1,1445.0,163450,11.0,1042
Palma del Condado (La),Huelva,La Palma del Condado,735.0,73,2.26,2,1299.0,122249,10.0,761
Palma del Río,Córdoba,Palma del Río,984.49,191,4.86,12,1405.0,141657,7.0,645
Pálmaces de Jadraque,Guadalajara,Pálmaces de Jadraque,0,0,-,0,1372.0,146012,8.0,691
Palmar de Troya (El),Sevilla,El Palmar de Troya,-,-,-,0,1611.0,162042,10.0,821
Palmas de Gran Canaria (Las),Las Palmas,Las Palmas de Gran Canaria,2614.53,2495,10.65,686,1743.0,159907,11.0,830
Palmera,Valencia,Palmera,1000.0,18,-,0,1445.0,163450,11.0,1042
Palo,Huesca,Palo,0,0,-,0,1513.0,123979,8.0,636
Palol de Revardit,Girona,Palol de Revardit,1015.02,6,-,0,2169.0,193575,11.0,941
Palomar (El),Valencia,El Palomar,227.68,18,-,0,1445.0,163450,11.0,1042
Palomar de Arroyos,Teruel,Palomar de Arroyos,-,-,-,0,1068.0,103002,6.0,501
Palomares del Campo,Cuenca,Palomares del Campo,364.7,7,-,0,1139.0,119313,8.0,608
Palomares del Río,Sevilla,Palomares del Río,1692.55,54,5.25,2,1611.0,162042,10.0,821
Palomas,Badajoz,Palomas,333.33,1,-,0,1149.0,126096,7.0,530
Palomeque,Toledo,Palomeque,754.93,21,-,0,1023.0,103420,7.0,582
Palomera,Cuenca,Palomera,893.57,9,9.17,1,1139.0,119313,8.0,608
Palomero,Cáceres,Palomero,197.37,1,-,0,1132.0,119586,6.0,497
Palos de la Frontera,Huelva,Palos de la Frontera,1435.48,31,-,0,1299.0,122249,10.0,761
Pals,Girona,Pals,2371.67,286,-,12,2169.0,193575,11.0,941
Pampaneira,Granada,Pampaneira,1210.69,4,-,0,1691.0,181669,8.0,760
Pampliega,Burgos,Pampliega,388.7,10,-,0,1445.0,138383,8.0,633
Pamplona/Iruña,Navarra,Pamplona/Iruña,-,-,-,0,1691.0,164441,10.0,981
Pancorbo,Burgos,Pancorbo,548.26,21,-,0,1445.0,138383,8.0,633
Pancrudo,Teruel,Pancrudo,-,-,-,0,1068.0,103002,6.0,501
Paniza,Zaragoza,Paniza,-,-,-,0,1674.0,154117,9.0,720
Panticosa,Huesca,Panticosa,2566.52,41,10.48,7,1513.0,123979,8.0,636
Pantoja,Toledo,Pantoja,753.52,27,7.42,5,1023.0,103420,7.0,582
Pantón,Lugo,Pantón,328.79,33,-,0,1159.0,119979,7.0,588
Papatrigo,Ávila,Papatrigo,0,0,-,0,1022.0,99417,6.0,520
Papiol (El),Barcelona,El Papiol,2505.77,40,22.26,2,2946.0,272259,16.0,1367
Paracuellos,Cuenca,Paracuellos,222.73,1,-,0,1139.0,119313,8.0,608
Paracuellos de Jarama,Madrid,Paracuellos de Jarama,2293.32,89,11.01,23,3314.0,343514,16.0,1414
Paracuellos de Jiloca,Zaragoza,Paracuellos de Jiloca,-,-,-,0,1674.0,154117,9.0,720
Paracuellos de la Ribera,Zaragoza,Paracuellos de la Ribera,-,-,-,0,1674.0,154117,9.0,720
Parada de Arriba,Salamanca,Parada de Arriba,-,-,-,0,1673.0,156058,9.0,801
Parada de Rubiales,Salamanca,Parada de Rubiales,-,-,-,0,1673.0,156058,9.0,801
Parada de Sil,Ourense,Parada de Sil,419.46,19,-,0,1434.0,156580,6.0,564
Paradas,Sevilla,Paradas,-,-,6.12,1,1611.0,162042,10.0,821
Paradela,Lugo,Paradela,606.39,19,-,0,1159.0,119979,7.0,588
Paradinas de San Juan,Salamanca,Paradinas de San Juan,-,-,-,0,1673.0,156058,9.0,801
Páramo (O),Lugo,O Páramo,864.37,8,5.17,1,1159.0,119979,7.0,588
Páramo de Boedo,Palencia,Páramo de Boedo,0,0,-,0,1352.0,128845,7.0,499
Páramo del Sil,León,Páramo del Sil,283.23,16,4.81,2,1237.0,130467,6.0,586
Parauta,Málaga,Parauta,751.36,9,-,0,2630.0,301594,11.0,1055
Parcent,Alicante,Parcent,1976.21,35,-,0,1663.0,176931,9.0,845
Pardilla,Burgos,Pardilla,0,0,-,0,1445.0,138383,8.0,633
Pardines,Girona,Pardines,1058.3,4,-,0,2169.0,193575,11.0,941
Pardos,Guadalajara,Pardos,122.22,1,-,0,1372.0,146012,8.0,691
Paredes,Cuenca,Paredes,0,0,-,0,1139.0,119313,8.0,608
Paredes de Escalona,Toledo,Paredes de Escalona,-,-,-,0,1023.0,103420,7.0,582
Paredes de Nava,Palencia,Paredes de Nava,519.42,30,-,0,1352.0,128845,7.0,499
Paredes de Sigüenza,Guadalajara,Paredes de Sigüenza,-,-,-,0,1372.0,146012,8.0,691
Pareja,Guadalajara,Pareja,1646.46,67,6.3,3,1372.0,146012,8.0,691
Parets del Vallès,Barcelona,Parets del Vallès,2814.04,114,8.7,9,2946.0,272259,16.0,1367
Parla,Madrid,Parla,1586.67,639,8.63,56,3314.0,343514,16.0,1414
Parlavà,Girona,Parlavà,-,-,11.97,1,2169.0,193575,11.0,941
Parra (La),Badajoz,La Parra,398.12,6,-,0,1149.0,126096,7.0,530
Parra de las Vegas (La),Cuenca,La Parra de las Vegas,0,0,-,0,1139.0,119313,8.0,608
Parral (El),Ávila,El Parral,578.51,1,-,0,1022.0,99417,6.0,520
Parras de Castellote (Las),Teruel,Las Parras de Castellote,-,-,-,0,1068.0,103002,6.0,501
Parres,Asturias,Parres,1205.86,62,-,0,1568.0,139373,9.0,672
Parrilla (La),Valladolid,La Parrilla,-,-,-,0,1497.0,151208,8.0,668
Parrillas,Toledo,Parrillas,-,-,-,0,1023.0,103420,7.0,582
Partaloa,Almería,Partaloa,1004.28,7,-,0,1168.0,109377,8.0,668
Partido de la Sierra en Tobalina,Burgos,Partido de la Sierra en Tobalina,189.84,3,-,0,1445.0,138383,8.0,633
Pasaia,Gipuzkoa,Pasaia,2870.01,48,-,0,3234.0,289436,16.0,1275
Pasarón de la Vera,Cáceres,Pasarón de la Vera,549.01,12,-,0,1132.0,119586,6.0,497
Pascualcobo,Ávila,Pascualcobo,228.47,3,-,0,1022.0,99417,6.0,520
Paso (El),Santa Cruz de Tenerife,El Paso,633.8,23,6.67,1,1906.0,174893,10.0,793
Passanant i Belltall,Tarragona,Passanant i Belltall,-,-,-,0,1552.0,140182,9.0,736
Pastores,Salamanca,Pastores,-,-,-,0,1673.0,156058,9.0,801
Pastoriza (A),Lugo,A Pastoriza,486.67,23,7.11,1,1159.0,119979,7.0,588
Pastrana,Guadalajara,Pastrana,593.46,51,5.92,1,1372.0,146012,8.0,691
Pastriz,Zaragoza,Pastriz,-,-,-,0,1674.0,154117,9.0,720
Paterna,Valencia,Paterna,1465.7,681,7.75,44,1445.0,163450,11.0,1042
Paterna de Rivera,Cádiz,Paterna de Rivera,600.63,35,3.0,1,1593.0,158397,9.0,712
Paterna del Campo,Huelva,Paterna del Campo,1138.21,18,-,0,1299.0,122249,10.0,761
Paterna del Madera,Albacete,Paterna del Madera,516.48,2,-,0,1300.0,152281,7.0,659
Paterna del Río,Almería,Paterna del Río,710.54,48,-,0,1168.0,109377,8.0,668
Patones,Madrid,Patones,1117.11,3,-,0,3314.0,343514,16.0,1414
Pau,Girona,Pau,2534.74,35,-,0,2169.0,193575,11.0,941
Paüls,Tarragona,Paüls,-,-,-,0,1552.0,140182,9.0,736
Pavías,Castellón,Pavías,279.31,2,-,0,1133.0,115966,8.0,653
