codigo_ine,num_centros_salud,num_centros_urgencias,num_hospitales,num_colegios,num_universidades,linea_costa_provincia,linea_montana_provincia,poblacion,superficie,densidad_poblacion,feb_avg_min_temp,feb_avg_max_temp,feb_avg_temp,feb_avg_humidity,feb_avg_wind,feb_avg_min_rain,feb_avg_max_rain,feb_avg_rain,feb_avg_clouds,feb_avg_sunshine_hours,jul_avg_min_temp,jul_avg_max_temp,jul_avg_temp,jul_avg_humidity,jul_avg_wind,jul_avg_min_rain,jul_avg_max_rain,jul_avg_rain,jul_avg_clouds,jul_avg_sunshine_hours,kms_capital_provincia,altitud,renta_bruta_media,precio_m2_venta,num_casas_venta,precio_m2_alquiler,num_casas_alquiler,precio_m2_venta_provincia,precio_medio_venta_provincia,precio_m2_alquiler_provincia,precio_medio_alquiler_provincia,tasa_actividad_provincia,tasa_paro_provincia,tasa_empleo_provincia,num_empleos_provincia,cobertura_30,cobertura_100,cobertura_3g,cobertura_4g,sitios_comercio,sitios_turismo,sitios_alojamiento,sitios_ocio,sitios_natural,sitios_servicio,sitios_actividad,sitios_entretenimiento,sitios_catering,sitios_sport,sitios_edificio,sitios_acceso_limitado,sitios_artificial,sitios_acceso,sitios_sin_acceso,sitios_patrimonio,sitios_carretera,sitios_cuota,sitios_comodidad
40214,1,0,0,0,0,3,1,230,23.2,9.92,-3.63,17.89,7.29,71.71,10.87,0,3.0,0.04,28.94,122.1,13.56,38.27,26.79,35.39,9.68,0,3.0,0.02,5.98,347.5,11.65,948,21066,0,0,0,0,1329,133270,9,790,59.18,7.74,54.6,427,100.0,100.0,100.0,100.0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0
14064,1,1,0,4,0,2,2,346,122.03,2.84,0.11,20.87,10.01,77.64,8.86,0,12.0,0.12,31.16,144.2,15.15,41.33,28.1,43.13,8.93,0,0.9,0.0,5.47,379.4,82.01,604,16163,358.61,4,0,0,1405,141657,7,645,55.02,20.67,43.64,562,100.0,100.0,100.0,99.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35031,2,1,0,0,0,1,2,9382,38.8,241.8,12.91,24.0,18.12,66.96,23.47,0,3.0,0.01,36.41,63.4,19.23,31.86,23.48,65.63,38.88,0,0.3,0.0,28.09,52.6,13.82,486,23564,2826.03,76,8.86,13,1743,159907,11,830,60.59,18.06,49.65,1044,94.18,69.76,100.0,100.0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19310,1,0,0,0,0,0,1,8,25.21,0.32,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0,107.92,827,20180,0,0,0,0,1372,146012,8,691,62.89,11.65,55.57,663,100.0,0.0,100.0,47.0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
42198,0,0,0,0,0,3,1,22,22.93,0.96,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6,52.88,1251,19216,0,0,0,0,1288,129163,7,604,60.4,7.32,55.98,393,26.0,0.0,100.0,100.0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
40215,3,0,0,0,0,3,1,79,38.64,2.04,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3,77.75,911,21066,0,0,0,0,1329,133270,9,790,59.18,7.74,54.6,427,10.0,0.0,99.67,99.67,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31249,1,1,0,2,0,2,2,2439,50.27,48.52,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0,80.13,265,17367,697.51,18,0,0,1691,164441,10,981,58.7,8.76,53.56,1155,100.0,100.0,100.0,100.0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
50277,1,0,0,0,0,2,1,63,3.29,19.14,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1,81.07,675,19366,0,0,0,0,1674,154117,9,720,59.3,8.5,54.26,1632,100.0,100.0,89.0,79.0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
38048,2,0,1,3,0,1,2,5084,103.68,49.04,11.46,22.54,16.32,74.97,18.07,0,12.0,0.03,37.87,84.0,16.24,31.47,21.78,77.32,24.05,0,3.0,0.0,36.47,126.3,178.65,585,24803,1320.37,125,8.69,7,1906,174893,10,793,57.67,17.43,47.62,972,33.38,25.54,99.85,97.77,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
28166,1,0,0,0,0,3,2,518,13.53,38.29,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0,45.35,786,25179,1059.17,2,0,0,3314,343514,16,1414,63.79,10.18,57.29,13139,100.0,100.0,100.0,100.0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6142,1,0,0,0,0,3,0,278,19.41,14.32,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,92.03,416,15113,0,0,0,0,1149,126096,7,530,56.6,16.14,47.46,534,59.0,0.0,100.0,100.0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
47185,1,0,0,0,0,3,0,88,21.3,4.13,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3,42.4,773,19844,0,0,0,0,1497,151208,8,668,54.49,9.35,49.39,947,0.0,0.0,100.0,100.0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
16236,1,1,0,2,0,2,2,1108,56.21,19.71,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4,48.25,838,20120,380.97,14,0,0,1139,119313,8,608,56.94,10.77,50.81,329,100.0,100.0,100.0,100.0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
10204,1,0,0,2,0,0,3,438,46.95,9.33,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,150.16,495,15773,658.73,33,2.85,1,1132,119586,6,497,54.28,17.78,44.63,452,92.0,0.0,100.0,100.0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
24189,6,0,0,0,0,2,1,7442,63.63,116.96,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,11.94,892,23213,966.42,131,6.03,17,1237,130467,6,586,53.21,10.62,47.56,660,93.0,80.25,100.0,100.0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
6143,1,1,0,4,0,3,0,4157,72.98,56.96,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,35.94,296,16491,935.99,9,0,0,1149,126096,7,530,56.6,16.14,47.46,534,100.0,100.0,100.0,100.0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0
6144,1,0,0,1,0,3,0,566,41.22,13.73,2.69,26.03,12.56,74.66,10.15,0,3.0,0.04,23.31,157.7,17.2,40.68,28.02,49.38,10.48,0,3.0,0.0,5.26,378.3,136.95,576,15113,281.9,12,0,0,1149,126096,7,530,56.6,16.14,47.46,534,42.0,0.0,100.0,100.0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
19311,2,0,0,0,0,0,1,92,45.21,2.04,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0,75.49,1247,20180,807.71,2,0,0,1372,146012,8,691,62.89,11.65,55.57,663,0.0,0.0,99.5,99.0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
6145,1,0,0,1,0,3,0,1036,51.65,20.06,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,74.79,270,14735,505.35,9,1.79,1,1149,126096,7,530,56.6,16.14,47.46,534,100.0,0.0,100.0,100.0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
37341,1,0,0,0,0,0,2,66,7.59,8.69,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,68.19,805,17879,0,0,0,0,1673,156058,9,801,55.83,10.3,50.08,538,100.0,0.0,100.0,100.0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21072,1,1,0,11,0,1,0,12714,218.67,58.14,5.49,25.43,14.89,70.71,12.67,0,3.0,0.02,26.97,160.4,17.53,40.6,28.73,55.8,12.74,0,0.3,0.0,5.93,377.2,42.31,286,22351,945.99,35,4.84,6,1299,122249,10,761,56.77,12.24,49.83,472,16.2,16.2,100.0,100.0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
10205,1,1,0,2,0,0,3,2190,196.97,11.12,0.33,19.75,10.36,80.89,8.86,0,12.0,0.28,47.88,89.3,11.69,35.58,20.95,73.79,8.89,0,0.9,0.01,27.04,259.6,121.82,470,15054,1270.58,15,0,0,1132,119586,6,497,54.28,17.78,44.63,452,100.0,89.0,100.0,100.0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40216,1,1,0,2,0,3,1,1112,31.0,35.87,-3.63,17.89,7.29,71.71,10.87,0,3.0,0.04,28.94,122.1,13.56,38.27,26.79,35.39,9.68,0,3.0,0.02,5.98,347.5,11.04,903,23034,529.41,29,7.5,1,1329,133270,9,790,59.18,7.74,54.6,427,100.0,100.0,100.0,100.0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
24190,2,0,0,0,0,2,1,152,35.9,4.23,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,46.64,829,18440,446.43,1,0,0,1237,130467,6,586,53.21,10.62,47.56,660,46.33,0.0,100.0,100.0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0
16237,1,0,0,0,0,2,2,95,32.47,2.93,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4,65.85,885,17337,612.94,2,0,0,1139,119313,8,608,56.94,10.77,50.81,329,100.0,0.0,99.0,100.0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
37342,1,0,0,0,0,0,2,277,21.98,12.6,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,13.63,767,17879,0,0,0,0,1673,156058,9,801,55.83,10.3,50.08,538,98.0,0.0,100.0,99.5,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
43162,4,1,0,0,0,1,2,6645,102.7,64.7,-1.73,20.02,9.63,70.27,11.09,0,3.0,0.03,27.37,93.5,14.95,32.58,25.05,65.05,8.86,0,12.0,0.07,19.51,163.1,32.43,17,32589,0,0,0,0,1552,140182,9,736,56.53,10.63,50.52,1234,76.2,19.4,100.0,100.0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
25909,1,0,0,0,0,2,1,156,106.3,1.47,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6,157.67,1155,23784,1045.61,3,0,0,1159,114344,7,654,60.66,10.3,54.42,796,0.0,0.0,100.0,100.0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
16238,1,0,0,0,0,2,2,473,127.88,3.7,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4,106.25,820,17337,329.44,9,0,0,1139,119313,8,608,56.94,10.77,50.81,329,33.33,0.0,100.0,100.0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8297,0,0,0,0,0,1,2,179,39.0,4.59,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6,89.57,672,30746,786.75,1,0,0,2946,272259,16,1367,61.29,9.18,55.67,11030,22.4,0.0,100.0,91.2,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
24193,1,0,0,0,0,2,1,414,44.29,9.35,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,45.95,1008,18440,522.05,13,0,0,1237,130467,6,586,53.21,10.62,47.56,660,88.25,0.0,100.0,100.0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
37344,2,0,0,0,0,0,2,239,45.06,5.3,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,29.48,895,17879,0,0,0,0,1673,156058,9,801,55.83,10.3,50.08,538,44.44,0.0,99.78,99.78,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0
15089,1,0,0,4,0,1,3,5032,52.78,95.34,1.15,18.2,9.8,81.19,12.71,0,12.0,0.16,46.29,57.5,11.34,32.72,19.48,78.74,9.94,0,12.0,0.02,37.93,131.8,79.39,215,22533,913.36,47,0,0,1583,156959,8,666,53.86,10.92,47.98,1466,93.7,7.23,99.98,99.98,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
24196,4,0,0,1,0,2,1,2005,132.01,15.19,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,138.68,606,22451,502.66,37,5.56,3,1237,130467,6,586,53.21,10.62,47.56,660,66.08,0.0,97.67,93.83,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24197,2,0,0,0,1,2,1,824,20.8,39.62,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,16.18,780,18440,370.79,7,0,0,1237,130467,6,586,53.21,10.62,47.56,660,99.33,0.0,100.0,100.0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
39096,1,0,0,0,0,1,1,718,132.86,5.4,-0.42,19.73,9.47,78.11,12.35,0,3.0,0.11,48.17,70.9,11.44,29.33,19.93,82.21,8.64,0,3.0,0.04,47.41,97.0,116.89,905,19676,0,0,0,0,1737,156073,11,881,54.81,8.17,50.33,817,6.24,0.0,99.35,86.59,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
39097,1,0,0,1,0,1,1,748,87.52,8.55,-0.42,19.73,9.47,78.11,12.35,0,3.0,0.11,48.17,70.9,11.44,29.33,19.93,82.21,8.64,0,3.0,0.04,47.41,97.0,63.12,357,19676,742.84,41,12.0,1,1737,156073,11,881,54.81,8.17,50.33,817,14.71,0.0,97.14,94.14,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47187,1,0,0,0,0,3,0,85,31.37,2.71,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,82.0,749,19844,0,0,0,0,1497,151208,8,668,54.49,9.35,49.39,947,0.0,0.0,100.0,100.0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0
35033,4,1,0,2,0,1,2,7645,38.21,200.08,12.91,24.0,18.12,66.96,23.47,0,3.0,0.01,36.41,63.4,19.23,31.86,23.48,65.63,38.88,0,0.3,0.0,28.09,52.6,14.87,841,22600,1216.97,94,9.38,8,1743,159907,11,830,60.59,18.06,49.65,1044,69.42,22.63,99.89,99.74,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
5253,1,0,0,0,0,0,1,71,18.18,3.9,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,28.81,943,17345,698.67,4,0,0,1022,99417,6,520,52.78,14.86,44.94,374,4.0,0.0,100.0,76.0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
49231,4,0,0,0,0,3,2,309,44.15,7.0,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,77.67,752,16878,0,0,0,0,1151,118790,5,497,50.28,12.1,44.2,388,100.0,0.0,100.0,100.0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
37345,1,0,0,0,0,0,2,159,28.11,5.66,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,23.98,788,17879,404.76,1,0,0,1673,156058,9,801,55.83,10.3,50.08,538,10.57,0.0,98.71,98.43,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
24198,1,0,0,1,0,2,1,578,69.31,8.34,-0.12,19.15,8.46,84.1,9.04,0,12.0,0.58,55.81,70.8,10.36,35.76,21.25,70.26,7.7,0,12.0,0.03,27.65,221.6,148.53,760,18440,441.04,11,0,0,1237,130467,6,586,53.21,10.62,47.56,660,54.96,0.0,99.96,99.96,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47188,1,0,0,0,0,3,0,96,17.5,5.49,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3,44.21,717,19844,0,0,0,0,1497,151208,8,668,54.49,9.35,49.39,947,91.0,0.0,100.0,100.0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49232,1,0,0,0,0,3,2,92,10.18,9.04,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,78.97,729,16878,0,0,0,0,1151,118790,5,497,50.28,12.1,44.2,388,5.0,0.0,100.0,99.0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
16239,2,0,0,0,0,2,2,130,32.27,4.03,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0,67.18,1379,17337,661.12,5,0,0,1139,119313,8,608,56.94,10.77,50.81,329,0.0,0.0,99.25,98.25,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
24194,1,0,0,0,0,2,1,262,34.89,7.51,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,42.83,1060,18440,312.5,5,0,0,1237,130467,6,586,53.21,10.62,47.56,660,36.2,0.0,100.0,51.0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0
33074,1,1,0,0,0,1,1,3914,83.25,47.02,-1.52,17.05,7.63,80.0,8.53,0,3.0,0.1,53.71,49.7,10.25,29.18,19.09,82.25,6.62,0,12.0,0.06,43.7,137.1,142.16,7,21489,819.63,85,6.06,11,1568,139373,9,672,48.86,11.36,43.31,929,46.65,5.42,96.9,88.68,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
49233,1,0,0,0,0,3,2,81,18.55,4.37,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,54.47,702,16878,96.15,1,0,0,1151,118790,5,497,50.28,12.1,44.2,388,0.0,0.0,100.0,100.0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
40222,1,0,0,0,0,3,1,216,21.96,9.84,-3.63,17.89,7.29,71.71,10.87,0,3.0,0.04,28.94,122.1,13.56,38.27,26.79,35.39,9.68,0,3.0,0.02,5.98,347.5,38.31,918,21066,0,0,0,0,1329,133270,9,790,59.18,7.74,54.6,427,100.0,0.0,100.0,100.0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
24199,2,0,0,0,0,2,1,426,72.95,5.84,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,40.38,939,18440,658.28,16,24.0,1,1237,130467,6,586,53.21,10.62,47.56,660,73.38,0.0,100.0,88.38,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
40223,1,0,0,1,0,3,1,313,21.92,14.28,-3.63,17.89,7.29,71.71,10.87,0,3.0,0.04,28.94,122.1,13.56,38.27,26.79,35.39,9.68,0,3.0,0.02,5.98,347.5,28.34,1022,21066,0,0,0,0,1329,133270,9,790,59.18,7.74,54.6,427,64.5,2.0,100.0,100.0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0
24201,12,0,0,0,0,2,1,1149,122.9,9.35,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,21.34,945,20641,674.4,22,3.33,1,1237,130467,6,586,53.21,10.62,47.56,660,81.15,0.0,96.38,99.23,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
18911,3,0,0,0,0,1,1,11678,14.1,828.23,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0,14.16,613,23549,1097.05,119,0,0,1691,181669,8,760,58.31,22.18,45.37,697,95.25,90.25,100.0,100.0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10902,1,0,0,1,0,0,3,845,22.38,37.76,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,97.53,261,15773,0,0,0,0,1132,119586,6,497,54.28,17.78,44.63,452,94.0,0.0,100.0,100.0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
37346,1,0,0,0,0,0,2,284,43.7,6.5,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,38.28,1046,17879,0,0,7.69,1,1673,156058,9,801,55.83,10.3,50.08,538,50.0,12.5,99.88,95.75,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
44250,1,0,0,0,0,2,1,21,13.67,1.54,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0,58.3,1255,18797,0,0,0,0,1068,103002,6,501,57.96,9.07,52.7,425,95.0,0.0,100.0,94.0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32083,1,1,0,0,0,2,2,886,290.79,3.05,-0.12,19.15,8.46,84.1,9.04,0,12.0,0.58,55.81,70.8,10.36,35.76,21.25,70.26,7.7,0,12.0,0.03,27.65,221.6,31.34,485,16806,299.04,21,0,0,1434,156580,6,564,48.99,10.84,43.68,471,26.8,0.0,97.33,92.77,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
11039,5,1,1,6,0,1,0,12572,264.58,47.52,2.64,21.68,12.75,79.68,13.9,0,12.0,0.04,28.58,130.7,15.88,38.19,25.48,62.23,12.17,0,0.9,0.0,8.1,342.9,55.3,198,19482,2081.42,328,10.57,29,1593,158397,9,712,55.05,21.7,43.1,804,73.06,32.12,99.62,99.69,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
45181,1,1,0,1,0,0,2,2905,144.8,20.06,-2.11,18.04,7.71,70.46,11.52,0,3.0,0.04,29.26,119.4,14.3,38.49,27.05,36.06,10.33,0,3.0,0.01,5.5,357.0,98.72,432,18547,1125.0,31,3.61,2,1023,103420,7,582,62.04,14.93,52.77,789,95.0,48.0,100.0,100.0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
42200,2,0,0,0,0,3,1,72,71.59,1.01,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6,54.67,979,19216,0,0,0,0,1288,129163,7,604,60.4,7.32,55.98,393,11.33,0.0,100.0,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47189,1,0,0,0,0,3,0,168,23.03,7.29,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3,66.88,746,19844,0,0,0,0,1497,151208,8,668,54.49,9.35,49.39,947,0.0,0.0,95.0,84.0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0
5254,1,0,0,0,0,0,1,212,20.45,10.37,-2.11,18.04,7.71,70.46,11.52,0,3.0,0.04,29.26,119.4,14.3,38.49,27.05,36.06,10.33,0,3.0,0.01,5.5,357.0,28.77,932,17345,332.53,14,2.67,1,1022,99417,6,520,52.78,14.86,44.94,374,48.0,0.0,100.0,100.0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
4097,1,0,0,0,0,1,2,235,66.4,3.54,6.57,20.76,13.76,70.53,16.45,0,0.9,0.01,21.46,120.4,18.99,37.01,26.23,68.78,13.03,0,0.3,0.0,9.21,291.1,52.27,920,15879,636.04,9,0,0,1168,109377,8,668,61.31,15.39,51.87,655,0.0,0.0,100.0,100.0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
18184,1,0,0,3,0,1,1,2923,79.11,36.95,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0,51.99,173,18563,959.34,126,7.14,1,1691,181669,8,760,58.31,22.18,45.37,697,33.33,33.33,100.0,99.67,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4098,2,2,0,4,0,1,2,1946,441.32,4.41,2.41,23.26,12.49,63.65,11.27,0,3.0,0.02,26.17,135.7,17.76,37.93,26.77,62.42,9.58,0,3.0,0.0,11.66,314.9,165.98,1053,16382,669.42,87,4.92,2,1168,109377,8,668,61.31,15.39,51.87,655,46.41,5.88,84.18,86.0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
