codigo_ine,num_centros_salud,num_centros_urgencias,num_hospitales,num_colegios,num_universidades,linea_costa_provincia,linea_montana_provincia,poblacion,superficie,densidad_poblacion,feb_avg_min_temp,feb_avg_max_temp,feb_avg_temp,feb_avg_humidity,feb_avg_wind,feb_avg_min_rain,feb_avg_max_rain,feb_avg_rain,feb_avg_clouds,feb_avg_sunshine_hours,jul_avg_min_temp,jul_avg_max_temp,jul_avg_temp,jul_avg_humidity,jul_avg_wind,jul_avg_min_rain,jul_avg_max_rain,jul_avg_rain,jul_avg_clouds,jul_avg_sunshine_hours,kms_capital_provincia,altitud,renta_bruta_media,precio_m2_venta,num_casas_venta,precio_m2_alquiler,num_casas_alquiler,precio_m2_venta_provincia,precio_medio_venta_provincia,precio_m2_alquiler_provincia,precio_medio_alquiler_provincia,tasa_actividad_provincia,tasa_paro_provincia,tasa_empleo_provincia,num_empleos_provincia,cobertura_30,cobertura_100,cobertura_3g,cobertura_4g,sitios_comercio,sitios_turismo,sitios_alojamiento,sitios_ocio,sitios_natural,sitios_servicio,sitios_actividad,sitios_entretenimiento,sitios_catering,sitios_sport,sitios_edificio,sitios_acceso_limitado,sitios_artificial,sitios_acceso,sitios_sin_acceso,sitios_patrimonio,sitios_carretera,sitios_cuota,sitios_comodidad
17029,2,0,0,0,0,1,1,271,10.88,24.91,-0.59,20.14,9.69,68.47,16.52,0,3.0,0.04,38.23,115.1,16.6,35.21,25.51,56.07,15.55,0,3.0,0.02,21.88,273.7,59.38,111,31051,833.84,10,0,0,2169,193575,11,941,63.76,8.26,58.49,1248,0.0,0.0,100.0,100.0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
34035,1,0,0,0,0,2,2,114,51.27,2.22,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3,50.55,782,19171,120.7,5,0,0,1352,128845,7,499,55.84,10.52,49.97,442,0.0,0.0,99.0,99.0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34034,1,0,0,0,0,2,2,121,28.66,4.22,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8,38.66,783,19171,0,0,0,0,1352,128845,7,499,55.84,10.52,49.97,442,44.0,0.0,100.0,100.0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28022,2,1,1,44,2,3,2,59052,47.2,1251.23,-2.15,17.95,7.65,70.46,11.52,0,3.0,0.04,29.3,119.5,14.37,38.4,26.94,36.06,10.3,0,3.0,0.01,5.48,359.0,23.78,727,62965,3308.81,332,0,79,3314,343514,16,1414,63.79,10.18,57.29,13139,61.67,61.67,99.83,99.83,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
33007,1,1,0,5,0,1,1,1452,120.28,12.07,-1.52,17.05,7.63,80.0,8.53,0,3.0,0.1,53.71,49.7,10.25,29.18,19.09,82.25,6.62,0,12.0,0.06,43.7,137.1,133.29,415,19459,559.01,36,0,0,1568,139373,9,672,48.86,11.36,43.31,929,33.42,0.0,95.92,98.05,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
28023,3,0,0,7,0,3,2,8009,39.59,202.29,-3.63,17.89,7.29,71.71,10.87,0,3.0,0.04,28.94,122.1,13.56,38.27,26.79,35.39,9.68,0,3.0,0.02,5.98,347.5,51.88,949,33701,1801.41,21,11.67,1,3314,343514,16,1414,63.79,10.18,57.29,13139,79.91,54.18,99.82,98.36,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
26031,1,0,0,0,0,2,2,99,4.66,21.24,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6,37.53,579,21118,580.32,5,0,0,1457,148105,8,703,60.27,10.19,54.13,677,100.0,100.0,100.0,100.0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
47020,1,0,0,1,0,3,0,292,32.7,8.93,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3,78.39,758,19844,0,0,0,0,1497,151208,8,668,54.49,9.35,49.39,947,100.0,0.0,97.0,86.0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
32013,1,0,0,0,0,2,2,2206,87.82,25.12,-0.12,19.15,8.46,84.1,9.04,0,12.0,0.58,55.81,70.8,10.36,35.76,21.25,70.26,7.7,0,12.0,0.03,27.65,221.6,34.84,419,16316,428.33,19,0,0,1434,156580,6,564,48.99,10.84,43.68,471,79.59,14.18,99.92,99.92,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
24020,9,0,0,0,0,2,1,444,291.89,1.52,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,107.9,1107,18440,687.71,23,18.0,1,1237,130467,6,586,53.21,10.62,47.56,660,44.44,0.0,100.0,86.89,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
46072,1,1,0,5,0,1,0,4101,96.98,42.29,2.82,22.95,12.68,64.49,13.61,0,3.0,0.01,20.51,128.7,18.05,35.48,26.22,66.97,10.8,0,3.0,0.01,10.71,286.3,95.36,626,23532,468.75,101,3.37,2,1445,163450,11,1042,59.18,12.36,51.87,3312,97.0,64.0,100.0,100.0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
40032,1,1,0,2,0,3,1,701,41.54,16.87,-3.63,17.89,7.29,71.71,10.87,0,3.0,0.04,28.94,122.1,13.56,38.27,26.79,35.39,9.68,0,3.0,0.02,5.98,347.5,78.18,964,21066,0,0,9.11,2,1329,133270,9,790,59.18,7.74,54.6,427,33.33,33.33,100.0,100.0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
47021,1,0,0,0,0,3,0,80,16.32,4.9,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3,49.41,773,19844,0,0,0,0,1497,151208,8,668,54.49,9.35,49.39,947,0.0,0.0,100.0,100.0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
47022,1,0,0,0,0,3,0,69,6.2,11.13,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3,65.45,762,19844,0,0,0,0,1497,151208,8,668,54.49,9.35,49.39,947,0.0,0.0,100.0,100.0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
19052,1,0,0,0,0,0,1,21,21.76,0.97,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0,81.12,1118,20180,107.5,2,0,0,1372,146012,8,691,62.89,11.65,55.57,663,100.0,0.0,100.0,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37054,1,0,0,0,0,0,2,256,60.74,4.21,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,108.16,793,17879,425.82,3,0,0,1673,156058,9,801,55.83,10.3,50.08,538,55.6,0.0,98.0,99.8,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
6021,1,0,0,1,0,3,0,1017,68.37,14.88,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,106.11,602,15504,0,0,0,0,1149,126096,7,530,56.6,16.14,47.46,534,100.0,100.0,100.0,100.0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
