municipio,provincia,municipio_nombre_humano,precio_m2_venta,num_casas_venta
Paderne,A Coruña,Paderne,824.61,44
Padrón,A Coruña,Padrón,892.59,62
Pino (O),A Coruña,O Pino,870.7,37
Pobra do Caramiñal (A),A Coruña,A Pobra do Caramiñal,-,0
Ponteceso,A Coruña,Ponteceso,786.03,76
Pontedeume,A Coruña,Pontedeume,966.53,152
Pontes de García Rodríguez (As),A Coruña,As Pontes de García Rodríguez,686.24,71
Porto do Son,A Coruña,Porto do Son,1354.97,122
Rianxo,A Coruña,Rianxo,827.7,89
Ribeira,A Coruña,Ribeira,1328.52,364
Rois,A Coruña,Rois,1161.72,34
Sada,A Coruña,Sada,1347.49,355
San Sadurniño,A Coruña,San Sadurniño,754.89,53
Santa Comba,A Coruña,Santa Comba,730.74,21
Santiago de Compostela,A Coruña,Santiago de Compostela,2130.77,1130
Santiso,A Coruña,Santiso,549.29,8
Sobrado,A Coruña,Sobrado,420.29,22
Somozas (As),A Coruña,As Somozas,-,0
Teo,A Coruña,Teo,1066.3,258
Toques,A Coruña,Toques,677.69,5
Tordoia,A Coruña,Tordoia,598.72,11
Touro,A Coruña,Touro,787.74,24
Trazo,A Coruña,Trazo,705.27,7
Val do Dubra,A Coruña,Val do Dubra,505.31,11
Valdoviño,A Coruña,Valdoviño,983.31,125
Vedra,A Coruña,Vedra,913.36,47
Vilarmaior,A Coruña,Vilarmaior,708.19,22
Vilasantar,A Coruña,Vilasantar,503.49,24
Vimianzo,A Coruña,Vimianzo,681.85,39
Zas,A Coruña,Zas,725.16,12
Abia de la Obispalía,Cuenca,Abia de la Obispalía,nan,0
Acebrón (El),Cuenca,El Acebrón,372.39,10
Alarcón,Cuenca,Alarcón,2750.0,2
Albaladejo del Cuende,Cuenca,Albaladejo del Cuende,306.75,2
Albalate de las Nogueras,Cuenca,Albalate de las Nogueras,381.75,6
Albendea,Cuenca,Albendea,285.0,1
Alberca de Záncara (La),Cuenca,La Alberca de Záncara,450.1,18
Alcalá de la Vega,Cuenca,Alcalá de la Vega,nan,0
Alcantud,Cuenca,Alcantud,445.71,3
Alcázar del Rey,Cuenca,Alcázar del Rey,440.4,10
Alcohujate,Cuenca,Alcohujate,nan,0
Alconchel de la Estrella,Cuenca,Alconchel de la Estrella,430.06,4
Algarra,Cuenca,Algarra,nan,0
Aliaguilla,Cuenca,Aliaguilla,348.37,13
Almarcha (La),Cuenca,La Almarcha,411.95,9
Almendros,Cuenca,Almendros,295.71,8
Almodóvar del Pinar,Cuenca,Almodóvar del Pinar,758.26,6
Almonacid del Marquesado,Cuenca,Almonacid del Marquesado,328.25,6
Altarejos,Cuenca,Altarejos,255.0,1
Arandilla del Arroyo,Cuenca,Arandilla del Arroyo,548.78,1
Arcas,Cuenca,Arcas,-,0
Arcos de la Sierra,Cuenca,Arcos de la Sierra,nan,0
Arguisuelas,Cuenca,Arguisuelas,nan,0
Arrancacepas,Cuenca,Arrancacepas,nan,0
Atalaya del Cañavate,Cuenca,Atalaya del Cañavate,326.09,1
Barajas de Melo,Cuenca,Barajas de Melo,686.59,59
Barchín del Hoyo,Cuenca,Barchín del Hoyo,639.85,4
Bascuñana de San Pedro,Cuenca,Bascuñana de San Pedro,nan,0
Beamud,Cuenca,Beamud,317.1,2
Belinchón,Cuenca,Belinchón,405.43,11
Belmonte,Cuenca,Belmonte,608.46,36
Belmontejo,Cuenca,Belmontejo,240.0,1
Beteta,Cuenca,Beteta,346.05,3
Boniches,Cuenca,Boniches,inf,7
Buciegas,Cuenca,Buciegas,150.0,3
Buenache de Alarcón,Cuenca,Buenache de Alarcón,289.27,4
Buenache de la Sierra,Cuenca,Buenache de la Sierra,1790.53,4
Buendía,Cuenca,Buendía,616.81,14
Campillo de Altobuey,Cuenca,Campillo de Altobuey,659.41,11
Campillos-Paravientos,Cuenca,Campillos-Paravientos,307.69,1
Campillos-Sierra,Cuenca,Campillos-Sierra,nan,0
Campos del Paraíso,Cuenca,Campos del Paraíso,inf,33
Canalejas del Arroyo,Cuenca,Canalejas del Arroyo,206.87,3
Cañada del Hoyo,Cuenca,Cañada del Hoyo,263.33,1
Cañada Juncosa,Cuenca,Cañada Juncosa,471.57,4
Cañamares,Cuenca,Cañamares,487.41,4
Cañavate (El),Cuenca,El Cañavate,1211.34,1
Cañaveras,Cuenca,Cañaveras,294.85,7
Cañaveruelas,Cuenca,Cañaveruelas,373.06,2
Cañete,Cuenca,Cañete,428.6,11
Cañizares,Cuenca,Cañizares,636.36,1
Carboneras de Guadazaón,Cuenca,Carboneras de Guadazaón,742.71,4
Cardenete,Cuenca,Cardenete,457.96,8
Carrascosa,Cuenca,Carrascosa,158.25,1
Carrascosa de Haro,Cuenca,Carrascosa de Haro,370.83,3
Casas de Benítez,Cuenca,Casas de Benítez,421.72,20
Casas de Fernando Alonso,Cuenca,Casas de Fernando Alonso,315.51,7
Casas de Garcimolina,Cuenca,Casas de Garcimolina,134.41,1
Casas de Guijarro,Cuenca,Casas de Guijarro,189.85,3
Casas de Haro,Cuenca,Casas de Haro,555.06,5
Casas de los Pinos,Cuenca,Casas de los Pinos,252.9,2
Casasimarro,Cuenca,Casasimarro,524.41,10
Castejón,Cuenca,Castejón,355.4,3
Castillejo de Iniesta,Cuenca,Castillejo de Iniesta,490.0,1
Castillejo-Sierra,Cuenca,Castillejo-Sierra,355.77,2
Castillo de Garcimuñoz,Cuenca,Castillo de Garcimuñoz,707.95,7
Castillo-Albaráñez,Cuenca,Castillo-Albaráñez,nan,0
Cervera del Llano,Cuenca,Cervera del Llano,695.96,9
Chillarón de Cuenca,Cuenca,Chillarón de Cuenca,790.52,39
Chumillas,Cuenca,Chumillas,nan,0
Cierva (La),Cuenca,La Cierva,nan,0
Cuenca,Cuenca,Cuenca,1389.68,400
Cueva del Hierro,Cuenca,Cueva del Hierro,nan,0
Enguídanos,Cuenca,Enguídanos,473.45,14
Fresneda de Altarejos,Cuenca,Fresneda de Altarejos,958.33,1
Fresneda de la Sierra,Cuenca,Fresneda de la Sierra,133.33,1
Frontera (La),Cuenca,La Frontera,438.46,6
Fuente de Pedro Naharro,Cuenca,Fuente de Pedro Naharro,506.95,15
Fuentelespino de Haro,Cuenca,Fuentelespino de Haro,332.8,4
Fuentelespino de Moya,Cuenca,Fuentelespino de Moya,178.03,2
Fuentenava de Jábaga,Cuenca,Fuentenava de Jábaga,660.49,16
Fuentes,Cuenca,Fuentes,335.86,8
Fuertescusa,Cuenca,Fuertescusa,nan,0
Gabaldón,Cuenca,Gabaldón,nan,0
Garaballa,Cuenca,Garaballa,231.15,3
Gascueña,Cuenca,Gascueña,352.17,5
Graja de Campalbo,Cuenca,Graja de Campalbo,nan,0
Graja de Iniesta,Cuenca,Graja de Iniesta,295.56,2
Henarejos,Cuenca,Henarejos,nan,0
Herrumblar (El),Cuenca,El Herrumblar,931.11,3
Hinojosa (La),Cuenca,La Hinojosa,207.43,4
Hinojosos (Los),Cuenca,Los Hinojosos,267.49,26
Hito (El),Cuenca,El Hito,525.89,7
Honrubia,Cuenca,Honrubia,596.3,8
Hontanaya,Cuenca,Hontanaya,305.96,4
Hontecillas,Cuenca,Hontecillas,738.88,3
Horcajo de Santiago,Cuenca,Horcajo de Santiago,438.91,134
Huélamo,Cuenca,Huélamo,320.63,2
Huelves,Cuenca,Huelves,541.76,5
Huérguina,Cuenca,Huérguina,392.56,3
Huerta de la Obispalía,Cuenca,Huerta de la Obispalía,324.79,1
Huerta del Marquesado,Cuenca,Huerta del Marquesado,493.41,4
Huete,Cuenca,Huete,414.59,34
Iniesta,Cuenca,Iniesta,575.84,21
Laguna del Marquesado,Cuenca,Laguna del Marquesado,nan,0
Lagunaseca,Cuenca,Lagunaseca,nan,0
Landete,Cuenca,Landete,387.38,16
Ledaña,Cuenca,Ledaña,326.53,11
Leganiel,Cuenca,Leganiel,426.09,6
Majadas (Las),Cuenca,Las Majadas,574.21,2
Mariana,Cuenca,Mariana,939.39,2
Masegosa,Cuenca,Masegosa,nan,0
Mesas (Las),Cuenca,Las Mesas,420.17,17
Minglanilla,Cuenca,Minglanilla,421.89,21
Mira,Cuenca,Mira,367.84,13
Monreal del Llano,Cuenca,Monreal del Llano,nan,0
Montalbanejo,Cuenca,Montalbanejo,217.95,1
Montalbo,Cuenca,Montalbo,523.45,18
Monteagudo de las Salinas,Cuenca,Monteagudo de las Salinas,nan,0
Mota de Altarejos,Cuenca,Mota de Altarejos,252.1,1
Mota del Cuervo,Cuenca,Mota del Cuervo,438.51,48
Motilla del Palancar,Cuenca,Motilla del Palancar,924.53,43
Moya,Cuenca,Moya,318.82,3
Narboneta,Cuenca,Narboneta,377.05,3
Olivares de Júcar,Cuenca,Olivares de Júcar,391.88,7
Olmeda de la Cuesta,Cuenca,Olmeda de la Cuesta,nan,0
Olmeda del Rey,Cuenca,Olmeda del Rey,383.65,4
Olmedilla de Alarcón,Cuenca,Olmedilla de Alarcón,754.84,1
Olmedilla de Eliz,Cuenca,Olmedilla de Eliz,785.0,2
Osa de la Vega,Cuenca,Osa de la Vega,313.26,6
Pajarón,Cuenca,Pajarón,nan,0
Pajaroncillo,Cuenca,Pajaroncillo,250.0,1
Palomares del Campo,Cuenca,Palomares del Campo,364.7,7
Palomera,Cuenca,Palomera,893.57,9
Paracuellos,Cuenca,Paracuellos,222.73,1
Paredes,Cuenca,Paredes,nan,0
Parra de las Vegas (La),Cuenca,La Parra de las Vegas,nan,0
Pedernoso (El),Cuenca,El Pedernoso,570.58,9
Pedroñeras (Las),Cuenca,Las Pedroñeras,705.24,16
Peral (El),Cuenca,El Peral,300.18,1
Peraleja (La),Cuenca,La Peraleja,231.01,6
Pesquera (La),Cuenca,La Pesquera,497.15,4
Picazo (El),Cuenca,El Picazo,423.04,8
Pinarejo,Cuenca,Pinarejo,215.91,2
Pineda de Gigüela,Cuenca,Pineda de Gigüela,-,0
Piqueras del Castillo,Cuenca,Piqueras del Castillo,nan,0
Portalrubio de Guadamejud,Cuenca,Portalrubio de Guadamejud,-,0
Portilla,Cuenca,Portilla,583.59,6
Poyatos,Cuenca,Poyatos,538.89,3
Pozoamargo,Cuenca,Pozoamargo,795.98,7
Pozorrubielos de la Mancha,Cuenca,Pozorrubielos de la Mancha,507.98,2
Pozorrubio de Santiago,Cuenca,Pozorrubio de Santiago,383.93,15
Pozuelo (El),Cuenca,El Pozuelo,nan,0
Priego,Cuenca,Priego,506.43,19
Provencio (El),Cuenca,El Provencio,385.3,31
Puebla de Almenara,Cuenca,Puebla de Almenara,334.03,14
Puebla del Salvador,Cuenca,Puebla del Salvador,445.54,3
Quintanar del Rey,Cuenca,Quintanar del Rey,749.92,21
Rada de Haro,Cuenca,Rada de Haro,230.77,1
Reíllo,Cuenca,Reíllo,322.93,2
Rozalén del Monte,Cuenca,Rozalén del Monte,inf,5
Saceda-Trasierra,Cuenca,Saceda-Trasierra,nan,0
Saelices,Cuenca,Saelices,512.16,25
Salinas del Manzano,Cuenca,Salinas del Manzano,528.09,2
Salmeroncillos,Cuenca,Salmeroncillos,185.71,1
Salvacañete,Cuenca,Salvacañete,395.84,7
San Clemente,Cuenca,San Clemente,1753.93,83
San Lorenzo de la Parrilla,Cuenca,San Lorenzo de la Parrilla,378.38,3
San Martín de Boniches,Cuenca,San Martín de Boniches,nan,0
San Pedro Palmiches,Cuenca,San Pedro Palmiches,239.02,2
Santa Cruz de Moya,Cuenca,Santa Cruz de Moya,468.51,4
Santa María de los Llanos,Cuenca,Santa María de los Llanos,537.32,4
Santa María del Campo Rus,Cuenca,Santa María del Campo Rus,486.1,7
Santa María del Val,Cuenca,Santa María del Val,nan,0
Sisante,Cuenca,Sisante,323.83,19
Solera de Gabaldón,Cuenca,Solera de Gabaldón,-,0
Sotorribas,Cuenca,Sotorribas,432.7,9
Talayuelas,Cuenca,Talayuelas,inf,21
Tarancón,Cuenca,Tarancón,865.77,256
Tébar,Cuenca,Tébar,240.89,2
Tejadillos,Cuenca,Tejadillos,230.95,2
Tinajas,Cuenca,Tinajas,254.58,6
Torralba,Cuenca,Torralba,585.19,3
Torrejoncillo del Rey,Cuenca,Torrejoncillo del Rey,278.9,9
Torrubia del Campo,Cuenca,Torrubia del Campo,463.1,8
Torrubia del Castillo,Cuenca,Torrubia del Castillo,750.0,1
Tragacete,Cuenca,Tragacete,318.06,4
Tresjuncos,Cuenca,Tresjuncos,224.37,8
Tribaldos,Cuenca,Tribaldos,476.13,15
Uclés,Cuenca,Uclés,498.78,13
Uña,Cuenca,Uña,630.14,2
Valdecolmenas (Los),Cuenca,Los Valdecolmenas,211.54,1
Valdemeca,Cuenca,Valdemeca,179.17,2
Valdemorillo de la Sierra,Cuenca,Valdemorillo de la Sierra,328.79,4
Valdemoro-Sierra,Cuenca,Valdemoro-Sierra,196.46,2
Valdeolivas,Cuenca,Valdeolivas,300.0,2
Valdetórtola,Cuenca,Valdetórtola,500.67,3
Valeras (Las),Cuenca,Las Valeras,420.7,6
Valhermoso de la Fuente,Cuenca,Valhermoso de la Fuente,261.11,2
Valle de Altomira (El),Cuenca,El Valle de Altomira,310.5,10
Valsalobre,Cuenca,Valsalobre,500.0,1
Valverde de Júcar,Cuenca,Valverde de Júcar,380.97,14
Valverdejo,Cuenca,Valverdejo,612.94,2
Vara de Rey,Cuenca,Vara de Rey,329.44,9
Vega del Codorno,Cuenca,Vega del Codorno,661.12,5
Vellisca,Cuenca,Vellisca,322.09,6
Villaconejos de Trabaque,Cuenca,Villaconejos de Trabaque,268.79,10
Villaescusa de Haro,Cuenca,Villaescusa de Haro,560.27,10
Villagarcía del Llano,Cuenca,Villagarcía del Llano,422.13,2
Villalba de la Sierra,Cuenca,Villalba de la Sierra,962.04,9
Villalba del Rey,Cuenca,Villalba del Rey,549.36,9
Villalgordo del Marquesado,Cuenca,Villalgordo del Marquesado,235.29,1
Villalpardo,Cuenca,Villalpardo,325.81,5
Villamayor de Santiago,Cuenca,Villamayor de Santiago,327.3,50
Villanueva de Guadamejud,Cuenca,Villanueva de Guadamejud,-,0
Villanueva de la Jara,Cuenca,Villanueva de la Jara,575.05,14
Villar de Cañas,Cuenca,Villar de Cañas,666.54,44
Villar de Domingo García,Cuenca,Villar de Domingo García,178.24,3
Villar de la Encina,Cuenca,Villar de la Encina,163.64,1
Villar de Olalla,Cuenca,Villar de Olalla,888.31,24
Villar del Humo,Cuenca,Villar del Humo,nan,0
Villar del Infantado,Cuenca,Villar del Infantado,616.67,2
Villar y Velasco,Cuenca,Villar y Velasco,792.0,1
Villarejo de Fuentes,Cuenca,Villarejo de Fuentes,376.99,13
Villarejo de la Peñuela,Cuenca,Villarejo de la Peñuela,310.16,1
Villarejo-Periesteban,Cuenca,Villarejo-Periesteban,318.18,1
Villares del Saz,Cuenca,Villares del Saz,385.6,6
Villarrubio,Cuenca,Villarrubio,484.84,9
Villarta,Cuenca,Villarta,489.45,6
Villas de la Ventosa,Cuenca,Villas de la Ventosa,338.35,6
Villaverde y Pasaconsol,Cuenca,Villaverde y Pasaconsol,373.16,4
Víllora,Cuenca,Víllora,842.11,2
Vindel,Cuenca,Vindel,nan,0
Yémeda,Cuenca,Yémeda,nan,0
Zafra de Záncara,Cuenca,Zafra de Záncara,452.57,6
Zafrilla,Cuenca,Zafrilla,300.0,1
Zarza de Tajo,Cuenca,Zarza de Tajo,604.35,23
Zarzuela,Cuenca,Zarzuela,467.68,5
Agullana,Girona,Agullana,inf,14
Aiguaviva,Girona,Aiguaviva,1967.81,10
Albanyà,Girona,Albanyà,-,0
Albons,Girona,Albons,2324.94,14
Alp,Girona,Alp,2439.12,129
Amer,Girona,Amer,inf,37
Anglès,Girona,Anglès,-,0
Arbúcies,Girona,Arbúcies,1176.04,155
Argelaguer,Girona,Argelaguer,651.65,3
Armentera (L'),Girona,L' Armentera,-,0
Avinyonet de Puigventós,Girona,Avinyonet de Puigventós,1695.1,40
Banyoles,Girona,Banyoles,inf,80
Bàscara,Girona,Bàscara,-,0
Begur,Girona,Begur,3711.86,511
Bellcaire d'Empordà,Girona,Bellcaire d'Empordà,-,0
Besalú,Girona,Besalú,inf,36
Bescanó,Girona,Bescanó,1431.07,43
Beuda,Girona,Beuda,4211.79,4
Bisbal d'Empordà (La),Girona,La Bisbal d'Empordà,-,0
Biure,Girona,Biure,inf,13
Blanes,Girona,Blanes,2374.38,971
Boadella i les Escaules,Girona,Boadella i les Escaules,-,0
Bolvir,Girona,Bolvir,3312.55,27
Bordils,Girona,Bordils,2714.75,17
Borrassà,Girona,Borrassà,-,0
Breda,Girona,Breda,1715.5,64
Brunyola i Sant Martí Sapresa,Girona,Brunyola i Sant Martí Sapresa,-,0
Cabanelles,Girona,Cabanelles,inf,8
Cabanes,Girona,Cabanes,3930.21,13
Cadaqués,Girona,Cadaqués,7182.93,20
Caldes de Malavella,Girona,Caldes de Malavella,1822.92,219
Calonge i Sant Antoni,Girona,Calonge i Sant Antoni,-,0
Camós,Girona,Camós,1624.86,18
Campdevànol,Girona,Campdevànol,-,0
Campelles,Girona,Campelles,666.67,1
Campllong,Girona,Campllong,2294.35,8
Camprodon,Girona,Camprodon,inf,57
Canet d'Adri,Girona,Canet d'Adri,-,0
Cantallops,Girona,Cantallops,2028.5,19
Capmany,Girona,Capmany,1109.99,12
Cassà de la Selva,Girona,Cassà de la Selva,-,0
Castellfollit de la Roca,Girona,Castellfollit de la Roca,827.29,18
Castelló d'Empúries,Girona,Castelló d'Empúries,-,0
Castell-Platja d'Aro,Girona,Castell-Platja d'Aro,-,0
Cellera de Ter (La),Girona,La Cellera de Ter,1350.64,28
Celrà,Girona,Celrà,-,0
Cervià de Ter,Girona,Cervià de Ter,-,0
Cistella,Girona,Cistella,inf,16
Colera,Girona,Colera,2759.3,32
Colomers,Girona,Colomers,1927.66,7
Corçà,Girona,Corçà,-,0
Cornellà del Terri,Girona,Cornellà del Terri,-,0
Crespià,Girona,Crespià,-,0
Cruïlles (Mo)nells i Sant Sadurní de l'Heura,Girona,Mo Cruïllesnells i Sant Sadurní de l'Heura,-,0
Darnius,Girona,Darnius,1304.66,19
Das,Girona,Das,2233.76,12
Escala (L'),Girona,L' Escala,-,0
Espinelves,Girona,Espinelves,1336.93,3
Espolla,Girona,Espolla,1240.69,2
Esponellà,Girona,Esponellà,-,0
Far d'Empordà (El),Girona,El Far d'Empordà,-,0
Figueres,Girona,Figueres,1687.93,780
Flaçà,Girona,Flaçà,-,0
Foixà,Girona,Foixà,-,0
Fontanals de Cerdanya,Girona,Fontanals de Cerdanya,3417.76,20
Fontanilles,Girona,Fontanilles,2611.36,6
Fontcoberta,Girona,Fontcoberta,inf,5
Forallac,Girona,Forallac,inf,94
Fornells de la Selva,Girona,Fornells de la Selva,2299.68,23
Fortià,Girona,Fortià,-,0
Garrigàs,Girona,Garrigàs,-,0
Garrigoles,Girona,Garrigoles,nan,0
Garriguella,Girona,Garriguella,6352.1,30
Ger,Girona,Ger,2224.33,24
Girona,Girona,Girona,2893.16,1011
Gombrèn,Girona,Gombrèn,-,0
Gualta,Girona,Gualta,2542.23,16
Guils de Cerdanya,Girona,Guils de Cerdanya,3001.85,11
Hostalric,Girona,Hostalric,1157.87,79
Isòvol,Girona,Isòvol,-,0
Jafre,Girona,Jafre,2169.6,12
Jonquera (La),Girona,La Jonquera,1299.18,47
Juià,Girona,Juià,-,0
Lladó,Girona,Lladó,inf,12
Llagostera,Girona,Llagostera,inf,242
Llambilles,Girona,Llambilles,2468.92,5
Llanars,Girona,Llanars,1668.5,7
Llançà,Girona,Llançà,-,0
Llers,Girona,Llers,2882.91,36
Llívia,Girona,Llívia,2479.07,28
Lloret de Mar,Girona,Lloret de Mar,2376.52,2558
Llosses (Les),Girona,Les Llosses,1388.89,1
Maçanet de Cabrenys,Girona,Maçanet de Cabrenys,-,0
Maçanet de la Selva,Girona,Maçanet de la Selva,-,0
Madremanya,Girona,Madremanya,inf,7
Maià de Montcal,Girona,Maià de Montcal,-,0
Masarac,Girona,Masarac,1110.4,15
Massanes,Girona,Massanes,1058.09,43
Meranges,Girona,Meranges,1777.52,6
Mieres,Girona,Mieres,865.9,13
Mollet de Peralada,Girona,Mollet de Peralada,827.09,10
Molló,Girona,Molló,2810.41,6
Montagut i Oix,Girona,Montagut i Oix,-,0
Mont-ras,Girona,Mont-ras,3006.58,62
Navata,Girona,Navata,2071.57,61
Ogassa,Girona,Ogassa,inf,8
Olot,Girona,Olot,2651.23,194
Ordis,Girona,Ordis,920.19,14
Osor,Girona,Osor,3501.69,7
Palafrugell,Girona,Palafrugell,2826.29,618
Palamós,Girona,Palamós,2833.86,498
Palau de Santa Eulàlia,Girona,Palau de Santa Eulàlia,-,0
Palau-sator,Girona,Palau-sator,1992.54,3
Palau-saverdera,Girona,Palau-saverdera,8209.9,98
Palol de Revardit,Girona,Palol de Revardit,1015.02,6
Pals,Girona,Pals,2371.67,286
Pardines,Girona,Pardines,1058.3,4
Parlavà,Girona,Parlavà,-,0
Pau,Girona,Pau,2534.74,35
Pedret i Marzà,Girona,Pedret i Marzà,-,0
Pera (La),Girona,La Pera,1674.1,14
Peralada,Girona,Peralada,6240.12,83
Planes d'Hostoles (Les),Girona,Les Planes d'Hostoles,-,0
Planoles,Girona,Planoles,1405.13,8
Pont de Molins,Girona,Pont de Molins,2538.07,14
Pontós,Girona,Pontós,1234.0,14
Porqueres,Girona,Porqueres,1927.89,28
Port de la Selva (El),Girona,El Port de la Selva,4576.24,80
Portbou,Girona,Portbou,1643.84,25
Preses (Les),Girona,Les Preses,inf,14
Puigcerdà,Girona,Puigcerdà,-,0
Quart,Girona,Quart,1659.41,64
Queralbs,Girona,Queralbs,2958.2,2
Rabós,Girona,Rabós,1456.57,11
Regencós,Girona,Regencós,inf,14
Ribes de Freser,Girona,Ribes de Freser,1480.18,35
Riells i Viabrea,Girona,Riells i Viabrea,1493.76,113
Ripoll,Girona,Ripoll,1105.15,101
Riudarenes,Girona,Riudarenes,2487.64,130
Riudaura,Girona,Riudaura,1374.62,6
Riudellots de la Selva,Girona,Riudellots de la Selva,1438.03,24
Riumors,Girona,Riumors,1072.25,16
Roses,Girona,Roses,3498.73,1849
Rupià,Girona,Rupià,-,0
Sales de Llierca,Girona,Sales de Llierca,nan,0
Salt,Girona,Salt,1445.71,270
Sant Andreu Salou,Girona,Sant Andreu Salou,nan,0
Sant Aniol de Finestres,Girona,Sant Aniol de Finestres,inf,17
Sant Climent Sescebes,Girona,Sant Climent Sescebes,1113.65,32
Sant Feliu de Buixalleu,Girona,Sant Feliu de Buixalleu,3793.38,32
Sant Feliu de Guíxols,Girona,Sant Feliu de Guíxols,3453.53,1320
Sant Feliu de Pallerols,Girona,Sant Feliu de Pallerols,1517.62,16
Sant Ferriol,Girona,Sant Ferriol,inf,6
Sant Gregori,Girona,Sant Gregori,1993.4,33
Sant Hilari Sacalm,Girona,Sant Hilari Sacalm,1572.5,114
Sant Jaume de Llierca,Girona,Sant Jaume de Llierca,1218.71,12
Sant Joan de les Abadesses,Girona,Sant Joan de les Abadesses,1081.34,37
Sant Joan de Mollet,Girona,Sant Joan de Mollet,1301.59,7
Sant Joan les Fonts,Girona,Sant Joan les Fonts,1484.91,24
Sant Jordi Desvalls,Girona,Sant Jordi Desvalls,1015.49,8
Sant Julià de Ramis,Girona,Sant Julià de Ramis,-,0
Sant Julià del Llor i Bonmatí,Girona,Sant Julià del Llor i Bonmatí,-,0
Sant Llorenç de la Muga,Girona,Sant Llorenç de la Muga,-,0
Sant Martí de Llémena,Girona,Sant Martí de Llémena,inf,16
Sant Martí Vell,Girona,Sant Martí Vell,4525.88,3
Sant Miquel de Campmajor,Girona,Sant Miquel de Campmajor,4604.62,2
Sant Miquel de Fluvià,Girona,Sant Miquel de Fluvià,-,0
Sant Mori,Girona,Sant Mori,1370.5,3
Sant Pau de Segúries,Girona,Sant Pau de Segúries,1189.01,10
Sant Pere Pescador,Girona,Sant Pere Pescador,3026.47,56
Santa Coloma de Farners,Girona,Santa Coloma de Farners,1226.56,157
Santa Cristina d'Aro,Girona,Santa Cristina d'Aro,-,0
Santa Llogaia d'Àlguema,Girona,Santa Llogaia d'Àlguema,-,0
Santa Pau,Girona,Santa Pau,1725.11,21
Sarrià de Ter,Girona,Sarrià de Ter,-,0
Saus Camallera i Llampaies,Girona,Saus Camallera i Llampaies,-,0
Selva de Mar (La),Girona,La Selva de Mar,3070.99,1
Serinyà,Girona,Serinyà,-,0
Serra de Daró,Girona,Serra de Daró,3007.58,2
Setcases,Girona,Setcases,1662.62,8
Sils,Girona,Sils,1400.86,162
Siurana,Girona,Siurana,6851.49,8
Susqueda,Girona,Susqueda,4889.01,3
Tallada d'Empordà (La),Girona,La Tallada d'Empordà,-,0
Terrades,Girona,Terrades,931.29,12
Torrent,Girona,Torrent,inf,5
Torroella de Fluvià,Girona,Torroella de Fluvià,-,0
Torroella de Montgrí,Girona,Torroella de Montgrí,2361.95,392
Tortellà,Girona,Tortellà,-,0
Toses,Girona,Toses,2231.16,2
Tossa de Mar,Girona,Tossa de Mar,2669.66,314
Ullà,Girona,Ullà,-,0
Ullastret,Girona,Ullastret,2871.96,17
Ultramort,Girona,Ultramort,10940.98,5
Urús,Girona,Urús,2586.49,7
Vajol (La),Girona,La Vajol,728.36,2
Vall de Bianya (La),Girona,La Vall de Bianya,1291.37,18
Vall d'en Bas (La),Girona,La Vall d'en Bas,-,0
Vallfogona de Ripollès,Girona,Vallfogona de Ripollès,-,0
Vall-llobrega,Girona,Vall-llobrega,inf,34
Ventalló,Girona,Ventalló,1656.48,30
Verges,Girona,Verges,1421.98,9
Vidrà,Girona,Vidrà,-,0
Vidreres,Girona,Vidreres,1716.23,290
Vilabertran,Girona,Vilabertran,360.92,2
Vilablareix,Girona,Vilablareix,2988.73,64
Viladamat,Girona,Viladamat,inf,14
Viladasens,Girona,Viladasens,2150.0,1
Vilademuls,Girona,Vilademuls,7560.68,28
Viladrau,Girona,Viladrau,1571.61,29
Vilafant,Girona,Vilafant,1343.26,74
Vilajuïga,Girona,Vilajuïga,-,0
Vilallonga de Ter,Girona,Vilallonga de Ter,1991.69,12
Vilamacolum,Girona,Vilamacolum,nan,0
Vilamalla,Girona,Vilamalla,1319.64,2
Vilamaniscle,Girona,Vilamaniscle,1550.45,8
Vilanant,Girona,Vilanant,1433.25,2
Vila-sacra,Girona,Vila-sacra,1454.58,14
Vilaür,Girona,Vilaür,-,0
Vilobí d'Onyar,Girona,Vilobí d'Onyar,-,0
Vilopriu,Girona,Vilopriu,2965.85,19
Agrón,Granada,Agrón,409.35,6
Alamedilla,Granada,Alamedilla,467.42,7
Albolote,Granada,Albolote,1140.17,572
Albondón,Granada,Albondón,664.9,9
Albuñán,Granada,Albuñán,276.91,3
Albuñol,Granada,Albuñol,832.94,60
Albuñuelas,Granada,Albuñuelas,582.13,44
Aldeire,Granada,Aldeire,542.17,14
Alfacar,Granada,Alfacar,798.65,123
Algarinejo,Granada,Algarinejo,628.82,24
