municipio,provincia,municipio_nombre_humano,precio_m2_venta,num_casas_venta
Piedras Albas,Cáceres,Piedras Albas,721.3,3
Pinofranqueado,Cáceres,Pinofranqueado,480.61,30
Piornal,Cáceres,Piornal,406.84,7
Plasencia,Cáceres,Plasencia,1036.97,536
Plasenzuela,Cáceres,Plasenzuela,520.87,6
Portaje,Cáceres,Portaje,186.67,1
Portezuelo,Cáceres,Portezuelo,612.5,1
Pozuelo de Zarzón,Cáceres,Pozuelo de Zarzón,383.29,5
Pueblonuevo de Miramontes,Cáceres,Pueblonuevo de Miramontes,600.0,1
Puerto de Santa Cruz,Cáceres,Puerto de Santa Cruz,233.96,7
Rebollar,Cáceres,Rebollar,404.74,2
Riolobos,Cáceres,Riolobos,436.52,6
Robledillo de Gata,Cáceres,Robledillo de Gata,685.97,3
Robledillo de la Vera,Cáceres,Robledillo de la Vera,933.7,6
Robledillo de Trujillo,Cáceres,Robledillo de Trujillo,242.01,6
Robledollano,Cáceres,Robledollano,686.67,2
Romangordo,Cáceres,Romangordo,666.87,4
Rosalejo,Cáceres,Rosalejo,1182.8,1
Ruanes,Cáceres,Ruanes,nan,0
Salorino,Cáceres,Salorino,184.03,9
Salvatierra de Santiago,Cáceres,Salvatierra de Santiago,305.29,3
San Martín de Trevejo,Cáceres,San Martín de Trevejo,634.79,9
Santa Ana,Cáceres,Santa Ana,nan,0
Santa Cruz de la Sierra,Cáceres,Santa Cruz de la Sierra,541.06,8
Santa Cruz de Paniagua,Cáceres,Santa Cruz de Paniagua,309.51,4
Santa Marta de Magasca,Cáceres,Santa Marta de Magasca,1159.42,2
Santiago de Alcántara,Cáceres,Santiago de Alcántara,292.11,11
Santiago del Campo,Cáceres,Santiago del Campo,408.89,1
Santibáñez el Alto,Cáceres,Santibáñez el Alto,615.04,8
Santibáñez el Bajo,Cáceres,Santibáñez el Bajo,316.02,8
Saucedilla,Cáceres,Saucedilla,538.46,1
Segura de Toro,Cáceres,Segura de Toro,460.86,4
Serradilla,Cáceres,Serradilla,576.4,10
Serrejón,Cáceres,Serrejón,404.98,2
Sierra de Fuentes,Cáceres,Sierra de Fuentes,767.04,25
Talaván,Cáceres,Talaván,328.61,8
Talaveruela de la Vera,Cáceres,Talaveruela de la Vera,555.09,19
Talayuela,Cáceres,Talayuela,717.87,20
Tejeda de Tiétar,Cáceres,Tejeda de Tiétar,571.71,13
Tiétar,Cáceres,Tiétar,788.56,2
Toril,Cáceres,Toril,inf,1
Tornavacas,Cáceres,Tornavacas,784.99,8
Torno (El),Cáceres,El Torno,740.34,27
Torre de Don Miguel,Cáceres,Torre de Don Miguel,388.97,12
Torre de Santa María,Cáceres,Torre de Santa María,313.62,11
Torrecilla de los Ángeles,Cáceres,Torrecilla de los Ángeles,273.58,5
Torrecillas de la Tiesa,Cáceres,Torrecillas de la Tiesa,543.83,9
Torrejón el Rubio,Cáceres,Torrejón el Rubio,1343.67,8
Torrejoncillo,Cáceres,Torrejoncillo,535.82,18
Torremenga,Cáceres,Torremenga,712.88,15
Torremocha,Cáceres,Torremocha,376.88,8
Torreorgaz,Cáceres,Torreorgaz,689.46,12
Torrequemada,Cáceres,Torrequemada,505.66,8
Trujillo,Cáceres,Trujillo,inf,115
Valdastillas,Cáceres,Valdastillas,677.32,7
Valdecañas de Tajo,Cáceres,Valdecañas de Tajo,477.54,5
Valdefuentes,Cáceres,Valdefuentes,453.14,17
Valdehúncar,Cáceres,Valdehúncar,468.42,3
Valdelacasa de Tajo,Cáceres,Valdelacasa de Tajo,262.5,3
Valdemorales,Cáceres,Valdemorales,389.93,3
Valdeobispo,Cáceres,Valdeobispo,462.83,9
Valencia de Alcántara,Cáceres,Valencia de Alcántara,773.3,73
Valverde de la Vera,Cáceres,Valverde de la Vera,inf,48
Valverde del Fresno,Cáceres,Valverde del Fresno,1270.58,15
Vegaviana,Cáceres,Vegaviana,nan,0
Viandar de la Vera,Cáceres,Viandar de la Vera,416.21,14
Villa del Campo,Cáceres,Villa del Campo,595.07,5
Villa del Rey,Cáceres,Villa del Rey,272.0,1
Villamesías,Cáceres,Villamesías,372.38,4
Villamiel,Cáceres,Villamiel,752.07,22
Villanueva de la Sierra,Cáceres,Villanueva de la Sierra,372.72,3
Villanueva de la Vera,Cáceres,Villanueva de la Vera,1091.58,107
Villar de Plasencia,Cáceres,Villar de Plasencia,344.0,6
Villar del Pedroso,Cáceres,Villar del Pedroso,462.62,6
Villasbuenas de Gata,Cáceres,Villasbuenas de Gata,473.18,6
Zarza de Granadilla,Cáceres,Zarza de Granadilla,489.89,20
Zarza de Montánchez,Cáceres,Zarza de Montánchez,668.94,8
Zarza la Mayor,Cáceres,Zarza la Mayor,475.03,8
Zorita,Cáceres,Zorita,329.65,23
Alcalá de los Gazules,Cádiz,Alcalá de los Gazules,1030.67,93
Alcalá del Valle,Cádiz,Alcalá del Valle,642.39,17
Algar,Cádiz,Algar,841.95,17
Algeciras,Cádiz,Algeciras,1211.89,1160
Algodonales,Cádiz,Algodonales,895.1,37
Arcos de la Frontera,Cádiz,Arcos de la Frontera,34773.38,399
Barbate,Cádiz,Barbate,2106.79,248
Barrios (Los),Cádiz,Los Barrios,1352.32,158
Benalup-Casas Viejas,Cádiz,Benalup-Casas Viejas,-,0
Benaocaz,Cádiz,Benaocaz,788.34,88
Bornos,Cádiz,Bornos,683.36,67
Bosque (El),Cádiz,El Bosque,1236.27,58
Cádiz,Cádiz,Cádiz,2876.31,1118
Castellar de la Frontera,Cádiz,Castellar de la Frontera,4272.97,6
Chiclana de la Frontera,Cádiz,Chiclana de la Frontera,2357.36,1316
Chipiona,Cádiz,Chipiona,1716.6,467
Conil de la Frontera,Cádiz,Conil de la Frontera,2555.21,293
Espera,Cádiz,Espera,507.95,13
Gastor (El),Cádiz,El Gastor,3037.97,20
Grazalema,Cádiz,Grazalema,1085.46,45
Jerez de la Frontera,Cádiz,Jerez de la Frontera,1333.37,2130
Jimena de la Frontera,Cádiz,Jimena de la Frontera,1729.78,127
Línea de la Concepción (La),Cádiz,La Línea de la Concepción,1482.12,428
Medina Sidonia,Cádiz,Medina Sidonia,1269.11,138
Olvera,Cádiz,Olvera,873.51,89
Paterna de Rivera,Cádiz,Paterna de Rivera,600.63,35
Prado del Rey,Cádiz,Prado del Rey,876.68,100
Puerto de Santa María (El),Cádiz,El Puerto de Santa María,2936.0,1324
Puerto Real,Cádiz,Puerto Real,1522.12,250
Puerto Serrano,Cádiz,Puerto Serrano,429.21,43
Rota,Cádiz,Rota,2504.79,306
San Fernando,Cádiz,San Fernando,1534.75,543
San José del Valle,Cádiz,San José del Valle,1111.56,28
San Martín del Tesorillo,Cádiz,San Martín del Tesorillo,2302.86,48
San Roque,Cádiz,San Roque,6818.65,326
Sanlúcar de Barrameda,Cádiz,Sanlúcar de Barrameda,2959.2,678
Setenil de las Bodegas,Cádiz,Setenil de las Bodegas,-,0
Tarifa,Cádiz,Tarifa,3663.3,168
Torre Alháquime,Cádiz,Torre Alháquime,815.52,7
Trebujena,Cádiz,Trebujena,1050.64,21
Ubrique,Cádiz,Ubrique,998.48,246
Vejer de la Frontera,Cádiz,Vejer de la Frontera,2081.42,328
Villaluenga del Rosario,Cádiz,Villaluenga del Rosario,1095.86,12
Villamartín,Cádiz,Villamartín,3340.51,163
Zahara,Cádiz,Zahara,1876.45,16
Aín,Castellón,Aín,567.69,3
Albocàsser,Castellón,Albocàsser,-,0
Alcalà de Xivert,Castellón,Alcalà de Xivert,-,0
Alcora (l'),Castellón,L' Alcora,-,0
Alcudia de Veo,Castellón,Alcudia de Veo,1014.45,3
Alfondeguilla,Castellón,Alfondeguilla,612.31,11
Algimia de Almonacid,Castellón,Algimia de Almonacid,468.34,12
Almassora,Castellón,Almassora,-,0
Almedíjar,Castellón,Almedíjar,785.85,3
Almenara,Castellón,Almenara,1282.27,158
Alqueries (les)/Alquerías del Niño Perdido,Castellón,Les Alqueries/Alquerías del Niño Perdido,872.77,95
Altura,Castellón,Altura,682.47,69
Arañuel,Castellón,Arañuel,782.21,3
Ares del Maestrat,Castellón,Ares del Maestrat,-,0
Argelita,Castellón,Argelita,842.56,3
Artana,Castellón,Artana,830.13,41
Atzeneta del Maestrat,Castellón,Atzeneta del Maestrat,-,0
Ayódar,Castellón,Ayódar,364.0,4
Azuébar,Castellón,Azuébar,813.01,5
Barracas,Castellón,Barracas,648.21,3
Bejís,Castellón,Bejís,595.67,23
Benafer,Castellón,Benafer,721.62,9
Benafigos,Castellón,Benafigos,716.64,5
Benassal,Castellón,Benassal,-,0
Benicarló,Castellón,Benicarló,1291.46,845
Benicasim/Benicàssim,Castellón,Benicasim/Benicàssim,-,0
Benlloc,Castellón,Benlloc,-,0
Betxí,Castellón,Betxí,738.78,64
Borriana/Burriana,Castellón,Borriana/Burriana,1032.29,1075
Borriol,Castellón,Borriol,1200.13,189
Cabanes,Castellón,Cabanes,955.9,129
Càlig,Castellón,Càlig,-,0
Canet lo Roig,Castellón,Canet lo Roig,inf,37
Castell de Cabres,Castellón,Castell de Cabres,100.63,1
Castellfort,Castellón,Castellfort,375.0,1
Castellnovo,Castellón,Castellnovo,676.82,22
Castellón de la Plana,Castellón,Castellón de la Plana,-,0
Castillo de Villamalefa,Castellón,Castillo de Villamalefa,2360.53,4
Catí,Castellón,Catí,418.36,11
Caudiel,Castellón,Caudiel,507.76,17
Cervera del Maestre,Castellón,Cervera del Maestre,498.38,34
Chilches/Xilxes,Castellón,Chilches/Xilxes,-,0
Chodos/Xodos,Castellón,Chodos/Xodos,-,0
Chóvar,Castellón,Chóvar,641.27,6
Cinctorres,Castellón,Cinctorres,299.45,9
Cirat,Castellón,Cirat,379.51,10
Cortes de Arenoso,Castellón,Cortes de Arenoso,inf,13
Costur,Castellón,Costur,601.84,19
Coves de Vinromà (les),Castellón,Les Coves de Vinromà,-,0
Culla,Castellón,Culla,446.09,15
Eslida,Castellón,Eslida,462.78,39
Espadilla,Castellón,Espadilla,816.37,4
Fanzara,Castellón,Fanzara,250.06,9
Figueroles,Castellón,Figueroles,605.7,13
Forcall,Castellón,Forcall,417.96,4
Fuente la Reina,Castellón,Fuente la Reina,428.31,15
Fuentes de Ayódar,Castellón,Fuentes de Ayódar,607.82,3
Gaibiel,Castellón,Gaibiel,605.24,13
Geldo,Castellón,Geldo,498.5,11
Herbers,Castellón,Herbers,-,0
Higueras,Castellón,Higueras,833.33,1
Jana (la),Castellón,La Jana,424.81,35
Jérica,Castellón,Jérica,765.63,28
Llosa (la),Castellón,La Llosa,608.74,14
Llucena/Lucena del Cid,Castellón,Llucena/Lucena del Cid,746.14,75
Ludiente,Castellón,Ludiente,653.66,2
Mata de Morella (la),Castellón,La Mata de Morella,470.0,2
Matet,Castellón,Matet,483.3,12
Moncofa,Castellón,Moncofa,-,0
Montán,Castellón,Montán,605.34,13
Montanejos,Castellón,Montanejos,1246.38,11
Morella,Castellón,Morella,915.54,22
Navajas,Castellón,Navajas,1144.92,46
Nules,Castellón,Nules,956.33,294
Olocau del Rey,Castellón,Olocau del Rey,108.91,1
Onda,Castellón,Onda,679.8,428
Oropesa del Mar/Orpesa,Castellón,Oropesa del Mar/Orpesa,-,0
Palanques,Castellón,Palanques,149.97,3
Pavías,Castellón,Pavías,279.31,2
Peníscola/Peñíscola,Castellón,Peníscola/Peñíscola,1922.22,1116
Pina de Montalgrao,Castellón,Pina de Montalgrao,391.3,1
Pobla de Benifassà (la),Castellón,La Pobla de Benifassà,-,0
Pobla Tornesa (la),Castellón,La Pobla Tornesa,-,0
Portell de Morella,Castellón,Portell de Morella,184.57,8
Puebla de Arenoso,Castellón,Puebla de Arenoso,900.12,12
Ribesalbes,Castellón,Ribesalbes,509.16,27
Rossell,Castellón,Rossell,-,0
Sacañet,Castellón,Sacañet,nan,0
Salzadella (la),Castellón,La Salzadella,-,0
San Rafael del Río,Castellón,San Rafael del Río,618.23,37
Sant Joan de Moró,Castellón,Sant Joan de Moró,747.81,122
Sant Jordi/San Jorge,Castellón,Sant Jordi/San Jorge,1121.63,175
Sant Mateu,Castellón,Sant Mateu,543.67,47
Santa Magdalena de Pulpis,Castellón,Santa Magdalena de Pulpis,491.42,10
Segorbe,Castellón,Segorbe,681.94,168
Serratella (la),Castellón,La Serratella,-,0
Sierra Engarcerán,Castellón,Sierra Engarcerán,712.45,40
Soneja,Castellón,Soneja,580.6,28
Sot de Ferrer,Castellón,Sot de Ferrer,883.21,7
Sueras/Suera,Castellón,Sueras/Suera,-,0
Tales,Castellón,Tales,699.3,11
Teresa,Castellón,Teresa,269.35,8
Tírig,Castellón,Tírig,337.56,14
Todolella,Castellón,Todolella,272.73,1
Toga,Castellón,Toga,426.61,3
Torás,Castellón,Torás,503.71,17
Toro (El),Castellón,El Toro,815.94,13
Torralba del Pinar,Castellón,Torralba del Pinar,348.36,4
Torre d'En Besora (la),Castellón,La Torre d'En Besora,-,0
Torre d'en Doménec (la),Castellón,La Torre d'en Doménec,-,0
Torreblanca,Castellón,Torreblanca,875.36,235
Torrechiva,Castellón,Torrechiva,416.18,1
Traiguera,Castellón,Traiguera,589.44,26
Useras/Useres (les),Castellón,Les Useras/Useres,-,0
Vall d'Alba,Castellón,Vall d'Alba,-,0
Vall de Almonacid,Castellón,Vall de Almonacid,643.39,8
Vall d'Uixó (la),Castellón,La Vall d'Uixó,-,0
Vallat,Castellón,Vallat,nan,0
Vallibona,Castellón,Vallibona,416.59,4
Vilafamés,Castellón,Vilafamés,-,0
Vilafranca/Villafranca del Cid,Castellón,Vilafranca/Villafranca del Cid,475.8,38
Vilanova d'Alcolea,Castellón,Vilanova d'Alcolea,-,0
Vilar de Canes,Castellón,Vilar de Canes,-,0
Vila-real,Castellón,Vila-real,-,0
Vilavella (la),Castellón,La Vilavella,-,0
Villahermosa del Río,Castellón,Villahermosa del Río,676.15,7
Villamalur,Castellón,Villamalur,326.52,2
Villanueva de Viver,Castellón,Villanueva de Viver,567.49,3
Villores,Castellón,Villores,511.49,2
Vinaròs,Castellón,Vinaròs,-,0
Vistabella del Maestrat,Castellón,Vistabella del Maestrat,-,0
Viver,Castellón,Viver,648.91,36
Xert,Castellón,Xert,-,0
Zorita del Maestrazgo,Castellón,Zorita del Maestrazgo,488.25,4
Zucaina,Castellón,Zucaina,1035.11,6
Abenójar,Ciudad Real,Abenójar,436.2,10
Agudo,Ciudad Real,Agudo,328.27,8
Alamillo,Ciudad Real,Alamillo,299.51,4
Albaladejo,Ciudad Real,Albaladejo,238.65,10
Alcázar de San Juan,Ciudad Real,Alcázar de San Juan,736.85,347
Alcoba,Ciudad Real,Alcoba,628.47,4
Alcolea de Calatrava,Ciudad Real,Alcolea de Calatrava,579.46,28
Alcubillas,Ciudad Real,Alcubillas,260.0,7
Aldea del Rey,Ciudad Real,Aldea del Rey,317.96,14
Alhambra,Ciudad Real,Alhambra,373.77,15
Almadén,Ciudad Real,Almadén,576.16,84
Almadenejos,Ciudad Real,Almadenejos,282.12,5
Almagro,Ciudad Real,Almagro,inf,156
Almedina,Ciudad Real,Almedina,417.79,2
Almodóvar del Campo,Ciudad Real,Almodóvar del Campo,inf,89
Almuradiel,Ciudad Real,Almuradiel,520.63,8
Anchuras,Ciudad Real,Anchuras,480.86,5
Arenales de San Gregorio,Ciudad Real,Arenales de San Gregorio,229.38,15
Arenas de San Juan,Ciudad Real,Arenas de San Juan,419.72,19
Argamasilla de Alba,Ciudad Real,Argamasilla de Alba,inf,81
Argamasilla de Calatrava,Ciudad Real,Argamasilla de Calatrava,694.47,124
Arroba de los Montes,Ciudad Real,Arroba de los Montes,329.72,5
Ballesteros de Calatrava,Ciudad Real,Ballesteros de Calatrava,386.41,6
Bolaños de Calatrava,Ciudad Real,Bolaños de Calatrava,675.17,32
Brazatortas,Ciudad Real,Brazatortas,505.97,27
Cabezarados,Ciudad Real,Cabezarados,526.36,3
Cabezarrubias del Puerto,Ciudad Real,Cabezarrubias del Puerto,715.16,6
Calzada de Calatrava,Ciudad Real,Calzada de Calatrava,576.09,79
Campo de Criptana,Ciudad Real,Campo de Criptana,400.44,61
Cañada de Calatrava,Ciudad Real,Cañada de Calatrava,303.59,2
Caracuel de Calatrava,Ciudad Real,Caracuel de Calatrava,467.91,5
Carrión de Calatrava,Ciudad Real,Carrión de Calatrava,567.62,67
Carrizosa,Ciudad Real,Carrizosa,355.69,10
Castellar de Santiago,Ciudad Real,Castellar de Santiago,438.41,29
Chillón,Ciudad Real,Chillón,287.76,17
Ciudad Real,Ciudad Real,Ciudad Real,1211.13,1648
Corral de Calatrava,Ciudad Real,Corral de Calatrava,550.09,7
Cortijos (Los),Ciudad Real,Los Cortijos,560.68,4
Cózar,Ciudad Real,Cózar,423.93,14
Daimiel,Ciudad Real,Daimiel,689.69,247
Fernán Caballero,Ciudad Real,Fernán Caballero,-,0
Fontanarejo,Ciudad Real,Fontanarejo,233.33,1
Fuencaliente,Ciudad Real,Fuencaliente,593.57,23
Fuenllana,Ciudad Real,Fuenllana,239.52,3
Fuente el Fresno,Ciudad Real,Fuente el Fresno,534.56,35
Granátula de Calatrava,Ciudad Real,Granátula de Calatrava,314.35,9
Guadalmez,Ciudad Real,Guadalmez,349.16,2
Herencia,Ciudad Real,Herencia,523.16,88
Hinojosas de Calatrava,Ciudad Real,Hinojosas de Calatrava,763.01,11
Horcajo de los Montes,Ciudad Real,Horcajo de los Montes,431.23,11
Labores (Las),Ciudad Real,Las Labores,604.97,12
Llanos del Caudillo,Ciudad Real,Llanos del Caudillo,472.89,5
Luciana,Ciudad Real,Luciana,533.33,3
Malagón,Ciudad Real,Malagón,437.79,175
Manzanares,Ciudad Real,Manzanares,658.32,218
Membrilla,Ciudad Real,Membrilla,887.3,30
Mestanza,Ciudad Real,Mestanza,421.66,5
Miguelturra,Ciudad Real,Miguelturra,inf,448
Montiel,Ciudad Real,Montiel,1562.09,6
Moral de Calatrava,Ciudad Real,Moral de Calatrava,393.35,57
Navalpino,Ciudad Real,Navalpino,1853.02,5
Navas de Estena,Ciudad Real,Navas de Estena,849.97,4
Pedro Muñoz,Ciudad Real,Pedro Muñoz,548.85,139
Picón,Ciudad Real,Picón,728.71,17
Piedrabuena,Ciudad Real,Piedrabuena,622.15,43
Poblete,Ciudad Real,Poblete,1190.84,68
Porzuna,Ciudad Real,Porzuna,465.6,50
Pozuelo de Calatrava,Ciudad Real,Pozuelo de Calatrava,810.29,167
Pozuelos de Calatrava (Los),Ciudad Real,Los Pozuelos de Calatrava,302.76,3
Puebla de Don Rodrigo,Ciudad Real,Puebla de Don Rodrigo,525.65,5
Puebla del Príncipe,Ciudad Real,Puebla del Príncipe,199.83,3
Puerto Lápice,Ciudad Real,Puerto Lápice,545.72,14
Puertollano,Ciudad Real,Puertollano,733.26,888
Retuerta del Bullaque,Ciudad Real,Retuerta del Bullaque,inf,9
Robledo (El),Ciudad Real,El Robledo,588.99,11
Ruidera,Ciudad Real,Ruidera,inf,31
Saceruela,Ciudad Real,Saceruela,376.08,5
San Carlos del Valle,Ciudad Real,San Carlos del Valle,487.74,9
San Lorenzo de Calatrava,Ciudad Real,San Lorenzo de Calatrava,205.56,1
Santa Cruz de los Cáñamos,Ciudad Real,Santa Cruz de los Cáñamos,160.0,1
Santa Cruz de Mudela,Ciudad Real,Santa Cruz de Mudela,404.77,32
Socuéllamos,Ciudad Real,Socuéllamos,403.55,150
Solana del Pino,Ciudad Real,Solana del Pino,2109.12,7
Solana (La),Ciudad Real,La Solana,467.22,45
Terrinches,Ciudad Real,Terrinches,233.33,1
Tomelloso,Ciudad Real,Tomelloso,675.88,957
Torralba de Calatrava,Ciudad Real,Torralba de Calatrava,485.01,68
Torre de Juan Abad,Ciudad Real,Torre de Juan Abad,299.06,17
Torrenueva,Ciudad Real,Torrenueva,605.32,33
Valdemanco del Esteras,Ciudad Real,Valdemanco del Esteras,317.31,1
Valdepeñas,Ciudad Real,Valdepeñas,815.45,1051
Valenzuela de Calatrava,Ciudad Real,Valenzuela de Calatrava,481.14,3
Villahermosa,Ciudad Real,Villahermosa,350.58,8
Villamanrique,Ciudad Real,Villamanrique,301.43,7
Villamayor de Calatrava,Ciudad Real,Villamayor de Calatrava,530.61,13
Villanueva de la Fuente,Ciudad Real,Villanueva de la Fuente,430.38,7
Villanueva de los Infantes,Ciudad Real,Villanueva de los Infantes,552.49,39
Villanueva de San Carlos,Ciudad Real,Villanueva de San Carlos,244.02,3
Villar del Pozo,Ciudad Real,Villar del Pozo,176.06,1
Villarrubia de los Ojos,Ciudad Real,Villarrubia de los Ojos,13438.51,108
Villarta de San Juan,Ciudad Real,Villarta de San Juan,428.07,20
Viso del Marqués,Ciudad Real,Viso del Marqués,1005.0,45
Adamuz,Córdoba,Adamuz,771.76,18
Aguilar de la Frontera,Córdoba,Aguilar de la Frontera,632.32,97
Alcaracejos,Córdoba,Alcaracejos,1448.25,16
Almedinilla,Córdoba,Almedinilla,695.65,22
Almodóvar del Río,Córdoba,Almodóvar del Río,859.34,171
Añora,Córdoba,Añora,664.67,11
Baena,Córdoba,Baena,515.01,113
Belalcázar,Córdoba,Belalcázar,736.88,44
Belmez,Córdoba,Belmez,401.82,40
Benamejí,Córdoba,Benamejí,592.73,16
Blázquez (Los),Córdoba,Los Blázquez,-,0
Bujalance,Córdoba,Bujalance,772.64,48
Cabra,Córdoba,Cabra,901.01,125
Cañete de las Torres,Córdoba,Cañete de las Torres,498.88,13
Carcabuey,Córdoba,Carcabuey,796.11,18
Cardeña,Córdoba,Cardeña,500.9,8
Carlota (La),Córdoba,La Carlota,1041.36,175
Carpio (El),Córdoba,El Carpio,552.22,93
Castro del Río,Córdoba,Castro del Río,684.21,38
Conquista,Córdoba,Conquista,457.48,5
Córdoba,Córdoba,Córdoba,1409.2,7768
Doña Mencía,Córdoba,Doña Mencía,666.76,12
Dos Torres,Córdoba,Dos Torres,762.35,15
Encinas Reales,Córdoba,Encinas Reales,510.33,28
Espejo,Córdoba,Espejo,425.85,19
Espiel,Córdoba,Espiel,686.99,25
Fernán-Núñez,Córdoba,Fernán-Núñez,701.32,73
Fuente Carreteros,Córdoba,Fuente Carreteros,238.97,3
Fuente la Lancha,Córdoba,Fuente la Lancha,190.04,2
Fuente Obejuna,Córdoba,Fuente Obejuna,514.71,61
Fuente Palmera,Córdoba,Fuente Palmera,708.63,28
Fuente-Tójar,Córdoba,Fuente-Tójar,374.77,16
Granjuela (La),Córdoba,La Granjuela,559.78,5
Guadalcázar,Córdoba,Guadalcázar,601.46,65
Guijarrosa (La),Córdoba,La Guijarrosa,1036.3,3
Guijo (El),Córdoba,El Guijo,-,0
Hinojosa del Duque,Córdoba,Hinojosa del Duque,700.34,49
Hornachuelos,Córdoba,Hornachuelos,920.65,31
Iznájar,Córdoba,Iznájar,945.08,80
Lucena,Córdoba,Lucena,752.98,867
Luque,Córdoba,Luque,501.86,23
Montalbán de Córdoba,Córdoba,Montalbán de Córdoba,1034.72,6
Montemayor,Córdoba,Montemayor,656.94,17
Montilla,Córdoba,Montilla,846.61,180
Montoro,Córdoba,Montoro,inf,86
Monturque,Córdoba,Monturque,inf,14
Moriles,Córdoba,Moriles,520.72,39
Nueva Carteya,Córdoba,Nueva Carteya,1119.78,15
Obejo,Córdoba,Obejo,1081.0,29
Palenciana,Córdoba,Palenciana,802.06,6
Palma del Río,Córdoba,Palma del Río,984.49,191
Pedro Abad,Córdoba,Pedro Abad,672.21,49
Pedroche,Córdoba,Pedroche,381.51,21
Peñarroya-Pueblonuevo,Córdoba,Peñarroya-Pueblonuevo,415.08,77
Posadas,Córdoba,Posadas,798.9,67
Pozoblanco,Córdoba,Pozoblanco,730.76,204
Priego de Córdoba,Córdoba,Priego de Córdoba,771.21,252
Puente Genil,Córdoba,Puente Genil,855.74,233
Rambla (La),Córdoba,La Rambla,682.17,28
Rute,Córdoba,Rute,796.12,122
San Sebastián de los Ballesteros,Córdoba,San Sebastián de los Ballesteros,8686.34,9
Santa Eufemia,Córdoba,Santa Eufemia,inf,7
Santaella,Córdoba,Santaella,644.08,22
Torrecampo,Córdoba,Torrecampo,359.37,8
Valenzuela,Córdoba,Valenzuela,391.27,3
Valsequillo,Córdoba,Valsequillo,358.61,4
Victoria (La),Córdoba,La Victoria,870.36,48
Villa del Río,Córdoba,Villa del Río,958.7,50
Villafranca de Córdoba,Córdoba,Villafranca de Córdoba,851.93,103
Villaharta,Córdoba,Villaharta,1068.05,16
Villanueva de Córdoba,Córdoba,Villanueva de Córdoba,468.53,51
Villanueva del Duque,Córdoba,Villanueva del Duque,inf,16
Villanueva del Rey,Córdoba,Villanueva del Rey,443.17,23
Villaralto,Córdoba,Villaralto,242.03,12
Villaviciosa de Córdoba,Córdoba,Villaviciosa de Córdoba,913.85,28
Viso (El),Córdoba,El Viso,419.69,14
Zuheros,Córdoba,Zuheros,493.06,8
Abegondo,A Coruña,Abegondo,inf,88
Ames,A Coruña,Ames,1106.55,299
Aranga,A Coruña,Aranga,674.25,28
Ares,A Coruña,Ares,1230.89,154
Arteixo,A Coruña,Arteixo,1195.72,371
Arzúa,A Coruña,Arzúa,760.61,47
Baña (A),A Coruña,A Baña,768.47,11
Bergondo,A Coruña,Bergondo,1258.54,141
Betanzos,A Coruña,Betanzos,1152.86,258
Boimorto,A Coruña,Boimorto,inf,16
Boiro,A Coruña,Boiro,1021.09,121
Boqueixón,A Coruña,Boqueixón,960.08,21
Brión,A Coruña,Brión,1043.73,82
Cabana de Bergantiños,A Coruña,Cabana de Bergantiños,850.07,45
Cabanas,A Coruña,Cabanas,1407.77,90
Camariñas,A Coruña,Camariñas,852.55,60
Cambre,A Coruña,Cambre,1299.08,162
Capela (A),A Coruña,A Capela,775.63,5
Carballo,A Coruña,Carballo,773.15,192
Cariño,A Coruña,Cariño,874.75,58
Carnota,A Coruña,Carnota,1072.18,86
Carral,A Coruña,Carral,933.69,57
Cedeira,A Coruña,Cedeira,971.3,263
Cee,A Coruña,Cee,721.62,194
Cerceda,A Coruña,Cerceda,945.76,48
Cerdido,A Coruña,Cerdido,532.75,42
Coirós,A Coruña,Coirós,867.77,36
Corcubión,A Coruña,Corcubión,inf,35
Coristanco,A Coruña,Coristanco,473.68,23
Coruña (A),A Coruña,A Coruña,2760.5,2216
Culleredo,A Coruña,Culleredo,1838.36,237
Curtis,A Coruña,Curtis,652.26,58
Dodro,A Coruña,Dodro,505.59,15
Dumbría,A Coruña,Dumbría,1002.34,14
Fene,A Coruña,Fene,842.58,198
Ferrol,A Coruña,Ferrol,990.72,1260
Fisterra,A Coruña,Fisterra,1010.73,123
Frades,A Coruña,Frades,321.25,7
Irixoa,A Coruña,Irixoa,766.12,42
Laracha (A),A Coruña,A Laracha,-,0
Laxe,A Coruña,Laxe,1215.42,76
Lousame,A Coruña,Lousame,406.23,12
Malpica de Bergantiños,A Coruña,Malpica de Bergantiños,829.98,119
Mañón,A Coruña,Mañón,801.38,52
Mazaricos,A Coruña,Mazaricos,636.64,33
Melide,A Coruña,Melide,935.88,74
Mesía,A Coruña,Mesía,639.75,12
Miño,A Coruña,Miño,1341.4,193
Moeche,A Coruña,Moeche,620.88,34
Monfero,A Coruña,Monfero,791.1,37
Mugardos,A Coruña,Mugardos,869.47,137
Muros,A Coruña,Muros,1215.46,124
Muxía,A Coruña,Muxía,801.1,53
Narón,A Coruña,Narón,975.88,864
Neda,A Coruña,Neda,738.6,103
Negreira,A Coruña,Negreira,968.06,70
Noia,A Coruña,Noia,888.88,133
Oleiros,A Coruña,Oleiros,1639.18,544
Ordes,A Coruña,Ordes,718.74,60
Oroso,A Coruña,Oroso,925.48,34
Ortigueira,A Coruña,Ortigueira,851.12,159
Outes,A Coruña,Outes,635.78,62
Oza-Cesuras,A Coruña,Oza-Cesuras,749.94,125
