municipio,provincia,municipio_nombre_humano,lat,lon,top_3_sitios,sitio_mas_frecuente
Aulesti,Bizkaia,Aulesti,43.3,-2.56667,natural;tourism;catering,natural
Bakio,Bizkaia,Bakio,43.427066,-2.808386,sport;leisure;catering,sport
Balmaseda,Bizkaia,Balmaseda,43.193051,-3.196981,commercial;building;service,commercial
Barakaldo,Bizkaia,Barakaldo,43.294581,-2.991858,catering;commercial;sport,catering
Barrika,Bizkaia,Barrika,43.40679,-2.96083,natural;sport;leisure,natural
Basauri,Bizkaia,Basauri,43.22528,-2.880246,commercial;building;service,commercial
Bedia,Bizkaia,Bedia,43.21667,-2.8,natural;commercial;leisure,natural
Berango,Bizkaia,Berango,43.365034,-2.996703,leisure;catering;service,leisure
Bermeo,Bizkaia,Bermeo,43.420798,-2.725301,commercial;catering;leisure,commercial
Berriatua,Bizkaia,Berriatua,43.31667,-2.46667,natural;sport;catering,natural
Berriz,Bizkaia,Berriz,43.16667,-2.56667,catering;commercial;natural,catering
Bilbao,Bizkaia,Bilbao,43.258534,-2.937123,catering;commercial,catering
Busturia,Bizkaia,Busturia,43.367534,-2.698966,leisure;natural;catering,leisure
Derio,Bizkaia,Derio,43.30544,-2.88116,leisure;sport;natural,leisure
Dima,Bizkaia,Dima,43.13333,-2.73333,natural,natural
Durango,Bizkaia,Durango,43.166033,-2.62376,leisure;service;commercial,leisure
Ea,Bizkaia,Ea,43.37985,-2.58556,natural;catering;building,natural
Elantxobe,Bizkaia,Elantxobe,43.40243,-2.63912,natural;tourism;leisure,natural
Elorrio,Bizkaia,Elorrio,43.127644,-2.541945,leisure;catering;service,leisure
Erandio,Bizkaia,Erandio,43.300696,-2.946444,natural;leisure;building,natural
Ereño,Bizkaia,Ereño,43.3555,-2.62302,natural;leisure;catering,natural
Ermua,Bizkaia,Ermua,43.189601,-2.504847,sport;building;access,sport
Errigoiti,Bizkaia,Errigoiti,43.31667,-2.71667,natural;leisure;tourism,natural
Etxebarri,Bizkaia,Etxebarri,43.25,-2.46667,natural;leisure;catering,natural
Etxebarria,Bizkaia,Etxebarria,43.25414,-2.47776,natural;leisure;catering,natural
Forua,Bizkaia,Forua,43.33343,-2.67504,natural;leisure;tourism,natural
Fruiz,Bizkaia,Fruiz,43.33333,-2.78333,natural;sport;leisure,natural
Galdakao,Bizkaia,Galdakao,43.23333,-2.83333,sport;building;catering,sport
Galdames,Bizkaia,Galdames,43.25,-3.1,natural;leisure;commercial,natural
Gamiz-Fika,Bizkaia,Gamiz-Fika,43.31624,-2.81195,natural;catering;sport,natural
Garai,Bizkaia,Garai,43.17791,-2.75847,natural;leisure,natural
Gatika,Bizkaia,Gatika,43.36667,-2.86667,natural;sport;leisure,natural
Gautegiz Arteaga,Bizkaia,Gautegiz Arteaga,43.348924,-2.652408,natural;building;tourism,natural
Gernika-Lumo,Bizkaia,Gernika-Lumo,43.307943,-2.681349,leisure;catering;sport,leisure
Getxo,Bizkaia,Getxo,43.35689,-3.01146,commercial;service;catering,commercial
Gizaburuaga,Bizkaia,Gizaburuaga,43.33333,-2.53333,natural;tourism;accommodation,natural
Gordexola,Bizkaia,Gordexola,43.18333,-3.06667,natural;service;commercial,natural
Gorliz,Bizkaia,Gorliz,43.414833,-2.93955,leisure;sport;commercial,leisure
Güeñes,Bizkaia,Güeñes,43.208957,-3.095545,natural;catering;leisure,natural
Ibarrangelu,Bizkaia,Ibarrangelu,43.39027,-2.63423,natural;sport;catering,natural
Igorre,Bizkaia,Igorre,43.16667,-2.76667,natural;sport;catering,natural
Ispaster,Bizkaia,Ispaster,43.36667,-2.53333,natural;tourism;building,natural
Iurreta,Bizkaia,Iurreta,43.176453,-2.644651,leisure;commercial;catering,leisure
Izurtza,Bizkaia,Izurtza,43.15,-2.63333,natural;sport;leisure,natural
Karrantza Harana/Valle de Carranza,Bizkaia,Karrantza Harana/Valle de Carranza,43.21667,-3.35,natural;catering,natural
Kortezubi,Bizkaia,Kortezubi,43.33333,-2.65,natural;leisure;tourism,natural
Lanestosa,Bizkaia,Lanestosa,43.21986,-3.4392,natural;catering;leisure,natural
Larrabetzu,Bizkaia,Larrabetzu,43.26117,-2.79572,leisure;catering;sport,leisure
Laukiz,Bizkaia,Laukiz,43.34898,-2.90971,natural,natural
Leioa,Bizkaia,Leioa,43.333271,-2.984371,sport;leisure;building,sport
Lekeitio,Bizkaia,Lekeitio,43.363516,-2.503737,catering;commercial;amenity,catering
Lemoa,Bizkaia,Lemoa,43.207582,-2.774003,catering;natural;sport,catering
Lemoiz,Bizkaia,Lemoiz,43.431661,-2.872899,natural;tourism;leisure,natural
Lezama,Bizkaia,Lezama,43.26667,-2.83333,natural;catering;commercial,natural
Loiu,Bizkaia,Loiu,43.31667,-2.93333,natural;building;leisure,natural
Mallabia,Bizkaia,Mallabia,43.196711,-2.528518,natural;building;sport,natural
Mañaria,Bizkaia,Mañaria,43.13819,-2.66104,natural;catering;leisure,natural
Markina-Xemein,Bizkaia,Markina-Xemein,43.268554,-2.496919,service;accommodation;commercial,service
Maruri-Jatabe,Bizkaia,Maruri-Jatabe,43.39088,-2.8645,natural;building;sport,natural
Mendata,Bizkaia,Mendata,43.28333,-2.63333,natural;leisure;building,natural
Mendexa,Bizkaia,Mendexa,43.3459,-2.4842,natural;sport;building,natural
Meñaka,Bizkaia,Meñaka,43.36667,-2.8,natural;building;service,natural
Morga,Bizkaia,Morga,43.31062,-2.76039,natural;building,natural
Mundaka,Bizkaia,Mundaka,43.408543,-2.699275,catering;commercial;leisure,catering
Mungia,Bizkaia,Mungia,43.356649,-2.843476,catering;service;building,catering
Munitibar-Arbatzegi Gerrikaitz,Bizkaia,Munitibar-Arbatzegi Gerrikaitz,43.26206,-2.59326,natural;catering;building,natural
Murueta,Bizkaia,Murueta,43.1262,-2.92989,natural;catering;leisure,natural
Muskiz,Bizkaia,Muskiz,43.33333,-3.1,natural;leisure;accommodation,natural
Muxika,Bizkaia,Muxika,43.24872,-2.67836,natural;service;leisure,natural
Nabarniz,Bizkaia,Nabarniz,43.3256,-2.58562,natural;leisure;catering,natural
Ondarroa,Bizkaia,Ondarroa,43.326275,-2.429994,natural;commercial;catering,natural
Orozko,Bizkaia,Orozko,43.11667,-2.91667,leisure;natural;catering,leisure
Ortuella,Bizkaia,Ortuella,43.310699,-3.057153,leisure;commercial;building,leisure
Otxandio,Bizkaia,Otxandio,43.040127,-2.654307,natural;catering;sport,natural
Plentzia,Bizkaia,Plentzia,43.411531,-2.943812,sport;leisure;natural,sport
Portugalete,Bizkaia,Portugalete,43.32099,-3.02064,commercial;service,commercial
Santurtzi,Bizkaia,Santurtzi,43.33937,-3.040107,leisure;natural;tourism,leisure
Sestao,Bizkaia,Sestao,43.309375,-3.0067,commercial;catering;service,commercial
Sondika,Bizkaia,Sondika,43.3002,-2.92442,leisure;commercial;sport,leisure
Sopela,Bizkaia,Sopela,43.37891,-2.98313,leisure;commercial;sport,leisure
Sopuerta,Bizkaia,Sopuerta,43.26239,-3.15505,natural;building;accommodation,natural
Sukarrieta,Bizkaia,Sukarrieta,43.4,-2.7,natural;leisure;building,natural
Trucios-Turtzioz,Bizkaia,Trucios-Turtzioz,43.28611,-3.27545,natural;leisure,natural
Ubide,Bizkaia,Ubide,43.02396,-2.68759,natural;catering;building,natural
Ugao-Miraballes,Bizkaia,Ugao-Miraballes,43.181233,-2.901522,natural;catering;tourism,natural
Urduliz,Bizkaia,Urduliz,43.38333,-2.95,natural;leisure;sport,natural
Urduña/Orduña,Bizkaia,Urduña/Orduña,42.994587,-3.009847,commercial;service;building,commercial
Valle de Trápaga-Trapagaran,Bizkaia,Valle de Trápaga-Trapagaran,43.303414,-3.037065,commercial;catering;leisure,commercial
Zaldibar,Bizkaia,Zaldibar,43.170778,-2.546441,natural;leisure;catering,natural
Zalla,Bizkaia,Zalla,43.23333,-3.13333,natural,natural
Zamudio,Bizkaia,Zamudio,43.281417,-2.864834,leisure;commercial;service,leisure
Zaratamo,Bizkaia,Zaratamo,43.21667,-2.86667,natural;building;commercial,natural
Zeanuri,Bizkaia,Zeanuri,43.1,-2.75,natural;catering;tourism,natural
Zeberio,Bizkaia,Zeberio,43.16074,-2.86731,natural;sport,natural
Zierbena,Bizkaia,Zierbena,43.35,-3.08333,leisure;natural;building,leisure
Ziortza-Bolibar,Bizkaia,Ziortza-Bolibar,43.247499,-2.549413,natural;sport;accommodation,natural
Abezames,Zamora,Abezames,41.62642,-5.42577,tourism;commercial;catering,tourism
Alcañices,Zamora,Alcañices,41.695868,-6.343094,sport;building;leisure,sport
Alcubilla de Nogales,Zamora,Alcubilla de Nogales,42.12787,-5.92184,natural;leisure;sport,natural
Alfaraz de Sayago,Zamora,Alfaraz de Sayago,41.232914,-5.950962,natural;access_limited;building,natural
Algodre,Zamora,Algodre,41.56631,-5.60406,sport;natural;leisure,sport
Almaraz de Duero,Zamora,Almaraz de Duero,41.47506,-5.91654,sport;commercial;natural,sport
Almeida de Sayago,Zamora,Almeida de Sayago,41.266315,-6.073277,natural;leisure;sport,natural
Andavías,Zamora,Andavías,41.595269,-5.854986,leisure;sport;commercial,leisure
Arcenillas,Zamora,Arcenillas,41.45641,-5.68512,leisure;sport;catering,leisure
Arcos de la Polvorosa,Zamora,Arcos de la Polvorosa,41.94389,-5.69731,natural;sport;building,natural
Argañín,Zamora,Argañín,41.43948,-6.20827,natural;leisure,natural
Argujillo,Zamora,Argujillo,41.31156,-5.58763,leisure;sport;catering,leisure
Arquillinos,Zamora,Arquillinos,41.7099,-5.65708,natural;leisure;sport,natural
Arrabalde,Zamora,Arrabalde,42.1076,-5.89441,natural;building;access_limited,natural
Aspariegos,Zamora,Aspariegos,41.67458,-5.59955,natural;catering,natural
Asturianos,Zamora,Asturianos,42.05201,-6.4894,catering;natural;accommodation,catering
Ayoó de Vidriales,Zamora,Ayoó de Vidriales,42.13042,-6.0655,natural,natural
Barcial del Barco,Zamora,Barcial del Barco,41.934411,-5.662855,natural;sport;accommodation,natural
Belver de los Montes,Zamora,Belver de los Montes,41.722966,-5.451607,natural;sport;access,natural
Benavente,Zamora,Benavente,42.004884,-5.678477,commercial;service;catering,commercial
Benegiles,Zamora,Benegiles,41.627,-5.63479,sport,sport
Bermillo de Sayago,Zamora,Bermillo de Sayago,41.36648,-6.11223,commercial;catering;service,commercial
Bóveda de Toro (La),Zamora,La Bóveda de Toro,41.344851,-5.409937,sport;leisure;tourism,sport
Bretó,Zamora,Bretó,41.87917,-5.73902,natural;sport;commercial,natural
Bretocino,Zamora,Bretocino,41.8843,-5.75473,natural;sport;building,natural
Brime de Sog,Zamora,Brime de Sog,42.06162,-6.04791,leisure;natural;catering,leisure
Brime de Urz,Zamora,Brime de Urz,42.03794,-5.87326,natural;leisure;sport,natural
Burganes de Valverde,Zamora,Burganes de Valverde,41.921041,-5.781937,natural;leisure;sport,natural
Bustillo del Oro,Zamora,Bustillo del Oro,41.6746,-5.46158,sport;leisure;natural,sport
Cabañas de Sayago,Zamora,Cabañas de Sayago,41.33333,-5.78333,natural;catering;accommodation,natural
Calzadilla de Tera,Zamora,Calzadilla de Tera,41.97899,-6.08243,natural;leisure;catering,natural
Camarzana de Tera,Zamora,Camarzana de Tera,41.9947,-6.02657,leisure;sport;service,leisure
Cañizal,Zamora,Cañizal,41.16654,-5.36828,natural;sport;leisure,natural
Cañizo,Zamora,Cañizo,41.76955,-5.50198,natural;leisure;sport,natural
Carbajales de Alba,Zamora,Carbajales de Alba,41.65347,-5.99706,leisure;sport;building,leisure
Carbellino,Zamora,Carbellino,41.22975,-6.14901,natural;sport;tourism,natural
Casaseca de Campeán,Zamora,Casaseca de Campeán,41.3743,-5.74648,sport;leisure;catering,sport
Casaseca de las Chanas,Zamora,Casaseca de las Chanas,41.4387,-5.67547,leisure;sport;service,leisure
Castrillo de la Guareña,Zamora,Castrillo de la Guareña,41.23043,-5.3255,natural;sport,natural
Castrogonzalo,Zamora,Castrogonzalo,41.990322,-5.602725,leisure;sport;natural,leisure
Castronuevo,Zamora,Castronuevo,41.734037,-5.561791,natural;catering;leisure,natural
Castroverde de Campos,Zamora,Castroverde de Campos,41.97049,-5.31434,natural;sport;leisure,natural
Cazurra,Zamora,Cazurra,41.41583,-5.70454,leisure;sport;catering,leisure
Cerecinos de Campos,Zamora,Cerecinos de Campos,41.90017,-5.48605,natural;sport;leisure,natural
Cerecinos del Carrizal,Zamora,Cerecinos del Carrizal,41.68384,-5.65303,natural;sport;catering,natural
Cernadilla,Zamora,Cernadilla,42.02083,-6.41701,natural;leisure;catering,natural
Cobreros,Zamora,Cobreros,42.07323,-6.70053,natural;tourism;leisure,natural
Coomonte,Zamora,Coomonte,42.11546,-5.81316,natural;sport;accommodation,natural
Coreses,Zamora,Coreses,41.547942,-5.622294,sport;natural;leisure,sport
Corrales del Vino,Zamora,Corrales del Vino,41.358609,-5.725255,leisure;commercial;catering,leisure
Cotanes del Monte,Zamora,Cotanes del Monte,41.810818,-5.317479,natural;catering;service,natural
Cubillos,Zamora,Cubillos,41.58345,-5.760635,sport;leisure;activity,sport
Cubo de Benavente,Zamora,Cubo de Benavente,42.1249,-6.16342,natural;catering;sport,natural
Cubo de Tierra del Vino (El),Zamora,El Cubo de Tierra del Vino,41.281602,-5.715241,sport;catering;leisure,sport
Cuelgamures,Zamora,Cuelgamures,41.30738,-5.65769,natural;leisure;sport,natural
Entrala,Zamora,Entrala,41.43006,-5.75556,sport;catering;leisure,sport
Espadañedo,Zamora,Espadañedo,42.11618,-6.39419,natural;leisure;sport,natural
Faramontanos de Tábara,Zamora,Faramontanos de Tábara,41.835001,-5.892207,natural;commercial;catering,natural
Fariza,Zamora,Fariza,41.41667,-6.26667,natural;catering;leisure,natural
Fermoselle,Zamora,Fermoselle,41.315282,-6.394642,tourism;sport;leisure,tourism
Ferreras de Abajo,Zamora,Ferreras de Abajo,41.89651,-6.07904,sport;access_limited;commercial,sport
Ferreras de Arriba,Zamora,Ferreras de Arriba,41.89878,-6.19462,natural;catering;commercial,natural
Ferreruela,Zamora,Ferreruela,41.76673,-6.07215,natural;leisure;sport,natural
Figueruela de Arriba,Zamora,Figueruela de Arriba,41.86867,-6.44454,natural;leisure;building,natural
Fonfría,Zamora,Fonfría,41.63493,-6.14082,natural;commercial;catering,natural
Fresno de la Polvorosa,Zamora,Fresno de la Polvorosa,42.0831,-5.7697,natural;sport;catering,natural
Fresno de la Ribera,Zamora,Fresno de la Ribera,41.52926,-5.56658,leisure;sport;natural,leisure
Fresno de Sayago,Zamora,Fresno de Sayago,41.31848,-5.97129,natural,natural
Friera de Valverde,Zamora,Friera de Valverde,41.91214,-5.84153,natural;catering;sport,natural
Fuente Encalada,Zamora,Fuente Encalada,42.11011,-5.99622,natural;building;access_limited,natural
Fuentelapeña,Zamora,Fuentelapeña,41.251734,-5.382301,leisure;sport;commercial,leisure
Fuentes de Ropel,Zamora,Fuentes de Ropel,42.003268,-5.545992,sport;leisure;natural,sport
Fuentesaúco,Zamora,Fuentesaúco,41.230854,-5.496796,leisure;sport;building,leisure
Fuentesecas,Zamora,Fuentesecas,41.63077,-5.47252,leisure;tourism;commercial,leisure
Fuentespreadas,Zamora,Fuentespreadas,41.32627,-5.62798,leisure;sport;natural,leisure
Galende,Zamora,Galende,42.08352,-6.64356,commercial;accommodation;catering,commercial
Gallegos del Pan,Zamora,Gallegos del Pan,41.59985,-5.58117,natural;access_limited;no_access,natural
Gallegos del Río,Zamora,Gallegos del Río,41.73497,-6.17435,natural;leisure;commercial,natural
Gamones,Zamora,Gamones,41.4669,-6.17621,natural;commercial;leisure,natural
Gema,Zamora,Gema,41.41855,-5.64906,sport;leisure;natural,sport
Granja de Moreruela,Zamora,Granja de Moreruela,41.81026,-5.73893,natural;leisure;commercial,natural
Granucillo,Zamora,Granucillo,42.05209,-5.92777,natural;leisure;access,natural
Guarrate,Zamora,Guarrate,41.28985,-5.44224,leisure;sport;activity,leisure
Hermisende,Zamora,Hermisende,41.96898,-6.89616,natural;leisure;catering,natural
Hiniesta (La),Zamora,La Hiniesta,41.55241,-5.79885,sport;natural;leisure,sport
Jambrina,Zamora,Jambrina,41.39196,-5.66411,leisure;sport;catering,leisure
Justel,Zamora,Justel,42.14861,-6.29594,natural,natural
Losacino,Zamora,Losacino,41.68084,-6.07986,natural;leisure;tourism,natural
Losacio,Zamora,Losacio,41.71092,-6.04059,natural;catering;leisure,natural
Lubián,Zamora,Lubián,42.03569,-6.90541,natural;accommodation;service,natural
Luelmo,Zamora,Luelmo,41.4403,-6.13338,natural,natural
Maderal (El),Zamora,El Maderal,41.28177,-5.62312,natural;sport;leisure,natural
Madridanos,Zamora,Madridanos,41.47967,-5.6046,sport;natural;catering,sport
Mahide,Zamora,Mahide,41.86917,-6.37784,natural;sport;commercial,natural
Maire de Castroponce,Zamora,Maire de Castroponce,42.11283,-5.78475,natural;catering;commercial,natural
Malva,Zamora,Malva,41.65467,-5.48657,leisure;sport,leisure
Manganeses de la Lampreana,Zamora,Manganeses de la Lampreana,41.750573,-5.7106,leisure;sport;natural,leisure
Manganeses de la Polvorosa,Zamora,Manganeses de la Polvorosa,42.035063,-5.746791,natural;leisure;sport,natural
Manzanal de Arriba,Zamora,Manzanal de Arriba,41.99217,-6.44012,natural;leisure;catering,natural
Manzanal de los Infantes,Zamora,Manzanal de los Infantes,42.05428,-6.38288,natural;sport,natural
Manzanal del Barco,Zamora,Manzanal del Barco,41.63501,-5.94671,natural;sport;building,natural
Matilla de Arzón,Zamora,Matilla de Arzón,41.507885,-5.742746,catering;commercial;service,catering
Matilla la Seca,Zamora,Matilla la Seca,41.57935,-5.5003,natural,natural
Mayalde,Zamora,Mayalde,41.2508,-5.79767,natural;sport,natural
Melgar de Tera,Zamora,Melgar de Tera,41.96618,-6.0139,natural;leisure;building,natural
Micereces de Tera,Zamora,Micereces de Tera,41.98886,-5.87133,natural;access_limited;commercial,natural
Milles de la Polvorosa,Zamora,Milles de la Polvorosa,41.92339,-5.73309,natural;sport;access_limited,natural
Molacillos,Zamora,Molacillos,41.58269,-5.66046,sport;leisure;natural,sport
Molezuelas de la Carballeda,Zamora,Molezuelas de la Carballeda,42.08166,-6.18723,natural;sport;catering,natural
Mombuey,Zamora,Mombuey,42.02283,-6.33027,service;commercial;catering,service
Monfarracinos,Zamora,Monfarracinos,41.553893,-5.708934,leisure;service;sport,leisure
Montamarta,Zamora,Montamarta,41.647383,-5.804914,natural;catering;commercial,natural
Moral de Sayago,Zamora,Moral de Sayago,41.483645,-6.081927,natural;leisure;no_access,natural
Moraleja de Sayago,Zamora,Moraleja de Sayago,41.16916,-6.00369,natural,natural
Moraleja del Vino,Zamora,Moraleja del Vino,41.465479,-5.65608,leisure;sport;service,leisure
Morales de Rey,Zamora,Morales de Rey,42.066435,-5.785749,natural;sport;catering,natural
Morales de Toro,Zamora,Morales de Toro,41.53611,-5.30731,leisure;sport;activity,leisure
Morales de Valverde,Zamora,Morales de Valverde,41.93643,-5.89256,natural;service;catering,natural
Morales del Vino,Zamora,Morales del Vino,41.443681,-5.73808,sport;leisure;building,sport
Moralina,Zamora,Moralina,41.49001,-6.1367,natural;building;leisure,natural
Moreruela de los Infanzones,Zamora,Moreruela de los Infanzones,41.632213,-5.706698,leisure;sport;tourism,leisure
Moreruela de Tábara,Zamora,Moreruela de Tábara,41.79588,-5.86849,natural;catering;commercial,natural
Muelas de los Caballeros,Zamora,Muelas de los Caballeros,42.12843,-6.33719,natural;leisure;catering,natural
Muelas del Pan,Zamora,Muelas del Pan,41.520882,-5.97212,natural;sport;commercial,natural
Muga de Sayago,Zamora,Muga de Sayago,41.387593,-6.197521,natural;leisure,natural
Navianos de Valverde,Zamora,Navianos de Valverde,41.95319,-5.81781,natural;building;leisure,natural
Olmillos de Castro,Zamora,Olmillos de Castro,41.7318,-5.96791,natural;catering;sport,natural
Otero de Bodas,Zamora,Otero de Bodas,41.93868,-6.15024,natural;catering;service,natural
Pajares de la Lampreana,Zamora,Pajares de la Lampreana,41.71551,-5.69351,natural;leisure;sport,natural
Palacios de Sanabria,Zamora,Palacios de Sanabria,42.05901,-6.52362,natural;catering;service,natural
Palacios del Pan,Zamora,Palacios del Pan,41.60242,-5.87773,natural;commercial;catering,natural
Pedralba de la Pradería,Zamora,Pedralba de la Pradería,42.02476,-6.69556,natural;leisure;building,natural
Pego (El),Zamora,El Pego,41.334,-5.46712,sport;leisure;natural,sport
Peleagonzalo,Zamora,Peleagonzalo,41.48175,-5.48304,natural;building;accommodation,natural
Peleas de Abajo,Zamora,Peleas de Abajo,41.3926,-5.68966,sport;leisure;catering,sport
Peñausende,Zamora,Peñausende,41.28662,-5.86755,natural;catering,natural
Peque,Zamora,Peque,42.07297,-6.27489,natural;catering;leisure,natural
Perdigón (El),Zamora,El Perdigón,41.41267,-5.75277,catering;sport;leisure,catering
Pereruela,Zamora,Pereruela,41.4165,-5.87812,natural;commercial;service,natural
Perilla de Castro,Zamora,Perilla de Castro,41.708881,-5.808179,building;natural;sport,building
Pías,Zamora,Pías,42.08333,-7.0,natural;leisure,natural
Piedrahita de Castro,Zamora,Piedrahita de Castro,41.68089,-5.72886,natural;building;sport,natural
Pinilla de Toro,Zamora,Pinilla de Toro,41.62783,-5.36414,leisure;sport;natural,leisure
Pino del Oro,Zamora,Pino del Oro,41.585965,-6.119895,natural;leisure;accommodation,natural
Piñero (El),Zamora,El Piñero,41.366505,-5.596294,leisure;sport;natural,leisure
Pobladura de Valderaduey,Zamora,Pobladura de Valderaduey,41.70009,-5.54189,natural;catering,natural
Pobladura del Valle,Zamora,Pobladura del Valle,42.10257,-5.73333,leisure;sport;catering,leisure
Porto,Zamora,Porto,42.16737,-6.89934,leisure;natural;catering,leisure
Pozoantiguo,Zamora,Pozoantiguo,41.5973,-5.4366,natural;commercial;catering,natural
Pozuelo de Tábara,Zamora,Pozuelo de Tábara,41.78502,-5.89455,natural;catering,natural
Prado,Zamora,Prado,41.507885,-5.742746,catering;commercial;service,catering
Puebla de Sanabria,Zamora,Puebla de Sanabria,42.054722,-6.631533,commercial;leisure;natural,commercial
Pueblica de Valverde,Zamora,Pueblica de Valverde,41.91843,-5.89974,natural;catering;service,natural
Quintanilla de Urz,Zamora,Quintanilla de Urz,42.0329,-5.84866,leisure;sport;natural,leisure
Quintanilla del Monte,Zamora,Quintanilla del Monte,41.86812,-5.34928,natural;tourism;sport,natural
Quintanilla del Olmo,Zamora,Quintanilla del Olmo,41.90561,-5.40726,natural;leisure;tourism,natural
Quiruelas de Vidriales,Zamora,Quiruelas de Vidriales,42.01762,-5.82947,natural;service;building,natural
Rabanales,Zamora,Rabanales,41.74287,-6.27674,commercial;natural;service,commercial
Rábano de Aliste,Zamora,Rábano de Aliste,41.7443,-6.43302,natural;catering;accommodation,natural
Requejo,Zamora,Requejo,42.03044,-6.74227,accommodation;natural;commercial,accommodation
Revellinos,Zamora,Revellinos,41.88982,-5.56871,natural;leisure;access_limited,natural
Riofrío de Aliste,Zamora,Riofrío de Aliste,41.81724,-6.17742,natural;leisure;catering,natural
Rionegro del Puente,Zamora,Rionegro del Puente,42.00489,-6.22789,natural;catering;leisure,natural
Roales,Zamora,Roales,41.5517,-5.77211,sport;leisure;catering,sport
Robleda-Cervantes,Zamora,Robleda-Cervantes,42.085354,-6.590593,natural;sport;catering,natural
Roelos de Sayago,Zamora,Roelos de Sayago,41.26764,-6.17923,natural;sport;leisure,natural
Rosinos de la Requejada,Zamora,Rosinos de la Requejada,42.091352,-6.535736,natural;sport;service,natural
Salce,Zamora,Salce,41.26996,-6.21875,natural;catering;leisure,natural
Samir de los Caños,Zamora,Samir de los Caños,41.6728,-6.16415,natural;leisure;catering,natural
San Agustín del Pozo,Zamora,San Agustín del Pozo,41.88613,-5.59351,natural;access_limited;leisure,natural
San Cebrián de Castro,Zamora,San Cebrián de Castro,41.70632,-5.75605,natural;catering,natural
San Cristóbal de Entreviñas,Zamora,San Cristóbal de Entreviñas,42.045519,-5.635067,leisure;building;sport,leisure
San Esteban del Molar,Zamora,San Esteban del Molar,41.93717,-5.55158,leisure;access_limited;catering,leisure
San Justo,Zamora,San Justo,42.183004,-6.642197,natural;accommodation;catering,natural
San Martín de Valderaduey,Zamora,San Martín de Valderaduey,41.81414,-5.47249,natural;leisure;man_made,natural
San Miguel de la Ribera,Zamora,San Miguel de la Ribera,41.33301,-5.57689,leisure;sport;catering,leisure
San Miguel del Valle,Zamora,San Miguel del Valle,42.02985,-5.49624,natural;sport;catering,natural
San Pedro de Ceque,Zamora,San Pedro de Ceque,42.04334,-6.07242,leisure;natural;sport,leisure
San Pedro de la Nave-Almendra,Zamora,San Pedro de la Nave-Almendra,41.59226,-5.9215,natural;leisure;building,natural
San Vicente de la Cabeza,Zamora,San Vicente de la Cabeza,41.80696,-6.24993,sport;natural;leisure,sport
San Vitero,Zamora,San Vitero,41.7774,-6.34877,natural;catering;service,natural
Santa Clara de Avedillo,Zamora,Santa Clara de Avedillo,41.33877,-5.67692,leisure;natural;commercial,leisure
Santa Colomba de las Monjas,Zamora,Santa Colomba de las Monjas,41.95834,-5.68389,natural;sport;catering,natural
Santa Cristina de la Polvorosa,Zamora,Santa Cristina de la Polvorosa,41.999103,-5.712727,access_limited;leisure;building,access_limited
Santa Croya de Tera,Zamora,Santa Croya de Tera,41.98334,-5.97725,natural;sport;catering,natural
Santa Eufemia del Barco,Zamora,Santa Eufemia del Barco,41.67808,-5.89831,natural;sport,natural
Santa María de la Vega,Zamora,Santa María de la Vega,41.96552,-6.21184,natural;leisure;accommodation,natural
Santa María de Valverde,Zamora,Santa María de Valverde,41.93479,-5.9356,natural;catering;accommodation,natural
Santibáñez de Tera,Zamora,Santibáñez de Tera,41.98563,-5.92257,leisure;commercial;natural,leisure
Santibáñez de Vidriales,Zamora,Santibáñez de Vidriales,42.073455,-6.013748,commercial;leisure;catering,commercial
Santovenia,Zamora,Santovenia,41.87857,-5.71003,natural;commercial;catering,natural
Sanzoles,Zamora,Sanzoles,41.43235,-5.5671,building;leisure;natural,building
Tábara,Zamora,Tábara,41.82458,-5.9642,commercial;accommodation;catering,commercial
Tapioles,Zamora,Tapioles,41.85741,-5.49623,natural;sport;leisure,natural
Toro,Zamora,Toro,41.523749,-5.393229,catering;tourism;building,catering
Torre del Valle (La),Zamora,La Torre del Valle,42.09056,-5.72366,leisure;sport;service,leisure
Torregamones,Zamora,Torregamones,41.487,-6.18335,natural;commercial;leisure,natural
Torres del Carrizal,Zamora,Torres del Carrizal,41.617302,-5.671458,sport;leisure;activity,sport
Trabazos,Zamora,Trabazos,41.74793,-6.49094,natural;leisure;sport,natural
Trefacio,Zamora,Trefacio,42.12165,-6.65407,catering;natural;accommodation,catering
Uña de Quintana,Zamora,Uña de Quintana,42.08662,-6.14475,natural;sport;catering,natural
Vadillo de la Guareña,Zamora,Vadillo de la Guareña,41.28242,-5.353,leisure;sport;natural,leisure
Valcabado,Zamora,Valcabado,41.54862,-5.74916,sport;leisure;catering,sport
Valdefinjas,Zamora,Valdefinjas,41.45172,-5.45232,natural;catering;accommodation,natural
Valdescorriel,Zamora,Valdescorriel,42.02233,-5.50998,sport;natural;leisure,sport
Vallesa de la Guareña,Zamora,Vallesa de la Guareña,41.13532,-5.32611,natural;sport;leisure,natural
Vega de Tera,Zamora,Vega de Tera,41.99759,-6.125,natural;leisure;catering,natural
Vega de Villalobos,Zamora,Vega de Villalobos,41.97057,-5.46324,natural;leisure;sport,natural
Vegalatrave,Zamora,Vegalatrave,41.70026,-6.10675,natural;leisure;sport,natural
Venialbo,Zamora,Venialbo,41.38957,-5.53596,natural;leisure;sport,natural
Vezdemarbán,Zamora,Vezdemarbán,41.65601,-5.365983,leisure;sport;building,leisure
