municipio,provincia,municipio_nombre_humano,codigo_INE,lat,lon
Brieva de Cameros,La Rioja,Brieva de Cameros,26032,42.16462,-2.7945
Brihuega,Guadalajara,Brihuega,19053,40.762017,-2.869598
Brime de Sog,Zamora,Brime de Sog,49027,42.06162,-6.04791
Brime de Urz,Zamora,Brime de Urz,49028,42.03794,-5.87326
Brincones,Salamanca,Brincones,37058,41.1134,-6.34865
Briñas,La Rioja,Briñas,26033,42.60106,-2.83192
Brión,A Coruña,Brión,15013,43.361148,-8.409827
Briones,La Rioja,Briones,26034,42.543823,-2.7835
Briviesca,Burgos,Briviesca,9056,42.550301,-3.324216
Bronchales,Teruel,Bronchales,44045,40.508005,-1.588983
Broto,Huesca,Broto,22069,42.60434,-0.12351
Brozas,Cáceres,Brozas,10032,39.611341,-6.778873
Bruc (El),Barcelona,El Bruc,8025,41.58333,1.78333
Brull (El),Barcelona,El Brull,8026,41.81657,2.30531
Brunete,Madrid,Brunete,28026,40.405974,-3.99932
Brunyola i Sant Martí Sapresa,Girona,Brunyola i Sant Martí Sapresa,17028,42.15,2.58333
Buberos,Soria,Buberos,42041,41.64692,-2.19406
Bubierca,Zaragoza,Bubierca,50058,41.31482,-1.85386
Bubión,Granada,Bubión,18032,36.949,-3.35615
Buciegas,Cuenca,Buciegas,16038,40.33622,-2.4625
Budia,Guadalajara,Budia,19054,40.62734,-2.75846
Buenache de Alarcón,Cuenca,Buenache de Alarcón,16039,39.657031,-2.158622
Buenache de la Sierra,Cuenca,Buenache de la Sierra,16040,40.13333,-2.0
Buenamadre,Salamanca,Buenamadre,37059,40.85705,-6.24987
Buenaventura,Toledo,Buenaventura,45022,40.17705,-4.85003
Buenavista,Salamanca,Buenavista,37060,40.809959,-5.642739
Buenavista de Valdavia,Palencia,Buenavista de Valdavia,34037,42.63788,-4.61446
Buenavista del Norte,Santa Cruz de Tenerife,Buenavista del Norte,38010,28.371081,-16.85096
Buendía,Cuenca,Buendía,16041,40.367027,-2.755879
Bueña,Teruel,Bueña,44046,40.70881,-1.26742
Bueu,Pontevedra,Bueu,36004,42.323174,-8.783781
Bufali,Valencia,Bufali,46075,38.86775,-0.51617
Bugarra,Valencia,Bugarra,46076,39.61667,-0.76667
Bugedo,Burgos,Bugedo,9057,42.64912,-3.01786
Búger,Illes Balears,Búger,7009,39.75809,2.98349
Buitrago,Soria,Buitrago,42042,41.84337,-2.40434
Buitrago del Lozoya,Madrid,Buitrago del Lozoya,28027,40.990507,-3.638194
Bujalance,Córdoba,Bujalance,14012,37.894767,-4.379447
Bujalaro,Guadalajara,Bujalaro,19055,40.93687,-2.88333
Bujaraloz,Zaragoza,Bujaraloz,50059,41.498029,-0.152608
Bularros,Ávila,Bularros,5040,40.72808,-4.82914
Bulbuente,Zaragoza,Bulbuente,50060,41.8197,-1.60238
Bullas,Murcia,Bullas,30012,38.049376,-1.666639
Buniel,Burgos,Buniel,9058,42.31197,-3.8223
Bunyola,Illes Balears,Bunyola,7010,39.694825,2.700963
Buñol,Valencia,Buñol,46077,39.427351,-0.789688
Buñuel,Navarra,Buñuel,31057,41.98051,-1.44568
Burbáguena,Teruel,Burbáguena,44047,41.01783,-1.33825
Burela,Lugo,Burela,27902,43.659893,-7.358618
Bureta,Zaragoza,Bureta,50061,41.81572,-1.48819
Burganes de Valverde,Zamora,Burganes de Valverde,49029,41.921041,-5.781937
Burgo (El),Málaga,El Burgo,29031,36.790309,-4.948047
Burgo de Ebro (El),Zaragoza,El Burgo de Ebro,50062,41.5643,-0.73064
Burgo de Osma-Ciudad de Osma,Soria,Burgo de Osma-Ciudad de Osma,42043,41.586676,-3.063185
Burgo Ranero (El),León,El Burgo Ranero,24024,42.453008,-5.208242
Burgohondo,Ávila,Burgohondo,5041,40.414016,-4.785867
Burgos,Burgos,Burgos,9059,42.343288,-3.693108
Burgui/Burgi,Navarra,Burgui/Burgi,31059,42.71995,-1.00443
Burguillos,Sevilla,Burguillos,41019,37.585288,-5.967863
Burguillos de Toledo,Toledo,Burguillos de Toledo,45023,39.797363,-3.992506
Burguillos del Cerro,Badajoz,Burguillos del Cerro,6022,38.378731,-6.589193
Burjassot,Valencia,Burjassot,46078,39.50833,-0.412896
Burlada/Burlata,Navarra,Burlada/Burlata,31060,42.824973,-1.617334
Burón,León,Burón,24025,43.02486,-5.05119
Burujón,Toledo,Burujón,45024,39.901977,-4.298782
Busot,Alicante,Busot,3046,38.464904,-0.432603
Busquístar,Granada,Busquístar,18033,36.93796,-3.29444
Bustares,Guadalajara,Bustares,19057,41.13333,-3.06667
Bustarviejo,Madrid,Bustarviejo,28028,40.859006,-3.709813
Buste (El),Zaragoza,El Buste,50063,41.88565,-1.60168
Bustillo de Chaves,Valladolid,Bustillo de Chaves,47026,42.13114,-5.09168
Bustillo de la Vega,Palencia,Bustillo de la Vega,34038,42.45605,-4.74115
Bustillo del Oro,Zamora,Bustillo del Oro,49030,41.6746,-5.46158
Bustillo del Páramo,León,Bustillo del Páramo,24026,42.44126,-5.7928
Bustillo del Páramo de Carrión,Palencia,Bustillo del Páramo de Carrión,34039,42.35509,-4.7398
Busto (El),Navarra,El Busto,31061,42.54876,-2.24085
Busto de Bureba,Burgos,Busto de Bureba,9060,42.6591,-3.26512
Busturia,Bizkaia,Busturia,48021,43.367534,-2.698966
Cabacés,Tarragona,Cabacés,43035,41.24856,0.73514
Cabaco (El),Salamanca,El Cabaco,37061,40.559971,-6.159152
Caballar,Segovia,Caballar,40034,41.12159,-3.9642
Cabana de Bergantiños,A Coruña,Cabana de Bergantiños,15014,43.190162,-8.873452
Cabanabona,Lleida,Cabanabona,25060,41.8515,1.21579
Cabanas,A Coruña,Cabanas,15015,43.21667,-8.31667
Cabanelles,Girona,Cabanelles,17031,42.23068,2.81997
Cabanes,Girona,Cabanes,12033,40.155395,2.969188
Cabanes,Castellón,Cabanes,17030,40.155395,0.043446
Cabanillas,Navarra,Cabanillas,31062,42.031947,-1.522638
Cabanillas de la Sierra,Madrid,Cabanillas de la Sierra,28029,40.829503,-3.628712
Cabanillas del Campo,Guadalajara,Cabanillas del Campo,19058,40.634889,-3.232675
Cabanyes (Les),Barcelona,Les Cabanyes,8027,41.37287,1.688919
Cabañas de Ebro,Zaragoza,Cabañas de Ebro,50064,41.789236,-1.16932
Cabañas de la Sagra,Toledo,Cabañas de la Sagra,45025,40.008068,-3.950221
Cabañas de Polendos,Segovia,Cabañas de Polendos,40035,41.06667,-4.1101
Cabañas de Sayago,Zamora,Cabañas de Sayago,49031,41.33333,-5.78333
Cabañas de Yepes,Toledo,Cabañas de Yepes,45026,39.89051,-3.53502
Cabañas del Castillo,Cáceres,Cabañas del Castillo,10033,39.54804,-5.51203
Cabañas Raras,León,Cabañas Raras,24027,42.620159,-6.60408
Cabañes de Esgueva,Burgos,Cabañes de Esgueva,9061,41.83023,-3.78824
Cabeza de Béjar (La),Salamanca,La Cabeza de Béjar,37063,40.49574,-5.66259
Cabeza del Buey,Badajoz,Cabeza del Buey,6023,38.720666,-5.22195
Cabeza del Caballo,Salamanca,Cabeza del Caballo,37065,41.12982,-6.55742
Cabeza la Vaca,Badajoz,Cabeza la Vaca,6024,38.086152,-6.420675
Cabezabellosa,Cáceres,Cabezabellosa,10034,40.13763,-6.00086
Cabezabellosa de la Calzada,Salamanca,Cabezabellosa de la Calzada,37062,41.04395,-5.48866
Cabezamesada,Toledo,Cabezamesada,45027,39.8163,-3.10236
Cabezarados,Ciudad Real,Cabezarados,13025,38.84469,-4.2983
Cabezarrubias del Puerto,Ciudad Real,Cabezarrubias del Puerto,13026,38.61508,-4.18452
Cabezas de Alambre,Ávila,Cabezas de Alambre,5042,40.94218,-4.84184
Cabezas de San Juan (Las),Sevilla,Las Cabezas de San Juan,41020,36.982,-5.939208
Cabezas del Pozo,Ávila,Cabezas del Pozo,5043,41.00139,-4.95454
Cabezas del Villar,Ávila,Cabezas del Villar,5044,40.715103,-5.210077
Cabezas Rubias,Huelva,Cabezas Rubias,21015,37.7266,-7.08738
Cabezón de Cameros,La Rioja,Cabezón de Cameros,26035,42.19716,-2.51989
Cabezón de la Sal,Cantabria,Cabezón de la Sal,39012,43.308156,-4.230491
Cabezón de la Sierra,Burgos,Cabezón de la Sierra,9062,41.93434,-3.24154
Cabezón de Liébana,Cantabria,Cabezón de Liébana,39013,43.13437,-4.5763
Cabezón de Pisuerga,Valladolid,Cabezón de Pisuerga,47027,41.733448,-4.645667
Cabezón de Valderaduey,Valladolid,Cabezón de Valderaduey,47028,42.16793,-5.15892
Cabezuela,Segovia,Cabezuela,40036,41.219292,-3.963002
Cabezuela del Valle,Cáceres,Cabezuela del Valle,10035,40.193106,-5.806342
Cabizuela,Ávila,Cabizuela,5045,40.9009,-4.80212
Cabó,Lleida,Cabó,25061,42.23595,1.24244
Cabolafuente,Zaragoza,Cabolafuente,50065,41.21053,-2.04133
Cabra,Córdoba,Cabra,14013,37.4735,-4.441519
Cabra de Mora,Teruel,Cabra de Mora,44048,40.31696,-0.80678
Cabra del Camp,Tarragona,Cabra del Camp,43036,41.390008,1.330597
Cabra del Santo Cristo,Jaén,Cabra del Santo Cristo,23017,37.703723,-3.28715
Cabrales,Asturias,Cabrales,33008,43.30388,-4.8157
Cabranes,Asturias,Cabranes,33009,43.41621,-5.41128
Cabredo,Navarra,Cabredo,31063,42.62966,-2.41133
Cabrejas del Campo,Soria,Cabrejas del Campo,42044,41.68096,-2.26964
Cabrejas del Pinar,Soria,Cabrejas del Pinar,42045,41.79596,-2.84945
Cabrera (La),Madrid,La Cabrera,28030,40.863889,-3.613333
Cabrera d'Anoia,Barcelona,Cabrera d'Anoia,8028,41.485582,1.709933
Cabrera de Mar,Barcelona,Cabrera de Mar,8029,41.527272,2.397678
Cabrerizos,Salamanca,Cabrerizos,37067,40.979833,-5.608407
Cabrero,Cáceres,Cabrero,10036,40.11324,-5.89293
Cabreros del Monte,Valladolid,Cabreros del Monte,47029,41.84906,-5.27016
Cabreros del Río,León,Cabreros del Río,24028,42.40205,-5.54154
Cabrillanes,León,Cabrillanes,24029,42.95343,-6.1485
Cabrillas,Salamanca,Cabrillas,37068,40.73977,-6.17873
Cabrils,Barcelona,Cabrils,8030,41.52819,2.368618
Cabuérniga,Cantabria,Cabuérniga,39014,43.22572,-4.30039
Cacabelos,León,Cacabelos,24030,42.599918,-6.72475
Cáceres,Cáceres,Cáceres,10037,39.464967,-6.377459
Cachorrilla,Cáceres,Cachorrilla,10038,39.91557,-6.66909
Cacín,Granada,Cacín,18034,37.05995,-3.91689
Cadalso,Cáceres,Cadalso,10039,40.23743,-6.54083
Cadalso de los Vidrios,Madrid,Cadalso de los Vidrios,28031,40.301907,-4.438665
Cadaqués,Girona,Cadaqués,17032,42.291686,3.280294
Cádiar,Granada,Cádiar,18035,36.945095,-3.180099
Cádiz,Cádiz,Cádiz,11012,36.518753,-6.279529
Cadreita,Navarra,Cadreita,31064,42.241903,-1.763721
Cadrete,Zaragoza,Cadrete,50066,41.564654,-0.965042
Cájar,Granada,Cájar,18036,37.130519,-3.570119
Cala,Huelva,Cala,21016,37.969374,-6.312885
Calabazas de Fuentidueña,Segovia,Calabazas de Fuentidueña,40037,41.450358,-4.009898
Calaceite,Teruel,Calaceite,44049,41.016096,0.188263
Calaf,Barcelona,Calaf,8031,41.731601,1.516317
Calafell,Tarragona,Calafell,43037,41.198646,1.566326
Calahorra,La Rioja,Calahorra,26036,42.302939,-2.517555
Calahorra (La),Granada,La Calahorra,18114,37.180816,-3.063913
Calahorra de Boedo,Palencia,Calahorra de Boedo,34041,42.57409,-4.38485
Calamocha,Teruel,Calamocha,44050,40.918848,-1.297614
Calamonte,Badajoz,Calamonte,6025,38.887746,-6.387619
Calanda,Teruel,Calanda,44051,40.942323,-0.233183
Calañas,Huelva,Calañas,21017,37.653945,-6.87949
Calasparra,Murcia,Calasparra,30013,38.230042,-1.702155
Calatañazor,Soria,Calatañazor,42046,41.64962,-2.72738
Calatayud,Zaragoza,Calatayud,50067,41.351583,-1.6413
Calatorao,Zaragoza,Calatorao,50068,41.523902,-1.343895
Calcena,Zaragoza,Calcena,50069,41.65515,-1.71764
Caldas de Reis,Pontevedra,Caldas de Reis,36005,42.604454,-8.644298
Caldearenas,Huesca,Caldearenas,22072,42.393478,-0.499392
Calders,Barcelona,Calders,8034,41.783381,1.98081
Caldes d'Estrac,Barcelona,Caldes d'Estrac,8032,41.56506,2.513271
Caldes de Malavella,Girona,Caldes de Malavella,17033,41.837008,2.788604
Caldes de Montbui,Barcelona,Caldes de Montbui,8033,41.630059,2.16897
Calella,Barcelona,Calella,8035,41.614211,2.655708
Calera de León,Badajoz,Calera de León,6026,38.106385,-6.336207
Calera y Chozas,Toledo,Calera y Chozas,45028,39.882233,-4.979702
Caleruega,Burgos,Caleruega,9064,41.82548,-3.48593
Caleruela,Toledo,Caleruela,45029,39.87483,-5.25693
Calicasas,Granada,Calicasas,18037,37.2713,-3.61345
Càlig,Castellón,Càlig,12034,40.461524,0.35459
Calldetenes,Barcelona,Calldetenes,8037,41.952271,2.280429
Calles,Valencia,Calles,46079,39.72118,-0.97057
Callosa d'en Sarrià,Alicante,Callosa d'en Sarrià,3048,38.64888,-0.123885
Callosa de Segura,Alicante,Callosa de Segura,3049,38.126098,-0.875694
Callús,Barcelona,Callús,8038,41.782097,1.783982
Calmarza,Zaragoza,Calmarza,50070,41.1581,-1.91196
Calomarde,Teruel,Calomarde,44052,40.37264,-1.57434
Calonge de Segarra,Barcelona,Calonge de Segarra,8036,41.76132,1.47715
Calonge i Sant Antoni,Girona,Calonge i Sant Antoni,17034,41.862389,3.072349
Calp,Alicante,Calp,3047,38.658408,0.05646
Caltojar,Soria,Caltojar,42048,41.40226,-2.76436
Calvarrasa de Abajo,Salamanca,Calvarrasa de Abajo,37069,40.946181,-5.57172
Calvarrasa de Arriba,Salamanca,Calvarrasa de Arriba,37070,40.90672,-5.59199
Calvià,Illes Balears,Calvià,7011,39.566048,2.506248
Calvos de Randín,Ourense,Calvos de Randín,32016,41.9479,-7.89604
Calzada de Béjar (La),Salamanca,La Calzada de Béjar,37071,40.41182,-5.81809
Calzada de Calatrava,Ciudad Real,Calzada de Calatrava,13027,38.70133,-3.774141
Calzada de Don Diego,Salamanca,Calzada de Don Diego,37072,40.905,-5.90279
Calzada de los Molinos,Palencia,Calzada de los Molinos,34042,42.327152,-4.651376
Calzada de Oropesa,Toledo,Calzada de Oropesa,45030,39.89875,-5.277487
Calzada de Valdunciel,Salamanca,Calzada de Valdunciel,37073,41.086418,-5.701983
Calzada del Coto,León,Calzada del Coto,24031,42.38613,-5.07809
Calzadilla,Cáceres,Calzadilla,10040,40.06014,-6.53328
Calzadilla de los Barros,Badajoz,Calzadilla de los Barros,6027,38.300375,-6.314896
Calzadilla de Tera,Zamora,Calzadilla de Tera,49032,41.97899,-6.08243
Camaleño,Cantabria,Camaleño,39015,43.15078,-4.69376
Camañas,Teruel,Camañas,44053,40.64308,-1.13752
Camarasa,Lleida,Camarasa,25062,41.87486,0.87814
Camarena,Toledo,Camarena,45031,40.092233,-4.119007
Camarena de la Sierra,Teruel,Camarena de la Sierra,44054,40.15,-1.03333
Camarenilla,Toledo,Camarenilla,45032,40.01672,-4.07624
Camargo,Cantabria,Camargo,39016,43.407402,-3.884697
Camarillas,Teruel,Camarillas,44055,40.61242,-0.75416
Camariñas,A Coruña,Camariñas,15016,43.131859,-9.182555
Camarles,Tarragona,Camarles,43903,40.767289,0.655257
Camarma de Esteruelas,Madrid,Camarma de Esteruelas,28032,40.551604,-3.376523
Camarzana de Tera,Zamora,Camarzana de Tera,49033,41.9947,-6.02657
Camas,Sevilla,Camas,41021,37.399793,-6.033157
Cambados,Pontevedra,Cambados,36006,42.515679,-8.816347
Cambil,Jaén,Cambil,23018,37.675796,-3.565989
Cambre,A Coruña,Cambre,15017,43.291654,-8.342931
Cambrils,Tarragona,Cambrils,43038,41.074454,1.051729
Caminomorisco,Cáceres,Caminomorisco,10041,40.32719,-6.28923
Caminreal,Teruel,Caminreal,44056,40.83852,-1.320464
Camós,Girona,Camós,17035,42.08776,2.76288
Campana (La),Sevilla,La Campana,41022,37.568384,-5.427573
Campanario,Badajoz,Campanario,6028,38.863511,-5.617804
Campanet,Illes Balears,Campanet,7012,39.775651,2.964347
Campaspero,Valladolid,Campaspero,47030,41.491595,-4.194225
Campazas,León,Campazas,24032,42.14219,-5.49349
Campdevànol,Girona,Campdevànol,17036,42.21912,2.168311
Campelles,Girona,Campelles,17037,42.29471,2.1407
Campello (el),Alicante,el Campello,3050,38.428712,-0.400416
Campezo/Kanpezu,Álava,Campezo/Kanpezu,1017,42.69412,-2.36442
Campillo (El),Huelva,El Campillo,21018,37.43493,-7.0559
Campillo (El),Valladolid,El Campillo,47031,41.262437,-4.995518
Campillo de Altobuey,Cuenca,Campillo de Altobuey,16042,39.610861,-1.793926
Campillo de Aragón,Zaragoza,Campillo de Aragón,50071,41.12648,-1.84393
Campillo de Aranda,Burgos,Campillo de Aranda,9065,41.609055,-3.731442
Campillo de Arenas,Jaén,Campillo de Arenas,23019,37.554965,-3.63531
Campillo de Azaba,Salamanca,Campillo de Azaba,37074,40.50951,-6.68705
Campillo de Deleitosa,Cáceres,Campillo de Deleitosa,10042,39.70297,-5.57436
Campillo de Dueñas,Guadalajara,Campillo de Dueñas,19059,40.88376,-1.68505
Campillo de la Jara (El),Toledo,El Campillo de la Jara,45033,39.58918,-5.05532
Campillo de Llerena,Badajoz,Campillo de Llerena,6029,38.502136,-5.830793
Campillo de Ranas,Guadalajara,Campillo de Ranas,19060,41.08601,-3.31431
Campillos,Málaga,Campillos,29032,37.047967,-4.863483
Campillos-Paravientos,Cuenca,Campillos-Paravientos,16043,39.98333,-1.55
Campillos-Sierra,Cuenca,Campillos-Sierra,16044,40.1,-1.7
Campins,Barcelona,Campins,8039,41.71667,2.46667
Campisábalos,Guadalajara,Campisábalos,19061,41.26667,-3.13333
Campllong,Girona,Campllong,17038,41.89653,2.83219
Campo,Huesca,Campo,22074,42.40956,0.39615
Campo de Criptana,Ciudad Real,Campo de Criptana,13028,39.402988,-3.124526
Campo de Mirra/Camp de Mirra (el),Alicante,El Campo de Mirra/Camp de Mirra,3051,38.70001,-0.79462
Campo de Peñaranda (El),Salamanca,El Campo de Peñaranda,37077,40.976291,-5.25135
Campo de San Pedro,Segovia,Campo de San Pedro,40039,41.42992,-3.54599
Campo de Villavidel,León,Campo de Villavidel,24033,42.43906,-5.52808
Campo Lameiro,Pontevedra,Campo Lameiro,36007,42.54382,-8.54286
Campo Lugar,Cáceres,Campo Lugar,10043,39.16761,-5.75336
Campo Real,Madrid,Campo Real,28033,40.339517,-3.380458
Campofrío,Huelva,Campofrío,21019,37.764894,-6.576772
Campolara,Burgos,Campolara,9066,42.11953,-3.4274
Camponaraya,León,Camponaraya,24034,42.579015,-6.669924
Campoo de Enmedio,Cantabria,Campoo de Enmedio,39027,42.967242,-4.115194
Campoo de Yuso,Cantabria,Campoo de Yuso,39017,43.00858,-4.014549
Camporredondo,Valladolid,Camporredondo,47032,41.47333,-4.50503
Camporrélls,Huesca,Camporrélls,22075,41.953793,0.529991
Camporrobles,Valencia,Camporrobles,46080,39.647152,-1.399675
Campos,Illes Balears,Campos,7013,39.430852,3.019209
Campos del Paraíso,Cuenca,Campos del Paraíso,16901,40.036386,-2.737212
Campos del Río,Murcia,Campos del Río,30014,38.040031,-1.351635
Campotéjar,Granada,Campotéjar,18038,37.482387,-3.616895
Camprodon,Girona,Camprodon,17039,42.311598,2.364891
Camprovín,La Rioja,Camprovín,26037,42.34753,-2.712425
Camuñas,Toledo,Camuñas,45034,39.428999,-3.457508
Canal de Berdún,Huesca,Canal de Berdún,22076,42.601249,-0.856119
Canalejas de Peñafiel,Valladolid,Canalejas de Peñafiel,47033,41.52513,-4.11546
Canalejas del Arroyo,Cuenca,Canalejas del Arroyo,16045,40.3685,-2.49408
Canales,Ávila,Canales,5046,40.667503,-4.663682
Canales de la Sierra,La Rioja,Canales de la Sierra,26038,42.14233,-3.02458
Canals,Valencia,Canals,46081,38.963127,-0.584444
Candamo,Asturias,Candamo,33010,43.45476,-6.05394
Candasnos,Huesca,Candasnos,22077,41.502615,0.064767
Candelaria,Santa Cruz de Tenerife,Candelaria,38011,28.332273,-16.368848
Candelario,Salamanca,Candelario,37078,40.367337,-5.743139
Candeleda,Ávila,Candeleda,5047,40.154493,-5.241504
Candilichera,Soria,Candilichera,42049,41.70434,-2.30123
Candín,León,Candín,24036,42.81695,-6.72848
Canejan,Lleida,Canejan,25063,42.83836,0.739
Canena,Jaén,Canena,23020,38.046177,-3.479017
Canencia,Madrid,Canencia,28034,40.907344,-3.738919
Canet d'Adri,Girona,Canet d'Adri,17040,42.03333,2.73333
Canet d'En Berenguer,Valencia,Canet d'En Berenguer,46082,39.67977,-0.220343
Canet de Mar,Barcelona,Canet de Mar,8040,41.590931,2.580201
Canet lo Roig,Castellón,Canet lo Roig,12036,40.55142,0.24308
Canfranc,Huesca,Canfranc,22078,42.747493,-0.514654
Cangas,Pontevedra,Cangas,36008,42.26413,-8.78462
Cangas de Onís,Asturias,Cangas de Onís,33012,43.351964,-5.128428
Cangas del Narcea,Asturias,Cangas del Narcea,33011,43.177444,-6.549715
Canicosa de la Sierra,Burgos,Canicosa de la Sierra,9067,41.93673,-3.04089
Caniles,Granada,Caniles,18039,37.435989,-2.722446
Canillas de Abajo,Salamanca,Canillas de Abajo,37079,40.92266,-5.92905
Canillas de Aceituno,Málaga,Canillas de Aceituno,29033,36.873341,-4.082895
Canillas de Albaida,Málaga,Canillas de Albaida,29034,36.84665,-3.98678
Canillas de Esgueva,Valladolid,Canillas de Esgueva,47034,41.75464,-4.12502
Canillas de Río Tuerto,La Rioja,Canillas de Río Tuerto,26039,42.3995,-2.84091
Canjáyar,Almería,Canjáyar,4030,37.00985,-2.740139
Canonja (La),Tarragona,La Canonja,43907,41.12041,1.184066
Canovelles,Barcelona,Canovelles,8041,41.61667,2.28333
Cànoves i Samalús,Barcelona,Cànoves i Samalús,8042,41.68333,2.35
Canredondo,Guadalajara,Canredondo,19064,40.81257,-2.49377
Cantabrana,Burgos,Cantabrana,9068,42.342869,-3.694385
Cantagallo,Salamanca,Cantagallo,37080,40.37239,-5.8189
Cantalapiedra,Salamanca,Cantalapiedra,37081,41.125763,-5.183367
Cantalejo,Segovia,Cantalejo,40040,41.259581,-3.9289
Cantallops,Girona,Cantallops,17041,42.42216,2.92524
Cantalojas,Guadalajara,Cantalojas,19065,41.23472,-3.24629
Cantalpino,Salamanca,Cantalpino,37082,41.053052,-5.330711
Cantaracillo,Salamanca,Cantaracillo,37083,40.90376,-5.16291
Cantavieja,Teruel,Cantavieja,44059,40.524358,-0.405618
Cantillana,Sevilla,Cantillana,41023,37.610227,-5.824314
Cantimpalos,Segovia,Cantimpalos,40041,41.0738,-4.160015
Cantiveros,Ávila,Cantiveros,5048,40.95216,-4.95455
Cantoria,Almería,Cantoria,4031,37.351722,-2.193388
Canyelles,Barcelona,Canyelles,8043,41.272894,1.713749
Cañada,Alicante,Cañada,3052,38.39711,-0.5831
Cañada de Benatanduz,Teruel,Cañada de Benatanduz,44060,40.57934,-0.53682
Cañada de Calatrava,Ciudad Real,Cañada de Calatrava,13029,38.85429,-4.02103
Cañada de Verich (La),Teruel,La Cañada de Verich,44061,40.856445,-0.100266
Cañada del Hoyo,Cuenca,Cañada del Hoyo,16046,39.96667,-1.9
Cañada Juncosa,Cuenca,Cañada Juncosa,16047,39.54864,-2.24992
Cañada Rosal,Sevilla,Cañada Rosal,41901,37.598036,-5.210993
Cañada Vellida,Teruel,Cañada Vellida,44062,40.70811,-0.91489
Cañamaque,Soria,Cañamaque,42050,41.44453,-2.23792
Cañamares,Cuenca,Cañamares,16048,40.451082,-2.239553
Cañamero,Cáceres,Cañamero,10044,39.380414,-5.38797
Cáñar,Granada,Cáñar,18040,36.92684,-3.42808
Cañas,La Rioja,Cañas,26040,42.3924,-2.84649
Cañavate (El),Cuenca,El Cañavate,16049,39.541027,-2.327098
Cañaveral,Cáceres,Cañaveral,10045,39.793415,-6.389006
Cañaveral de León,Huelva,Cañaveral de León,21020,38.01667,-6.51667
Cañaveras,Cuenca,Cañaveras,16050,40.35994,-2.39611
Cañaveruelas,Cuenca,Cañaveruelas,16051,40.40024,-2.63719
Cañete,Cuenca,Cañete,16052,40.042758,-1.648563
Cañete de las Torres,Córdoba,Cañete de las Torres,14014,37.867096,-4.319282
Cañete la Real,Málaga,Cañete la Real,29035,36.951397,-5.02508
Cañiza (A),Pontevedra,A Cañiza,36009,42.213381,-8.276621
Cañizal,Zamora,Cañizal,49034,41.16654,-5.36828
Cañizar,Guadalajara,Cañizar,19066,40.76763,-3.06399
Cañizar del Olivar,Teruel,Cañizar del Olivar,44063,40.81622,-0.64567
Cañizares,Cuenca,Cañizares,16053,40.5187,-2.19201
Cañizo,Zamora,Cañizo,49035,41.76955,-5.50198
Capafonts,Tarragona,Capafonts,43039,41.3,1.03333
Caparroso,Navarra,Caparroso,31065,42.340044,-1.651342
Capçanes,Tarragona,Capçanes,43040,41.1,0.78333
Capdepera,Illes Balears,Capdepera,7014,39.714978,3.461558
Capdesaso,Huesca,Capdesaso,22079,41.84286,-0.18316
Capela (A),A Coruña,A Capela,15018,43.440323,-8.04108
Capella,Huesca,Capella,22080,42.19635,0.39637
Capellades,Barcelona,Capellades,8044,41.530204,1.685225
Capileira,Granada,Capileira,18042,36.96148,-3.35864
Capilla,Badajoz,Capilla,6030,38.82036,-5.08417
Capillas,Palencia,Capillas,34045,42.01362,-4.89051
Capmany,Girona,Capmany,17042,42.37351,2.92026
Capolat,Barcelona,Capolat,8045,42.0772,1.75352
Carabantes,Soria,Carabantes,42051,41.55211,-1.9981
Carabaña,Madrid,Carabaña,28035,40.256871,-3.238404
Carabias,Segovia,Carabias,40161,41.44271,-3.67423
Caracena,Soria,Caracena,42052,41.38321,-3.09146
Caracuel de Calatrava,Ciudad Real,Caracuel de Calatrava,13030,38.84522,-4.06339
Carataunas,Granada,Carataunas,18043,36.92204,-3.40834
Caravaca de la Cruz,Murcia,Caravaca de la Cruz,30015,38.105154,-1.862292
Caravia,Asturias,Caravia,33013,43.46058,-5.19181
Carazo,Burgos,Carazo,9070,41.969444,-3.353889
Carbajales de Alba,Zamora,Carbajales de Alba,49036,41.65347,-5.99706
Carbajo,Cáceres,Carbajo,10046,39.60333,-7.19565
Carbajosa de la Sagrada,Salamanca,Carbajosa de la Sagrada,37085,40.935082,-5.648178
Carballeda de Avia,Ourense,Carballeda de Avia,32018,42.3214,-8.16456
Carballeda de Valdeorras,Ourense,Carballeda de Valdeorras,32017,42.3489,-6.8558
Carballedo,Lugo,Carballedo,27009,42.93333,-7.2
Carballiño (O),Ourense,O Carballiño,32019,42.43163,-8.07899
Carballo,A Coruña,Carballo,15019,43.212442,-8.691351
Carbellino,Zamora,Carbellino,49037,41.22975,-6.14901
Carboneras,Almería,Carboneras,4032,36.999559,-1.893074
Carboneras de Guadazaón,Cuenca,Carboneras de Guadazaón,16055,39.900821,-1.805277
Carbonero el Mayor,Segovia,Carbonero el Mayor,40043,41.122103,-4.266744
Carboneros,Jaén,Carboneros,23021,38.217869,-3.629671
Carcaboso,Cáceres,Carcaboso,10047,40.049735,-6.214542
Carcabuey,Córdoba,Carcabuey,14015,37.44265,-4.274668
Carcaixent,Valencia,Carcaixent,46083,39.121071,-0.448319
Cárcar,Navarra,Cárcar,31066,42.395929,-1.985862
Carcastillo,Navarra,Carcastillo,31067,42.378078,-1.444042
Carcedo de Bureba,Burgos,Carcedo de Bureba,9071,42.57818,-3.4983
